WKT,gml_id,ogc_fid,sac_name,sac_code,sac_area,sac_grid_ref,sac_easting,sac_northing,sac_latitude,sac_longitude,designation_status,component_id,polygon_area,polygon_easting,polygon_northing,gis_date,version
"MULTIPOLYGON (((397499.1988 76604.70139,397500.5015 76587.69626,397499.1988 76584.59714,397497.5003 76582.19783,397494.697 76578.89877,397476.0961 76555.3955,397463.4976 76539.79996,397461.7002 76537.80054,397457.2974 76532.702,397449.5965 76523.80454,397446.7025 76520.39552,397444.196 76511.49807,397442.0028 76504.20016,397438.8037 76493.30327,397436.8991 76486.79514,397436.0004 76480.297,397434.6976 76473.49894,397433.197 76463.90169,397430.2041 76442.69776,397429.2971 76435.29988,397429.7011 76433.30045,397430.8967 76408.59752,397432.9992 76372.49785,397434.4008 76340.99687,397434.6976 76338.69753,397434.9038 76338.19767,397433.7 76332.59928,397432.1994 76324.80151,397430.402 76324.60157,397402.4017 76324.10171,397394.6019 76323.80179,397386.1013 76323.40191,397383.2979 76350.70409,397381.4016 76370.19851,397381.3026 76373.69751,397381.0965 76379.29591,397381.2037 76381.79519,397381.4016 76384.80433,397381.3026 76388.90316,397381.5995 76392.00227,397381.7973 76395.00141,397382.1024 76406.79804,397382.1024 76411.19678,397382.3992 76418.1048,397382.696 76421.30389,397383.2979 76428.00197,397383.9988 76439.09879,397384.9964 76447.49639,397385.6973 76451.9951,397387.5029 76464.2016,397388.2037 76467.80058,397389.3003 76473.39897,397391.6997 76482.99622,397393.2003 76488.50465,397395.4017 76496.10247,397396.3004 76498.70173,397398.7987 76505.49978,397400.5961 76509.59861,397402.5007 76515.29698,397403.2015 76517.49635,397403.8034 76520.29555,397405.9966 76528.10331,397406.6974 76531.70228,397410.3995 76551.1967,397412.403 76552.49633,397416.3029 76554.6957,397426.601 76561.0039,397429.0003 76562.70341,397432.3973 76565.50261,397439.3973 76571.70083,397441.1041 76573.30038,397444.501 76576.89935,397447.2961 76580.1984,397448.6978 76582.09786,397450.2973 76584.59714,397453.2985 76589.79565,397454.0983 76591.59514,397455.2031 76593.30465,397456.0029 76595.50402,397458.4022 76601.00245,397460.6036 76607.00073,397463.1019 76614.99844,397464.1985 76619.99701,397462.7968 76620.89675,397460.6036 76622.49629,397457.1984 76625.19552,397453.9004 76627.50486,397409.0967 76656.89645,397378.7961 76677.40058,397370.5016 76682.79903,397367.8962 76684.59852,397365.703 76686.398,397364.2024 76687.89757,397362.2978 76690.39686,397360.7972 76693.59594,397359.7995 76696.59508,397358.4968 76700.70391,397354.7041 76712.10064,397352.7005 76717.19919,397348.7017 76727.89612,397343.6969 76739.20289,397341.5037 76743.30171,397340.201 76745.50108,397339.6981 76746.70074,397339.5991 76747.80043,397339.4012 76749.3,397339.2034 76751.49937,397337.3977 76773.60304,397336.903 76777.50192,397335.996 76784.39995,397334.6026 76791.99777,397334.1986 76793.69729,397333.5967 76795.3968,397332.5001 76799.09574,397331.8982 76800.59531,397327.3964 76810.30253,397323.7026 76817.20056,397321.6991 76821.19942,397317.8981 76828.39735,397314.1961 76834.69555,397310.1972 76841.10372,397308.3009 76843.80295,397306.2973 76846.80209,397302.2985 76852.30051,397296.799 76859.29851,397298.9015 76862.79751,397316.2986 76853.80008,397324.7992 76849.2014,397336.1032 76843.00317,397347.2011 76837.70469,397352.4037 76835.39535,397358.3979 76832.89607,397368.597 76829.2971,397370.5016 76828.5973,397373.7007 76827.1977,397384.5017 76821.5993,397391.9965 76817.60045,397394.9977 76816.20085,397400.5961 76814.00148,397405.5019 76812.10202,397407.5961 76811.20228,397409.4018 76810.20256,397410.3005 76809.60273,397414.1015 76798.59589,397415.5031 76794.49706,397419.6999 76767.30484,397423.6987 76742.80186,397425.2983 76733.2046,397426.4031 76727.29629,397426.8978 76724.19718,397428.4974 76718.69876,397429.2971 76715.19976,397429.7011 76713.3003,397435.8025 76696.905,397436.8991 76694.19577,397439.9003 76688.39743,397441.9038 76684.59852,397443.8002 76680.99955,397446.8014 76675.10124,397447.5022 76673.60166,397449.2997 76671.90215,397453.6036 76668.30318,397463.1019 76659.59567,397467.9995 76655.2969,397472.1962 76651.69794,397474.241 76649.93844,397475.0984 76649.19865,397477.102 76647.79905,397482.9972 76641.10097,397487.1033 76636.70223,397488.2988 76635.4026,397489.2964 76634.10297,397492.1987 76629.70423,397493.6004 76627.50486,397494.697 76625.39546,397495.9007 76622.69624,397497.3024 76619.39718,397498.0032 76617.69767,397499.1988 76604.70139)))",sac.1,1,Isle of Portland to Studland Cliffs,UK0019861,1446.45,sy832800,383253.66,80020.52,50:37:08N,2:14:12W,Candidate,0,2.97235,397398.66,76414.53,20070220,1
"MULTIPOLYGON (((403220.4961 77431.50472,403220.5538 77431.11483,403209.5962 77429.09541,403210.6021 77423.29707,403205.6962 77422.4973,403204.3028 77428.39561,403179.6996 77424.09684,403159.8125 77420.57785,403159.6971 77421.0977,403111.9994 77414.19967,403069.1003 77407.8015,403055.364 77405.99202,403054.0036 77414.99944,403053.7975 77416.09913,403053.6985 77417.09884,403053.5007 77418.19853,403053.3028 77419.19824,403053.3028 77420.19795,403053.4017 77421.0977,403052.9977 77424.79664,403052.7998 77427.09598,403052.7009 77429.59526,403052.7009 77431.30477,403052.7998 77433.00429,403052.7009 77435.20366,403052.503 77437.20309,403052.0001 77446.00057,403051.8022 77449.99942,403051.4971 77453.89831,403050.9035 77461.29619,403050.7963 77463.49556,403050.5984 77465.60496,403050.5984 77468.30418,403050.4995 77469.40387,403050.3016 77470.60353,403049.9965 77471.80318,403049.8976 77472.90287,403028.8974 77471.00341,403025.4015 77470.7035,403023.703 77470.60353,403020.7018 77470.20364,403019.1023 77469.90373,403017.7995 77469.60381,403016.3979 77469.20393,403014.7983 77468.80404,403013.3472 77468.6041,403008.1034 77468.00427,403003.4037 77467.40444,402999.9985 77467.05454,402956.2996 77462.69579,402952.3008 77462.2959,402947.6011 77461.89602,402919.9966 77458.99685,402915.8988 77458.49699,402890.8009 77455.79776,402715.9808 77416.60898,402708.7829 77416.27908,402708.7417 77417.69867,402708.7005 77418.69838,402707.1999 77447.90002,402706.8041 77457.69722,402705.9961 77474.10252,402705.8889 77475.30218,402705.7982 77476.30189,402705.8971 77477.70149,402705.9961 77479.40101,402706.0208 77483.68978,402706.1033 77498.79546,402705.4024 77519.19962,402704.8005 77534.59521,402704.6027 77537.50438,402704.3965 77539.80372,402703.9018 77545.70203,402700.9996 77576.30327,402699.903 77586.30041,402699.4 77589.69944,402696.4978 77612.60288,402695.7969 77637.89564,402706.4001 77638.12557,402737.0964 77638.49547,402797.6976 77639.29524,402858.4967 77639.80509,402869.0009 77639.89507,402868.803 77638.89535,402869.2978 77638.99532,402869.8007 77639.19527,402870.0975 77639.59515,402870.3037 77639.99504,402870.3037 77640.50489,402870.18 77640.80481,402871.2024 77640.8248,402905.6997 77641.50461,402962.4999 77642.2044,402999.9985 77642.40435,403041.6608 77643.40406,403041.7267 77642.2044,403104.6036 77670.99616,403103.9522 77697.89846,403108.5035 77698.29835,403132.0019 77699.79792,403132.9995 77699.89789,403135.201 77700.09783,403136.0997 77700.09783,403136.8995 77700.19781,403137.6992 77700.19781,403164.3967 77702.09726,403183.987 77703.61683,403192.4217 77704.27664,403203.1897 77705.1064,403203.2969 77702.09726,403203.4041 77698.99815,403203.602 77695.89903,403203.602 77684.20238,403203.4866 77678.9039,403203.2969 77669.99645,403203.2969 77667.89705,403203.4041 77665.79765,403203.4041 77663.8982,403203.4206 77663.50831,403203.5031 77661.89877,403203.602 77659.59943,403203.7009 77657.20011,403205.2015 77627.1987,403205.9024 77612.80282,403206.8588 77597.89709,403206.9 77597.29726,403207.1968 77593.49835,403207.6009 77589.59946,403207.7987 77586.20044,403207.9966 77582.90138,403208.4006 77578.50264,403208.5985 77574.1039,403210.3959 77550.60063,403211.5997 77536.50466,403213.8011 77508.70262,403216.2005 77477.20164,403217.297 77463.49556,403217.6021 77459.89659,403217.9979 77456.29762,403218.3029 77453.19851,403218.5998 77450.19937,403218.7976 77447.20022,403219.1027 77444.10111,403219.4985 77441.10197,403219.6964 77439.10254,403219.9025 77437.00314,403220.1004 77435.10369,403220.2982 77433.10426,403220.4961 77431.50472)))",sac.2,2,Isle of Portland to Studland Cliffs,UK0019861,1446.45,sy832800,383253.66,80020.52,50:37:08N,2:14:12W,Candidate,0,10.9717,402956.5,77555.55,20070220,1
