name,geography,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
Hainworth,conservation-area:05/00021/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.909685 53.848642,-1.909800 53.848631,-1.911295 53.849524,-1.911600 53.849356,-1.911913 53.849488,-1.912126 53.849483,-1.913039 53.848896,-1.914181 53.848021,-1.914065 53.847958,-1.915300 53.847648,-1.915836 53.847464,-1.916009 53.847338,-1.915709 53.846934,-1.915969 53.846840,-1.914589 53.846000,-1.913983 53.846340,-1.913771 53.846420,-1.912832 53.846319,-1.909474 53.846713,-1.909464 53.846582,-1.908583 53.846520,-1.908507 53.847589,-1.908804 53.847644,-1.908772 53.847684,-1.908442 53.847770,-1.908005 53.847823,-1.908019 53.847880,-1.907871 53.848017,-1.909117 53.848645,-1.909553 53.848515,-1.909685 53.848642)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00021-CONARA
Haworth,conservation-area:05/00022/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.947412 53.828211,-1.947525 53.828609,-1.947302 53.828743,-1.947308 53.828778,-1.947583 53.828728,-1.947651 53.828970,-1.947550 53.829098,-1.948029 53.829069,-1.948248 53.829126,-1.948371 53.829076,-1.948921 53.828997,-1.948849 53.829175,-1.948735 53.829314,-1.948507 53.829494,-1.948269 53.829615,-1.948496 53.831162,-1.948484 53.831232,-1.948412 53.831327,-1.948533 53.831504,-1.948477 53.831676,-1.948370 53.831810,-1.948644 53.831845,-1.948814 53.831724,-1.949077 53.831385,-1.949197 53.830765,-1.949422 53.830637,-1.949516 53.830653,-1.949566 53.830717,-1.949624 53.830688,-1.949750 53.830712,-1.950250 53.830625,-1.950309 53.830759,-1.950903 53.830633,-1.951023 53.830912,-1.950508 53.830990,-1.950471 53.831129,-1.950486 53.831238,-1.950408 53.831463,-1.950463 53.831614,-1.950604 53.831753,-1.952596 53.832647,-1.953501 53.832829,-1.953483 53.832884,-1.953544 53.832890,-1.953808 53.833456,-1.954079 53.833408,-1.954318 53.833785,-1.954581 53.833753,-1.954662 53.833934,-1.954990 53.833899,-1.955944 53.833979,-1.956335 53.833949,-1.956499 53.834068,-1.956808 53.833992,-1.956652 53.833677,-1.956825 53.833642,-1.956852 53.833731,-1.957153 53.833696,-1.957181 53.833668,-1.957141 53.833572,-1.957112 53.833551,-1.957061 53.833575,-1.956964 53.833256,-1.957228 53.833120,-1.957891 53.832980,-1.958208 53.833059,-1.958288 53.832936,-1.958837 53.833077,-1.958875 53.833138,-1.959756 53.833196,-1.959764 53.833232,-1.959943 53.833242,-1.959928 53.833207,-1.960588 53.833220,-1.961430 53.833161,-1.961881 53.833082,-1.962135 53.832997,-1.962962 53.832912,-1.962951 53.832880,-1.963755 53.832835,-1.963397 53.832023,-1.963847 53.831956,-1.963805 53.831725,-1.963862 53.831719,-1.963818 53.831405,-1.962939 53.831489,-1.962015 53.831759,-1.961990 53.831738,-1.961658 53.831850,-1.961683 53.831869,-1.960717 53.832248,-1.960642 53.831936,-1.960342 53.831946,-1.960292 53.831417,-1.959984 53.831427,-1.957981 53.831333,-1.957986 53.830996,-1.957404 53.830994,-1.957219 53.830407,-1.956409 53.830559,-1.956410 53.830157,-1.956498 53.829890,-1.955880 53.829985,-1.955381 53.830111,-1.955310 53.830013,-1.955257 53.829812,-1.955130 53.829536,-1.954673 53.828856,-1.954609 53.828676,-1.954477 53.828572,-1.954411 53.828444,-1.954324 53.828460,-1.954155 53.828076,-1.953708 53.828151,-1.953647 53.828201,-1.953322 53.828262,-1.953297 53.828012,-1.953419 53.827950,-1.953337 53.827882,-1.953222 53.827843,-1.952882 53.827327,-1.953113 53.827276,-1.952970 53.827012,-1.953358 53.827000,-1.953256 53.826790,-1.953964 53.826677,-1.954074 53.826556,-1.952846 53.826572,-1.952760 53.826741,-1.952300 53.826706,-1.952211 53.826691,-1.952106 53.826566,-1.951780 53.826359,-1.951807 53.826348,-1.951649 53.826222,-1.951601 53.826244,-1.951476 53.826151,-1.951332 53.826217,-1.951063 53.826013,-1.950878 53.826090,-1.950719 53.825912,-1.950629 53.825721,-1.950751 53.825733,-1.950915 53.825668,-1.950818 53.825453,-1.951022 53.825367,-1.950925 53.825277,-1.950739 53.825310,-1.950657 53.825093,-1.950414 53.825125,-1.950060 53.824190,-1.950233 53.824084,-1.950218 53.824034,-1.950343 53.823959,-1.950082 53.823404,-1.949964 53.823375,-1.949827 53.823595,-1.949842 53.823817,-1.949592 53.823854,-1.949605 53.823881,-1.947585 53.824152,-1.947703 53.824764,-1.947848 53.825282,-1.948250 53.826032,-1.948470 53.826342,-1.948665 53.826721,-1.948968 53.827407,-1.949126 53.828048,-1.948351 53.828119,-1.948329 53.828050,-1.948144 53.828071,-1.948120 53.827994,-1.947790 53.828025,-1.947403 53.828068,-1.947412 53.828211)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00022-CONARA
Heaton Estates,conservation-area:05/00023/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.784613 53.817938,-1.784655 53.817651,-1.784598 53.817578,-1.784617 53.816699,-1.783293 53.816712,-1.783033 53.815382,-1.783987 53.815376,-1.784484 53.815411,-1.784359 53.814721,-1.783907 53.813923,-1.784504 53.813789,-1.784108 53.813306,-1.783212 53.812772,-1.782977 53.812921,-1.782660 53.812736,-1.782173 53.813041,-1.780519 53.812067,-1.780204 53.812257,-1.780026 53.812315,-1.779942 53.812265,-1.778220 53.813680,-1.779152 53.814556,-1.779270 53.814808,-1.779257 53.814942,-1.779200 53.815011,-1.778707 53.815175,-1.777517 53.815002,-1.775007 53.815195,-1.774441 53.815270,-1.774634 53.816141,-1.773996 53.816187,-1.773985 53.816136,-1.773792 53.816168,-1.773760 53.816196,-1.773843 53.816513,-1.773233 53.816552,-1.773307 53.816871,-1.772005 53.816968,-1.772019 53.817031,-1.771800 53.817047,-1.771942 53.817127,-1.772079 53.817320,-1.771863 53.817478,-1.771789 53.817666,-1.771412 53.817691,-1.771454 53.817902,-1.771654 53.818143,-1.771386 53.818228,-1.772129 53.818558,-1.772329 53.818532,-1.772424 53.818550,-1.773656 53.818381,-1.773995 53.819089,-1.774322 53.819594,-1.774962 53.820325,-1.776512 53.819920,-1.777077 53.819810,-1.778402 53.819296,-1.778601 53.819114,-1.778726 53.819063,-1.779690 53.818783,-1.779726 53.818870,-1.780734 53.819656,-1.780920 53.819561,-1.781128 53.819690,-1.781340 53.819583,-1.781877 53.819831,-1.782379 53.819963,-1.782533 53.819731,-1.782572 53.819612,-1.782656 53.819628,-1.782675 53.819567,-1.783339 53.819612,-1.783399 53.819084,-1.783650 53.819135,-1.783678 53.818702,-1.783623 53.818642,-1.783315 53.818530,-1.783445 53.818499,-1.784355 53.818914,-1.784869 53.819051,-1.784796 53.818709,-1.784687 53.818706,-1.784669 53.818534,-1.784547 53.818414,-1.784513 53.818041,-1.784613 53.817938)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00023-CONARA
Hodgson Fold,conservation-area:05/00024/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.743911 53.816555,-1.744102 53.816591,-1.744154 53.816736,-1.744912 53.816677,-1.744783 53.816268,-1.745644 53.816238,-1.745648 53.816058,-1.744642 53.816017,-1.744619 53.815922,-1.744673 53.815720,-1.743941 53.815779,-1.743932 53.815743,-1.743822 53.815750,-1.743829 53.815779,-1.743315 53.815824,-1.743366 53.815986,-1.743029 53.816007,-1.743134 53.816216,-1.742972 53.816264,-1.743042 53.816385,-1.743586 53.816294,-1.743841 53.816298,-1.743911 53.816555)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00024-CONARA
Idle And The Green,conservation-area:05/00025/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.730426 53.834786,-1.730311 53.834746,-1.730248 53.834839,-1.730153 53.834850,-1.730011 53.834820,-1.730028 53.834766,-1.729599 53.834638,-1.730074 53.834274,-1.729077 53.833787,-1.727937 53.834403,-1.727773 53.834860,-1.728020 53.834846,-1.728165 53.834913,-1.728794 53.835082,-1.729009 53.834668,-1.729506 53.834811,-1.729238 53.835006,-1.729700 53.835168,-1.729833 53.835099,-1.729935 53.835171,-1.729990 53.835160,-1.730204 53.835420,-1.730203 53.835526,-1.730461 53.835526,-1.730980 53.835706,-1.731289 53.835935,-1.731592 53.836290,-1.731427 53.836411,-1.731494 53.836436,-1.731440 53.836432,-1.731425 53.836495,-1.731507 53.836502,-1.731426 53.836741,-1.731344 53.836807,-1.731334 53.836855,-1.731416 53.836865,-1.731413 53.836953,-1.731332 53.837006,-1.731391 53.837043,-1.731336 53.837096,-1.731387 53.837107,-1.731318 53.837206,-1.731211 53.837227,-1.731229 53.837374,-1.730820 53.837384,-1.730680 53.837490,-1.730263 53.837491,-1.730187 53.837519,-1.729998 53.837691,-1.729298 53.837674,-1.728917 53.838104,-1.728713 53.838427,-1.729163 53.838459,-1.730798 53.838417,-1.731505 53.838360,-1.731515 53.838749,-1.731425 53.838746,-1.731503 53.839287,-1.731912 53.839232,-1.731928 53.839563,-1.731496 53.839621,-1.731564 53.839798,-1.731382 53.839832,-1.731530 53.840071,-1.731813 53.840017,-1.731840 53.840074,-1.731956 53.840018,-1.732075 53.840431,-1.731886 53.840475,-1.731875 53.840537,-1.732389 53.840590,-1.732376 53.840533,-1.732730 53.840531,-1.733116 53.840480,-1.733053 53.840443,-1.732815 53.840009,-1.733439 53.839863,-1.733246 53.839616,-1.733113 53.839622,-1.733112 53.839436,-1.734259 53.839136,-1.734016 53.838858,-1.734668 53.838769,-1.734737 53.838800,-1.734880 53.838957,-1.734924 53.838937,-1.735158 53.839155,-1.735592 53.839302,-1.735906 53.839351,-1.735921 53.839186,-1.736040 53.838899,-1.736059 53.838763,-1.736393 53.838179,-1.736567 53.838004,-1.736752 53.838144,-1.737550 53.837864,-1.736478 53.836942,-1.735837 53.837044,-1.735372 53.836600,-1.735120 53.836723,-1.734875 53.836618,-1.735193 53.836426,-1.734940 53.836279,-1.735543 53.835928,-1.735440 53.835897,-1.735321 53.835776,-1.734981 53.835575,-1.734852 53.835649,-1.734632 53.835845,-1.734495 53.836031,-1.734416 53.836025,-1.734179 53.835779,-1.733760 53.835942,-1.733991 53.836149,-1.733897 53.836194,-1.733823 53.836291,-1.733649 53.836379,-1.733458 53.836413,-1.733182 53.836406,-1.733029 53.836225,-1.733104 53.836191,-1.732894 53.835946,-1.732844 53.835961,-1.732359 53.835350,-1.732024 53.835612,-1.731414 53.835916,-1.730762 53.835465,-1.731151 53.835263,-1.731195 53.835288,-1.731242 53.835147,-1.731109 53.835121,-1.731130 53.835085,-1.731269 53.835093,-1.731355 53.835138,-1.731383 53.835077,-1.731359 53.834963,-1.731279 53.834965,-1.731222 53.834909,-1.731282 53.834741,-1.731343 53.834726,-1.731324 53.834584,-1.731187 53.834589,-1.731024 53.834660,-1.730679 53.834563,-1.730677 53.834600,-1.730706 53.834608,-1.730630 53.834861,-1.730451 53.834851,-1.730426 53.834786)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00025-CONARA
Ilkley,conservation-area:05/00026/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.845377 53.923901,-1.846149 53.923883,-1.846186 53.923984,-1.846151 53.924226,-1.847679 53.924317,-1.847696 53.924144,-1.847816 53.924047,-1.848352 53.923801,-1.848331 53.923653,-1.848363 53.923584,-1.848566 53.923374,-1.848614 53.923286,-1.848584 53.923262,-1.848610 53.923223,-1.848592 53.923163,-1.848517 53.923054,-1.848525 53.922994,-1.848764 53.922750,-1.848889 53.922664,-1.848971 53.922533,-1.849230 53.922276,-1.849271 53.922156,-1.849206 53.922009,-1.849328 53.921828,-1.849319 53.921739,-1.848812 53.921755,-1.848336 53.921865,-1.847815 53.922080,-1.847296 53.922385,-1.846367 53.921897,-1.846190 53.921927,-1.846162 53.921890,-1.845890 53.921932,-1.845881 53.921909,-1.845380 53.921844,-1.845485 53.922077,-1.844662 53.922217,-1.844546 53.922155,-1.843957 53.922661,-1.843894 53.922625,-1.843161 53.922597,-1.843062 53.922823,-1.842306 53.922743,-1.842228 53.922894,-1.842352 53.923264,-1.841469 53.923247,-1.841621 53.924008,-1.840895 53.924028,-1.840102 53.923991,-1.840037 53.923478,-1.839830 53.922674,-1.839849 53.922638,-1.839803 53.922593,-1.839652 53.922184,-1.838242 53.922044,-1.837669 53.922091,-1.837303 53.922165,-1.837169 53.922614,-1.837719 53.922618,-1.837732 53.922371,-1.838238 53.922362,-1.838355 53.923116,-1.838299 53.923118,-1.838181 53.923262,-1.838084 53.923450,-1.838094 53.923797,-1.836964 53.923662,-1.835726 53.923385,-1.835998 53.922313,-1.834634 53.922215,-1.833261 53.922251,-1.832539 53.922211,-1.832105 53.922101,-1.831499 53.921819,-1.831863 53.921708,-1.832246 53.921476,-1.832498 53.921364,-1.832764 53.921284,-1.833008 53.921253,-1.833917 53.921280,-1.834717 53.921180,-1.835047 53.921178,-1.836598 53.921319,-1.837740 53.921338,-1.838622 53.921394,-1.838671 53.921056,-1.839408 53.921107,-1.839504 53.920603,-1.838889 53.920511,-1.838052 53.920447,-1.836351 53.920434,-1.835550 53.920363,-1.835628 53.919946,-1.836161 53.919977,-1.836255 53.919538,-1.838006 53.919706,-1.839451 53.919723,-1.839323 53.919299,-1.839633 53.919126,-1.840388 53.919162,-1.841435 53.919148,-1.843645 53.919007,-1.843615 53.919484,-1.845449 53.919457,-1.845432 53.919285,-1.845747 53.919244,-1.845695 53.918939,-1.845740 53.918911,-1.845686 53.918870,-1.845581 53.918253,-1.843795 53.918469,-1.841793 53.918576,-1.841431 53.918633,-1.840059 53.918259,-1.839492 53.918151,-1.839202 53.918998,-1.836832 53.918680,-1.835900 53.918597,-1.835276 53.918577,-1.835246 53.918899,-1.835109 53.919494,-1.835056 53.919493,-1.835019 53.920302,-1.834242 53.920253,-1.833475 53.920254,-1.832447 53.920311,-1.831790 53.920294,-1.830904 53.920106,-1.831087 53.919757,-1.830331 53.919754,-1.829639 53.919671,-1.829599 53.919680,-1.829649 53.919748,-1.829654 53.919819,-1.829450 53.920308,-1.829003 53.920391,-1.828449 53.920549,-1.828185 53.920658,-1.827678 53.920935,-1.827727 53.920619,-1.827879 53.920397,-1.828840 53.919435,-1.828387 53.919104,-1.828089 53.918998,-1.825177 53.919204,-1.824415 53.919319,-1.823813 53.919492,-1.823436 53.919677,-1.822662 53.920303,-1.821817 53.920282,-1.821818 53.920333,-1.821793 53.920341,-1.821289 53.920282,-1.820390 53.920115,-1.819363 53.920115,-1.818773 53.920168,-1.818408 53.920157,-1.817662 53.920080,-1.813132 53.919774,-1.812769 53.919710,-1.812530 53.919600,-1.812042 53.919546,-1.811925 53.919504,-1.811775 53.919537,-1.811677 53.919600,-1.815199 53.921563,-1.816523 53.921133,-1.816274 53.922221,-1.815852 53.923645,-1.816180 53.923696,-1.816029 53.924080,-1.816876 53.924126,-1.816982 53.923852,-1.818622 53.924154,-1.818753 53.923884,-1.817698 53.923696,-1.817885 53.923034,-1.818100 53.923152,-1.818205 53.922747,-1.818185 53.922501,-1.818290 53.922181,-1.818481 53.921270,-1.819042 53.921032,-1.819151 53.921210,-1.819465 53.921219,-1.819725 53.921160,-1.819840 53.921341,-1.819773 53.921372,-1.819862 53.921763,-1.819328 53.921819,-1.819440 53.922282,-1.819516 53.922788,-1.820967 53.922925,-1.820784 53.922967,-1.820616 53.923103,-1.820347 53.923381,-1.819777 53.924065,-1.820272 53.924264,-1.819797 53.924283,-1.819308 53.924252,-1.819164 53.924909,-1.818980 53.924899,-1.818651 53.926468,-1.818946 53.927117,-1.819202 53.927481,-1.819415 53.927474,-1.819578 53.927524,-1.820027 53.927551,-1.820693 53.927544,-1.821485 53.927473,-1.822576 53.927326,-1.822691 53.927503,-1.823009 53.927766,-1.823204 53.927781,-1.823327 53.927846,-1.823565 53.927880,-1.824131 53.928066,-1.824464 53.928113,-1.825348 53.928401,-1.825793 53.928494,-1.827647 53.928681,-1.829276 53.928907,-1.830220 53.928948,-1.830258 53.929314,-1.830608 53.929322,-1.830630 53.928582,-1.831011 53.927641,-1.830170 53.927482,-1.830364 53.926922,-1.830181 53.926838,-1.830469 53.925579,-1.830450 53.925319,-1.830804 53.925287,-1.830948 53.925381,-1.831197 53.925458,-1.831752 53.925475,-1.831777 53.925763,-1.831586 53.926512,-1.831845 53.926526,-1.832449 53.926665,-1.832751 53.925884,-1.833050 53.925921,-1.833014 53.926018,-1.833665 53.926101,-1.833602 53.926305,-1.833641 53.926349,-1.833456 53.926862,-1.834299 53.926983,-1.834238 53.927246,-1.834019 53.927775,-1.832513 53.927587,-1.832122 53.928834,-1.833165 53.928866,-1.833268 53.928512,-1.834750 53.928648,-1.834887 53.928686,-1.835036 53.928550,-1.835086 53.928407,-1.835087 53.927945,-1.834978 53.927926,-1.835250 53.926437,-1.837897 53.926524,-1.837897 53.926557,-1.838148 53.926583,-1.839494 53.926576,-1.839999 53.926546,-1.839992 53.925024,-1.841955 53.925085,-1.842674 53.925055,-1.842639 53.924752,-1.844431 53.924660,-1.844435 53.924709,-1.844856 53.924701,-1.844762 53.923929,-1.845377 53.923901)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00026-CONARA
Keighley Town Centre,conservation-area:05/00027/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.908842 53.864007,-1.908753 53.864686,-1.908302 53.864675,-1.908254 53.865251,-1.908265 53.865851,-1.908046 53.865853,-1.908033 53.866009,-1.908107 53.866012,-1.908112 53.865964,-1.908511 53.866024,-1.908722 53.865998,-1.909133 53.866037,-1.909096 53.866353,-1.909119 53.867238,-1.908873 53.867207,-1.908753 53.867235,-1.908233 53.867631,-1.907780 53.867893,-1.907402 53.868283,-1.906904 53.868267,-1.906670 53.868485,-1.907094 53.868567,-1.906473 53.869203,-1.906526 53.869259,-1.908435 53.869269,-1.908424 53.869910,-1.908658 53.869774,-1.910501 53.869772,-1.910181 53.868963,-1.910498 53.868825,-1.910907 53.868767,-1.911104 53.868787,-1.911703 53.868702,-1.912042 53.868805,-1.912225 53.868583,-1.912342 53.868605,-1.912355 53.867867,-1.912544 53.867844,-1.912547 53.867281,-1.912053 53.867276,-1.912054 53.867102,-1.911809 53.867101,-1.911811 53.866881,-1.911722 53.866880,-1.911723 53.867167,-1.911375 53.867167,-1.911374 53.867100,-1.910826 53.867105,-1.910826 53.866946,-1.910999 53.866946,-1.911010 53.866739,-1.911141 53.866596,-1.911126 53.866420,-1.911289 53.866415,-1.911381 53.866127,-1.911442 53.866029,-1.911485 53.866033,-1.911503 53.865969,-1.912088 53.866030,-1.912094 53.865984,-1.912162 53.865966,-1.912164 53.865666,-1.911767 53.865622,-1.910499 53.865712,-1.911130 53.864539,-1.911228 53.864293,-1.910870 53.864247,-1.910352 53.864086,-1.910339 53.864116,-1.910250 53.864114,-1.910282 53.864075,-1.910049 53.864003,-1.910065 53.863981,-1.910122 53.864001,-1.910153 53.863969,-1.910105 53.863952,-1.909886 53.863934,-1.908940 53.863718,-1.908804 53.863615,-1.908758 53.863642,-1.908762 53.863725,-1.908590 53.863907,-1.908714 53.863953,-1.908721 53.863983,-1.908842 53.864007)))",2020-09-14,,,/conservation-area/local-authority-eng/BRD/05-00027-CONARA
