name,conservation-area,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
Abingdon Town Centre Conservation Area,F5__1,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.286756 51.670545,-1.286693 51.670378,-1.286750 51.670086,-1.286666 51.669717,-1.285237 51.669777,-1.284877 51.669877,-1.283516 51.669881,-1.283725 51.669331,-1.283972 51.668799,-1.283388 51.668794,-1.283325 51.668594,-1.283388 51.668586,-1.283301 51.668313,-1.283200 51.668327,-1.283027 51.667950,-1.283575 51.667816,-1.284112 51.667797,-1.284184 51.667667,-1.284347 51.667691,-1.284455 51.667760,-1.284781 51.667517,-1.284011 51.667119,-1.283765 51.666564,-1.283824 51.666555,-1.283803 51.666498,-1.283696 51.666471,-1.282890 51.666946,-1.282557 51.667226,-1.282428 51.667393,-1.282125 51.667519,-1.281987 51.667664,-1.281523 51.668007,-1.281548 51.668017,-1.281437 51.668172,-1.281183 51.668419,-1.281032 51.668444,-1.280926 51.668512,-1.280755 51.668550,-1.280485 51.668666,-1.280319 51.668775,-1.280078 51.668999,-1.279976 51.668961,-1.279430 51.668505,-1.278929 51.668141,-1.278457 51.668434,-1.278417 51.668501,-1.278149 51.668691,-1.277891 51.668750,-1.277463 51.668916,-1.277845 51.669445,-1.277391 51.669665,-1.277611 51.669834,-1.277194 51.670085,-1.276715 51.670319,-1.276827 51.670395,-1.276669 51.670476,-1.276509 51.670611,-1.276255 51.670958,-1.276461 51.671158,-1.276757 51.671603,-1.278682 51.671059,-1.278797 51.671039,-1.278819 51.671075,-1.279446 51.670908,-1.279426 51.670878,-1.280233 51.670661,-1.280140 51.670522,-1.280475 51.670448,-1.280982 51.671621,-1.280929 51.671718,-1.280896 51.671712,-1.280841 51.671785,-1.280941 51.671989,-1.280684 51.672047,-1.280790 51.672246,-1.281000 51.672189,-1.281099 51.672321,-1.282169 51.672047,-1.282030 51.671759,-1.282209 51.671590,-1.281923 51.670999,-1.281503 51.670564,-1.281856 51.670314,-1.282197 51.670270,-1.283185 51.670582,-1.283197 51.670950,-1.283234 51.671053,-1.283516 51.671021,-1.283740 51.671539,-1.283582 51.671571,-1.283539 51.671667,-1.283519 51.671781,-1.283539 51.671799,-1.283501 51.671815,-1.283631 51.672073,-1.284362 51.671613,-1.284309 51.671462,-1.284308 51.671356,-1.284091 51.670934,-1.284295 51.670866,-1.284276 51.670834,-1.284453 51.670785,-1.285053 51.670689,-1.284927 51.670435,-1.284919 51.670365,-1.285025 51.670352,-1.284950 51.670084,-1.285226 51.670035,-1.286046 51.669984,-1.286224 51.670666,-1.286632 51.670629,-1.286617 51.670558,-1.286756 51.670545)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--1
Abingdon - Albert Park Conservation Area,F5__2,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.294108 51.673932,-1.294565 51.672779,-1.295036 51.671279,-1.295334 51.671274,-1.295313 51.670887,-1.295088 51.670891,-1.295112 51.670729,-1.293925 51.670830,-1.293775 51.670310,-1.293168 51.670344,-1.293148 51.670274,-1.293107 51.670261,-1.292633 51.670305,-1.292738 51.670748,-1.290694 51.670925,-1.290701 51.670977,-1.289505 51.671089,-1.289411 51.670651,-1.288898 51.670699,-1.288777 51.670256,-1.287971 51.670348,-1.288010 51.670434,-1.287985 51.670454,-1.287015 51.670605,-1.286971 51.670523,-1.286617 51.670558,-1.286632 51.670629,-1.286224 51.670666,-1.286209 51.670623,-1.285866 51.670716,-1.285371 51.670798,-1.285101 51.671146,-1.284571 51.671615,-1.284583 51.671747,-1.285036 51.671672,-1.285206 51.672114,-1.284955 51.672154,-1.285007 51.672276,-1.284826 51.672346,-1.285127 51.672675,-1.285303 51.672978,-1.285853 51.673668,-1.286414 51.674264,-1.286796 51.674548,-1.286960 51.674617,-1.287191 51.674652,-1.289047 51.674693,-1.289661 51.674678,-1.291136 51.674519,-1.291146 51.674631,-1.291740 51.675674,-1.291982 51.675653,-1.292324 51.675697,-1.292312 51.675954,-1.292704 51.676018,-1.292976 51.675325,-1.293012 51.674671,-1.292956 51.674527,-1.292626 51.674484,-1.292771 51.674115,-1.294108 51.673932)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--2
Abingdon - Northcourt Conservation Area,F5__3,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.279693 51.680421,-1.279636 51.680319,-1.279311 51.680323,-1.279067 51.680223,-1.278980 51.680127,-1.278918 51.679914,-1.278861 51.679846,-1.278434 51.679671,-1.278152 51.679624,-1.277908 51.679625,-1.277288 51.679772,-1.277102 51.679790,-1.276803 51.679722,-1.276685 51.679629,-1.276635 51.679542,-1.276291 51.679563,-1.276380 51.679835,-1.276022 51.679901,-1.275656 51.679408,-1.275616 51.679411,-1.275741 51.679591,-1.275406 51.679636,-1.275268 51.680163,-1.275783 51.680188,-1.275815 51.680535,-1.275369 51.680602,-1.275368 51.680581,-1.274809 51.680605,-1.274319 51.680559,-1.274216 51.680577,-1.274129 51.680543,-1.274054 51.680672,-1.274006 51.680919,-1.273936 51.681727,-1.273940 51.682242,-1.275694 51.682045,-1.276871 51.681801,-1.277016 51.682046,-1.277719 51.681907,-1.277699 51.681874,-1.277779 51.681861,-1.277752 51.681820,-1.278560 51.681631,-1.278450 51.681430,-1.279022 51.681332,-1.279044 51.680900,-1.279618 51.680827,-1.279693 51.680421)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--3
Appleton Conservation Area,F5__4,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.359076 51.709439,-1.358853 51.709475,-1.358814 51.709434,-1.358713 51.709423,-1.358559 51.709458,-1.357876 51.709739,-1.358292 51.710380,-1.358352 51.710517,-1.358439 51.711107,-1.358507 51.711263,-1.358861 51.711672,-1.359115 51.711872,-1.359047 51.711965,-1.359104 51.712251,-1.359083 51.712295,-1.358882 51.712361,-1.358930 51.712573,-1.358180 51.712678,-1.358190 51.712782,-1.358362 51.712853,-1.358606 51.712894,-1.359069 51.712706,-1.359327 51.712923,-1.359887 51.712890,-1.360015 51.712873,-1.360023 51.712828,-1.359937 51.712517,-1.359893 51.712461,-1.360100 51.712414,-1.360459 51.712387,-1.360526 51.712521,-1.361906 51.712362,-1.361970 51.711946,-1.362294 51.711822,-1.361941 51.711357,-1.361875 51.711376,-1.361712 51.711194,-1.361346 51.711083,-1.361733 51.710622,-1.362650 51.710134,-1.362546 51.710048,-1.362841 51.709769,-1.362972 51.709823,-1.363254 51.709553,-1.363477 51.709399,-1.364917 51.708825,-1.364517 51.708329,-1.364156 51.707960,-1.363678 51.708134,-1.363740 51.708185,-1.363417 51.708283,-1.363048 51.708278,-1.362060 51.708590,-1.362129 51.708658,-1.361512 51.708845,-1.360925 51.708982,-1.360021 51.708980,-1.360209 51.709471,-1.359495 51.709410,-1.359076 51.709439)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--4
Ardington and East Lockinge Conservation Area,F5__5,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.388320 51.590456,-1.387964 51.589610,-1.387866 51.589595,-1.387753 51.589482,-1.387571 51.589021,-1.387584 51.588763,-1.387716 51.588200,-1.387726 51.586563,-1.388122 51.586540,-1.388206 51.586141,-1.388480 51.585767,-1.388746 51.584607,-1.389178 51.584661,-1.389249 51.584460,-1.389082 51.584443,-1.389355 51.583832,-1.389127 51.583799,-1.389209 51.583179,-1.388951 51.583172,-1.389093 51.582749,-1.387103 51.582675,-1.386480 51.582695,-1.386715 51.583054,-1.387098 51.583501,-1.387831 51.583951,-1.388140 51.584205,-1.388376 51.584507,-1.388295 51.584787,-1.388029 51.584764,-1.387947 51.585038,-1.388152 51.585074,-1.387868 51.585566,-1.387688 51.585534,-1.387264 51.585642,-1.386864 51.586271,-1.387113 51.586854,-1.387373 51.586865,-1.387354 51.588016,-1.386641 51.587902,-1.386178 51.587877,-1.385817 51.587780,-1.385386 51.588117,-1.384945 51.588334,-1.384857 51.588492,-1.384388 51.588522,-1.383516 51.589367,-1.382893 51.589855,-1.382925 51.589879,-1.381532 51.590618,-1.380781 51.590670,-1.379828 51.590824,-1.379065 51.591077,-1.378290 51.591154,-1.378012 51.591115,-1.377658 51.591013,-1.377533 51.590936,-1.377444 51.590833,-1.377317 51.590769,-1.376963 51.590770,-1.376150 51.590692,-1.376104 51.590669,-1.375949 51.590446,-1.374730 51.590427,-1.374680 51.590480,-1.374379 51.590553,-1.374307 51.590876,-1.375079 51.590965,-1.374933 51.591543,-1.375315 51.591586,-1.375328 51.592063,-1.375512 51.592210,-1.375856 51.592349,-1.375285 51.592654,-1.375021 51.593382,-1.374818 51.593383,-1.374794 51.593236,-1.374743 51.593140,-1.374510 51.592903,-1.372743 51.593138,-1.372892 51.593624,-1.373461 51.593553,-1.374260 51.593512,-1.375165 51.593530,-1.375258 51.593557,-1.375392 51.594044,-1.375501 51.594305,-1.375580 51.594886,-1.375808 51.595730,-1.376135 51.596764,-1.376207 51.596832,-1.376563 51.596786,-1.376256 51.595467,-1.376261 51.595394,-1.376185 51.595363,-1.376040 51.594744,-1.376810 51.594672,-1.378084 51.594490,-1.378116 51.594556,-1.378664 51.594446,-1.378684 51.594483,-1.379178 51.594377,-1.382684 51.593239,-1.381618 51.591845,-1.382808 51.591478,-1.383522 51.591133,-1.384987 51.590555,-1.386213 51.590112,-1.386890 51.589883,-1.387693 51.589771,-1.388503 51.591686,-1.389265 51.593644,-1.389329 51.593964,-1.389426 51.594893,-1.389720 51.594872,-1.389622 51.593823,-1.389499 51.593297,-1.388696 51.591267,-1.388320 51.590456)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--5
Baulking Conservation Area,F5__6,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.544223 51.617742,-1.544086 51.617690,-1.544134 51.617501,-1.544189 51.617422,-1.544461 51.617452,-1.544510 51.617213,-1.544507 51.616959,-1.544347 51.616454,-1.544697 51.616406,-1.544562 51.615950,-1.544263 51.615981,-1.544002 51.614582,-1.543982 51.614065,-1.543802 51.614022,-1.543636 51.614126,-1.543388 51.613010,-1.543316 51.612826,-1.543348 51.612385,-1.542911 51.612371,-1.542928 51.612265,-1.542027 51.612254,-1.541741 51.612837,-1.541094 51.612852,-1.541156 51.612967,-1.541920 51.613650,-1.541637 51.613719,-1.541795 51.614112,-1.542571 51.614467,-1.542600 51.614914,-1.542669 51.615254,-1.542707 51.615877,-1.542743 51.616918,-1.542720 51.617130,-1.542108 51.618213,-1.541350 51.619188,-1.539433 51.619583,-1.539603 51.620408,-1.539757 51.620405,-1.539936 51.620336,-1.540087 51.620683,-1.540181 51.620730,-1.541735 51.620383,-1.541887 51.620369,-1.541977 51.620661,-1.543427 51.620494,-1.544229 51.620240,-1.544107 51.620180,-1.544038 51.619986,-1.543919 51.619927,-1.544062 51.619340,-1.544431 51.618508,-1.544458 51.618452,-1.544603 51.618469,-1.544696 51.618297,-1.544590 51.618270,-1.544200 51.618272,-1.544061 51.618231,-1.544223 51.618027,-1.544092 51.617900,-1.544223 51.617742)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--6
Blewbury Conservation Area,F5__7,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.236408 51.570935,-1.237045 51.570255,-1.237679 51.569667,-1.238350 51.569124,-1.239361 51.568032,-1.239618 51.567542,-1.239797 51.567033,-1.240112 51.566595,-1.240291 51.566252,-1.239508 51.566104,-1.239477 51.566153,-1.238532 51.566025,-1.236602 51.565838,-1.234733 51.565743,-1.233020 51.565713,-1.232095 51.565726,-1.231921 51.565747,-1.231842 51.565808,-1.231803 51.565891,-1.231805 51.566091,-1.231839 51.566163,-1.231940 51.566240,-1.232087 51.566302,-1.232681 51.566302,-1.232699 51.566692,-1.232749 51.566754,-1.232796 51.567115,-1.232772 51.567511,-1.232267 51.567464,-1.232115 51.567824,-1.232385 51.567889,-1.232301 51.568065,-1.232151 51.568260,-1.231962 51.568123,-1.231593 51.568293,-1.231728 51.568454,-1.231222 51.568540,-1.231233 51.568646,-1.230100 51.568662,-1.230066 51.568703,-1.229936 51.569175,-1.229746 51.570324,-1.230278 51.570351,-1.230177 51.570568,-1.230055 51.570559,-1.230048 51.570775,-1.230242 51.571332,-1.232365 51.571345,-1.232445 51.571653,-1.232466 51.571895,-1.232438 51.572059,-1.232341 51.572219,-1.232351 51.572289,-1.232472 51.572395,-1.232866 51.572572,-1.232739 51.572713,-1.233172 51.572918,-1.233805 51.572802,-1.234743 51.573021,-1.234804 51.572530,-1.234799 51.571816,-1.235487 51.571818,-1.235569 51.571426,-1.235226 51.571291,-1.235222 51.571111,-1.235285 51.570814,-1.236242 51.571062,-1.236408 51.570935)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--7
Bourton Conservation Area,F5__8,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.670129 51.584746,-1.670288 51.584811,-1.670943 51.584892,-1.671173 51.584811,-1.671273 51.584726,-1.671503 51.584799,-1.671717 51.584731,-1.671750 51.584644,-1.672838 51.584429,-1.673008 51.584287,-1.672964 51.584244,-1.672870 51.584247,-1.672852 51.584218,-1.672915 51.584121,-1.672838 51.584002,-1.672860 51.583944,-1.672837 51.583909,-1.672706 51.583930,-1.672575 51.583321,-1.673006 51.583352,-1.673139 51.583045,-1.672255 51.582961,-1.671193 51.582960,-1.670968 51.582882,-1.670697 51.582846,-1.670318 51.582878,-1.669865 51.582750,-1.669592 51.582634,-1.668750 51.582085,-1.668930 51.582005,-1.670138 51.581688,-1.671418 51.581243,-1.670509 51.580165,-1.671885 51.579441,-1.671727 51.579348,-1.672567 51.578256,-1.672052 51.578141,-1.671534 51.577887,-1.670899 51.577518,-1.670811 51.577458,-1.671095 51.577299,-1.670542 51.576979,-1.670209 51.577206,-1.670456 51.577369,-1.670432 51.577451,-1.668488 51.579071,-1.667923 51.579613,-1.667450 51.579440,-1.666449 51.580340,-1.665920 51.580094,-1.665921 51.580055,-1.665169 51.579651,-1.663906 51.579063,-1.663162 51.579649,-1.663758 51.579979,-1.664275 51.580324,-1.664053 51.580452,-1.664062 51.580487,-1.664170 51.580529,-1.663952 51.580771,-1.664714 51.581330,-1.664844 51.581455,-1.665228 51.581643,-1.665310 51.581715,-1.665992 51.581436,-1.666513 51.581722,-1.666178 51.582070,-1.666112 51.582195,-1.666398 51.582294,-1.666338 51.582466,-1.666150 51.583409,-1.664788 51.583918,-1.664928 51.584035,-1.666365 51.583488,-1.666266 51.583796,-1.666951 51.583878,-1.667064 51.583515,-1.669199 51.584307,-1.669603 51.584506,-1.669919 51.584765,-1.670129 51.584746)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--8
Buckland Conservation Area,F5__9,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.505182 51.676880,-1.505178 51.676916,-1.504231 51.677122,-1.504087 51.677050,-1.503112 51.677289,-1.503139 51.677385,-1.501346 51.677797,-1.500747 51.677903,-1.501000 51.678307,-1.500925 51.678329,-1.501046 51.678485,-1.501376 51.678852,-1.501756 51.679170,-1.501549 51.679266,-1.501376 51.679306,-1.501555 51.679575,-1.500903 51.679722,-1.500850 51.679762,-1.500843 51.680223,-1.500898 51.680528,-1.501995 51.680399,-1.502172 51.680331,-1.502474 51.680932,-1.502506 51.680928,-1.502598 51.681048,-1.502752 51.681157,-1.502969 51.681247,-1.503296 51.681296,-1.503754 51.681144,-1.504017 51.681187,-1.503529 51.682227,-1.504142 51.682282,-1.504163 51.682430,-1.504090 51.682887,-1.504360 51.682990,-1.505156 51.683017,-1.505450 51.682990,-1.505601 51.682917,-1.505743 51.682604,-1.505798 51.682568,-1.506455 51.682621,-1.506615 51.682517,-1.506663 51.682423,-1.506638 51.682259,-1.506659 51.681448,-1.506621 51.681181,-1.506674 51.680918,-1.506681 51.680623,-1.507466 51.680515,-1.507739 51.679579,-1.507799 51.679226,-1.507740 51.678957,-1.507552 51.678977,-1.507508 51.678933,-1.507117 51.677904,-1.506971 51.677765,-1.506778 51.677295,-1.506367 51.677327,-1.505981 51.676770,-1.505182 51.676880)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--9
Buscot Conservation Area,F5__10,local-authority-eng:VAL,,"MULTIPOLYGON (((-1.667679 51.675572,-1.666495 51.675669,-1.666519 51.675719,-1.666075 51.675800,-1.666185 51.676046,-1.666325 51.676131,-1.666532 51.676909,-1.666706 51.676883,-1.666766 51.676953,-1.666809 51.677228,-1.667155 51.677955,-1.667537 51.677894,-1.667566 51.678381,-1.667503 51.678689,-1.667495 51.679460,-1.668172 51.679456,-1.668128 51.678139,-1.668956 51.678153,-1.668980 51.677516,-1.668690 51.677490,-1.668692 51.677464,-1.668638 51.677458,-1.668674 51.677116,-1.667937 51.676724,-1.667945 51.676477,-1.667860 51.676057,-1.668155 51.676052,-1.668193 51.675882,-1.668182 51.675715,-1.667719 51.675741,-1.667677 51.675713,-1.667679 51.675572)))",2020-09-05,,,/conservation-area/local-authority-eng/VAL/F5--10
