conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a72,,,2020-12-15,"MULTIPOLYGON (((-1.419519 53.125369,-1.419608 53.125422,-1.419659 53.125496,-1.419637 53.125604,-1.419678 53.125687,-1.419742 53.126188,-1.419702 53.126270,-1.419744 53.126285,-1.419757 53.126363,-1.419676 53.126762,-1.419670 53.127225,-1.419588 53.127823,-1.419613 53.128174,-1.419567 53.128253,-1.419667 53.128280,-1.419518 53.128530,-1.419396 53.128533,-1.419436 53.128913,-1.419136 53.128935,-1.419138 53.129195,-1.419213 53.129618,-1.419337 53.129662,-1.419406 53.130020,-1.419489 53.130024,-1.419484 53.129974,-1.419653 53.130151,-1.419052 53.130221,-1.417851 53.130255,-1.417759 53.130734,-1.417162 53.130738,-1.417251 53.130415,-1.417261 53.130247,-1.417336 53.130151,-1.417381 53.129911,-1.417095 53.129884,-1.417080 53.129852,-1.416822 53.129849,-1.416604 53.129666,-1.415815 53.129651,-1.415806 53.129522,-1.416622 53.129537,-1.416649 53.129468,-1.416810 53.129468,-1.416817 53.129237,-1.417040 53.128404,-1.417082 53.128104,-1.417007 53.127862,-1.417063 53.127637,-1.417034 53.126881,-1.416946 53.126739,-1.417080 53.126728,-1.417088 53.126548,-1.417004 53.126326,-1.416966 53.125973,-1.416902 53.125873,-1.416797 53.125262,-1.417051 53.125239,-1.417049 53.125094,-1.417120 53.124951,-1.417140 53.124805,-1.417194 53.124798,-1.417229 53.124625,-1.418045 53.124421,-1.418119 53.124538,-1.418509 53.124458,-1.418737 53.124454,-1.418868 53.124603,-1.419291 53.124803,-1.419357 53.124901,-1.419337 53.124963,-1.419399 53.125007,-1.419657 53.125003,-1.419609 53.125271,-1.419519 53.125369)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a72
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a71,,,2020-12-15,"MULTIPOLYGON (((-1.513026 53.254874,-1.512302 53.255423,-1.512090 53.255333,-1.511903 53.255294,-1.511603 53.255332,-1.510722 53.255789,-1.510412 53.255859,-1.509998 53.255898,-1.509599 53.256173,-1.508929 53.256554,-1.508966 53.256404,-1.508837 53.256278,-1.508955 53.256218,-1.508969 53.256154,-1.508670 53.255963,-1.509254 53.255599,-1.508738 53.255326,-1.508507 53.255284,-1.508189 53.255278,-1.508371 53.255228,-1.509581 53.254563,-1.508794 53.254076,-1.509767 53.253533,-1.510010 53.253704,-1.510424 53.253236,-1.511387 53.253483,-1.511615 53.253592,-1.511340 53.253831,-1.511446 53.254008,-1.511680 53.254176,-1.513026 53.254874)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a71
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a70,,,2020-12-15,"MULTIPOLYGON (((-1.425478 53.108920,-1.424777 53.108952,-1.424783 53.109006,-1.424200 53.109018,-1.424032 53.109118,-1.423871 53.109120,-1.423731 53.108495,-1.423483 53.108448,-1.423292 53.108336,-1.422934 53.107955,-1.422905 53.107822,-1.422578 53.107976,-1.420739 53.108486,-1.420379 53.108518,-1.419838 53.108467,-1.419873 53.108715,-1.419672 53.108809,-1.419685 53.108842,-1.419584 53.109176,-1.418912 53.109109,-1.418404 53.108982,-1.418674 53.108806,-1.419399 53.108538,-1.419458 53.107735,-1.419348 53.107751,-1.419128 53.107677,-1.418965 53.107697,-1.418902 53.107528,-1.419237 53.107285,-1.419444 53.107284,-1.419443 53.107373,-1.420609 53.107354,-1.420418 53.107702,-1.420448 53.107754,-1.420378 53.107820,-1.420433 53.107849,-1.420537 53.107825,-1.420772 53.107852,-1.421845 53.108095,-1.422108 53.108015,-1.422440 53.106430,-1.423102 53.106473,-1.423308 53.106555,-1.423502 53.106739,-1.423926 53.107295,-1.424032 53.107373,-1.424440 53.107059,-1.424605 53.107114,-1.424847 53.107306,-1.424954 53.107344,-1.425250 53.107538,-1.425199 53.107565,-1.425217 53.107762,-1.425478 53.108920)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a70
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a6f,,,2020-12-15,"MULTIPOLYGON (((-1.337202 53.193519,-1.337669 53.193824,-1.337016 53.194231,-1.336568 53.194178,-1.335931 53.196372,-1.340249 53.196628,-1.340044 53.199983,-1.339165 53.199966,-1.339143 53.200064,-1.338376 53.200287,-1.338339 53.200357,-1.337785 53.200294,-1.336222 53.200295,-1.335576 53.200440,-1.334681 53.200450,-1.331793 53.200306,-1.330986 53.200062,-1.330227 53.199777,-1.330115 53.199793,-1.329527 53.199545,-1.328172 53.199074,-1.326717 53.198317,-1.325933 53.198080,-1.325605 53.197637,-1.325616 53.197447,-1.325657 53.197325,-1.327171 53.196601,-1.327144 53.196575,-1.330059 53.194911,-1.330700 53.194611,-1.331942 53.194118,-1.332495 53.193988,-1.332532 53.193919,-1.333239 53.193722,-1.333808 53.193678,-1.335304 53.193640,-1.336439 53.193747,-1.336834 53.193502,-1.337202 53.193519)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a6f
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a6e,,,2020-12-15,"MULTIPOLYGON (((-1.483774 53.268296,-1.483557 53.267908,-1.483524 53.267913,-1.483511 53.267880,-1.482554 53.267875,-1.482428 53.267341,-1.482439 53.267205,-1.482479 53.267168,-1.482445 53.266728,-1.482462 53.266597,-1.482583 53.266231,-1.482521 53.266070,-1.482492 53.266074,-1.482381 53.265860,-1.482556 53.265778,-1.482619 53.265684,-1.483046 53.265903,-1.483416 53.266224,-1.483619 53.266627,-1.483850 53.266979,-1.484464 53.266873,-1.484752 53.266762,-1.485284 53.267121,-1.485916 53.266789,-1.486059 53.266901,-1.485949 53.266948,-1.486052 53.267047,-1.485686 53.267138,-1.485887 53.267399,-1.485982 53.267377,-1.486024 53.267441,-1.485937 53.267462,-1.485961 53.267499,-1.486238 53.267505,-1.486577 53.268081,-1.485929 53.268221,-1.486435 53.268944,-1.486499 53.268925,-1.486692 53.269115,-1.486515 53.269181,-1.486556 53.269220,-1.486551 53.269340,-1.485894 53.269394,-1.485908 53.269437,-1.485645 53.269473,-1.485662 53.269526,-1.485491 53.269546,-1.485472 53.269489,-1.485292 53.269508,-1.485307 53.269638,-1.485408 53.269705,-1.485412 53.269763,-1.485287 53.269830,-1.485264 53.270069,-1.485299 53.270207,-1.485426 53.270338,-1.485817 53.270494,-1.485979 53.270763,-1.485932 53.270827,-1.485992 53.270913,-1.485793 53.270967,-1.485334 53.270959,-1.485130 53.271027,-1.484993 53.270976,-1.484816 53.270996,-1.484770 53.270772,-1.484730 53.270776,-1.484713 53.270716,-1.484609 53.270727,-1.484590 53.270679,-1.484047 53.270736,-1.483951 53.270383,-1.484616 53.270343,-1.484623 53.270396,-1.484805 53.270392,-1.484851 53.270421,-1.485084 53.270404,-1.485051 53.270297,-1.485125 53.269494,-1.484544 53.269557,-1.484472 53.269160,-1.484339 53.269029,-1.484114 53.269073,-1.483827 53.268613,-1.483700 53.268322,-1.483774 53.268296)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a6e
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a6d,,,2020-12-15,"MULTIPOLYGON (((-1.525570 53.262890,-1.524935 53.263260,-1.524149 53.263561,-1.523713 53.263774,-1.523209 53.264171,-1.522503 53.264597,-1.522298 53.264661,-1.522085 53.264679,-1.520980 53.264577,-1.520392 53.264601,-1.520382 53.264622,-1.519514 53.264362,-1.519464 53.264474,-1.519396 53.264461,-1.519451 53.264339,-1.519133 53.264269,-1.518547 53.264234,-1.518615 53.264075,-1.519154 53.264080,-1.519153 53.264032,-1.519308 53.264032,-1.519383 53.263044,-1.519447 53.263017,-1.519568 53.262441,-1.519761 53.262346,-1.519964 53.262296,-1.520150 53.262316,-1.520733 53.262187,-1.521206 53.262182,-1.522027 53.262033,-1.522786 53.261687,-1.522827 53.261657,-1.522520 53.261549,-1.523318 53.261082,-1.523722 53.260959,-1.523835 53.260842,-1.523992 53.260744,-1.523647 53.260439,-1.524412 53.259913,-1.525705 53.260093,-1.525844 53.260152,-1.526081 53.260182,-1.526142 53.260040,-1.526295 53.260059,-1.527490 53.260396,-1.527977 53.260657,-1.527384 53.261322,-1.526547 53.262126,-1.526560 53.262168,-1.526420 53.262263,-1.526332 53.262370,-1.525570 53.262890)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a6d
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a6c,,,2020-12-15,"MULTIPOLYGON (((-1.499945 53.276609,-1.499122 53.276764,-1.499245 53.277336,-1.499542 53.277389,-1.499733 53.277355,-1.500087 53.277777,-1.500243 53.278077,-1.500346 53.278382,-1.500513 53.279056,-1.500514 53.279128,-1.500456 53.279170,-1.500353 53.279158,-1.499839 53.278836,-1.499266 53.278608,-1.499190 53.278622,-1.499146 53.278563,-1.499035 53.278521,-1.498770 53.278507,-1.498304 53.278588,-1.498150 53.278504,-1.497794 53.278432,-1.497652 53.278308,-1.497590 53.278222,-1.497589 53.278168,-1.496905 53.278344,-1.496387 53.278361,-1.496070 53.278316,-1.495516 53.278081,-1.495409 53.278207,-1.495213 53.278252,-1.495144 53.278297,-1.495125 53.278370,-1.495068 53.278355,-1.494584 53.277659,-1.494432 53.277580,-1.494206 53.277157,-1.494068 53.276974,-1.494126 53.276845,-1.494515 53.276787,-1.495060 53.276799,-1.495134 53.276810,-1.495168 53.276899,-1.495292 53.276980,-1.496029 53.277077,-1.496268 53.276580,-1.496153 53.276545,-1.496218 53.276464,-1.496159 53.276402,-1.496758 53.276055,-1.497116 53.276263,-1.497788 53.275030,-1.498511 53.275096,-1.498627 53.275148,-1.498860 53.275124,-1.499050 53.275291,-1.499884 53.275356,-1.500232 53.275422,-1.499900 53.275690,-1.499525 53.276254,-1.499481 53.276366,-1.499494 53.276426,-1.499570 53.276484,-1.499891 53.276491,-1.499945 53.276609)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a6c
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a6b,,,2020-12-15,"MULTIPOLYGON (((-1.528188 53.273678,-1.529260 53.272872,-1.529545 53.272620,-1.530333 53.272070,-1.530827 53.272469,-1.530904 53.272612,-1.530878 53.272695,-1.530699 53.272904,-1.531013 53.273010,-1.530711 53.273324,-1.531059 53.273383,-1.531089 53.273523,-1.530983 53.273722,-1.531274 53.273831,-1.531442 53.273941,-1.530924 53.274229,-1.530702 53.274399,-1.530571 53.274614,-1.530530 53.274634,-1.530258 53.274739,-1.529921 53.274820,-1.529761 53.274788,-1.529628 53.274923,-1.528891 53.275325,-1.528775 53.275336,-1.528443 53.275227,-1.528066 53.275476,-1.527701 53.275467,-1.527359 53.275773,-1.527093 53.275841,-1.527133 53.276030,-1.526876 53.276244,-1.526777 53.276388,-1.526841 53.276487,-1.526804 53.276709,-1.526639 53.276849,-1.526467 53.277058,-1.526108 53.277158,-1.525948 53.277408,-1.526105 53.277444,-1.526114 53.277501,-1.525904 53.277672,-1.525744 53.277690,-1.525705 53.277754,-1.525606 53.277961,-1.525797 53.277980,-1.525680 53.278347,-1.525659 53.278537,-1.525177 53.278609,-1.525155 53.278669,-1.524952 53.278802,-1.524573 53.278974,-1.524309 53.278976,-1.524172 53.279025,-1.523367 53.278532,-1.522939 53.278096,-1.522611 53.277900,-1.521899 53.278077,-1.521529 53.277656,-1.522159 53.277506,-1.521972 53.277392,-1.523091 53.277092,-1.523008 53.276994,-1.522643 53.276745,-1.524605 53.275451,-1.525809 53.274713,-1.525520 53.274458,-1.526141 53.273923,-1.527131 53.273202,-1.527638 53.273455,-1.528188 53.273678)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a6b
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a6a,,,2020-12-15,"MULTIPOLYGON (((-1.488782 53.253516,-1.488885 53.253534,-1.488814 53.253760,-1.488814 53.253887,-1.488639 53.254472,-1.488643 53.254584,-1.488534 53.255040,-1.488516 53.255247,-1.488950 53.255484,-1.489424 53.255236,-1.489797 53.255462,-1.488906 53.255898,-1.489261 53.256081,-1.489348 53.256024,-1.489627 53.256178,-1.489438 53.256296,-1.489379 53.256249,-1.489124 53.256364,-1.489282 53.256539,-1.488647 53.256851,-1.488177 53.256568,-1.487771 53.256373,-1.488143 53.256135,-1.488787 53.255812,-1.488570 53.255659,-1.488747 53.255565,-1.488717 53.255538,-1.486800 53.254670,-1.485559 53.253858,-1.485271 53.253963,-1.484272 53.254145,-1.484325 53.253907,-1.483931 53.253916,-1.483306 53.253872,-1.483381 53.253381,-1.483339 53.253309,-1.483172 53.253342,-1.483022 53.253323,-1.481861 53.253005,-1.482584 53.252384,-1.482774 53.252266,-1.483237 53.252440,-1.483428 53.252321,-1.483582 53.252383,-1.483780 53.252240,-1.484020 53.252269,-1.484216 53.252201,-1.484596 53.252358,-1.485727 53.252603,-1.485775 53.252647,-1.485759 53.252807,-1.486067 53.252708,-1.486506 53.253009,-1.486820 53.253418,-1.488178 53.253564,-1.488258 53.253501,-1.488349 53.253502,-1.488354 53.253459,-1.488782 53.253516)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a6a
north_east_derbyshire_ned_conservation_areas.fid--7fc8c980_17665b1ddd2_-1a69,,,2020-12-15,"MULTIPOLYGON (((-1.516527 53.234116,-1.516757 53.234066,-1.516907 53.234071,-1.516934 53.234038,-1.517207 53.234107,-1.517376 53.234026,-1.518300 53.233985,-1.518422 53.233930,-1.518976 53.233954,-1.519468 53.233890,-1.520744 53.233637,-1.520857 53.233651,-1.521373 53.233458,-1.521705 53.233372,-1.522854 53.232523,-1.523210 53.232352,-1.523581 53.232085,-1.524057 53.231804,-1.523584 53.231779,-1.525349 53.230933,-1.525868 53.230731,-1.527211 53.230406,-1.528697 53.230240,-1.529306 53.230264,-1.530817 53.230508,-1.531452 53.230476,-1.531655 53.230361,-1.532040 53.229858,-1.532318 53.229895,-1.532344 53.230154,-1.532615 53.230818,-1.532895 53.231306,-1.535079 53.233743,-1.535324 53.234060,-1.535742 53.234875,-1.536176 53.237000,-1.535966 53.237005,-1.535245 53.236070,-1.534501 53.236284,-1.533774 53.235804,-1.533219 53.235520,-1.533015 53.235464,-1.532789 53.235886,-1.532728 53.236085,-1.531071 53.235917,-1.531006 53.235921,-1.530976 53.235959,-1.531015 53.236159,-1.528163 53.236038,-1.528149 53.235977,-1.528046 53.235975,-1.525779 53.235990,-1.524975 53.236043,-1.524633 53.234827,-1.522451 53.235143,-1.520963 53.235452,-1.520504 53.235580,-1.519835 53.235824,-1.519506 53.236025,-1.519247 53.236248,-1.518613 53.235974,-1.517505 53.235248,-1.516370 53.234152,-1.516283 53.234121,-1.516527 53.234116)))",,local-authority-eng:NED,,conservation-area/local-authority-eng/NED/north-east-derbyshire-ned-conservation-areas-fid--7fc8c980-17665b1ddd2--1a69
