conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
2,,,2020-09-15,"MULTIPOLYGON (((-1.206863 53.055314,-1.206986 53.055249,-1.207101 53.054797,-1.207790 53.055005,-1.208190 53.055028,-1.207724 53.054486,-1.207346 53.053987,-1.206859 53.053460,-1.205769 53.052488,-1.205520 53.052630,-1.205374 53.052661,-1.205046 53.052491,-1.205058 53.052621,-1.204727 53.052968,-1.204639 53.052931,-1.204157 53.052449,-1.203636 53.052075,-1.203343 53.052080,-1.202961 53.052201,-1.202921 53.052175,-1.202805 53.052238,-1.202411 53.051930,-1.202060 53.050929,-1.200118 53.051503,-1.200294 53.051520,-1.200516 53.051589,-1.201842 53.052187,-1.201668 53.052318,-1.201759 53.052367,-1.201368 53.052562,-1.201295 53.052563,-1.200298 53.052968,-1.200247 53.052923,-1.200076 53.053062,-1.198788 53.053381,-1.199544 53.054425,-1.197911 53.054576,-1.198211 53.055219,-1.197505 53.055255,-1.197297 53.055432,-1.196662 53.055719,-1.196883 53.055851,-1.196915 53.055901,-1.196923 53.056054,-1.197023 53.056159,-1.197198 53.056245,-1.197340 53.056262,-1.197608 53.056231,-1.198117 53.056102,-1.198416 53.056073,-1.198629 53.056081,-1.199033 53.056168,-1.199209 53.056169,-1.200258 53.055834,-1.200452 53.055824,-1.200529 53.055855,-1.200643 53.055964,-1.200906 53.056266,-1.200867 53.056446,-1.200857 53.056729,-1.202627 53.056359,-1.203375 53.057324,-1.203417 53.057325,-1.204523 53.056835,-1.206863 53.055314)))",LNP - Conservation Area,local-authority-eng:GED,
