name,conservation-area,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
Sandiway,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.352205 53.392051,-2.352336 53.391989,-2.352435 53.392313,-2.352744 53.392130,-2.353101 53.392338,-2.353594 53.392555,-2.353760 53.392539,-2.355427 53.392643,-2.355419 53.392794,-2.355733 53.392765,-2.355843 53.392784,-2.355736 53.392839,-2.355729 53.392987,-2.355660 53.393088,-2.355796 53.393139,-2.355687 53.393217,-2.355012 53.393111,-2.354860 53.393405,-2.354449 53.393328,-2.354256 53.393361,-2.353268 53.393154,-2.352953 53.393179,-2.352927 53.393521,-2.352431 53.393520,-2.351493 53.393415,-2.351463 53.393523,-2.350858 53.393467,-2.350941 53.393199,-2.349938 53.393047,-2.350107 53.392757,-2.350121 53.392670,-2.349950 53.392306,-2.350607 53.392144,-2.350715 53.392326,-2.350761 53.392672,-2.351141 53.392723,-2.351374 53.392350,-2.352205 53.392051)))",2020-09-06,,,
South Hale,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.318599 53.366560,-2.318465 53.366395,-2.318359 53.366352,-2.318344 53.366264,-2.318368 53.366220,-2.318566 53.366146,-2.318503 53.366047,-2.318842 53.366029,-2.318880 53.366015,-2.318806 53.365924,-2.318870 53.365840,-2.318927 53.365826,-2.319125 53.365894,-2.319204 53.365859,-2.319244 53.365770,-2.319316 53.365708,-2.319460 53.365655,-2.319708 53.365665,-2.319847 53.365527,-2.319988 53.365538,-2.320072 53.365404,-2.320043 53.365303,-2.320258 53.365253,-2.320319 53.365191,-2.320495 53.365242,-2.320612 53.365436,-2.321811 53.365344,-2.322343 53.365384,-2.322975 53.365477,-2.324034 53.365685,-2.324335 53.365773,-2.324787 53.364979,-2.325142 53.365074,-2.325195 53.365002,-2.325550 53.365077,-2.325517 53.365181,-2.326739 53.365517,-2.326865 53.365457,-2.327772 53.365756,-2.328064 53.365917,-2.328155 53.366146,-2.328170 53.366474,-2.328210 53.366557,-2.328244 53.366897,-2.328315 53.366969,-2.328696 53.367161,-2.328802 53.367297,-2.328984 53.367789,-2.329484 53.368688,-2.330474 53.368365,-2.330882 53.368576,-2.331413 53.368350,-2.331781 53.368607,-2.331826 53.368689,-2.333207 53.368354,-2.333844 53.368239,-2.334292 53.368197,-2.335233 53.368503,-2.335723 53.368618,-2.335677 53.369033,-2.335457 53.369014,-2.335385 53.369228,-2.334856 53.369220,-2.333866 53.369268,-2.334121 53.369962,-2.334447 53.369933,-2.334464 53.369987,-2.335098 53.369872,-2.335110 53.369786,-2.335508 53.369772,-2.335505 53.369726,-2.335877 53.369651,-2.335876 53.369621,-2.336203 53.369586,-2.336205 53.369623,-2.336421 53.369592,-2.336729 53.369609,-2.336809 53.369600,-2.336800 53.369575,-2.337100 53.369552,-2.337093 53.369953,-2.336757 53.369941,-2.336773 53.370417,-2.336493 53.370401,-2.335901 53.370514,-2.335590 53.370628,-2.335608 53.370655,-2.334657 53.370895,-2.333534 53.371018,-2.333528 53.371057,-2.333008 53.371091,-2.332926 53.370875,-2.332198 53.370957,-2.331651 53.371524,-2.331820 53.371729,-2.332097 53.371968,-2.332301 53.372263,-2.334101 53.372656,-2.334192 53.372644,-2.334678 53.372281,-2.334496 53.372110,-2.334282 53.371782,-2.334750 53.371641,-2.335241 53.372206,-2.336281 53.371671,-2.337344 53.371364,-2.338633 53.370756,-2.338937 53.370641,-2.339316 53.370640,-2.340739 53.371013,-2.340730 53.370887,-2.340259 53.370760,-2.340297 53.370315,-2.341489 53.370334,-2.341479 53.370399,-2.341644 53.370421,-2.341593 53.370618,-2.342154 53.370690,-2.342101 53.370835,-2.342613 53.370924,-2.342728 53.371049,-2.343395 53.371159,-2.343012 53.371551,-2.343973 53.371597,-2.344309 53.372408,-2.344340 53.372403,-2.344606 53.372875,-2.343507 53.373151,-2.343480 53.373264,-2.343146 53.373283,-2.342649 53.373890,-2.342047 53.373853,-2.342005 53.374122,-2.342006 53.374376,-2.342679 53.374402,-2.342710 53.374761,-2.342951 53.374702,-2.343238 53.374967,-2.343158 53.375002,-2.343612 53.375286,-2.344117 53.375379,-2.344250 53.375459,-2.344070 53.375643,-2.343996 53.375610,-2.343652 53.375864,-2.343311 53.375712,-2.341096 53.376850,-2.341381 53.377011,-2.341159 53.377214,-2.341563 53.377350,-2.341621 53.377299,-2.341724 53.377305,-2.341769 53.377275,-2.341817 53.377310,-2.342243 53.377002,-2.342270 53.377012,-2.342557 53.376870,-2.343320 53.377296,-2.343046 53.377476,-2.343396 53.377683,-2.343323 53.377727,-2.343293 53.377710,-2.343134 53.377825,-2.343479 53.378024,-2.343763 53.377851,-2.344573 53.378285,-2.344337 53.378418,-2.344381 53.378434,-2.344095 53.378607,-2.343779 53.378427,-2.343643 53.378502,-2.343945 53.378660,-2.343538 53.378922,-2.343770 53.379055,-2.343083 53.379232,-2.342778 53.379355,-2.342898 53.379604,-2.341550 53.379792,-2.341326 53.379949,-2.341197 53.380174,-2.341067 53.380299,-2.341021 53.380611,-2.341340 53.380628,-2.341273 53.381074,-2.340954 53.381059,-2.340923 53.381237,-2.340840 53.381261,-2.340800 53.381500,-2.340063 53.381470,-2.340097 53.381227,-2.339918 53.381212,-2.340073 53.380121,-2.339747 53.379858,-2.340234 53.378824,-2.338266 53.378414,-2.338596 53.378120,-2.338082 53.377912,-2.337598 53.377830,-2.336589 53.377197,-2.336586 53.377156,-2.336239 53.377054,-2.336180 53.377167,-2.335497 53.377086,-2.335475 53.377108,-2.335084 53.377042,-2.335126 53.376926,-2.334274 53.376865,-2.334315 53.376720,-2.333720 53.376656,-2.333711 53.376684,-2.332957 53.376615,-2.332949 53.376641,-2.331541 53.376520,-2.331373 53.376959,-2.329808 53.376393,-2.329795 53.376209,-2.328555 53.376577,-2.328571 53.376945,-2.328989 53.377170,-2.328759 53.377282,-2.329029 53.377472,-2.328560 53.377700,-2.329108 53.378068,-2.330092 53.378410,-2.331295 53.377206,-2.334770 53.377629,-2.334380 53.378386,-2.334020 53.378967,-2.333080 53.378860,-2.333045 53.378821,-2.332897 53.378804,-2.332830 53.378839,-2.331708 53.378739,-2.330092 53.378410,-2.330179 53.378571,-2.330029 53.378830,-2.329895 53.378859,-2.329693 53.378527,-2.329080 53.378684,-2.328977 53.378496,-2.328774 53.378586,-2.328330 53.378246,-2.328168 53.378189,-2.327525 53.377753,-2.326997 53.378104,-2.326360 53.377697,-2.326693 53.377456,-2.326327 53.377255,-2.326048 53.377435,-2.325700 53.377225,-2.326464 53.376733,-2.326041 53.376497,-2.324634 53.375571,-2.323394 53.374588,-2.322264 53.375417,-2.322033 53.375331,-2.322663 53.374857,-2.322477 53.374767,-2.322644 53.374642,-2.322592 53.374617,-2.322637 53.374583,-2.322608 53.374568,-2.322629 53.374554,-2.322185 53.374339,-2.321916 53.374542,-2.321643 53.374414,-2.321818 53.374276,-2.321374 53.374067,-2.321453 53.374008,-2.321295 53.373939,-2.320946 53.374245,-2.319589 53.373680,-2.320274 53.372711,-2.320342 53.372132,-2.320748 53.372357,-2.322044 53.373413,-2.323929 53.374785,-2.324345 53.374562,-2.324669 53.374287,-2.324644 53.374040,-2.324371 53.373939,-2.324700 53.373434,-2.324997 53.373462,-2.325173 53.372967,-2.325343 53.373000,-2.325524 53.372809,-2.325575 53.372812,-2.325627 53.372693,-2.325300 53.372623,-2.325460 53.372249,-2.326252 53.370906,-2.326170 53.370791,-2.326488 53.370278,-2.326339 53.370237,-2.326435 53.369782,-2.325403 53.369703,-2.325101 53.369462,-2.324547 53.369533,-2.324048 53.369418,-2.324142 53.369121,-2.324297 53.368968,-2.324357 53.368805,-2.323874 53.368855,-2.323750 53.368611,-2.323564 53.368531,-2.323680 53.368150,-2.322907 53.368006,-2.322865 53.367468,-2.322319 53.367429,-2.322339 53.367275,-2.322292 53.367142,-2.322463 53.366919,-2.322654 53.366930,-2.322576 53.366434,-2.321412 53.366489,-2.321402 53.366513,-2.318721 53.366601,-2.318599 53.366560)))",2020-09-06,,,
Stamford New Road,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.353179 53.385953,-2.352975 53.386136,-2.352577 53.385974,-2.352477 53.386064,-2.351793 53.385709,-2.351813 53.385688,-2.351695 53.385625,-2.351240 53.385454,-2.350888 53.385729,-2.350454 53.385926,-2.350704 53.386010,-2.350581 53.386145,-2.350605 53.386153,-2.350571 53.386193,-2.350633 53.386213,-2.349747 53.386967,-2.349659 53.387069,-2.349672 53.387135,-2.349638 53.387204,-2.349349 53.387562,-2.348481 53.387287,-2.348194 53.387573,-2.347939 53.387751,-2.346950 53.388682,-2.346900 53.388543,-2.346509 53.388446,-2.346523 53.388353,-2.346720 53.388008,-2.346644 53.387992,-2.346791 53.387732,-2.346824 53.387738,-2.346913 53.387582,-2.346957 53.387591,-2.347156 53.387222,-2.347193 53.387212,-2.347489 53.386754,-2.347713 53.386482,-2.347795 53.386473,-2.347840 53.386409,-2.348221 53.386545,-2.349095 53.386022,-2.349646 53.385586,-2.349943 53.385708,-2.350056 53.385610,-2.350238 53.385670,-2.350335 53.385636,-2.350509 53.385672,-2.350560 53.385605,-2.350645 53.385582,-2.350728 53.385351,-2.350953 53.385390,-2.350969 53.385345,-2.351183 53.385353,-2.351441 53.385109,-2.351783 53.384705,-2.351885 53.384515,-2.351839 53.384423,-2.351988 53.384426,-2.352355 53.384554,-2.352697 53.384729,-2.352947 53.384541,-2.353275 53.384747,-2.352888 53.385072,-2.352712 53.384977,-2.352442 53.385192,-2.352195 53.385156,-2.351908 53.385405,-2.352091 53.385491,-2.352051 53.385526,-2.352598 53.385730,-2.352711 53.385702,-2.353213 53.385924,-2.353179 53.385953)))",2020-09-06,,,
The Devisdale,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.371826 53.383418,-2.370441 53.384501,-2.370522 53.384529,-2.370434 53.384619,-2.370392 53.384713,-2.370237 53.384808,-2.369867 53.384945,-2.369722 53.385163,-2.369721 53.385270,-2.369611 53.385533,-2.369613 53.385677,-2.369987 53.385826,-2.369982 53.385948,-2.370069 53.386079,-2.369971 53.386243,-2.369917 53.386425,-2.369901 53.386809,-2.370043 53.387542,-2.370128 53.387808,-2.370253 53.388142,-2.370275 53.388200,-2.370276 53.388201,-2.371504 53.387749,-2.371771 53.388348,-2.373522 53.388428,-2.373561 53.388289,-2.375394 53.388585,-2.376745 53.388891,-2.377112 53.388562,-2.377132 53.388458,-2.377098 53.388256,-2.377129 53.388203,-2.377832 53.387702,-2.377997 53.387511,-2.378372 53.387347,-2.378499 53.387037,-2.378650 53.386922,-2.379719 53.387022,-2.379738 53.387720,-2.379519 53.387716,-2.379485 53.387759,-2.379868 53.388458,-2.379115 53.388691,-2.378474 53.388843,-2.376764 53.389086,-2.376708 53.389166,-2.376535 53.389294,-2.376356 53.389383,-2.375930 53.389521,-2.375947 53.389568,-2.375352 53.389689,-2.373368 53.389989,-2.371728 53.390158,-2.370639 53.390212,-2.370030 53.390314,-2.369552 53.390483,-2.369256 53.390757,-2.369212 53.390847,-2.369027 53.390852,-2.368993 53.390839,-2.368917 53.390552,-2.368722 53.390179,-2.368583 53.390126,-2.368542 53.390078,-2.368520 53.389888,-2.368471 53.389789,-2.368330 53.389644,-2.368061 53.389530,-2.367251 53.389363,-2.367171 53.389428,-2.367005 53.389448,-2.366777 53.389366,-2.366000 53.389202,-2.366097 53.389640,-2.364969 53.389699,-2.364051 53.389680,-2.364093 53.388798,-2.363999 53.388749,-2.363449 53.388529,-2.362987 53.388931,-2.362738 53.388678,-2.362497 53.388698,-2.362520 53.388784,-2.362097 53.388813,-2.362082 53.388737,-2.361263 53.388776,-2.360585 53.388709,-2.360528 53.388124,-2.359805 53.388152,-2.359869 53.388641,-2.359429 53.388563,-2.359430 53.388503,-2.359226 53.388503,-2.358831 53.388801,-2.358360 53.388543,-2.358219 53.388412,-2.358002 53.388094,-2.357613 53.387871,-2.355421 53.386984,-2.353560 53.386358,-2.353797 53.386116,-2.354801 53.386466,-2.354975 53.386280,-2.354892 53.386250,-2.355138 53.385994,-2.355377 53.385684,-2.355481 53.385714,-2.355543 53.385641,-2.355704 53.385695,-2.355983 53.385520,-2.355869 53.385451,-2.355993 53.385364,-2.356734 53.384918,-2.356829 53.384956,-2.357075 53.384747,-2.357228 53.384807,-2.357451 53.384602,-2.356900 53.384335,-2.358350 53.383285,-2.357070 53.383040,-2.356937 53.382794,-2.358566 53.381903,-2.358989 53.381641,-2.358938 53.381601,-2.358365 53.381612,-2.358320 53.380991,-2.359057 53.380987,-2.359037 53.380921,-2.360019 53.380882,-2.360353 53.380561,-2.360611 53.380775,-2.360778 53.380705,-2.361414 53.381360,-2.361733 53.381517,-2.362715 53.381656,-2.363117 53.381608,-2.363412 53.381497,-2.362938 53.381262,-2.363508 53.380836,-2.363665 53.380675,-2.364135 53.380078,-2.364015 53.380055,-2.364103 53.379932,-2.364258 53.379970,-2.364770 53.379479,-2.364855 53.379506,-2.365173 53.379066,-2.365625 53.378624,-2.366069 53.378801,-2.366907 53.377721,-2.366933 53.377675,-2.366643 53.377216,-2.366564 53.376896,-2.366593 53.376680,-2.366834 53.376081,-2.367938 53.376206,-2.368347 53.376218,-2.368574 53.376309,-2.372052 53.377279,-2.374819 53.378105,-2.373943 53.379045,-2.374821 53.379326,-2.374930 53.379215,-2.375536 53.379439,-2.375757 53.379232,-2.376251 53.379381,-2.376290 53.379346,-2.377250 53.379620,-2.377228 53.379649,-2.377677 53.379787,-2.377491 53.379988,-2.377752 53.380065,-2.378426 53.380241,-2.380175 53.380616,-2.381252 53.380809,-2.383858 53.381525,-2.383178 53.382772,-2.382790 53.382920,-2.380258 53.382267,-2.379814 53.382871,-2.377883 53.382456,-2.376945 53.382178,-2.376412 53.383057,-2.375248 53.382862,-2.373037 53.383393,-2.372605 53.383450,-2.372416 53.383399,-2.371883 53.383392,-2.371710 53.383530,-2.371826 53.383418)))",2020-09-06,,,
The Downs,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.349873 53.381998,-2.350147 53.381910,-2.350113 53.381712,-2.350372 53.381761,-2.350448 53.381747,-2.350530 53.381459,-2.351542 53.381545,-2.351549 53.381389,-2.351792 53.381399,-2.351743 53.381661,-2.352512 53.381718,-2.352514 53.381076,-2.352600 53.381027,-2.355480 53.381055,-2.355936 53.381164,-2.357007 53.381574,-2.357085 53.381630,-2.358932 53.381572,-2.359032 53.381629,-2.358603 53.381903,-2.356900 53.382830,-2.356967 53.382882,-2.357064 53.383039,-2.357516 53.383098,-2.358350 53.383285,-2.356890 53.384339,-2.357451 53.384602,-2.357228 53.384807,-2.357072 53.384746,-2.356829 53.384956,-2.356734 53.384918,-2.355869 53.385451,-2.355983 53.385520,-2.355705 53.385695,-2.355421 53.385599,-2.355257 53.385839,-2.355436 53.385887,-2.355302 53.386023,-2.355152 53.385977,-2.355010 53.386126,-2.354995 53.386200,-2.354903 53.386239,-2.354975 53.386280,-2.354801 53.386466,-2.353797 53.386116,-2.353746 53.386167,-2.353179 53.385953,-2.354410 53.384848,-2.354306 53.384798,-2.354416 53.384713,-2.353937 53.384452,-2.353712 53.384606,-2.353573 53.384528,-2.353275 53.384747,-2.352947 53.384541,-2.352697 53.384729,-2.352355 53.384554,-2.351988 53.384426,-2.351084 53.384373,-2.351170 53.384116,-2.351765 53.384180,-2.351831 53.384064,-2.351568 53.384011,-2.351647 53.383855,-2.351473 53.383752,-2.351310 53.383739,-2.351349 53.383589,-2.351022 53.383561,-2.351067 53.383325,-2.350864 53.383305,-2.350891 53.383165,-2.350808 53.383158,-2.350780 53.383040,-2.350709 53.382954,-2.350574 53.382987,-2.350365 53.382872,-2.350319 53.382799,-2.350326 53.382753,-2.350547 53.382640,-2.350432 53.382510,-2.350193 53.382495,-2.350123 53.382367,-2.350174 53.382353,-2.349873 53.381998),(-2.357078 53.383062,-2.357083 53.383063,-2.357082 53.383062,-2.357078 53.383062)))",2020-09-06,,,
Brogden Grove,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.329406 53.419752,-2.330209 53.419039,-2.331149 53.419424,-2.330346 53.420149,-2.329406 53.419752)))",2020-09-06,,,
Dunham Town,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.389990 53.389564,-2.390088 53.389308,-2.390339 53.388854,-2.390914 53.389016,-2.391147 53.388650,-2.390360 53.388537,-2.390319 53.388209,-2.390356 53.387869,-2.390840 53.387958,-2.391420 53.387386,-2.391185 53.387405,-2.391052 53.386929,-2.390619 53.386887,-2.390479 53.386203,-2.390638 53.386081,-2.390559 53.385812,-2.390595 53.385658,-2.390744 53.385670,-2.391125 53.385262,-2.390146 53.384757,-2.390756 53.384484,-2.391184 53.384217,-2.391359 53.384210,-2.391480 53.384176,-2.391227 53.384044,-2.390954 53.383771,-2.390879 53.383640,-2.390873 53.383511,-2.390914 53.383412,-2.393060 53.383440,-2.393651 53.383513,-2.393830 53.383392,-2.395155 53.383553,-2.397269 53.384458,-2.396174 53.385388,-2.395861 53.385583,-2.395684 53.385610,-2.395534 53.385590,-2.394335 53.385122,-2.393419 53.385783,-2.392776 53.385344,-2.391924 53.384966,-2.391175 53.385577,-2.391064 53.385843,-2.391791 53.387197,-2.392641 53.387422,-2.392939 53.387535,-2.393412 53.387743,-2.394360 53.388248,-2.394546 53.388278,-2.395036 53.388222,-2.394892 53.387837,-2.395590 53.387667,-2.396844 53.387708,-2.396861 53.387947,-2.397993 53.387992,-2.398206 53.388049,-2.398374 53.388167,-2.398511 53.388208,-2.398428 53.388253,-2.398203 53.388104,-2.397708 53.388032,-2.396719 53.388032,-2.396285 53.388089,-2.396827 53.388401,-2.396549 53.388563,-2.396591 53.388664,-2.396273 53.388851,-2.395761 53.388734,-2.394637 53.388894,-2.393987 53.389088,-2.393402 53.388636,-2.393010 53.388510,-2.393084 53.388439,-2.392340 53.388569,-2.393063 53.390092,-2.392491 53.390198,-2.392342 53.389917,-2.391878 53.390037,-2.391282 53.389766,-2.390825 53.389642,-2.389990 53.389564),(-2.392342 53.389917,-2.392572 53.389868,-2.392406 53.389904,-2.392342 53.389917),(-2.392128 53.383806,-2.392166 53.383770,-2.392200 53.383735,-2.392128 53.383806),(-2.392430 53.383509,-2.392772 53.383809,-2.392882 53.383901,-2.392430 53.383509),(-2.391480 53.384176,-2.391925 53.383938,-2.392143 53.383818,-2.391480 53.384176),(-2.392948 53.383959,-2.393322 53.383826,-2.393660 53.383695,-2.392948 53.383959)))",2020-09-06,,,
Dunham Woodhouses,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.412473 53.389971,-2.412851 53.389022,-2.414061 53.389315,-2.414565 53.388408,-2.413582 53.388165,-2.413791 53.387903,-2.414030 53.387973,-2.414115 53.387833,-2.414295 53.387889,-2.414531 53.387726,-2.414760 53.387846,-2.415243 53.387519,-2.414735 53.387097,-2.414476 53.387058,-2.414653 53.386882,-2.413145 53.386504,-2.413333 53.386309,-2.413394 53.386111,-2.413474 53.386058,-2.413824 53.386190,-2.413522 53.386511,-2.415166 53.386947,-2.415314 53.386785,-2.415535 53.386856,-2.415677 53.386796,-2.415879 53.386764,-2.416207 53.386181,-2.416262 53.386165,-2.415824 53.386057,-2.415953 53.385891,-2.416166 53.385947,-2.416505 53.385560,-2.417341 53.385949,-2.417510 53.386120,-2.417220 53.386453,-2.416690 53.387206,-2.416918 53.387235,-2.416601 53.388182,-2.417058 53.388243,-2.416884 53.388686,-2.416531 53.388632,-2.416612 53.388451,-2.416322 53.388415,-2.416353 53.388333,-2.415687 53.388298,-2.415551 53.388511,-2.415388 53.388472,-2.415279 53.388648,-2.414210 53.390169,-2.414156 53.390324,-2.413814 53.390796,-2.413513 53.391309,-2.413223 53.391260,-2.413067 53.391614,-2.413058 53.391701,-2.413178 53.391922,-2.413148 53.392160,-2.413208 53.392176,-2.413269 53.392324,-2.413333 53.392318,-2.413424 53.392777,-2.412733 53.392840,-2.412625 53.392401,-2.412619 53.392153,-2.412891 53.391678,-2.413597 53.390123,-2.412473 53.389971),(-2.414895 53.388545,-2.414897 53.388545,-2.414904 53.388547,-2.414895 53.388545),(-2.415079 53.388593,-2.415095 53.388597,-2.415279 53.388648,-2.415107 53.388600,-2.415079 53.388593)))",2020-09-06,,,
Empress,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.266398 53.468286,-2.266814 53.466486,-2.266956 53.466194,-2.266805 53.466167,-2.267050 53.465822,-2.267267 53.465699,-2.267280 53.465455,-2.267329 53.465297,-2.267506 53.464942,-2.267567 53.464881,-2.267846 53.464793,-2.269145 53.464185,-2.270358 53.463812,-2.270398 53.463826,-2.270623 53.464204,-2.270910 53.464090,-2.271326 53.464438,-2.270750 53.464694,-2.271080 53.464985,-2.270802 53.465105,-2.270541 53.464869,-2.270652 53.464819,-2.269681 53.465254,-2.268748 53.465674,-2.268604 53.465739,-2.268535 53.465787,-2.268632 53.465727,-2.269421 53.465780,-2.269295 53.466250,-2.269761 53.466287,-2.269628 53.466912,-2.268838 53.466878,-2.268706 53.467666,-2.269690 53.467707,-2.269239 53.468023,-2.268094 53.467971,-2.268220 53.467137,-2.267229 53.467098,-2.266937 53.468332,-2.266398 53.468286),(-2.270685 53.464714,-2.270703 53.464736,-2.270703 53.464745,-2.270704 53.464737,-2.270685 53.464714),(-2.270665 53.464812,-2.270693 53.464790,-2.270699 53.464768,-2.270691 53.464789,-2.270665 53.464812),(-2.268222 53.467068,-2.268444 53.466045,-2.268339 53.466503,-2.268222 53.467068)))",2020-09-06,,,
Longford,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.285000 53.449973,-2.285819 53.449433,-2.286246 53.449082,-2.288242 53.446712,-2.288414 53.447074,-2.288994 53.447258,-2.289544 53.447151,-2.290297 53.446590,-2.290585 53.446309,-2.290791 53.446051,-2.290931 53.445677,-2.290828 53.445713,-2.290660 53.445617,-2.290578 53.445635,-2.290504 53.445607,-2.290416 53.445672,-2.289738 53.445345,-2.289446 53.445299,-2.289651 53.445073,-2.290143 53.445288,-2.290310 53.445133,-2.290363 53.445136,-2.291625 53.445541,-2.292011 53.445200,-2.292911 53.444305,-2.293515 53.444577,-2.294573 53.444717,-2.296089 53.444826,-2.296169 53.444872,-2.296148 53.445011,-2.295750 53.445060,-2.295167 53.445959,-2.294985 53.446289,-2.295014 53.446296,-2.294469 53.447226,-2.294902 53.447317,-2.294836 53.447420,-2.294759 53.447434,-2.294363 53.447347,-2.294059 53.447901,-2.293974 53.447883,-2.293936 53.447940,-2.293737 53.447884,-2.293657 53.448031,-2.292972 53.447902,-2.293137 53.447712,-2.292344 53.447490,-2.291906 53.448035,-2.293526 53.448277,-2.293445 53.448430,-2.293698 53.448451,-2.292544 53.450368,-2.290396 53.450996,-2.287240 53.451850,-2.287003 53.452056,-2.286799 53.451938,-2.286543 53.451884,-2.286829 53.451619,-2.286681 53.451646,-2.285000 53.449973),(-2.290929 53.445658,-2.290929 53.445658,-2.290929 53.445657,-2.290929 53.445658),(-2.286997 53.451605,-2.287018 53.451603,-2.287019 53.451603,-2.286997 53.451605),(-2.286845 53.451614,-2.286866 53.451608,-2.286863 53.451609,-2.286845 53.451614),(-2.286942 53.451600,-2.286957 53.451601,-2.286997 53.451605,-2.286973 53.451603,-2.286942 53.451600),(-2.287075 53.451592,-2.287194 53.451559,-2.287134 53.451482,-2.287318 53.451432,-2.287133 53.451482,-2.287193 53.451559,-2.287075 53.451592),(-2.286891 53.451604,-2.286908 53.451602,-2.286942 53.451600,-2.286925 53.451600,-2.286900 53.451602,-2.286891 53.451604),(-2.291535 53.445850,-2.291737 53.445835,-2.291961 53.445818,-2.291535 53.445850),(-2.291961 53.445818,-2.292382 53.445411,-2.292787 53.445000,-2.292781 53.445006,-2.291961 53.445818)))",2020-09-06,,,
Warburton,,local-authority-eng:TRF,,"MULTIPOLYGON (((-2.449403 53.401450,-2.449796 53.401228,-2.450176 53.401412,-2.450346 53.401387,-2.450535 53.401315,-2.450695 53.401199,-2.450757 53.401108,-2.451218 53.401187,-2.451659 53.401351,-2.452469 53.401501,-2.453325 53.401731,-2.453705 53.400940,-2.453948 53.401651,-2.454655 53.401644,-2.454536 53.401843,-2.455322 53.402071,-2.455257 53.402155,-2.455788 53.402262,-2.455923 53.402264,-2.456265 53.402123,-2.456516 53.401843,-2.456587 53.401818,-2.456739 53.401870,-2.456982 53.401522,-2.457501 53.401165,-2.458087 53.401451,-2.458473 53.401573,-2.459159 53.401851,-2.458484 53.402108,-2.458250 53.402457,-2.457316 53.402805,-2.456986 53.402575,-2.456663 53.402439,-2.456463 53.402565,-2.456405 53.402545,-2.456213 53.402696,-2.456037 53.402590,-2.455391 53.403073,-2.456461 53.403687,-2.456323 53.403776,-2.455895 53.403510,-2.455779 53.403604,-2.455609 53.403651,-2.455218 53.403415,-2.455474 53.403254,-2.455028 53.402981,-2.455131 53.402918,-2.454795 53.402647,-2.454521 53.402345,-2.454355 53.402454,-2.454023 53.402323,-2.453803 53.402065,-2.452331 53.401859,-2.452040 53.401860,-2.451174 53.402014,-2.450956 53.402005,-2.450605 53.401948,-2.449403 53.401450),(-2.455232 53.402987,-2.455235 53.402989,-2.455236 53.402989,-2.455232 53.402987),(-2.455345 53.403050,-2.455391 53.403073,-2.455377 53.403066,-2.455345 53.403050)))",2020-09-06,,,
