name,conservation-area,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
Strensall Village Conservation Area,Conservation Area 23,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.038139 54.037568,-1.037559 54.038186,-1.037444 54.038044,-1.037107 54.038134,-1.036591 54.037546,-1.036573 54.037494,-1.036595 54.037453,-1.036535 54.037347,-1.036347 54.037248,-1.036145 54.036992,-1.035807 54.036267,-1.035599 54.035592,-1.034817 54.035672,-1.034927 54.036189,-1.035078 54.036667,-1.035286 54.037086,-1.035493 54.037350,-1.036110 54.037949,-1.036385 54.038322,-1.036548 54.038629,-1.035992 54.038786,-1.035465 54.038999,-1.034839 54.039126,-1.033163 54.039282,-1.032763 54.039267,-1.032068 54.039309,-1.031580 54.039392,-1.031763 54.039835,-1.031253 54.039751,-1.031015 54.039789,-1.031104 54.040008,-1.031171 54.040370,-1.031466 54.040862,-1.032692 54.040792,-1.033067 54.040828,-1.033436 54.041213,-1.033708 54.041196,-1.034033 54.040993,-1.034220 54.040961,-1.034347 54.040903,-1.034645 54.041195,-1.034804 54.040996,-1.034929 54.040892,-1.035227 54.040823,-1.035236 54.040938,-1.035771 54.040909,-1.036354 54.040951,-1.037363 54.041279,-1.038569 54.041539,-1.039166 54.041618,-1.039523 54.041628,-1.039779 54.041599,-1.040143 54.041451,-1.040575 54.041145,-1.040687 54.041029,-1.040894 54.040663,-1.040927 54.040485,-1.040938 54.039982,-1.041031 54.039644,-1.041204 54.039354,-1.041620 54.038866,-1.041891 54.038711,-1.043351 54.038279,-1.043813 54.038106,-1.045222 54.037438,-1.045304 54.037403,-1.045367 54.037416,-1.045491 54.037354,-1.045161 54.037187,-1.045104 54.037222,-1.044875 54.037103,-1.044683 54.037326,-1.044695 54.037378,-1.044417 54.037511,-1.044482 54.037595,-1.043271 54.038132,-1.043149 54.038012,-1.042589 54.038071,-1.041429 54.038373,-1.041190 54.038068,-1.040900 54.037614,-1.040483 54.037762,-1.039967 54.037865,-1.039947 54.037783,-1.039612 54.037766,-1.039144 54.037522,-1.039022 54.037318,-1.038938 54.037328,-1.038836 54.037044,-1.038648 54.037046,-1.038639 54.037005,-1.037576 54.037101,-1.037713 54.037441,-1.037879 54.037428,-1.037898 54.037493,-1.037986 54.037568,-1.038139 54.037504,-1.038139 54.037568),(-1.038980 54.040017,-1.038965 54.040021,-1.038934 54.040019,-1.038972 54.040018,-1.038980 54.040017),(-1.038868 54.040398,-1.038870 54.040398,-1.038865 54.040399,-1.038834 54.040399,-1.038868 54.040398)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-23
Acomb Conservation Area,Conservation Area 3,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.134156 53.954667,-1.133374 53.954162,-1.133372 53.954089,-1.132787 53.953639,-1.132848 53.953409,-1.132815 53.953304,-1.132679 53.953134,-1.132597 53.953085,-1.132380 53.953055,-1.132213 53.952971,-1.131913 53.952676,-1.131168 53.952081,-1.130427 53.952381,-1.130992 53.952890,-1.130583 53.953031,-1.130743 53.953185,-1.129103 53.953768,-1.127744 53.954130,-1.127270 53.954287,-1.126637 53.954366,-1.126178 53.954375,-1.125282 53.954746,-1.124108 53.955171,-1.124400 53.955461,-1.126441 53.954724,-1.126448 53.955120,-1.126543 53.955459,-1.125837 53.955582,-1.125120 53.955751,-1.124589 53.955811,-1.124599 53.955962,-1.125319 53.955921,-1.125419 53.955984,-1.125554 53.956518,-1.125607 53.956541,-1.126615 53.956497,-1.126641 53.956530,-1.128319 53.956357,-1.128268 53.956216,-1.128643 53.956227,-1.129233 53.956091,-1.129317 53.956008,-1.129311 53.955921,-1.129265 53.955796,-1.129158 53.955668,-1.129505 53.955595,-1.129513 53.955692,-1.130185 53.955693,-1.130250 53.956041,-1.131325 53.955937,-1.131393 53.955932,-1.131405 53.955972,-1.131828 53.955924,-1.132146 53.956058,-1.132323 53.955871,-1.132508 53.955858,-1.132741 53.955910,-1.133176 53.955640,-1.132800 53.955400,-1.133002 53.955351,-1.134156 53.954667)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-3
Haxby Conservation Area,Conservation Area No. 22,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.080006 54.017165,-1.079961 54.017073,-1.079836 54.017109,-1.079872 54.016852,-1.079484 54.016822,-1.079551 54.016621,-1.079037 54.016598,-1.079091 54.016269,-1.077729 54.015901,-1.077308 54.015953,-1.075053 54.015844,-1.072536 54.015604,-1.072469 54.015842,-1.072080 54.015811,-1.071556 54.016257,-1.071483 54.016742,-1.071544 54.016798,-1.071731 54.016799,-1.072334 54.016987,-1.072970 54.017111,-1.074367 54.017305,-1.076904 54.017325,-1.077887 54.017241,-1.078400 54.017263,-1.078425 54.017529,-1.079096 54.017470,-1.079660 54.017309,-1.080006 54.017165)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-No--22
Haxby Conservation Area,Conservation Area No. 22,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.080006 54.017165,-1.079961 54.017073,-1.079836 54.017109,-1.079872 54.016852,-1.079484 54.016822,-1.079551 54.016621,-1.079037 54.016598,-1.079091 54.016269,-1.077729 54.015901,-1.077308 54.015953,-1.075053 54.015844,-1.072536 54.015604,-1.072469 54.015842,-1.072080 54.015811,-1.071556 54.016257,-1.071483 54.016742,-1.071544 54.016798,-1.071731 54.016799,-1.072334 54.016987,-1.072970 54.017111,-1.074367 54.017305,-1.076904 54.017325,-1.077887 54.017241,-1.078400 54.017263,-1.078425 54.017529,-1.079096 54.017470,-1.079660 54.017309,-1.080006 54.017165)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-No--22
Heslington Conservation Area,Conservation Area 28,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.052735 53.944040,-1.052165 53.943416,-1.051826 53.943527,-1.051597 53.943270,-1.051000 53.942911,-1.050644 53.943010,-1.050817 53.943227,-1.050724 53.943253,-1.050754 53.943293,-1.050428 53.943388,-1.050352 53.943342,-1.049605 53.943554,-1.049467 53.943557,-1.048587 53.943848,-1.048114 53.943292,-1.047713 53.942899,-1.047728 53.942834,-1.047664 53.942838,-1.047310 53.942650,-1.046659 53.942031,-1.046191 53.942189,-1.045792 53.941860,-1.045460 53.941663,-1.044863 53.941091,-1.043627 53.941607,-1.043266 53.941327,-1.042493 53.941756,-1.043044 53.942094,-1.042796 53.942425,-1.042953 53.942485,-1.042245 53.942942,-1.042479 53.943087,-1.042621 53.943240,-1.042242 53.943420,-1.041729 53.943784,-1.042708 53.944337,-1.042828 53.944266,-1.043414 53.944615,-1.042762 53.944975,-1.042153 53.945414,-1.041511 53.945212,-1.039622 53.945734,-1.040647 53.946012,-1.042405 53.946845,-1.042641 53.947302,-1.042121 53.947430,-1.042261 53.947652,-1.042890 53.948306,-1.044121 53.947806,-1.044248 53.947879,-1.044358 53.947895,-1.044590 53.947751,-1.044897 53.947749,-1.045979 53.947922,-1.045979 53.947766,-1.046139 53.947524,-1.046238 53.947309,-1.046243 53.947230,-1.046437 53.947132,-1.046821 53.947115,-1.047547 53.946887,-1.047407 53.946736,-1.047348 53.946750,-1.047231 53.946611,-1.047180 53.946626,-1.046990 53.946399,-1.047767 53.946188,-1.047670 53.946074,-1.047801 53.946037,-1.047987 53.946217,-1.048285 53.946163,-1.048363 53.946257,-1.048112 53.946308,-1.048233 53.946463,-1.048723 53.946475,-1.048914 53.946532,-1.049212 53.946710,-1.049762 53.946679,-1.049780 53.946764,-1.049835 53.946767,-1.050079 53.946550,-1.049532 53.945812,-1.049998 53.945700,-1.050187 53.945847,-1.050754 53.945675,-1.050595 53.945512,-1.050652 53.945473,-1.050472 53.945302,-1.050499 53.945265,-1.050456 53.945196,-1.050367 53.945155,-1.050288 53.945186,-1.050110 53.945007,-1.050647 53.944856,-1.050704 53.944927,-1.050957 53.944763,-1.050853 53.944674,-1.051432 53.944459,-1.052002 53.944299,-1.052022 53.944269,-1.051983 53.944232,-1.052735 53.944040)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-28
Heslington Conservation Area,Conservation Area 28,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.052754 53.944007,-1.052404 53.943674,-1.052182 53.943371,-1.051797 53.943504,-1.051573 53.943246,-1.050894 53.942880,-1.050585 53.942998,-1.050861 53.943211,-1.050449 53.943388,-1.050348 53.943327,-1.048578 53.943854,-1.048357 53.943522,-1.047834 53.942991,-1.047633 53.942839,-1.047331 53.942672,-1.047031 53.942414,-1.046684 53.942020,-1.046221 53.942197,-1.045344 53.941559,-1.044896 53.941074,-1.043636 53.941590,-1.043235 53.941301,-1.042460 53.941746,-1.043039 53.942066,-1.042802 53.942410,-1.042978 53.942487,-1.042255 53.942917,-1.042630 53.943221,-1.042115 53.943472,-1.041700 53.943784,-1.042681 53.944348,-1.042810 53.944274,-1.043362 53.944639,-1.042665 53.945055,-1.042147 53.945411,-1.041463 53.945226,-1.039617 53.945722,-1.040656 53.946001,-1.042394 53.946871,-1.042612 53.947354,-1.042126 53.947426,-1.042099 53.947531,-1.042947 53.948304,-1.044106 53.947787,-1.044409 53.947880,-1.044463 53.947775,-1.045177 53.947765,-1.045912 53.947907,-1.046098 53.947607,-1.046235 53.947188,-1.046440 53.947129,-1.046771 53.947132,-1.047541 53.946897,-1.047442 53.946761,-1.047289 53.946760,-1.046991 53.946412,-1.047736 53.946177,-1.047662 53.946041,-1.047790 53.946012,-1.048014 53.946240,-1.048271 53.946182,-1.048345 53.946257,-1.048115 53.946316,-1.048264 53.946482,-1.048773 53.946486,-1.049302 53.946761,-1.049355 53.946686,-1.049814 53.946675,-1.049837 53.946780,-1.050046 53.946556,-1.049553 53.945816,-1.049988 53.945714,-1.050240 53.945866,-1.050804 53.945691,-1.050579 53.945508,-1.050657 53.945464,-1.050508 53.945282,-1.050559 53.945283,-1.050383 53.945161,-1.050255 53.945190,-1.050157 53.945009,-1.050620 53.944847,-1.050721 53.944893,-1.050952 53.944790,-1.050827 53.944699,-1.052034 53.944287,-1.052035 53.944212,-1.052754 53.944007)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-28
Central Historic Core Conservation Area,Conservation Area 1,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.093904 53.958070,-1.094074 53.957680,-1.094325 53.957307,-1.095570 53.956258,-1.095470 53.956209,-1.095265 53.956339,-1.095105 53.956260,-1.094578 53.956095,-1.094716 53.956004,-1.094707 53.955947,-1.094265 53.955559,-1.094398 53.955497,-1.094307 53.955382,-1.095386 53.955046,-1.095162 53.954766,-1.094541 53.954970,-1.094520 53.954944,-1.094375 53.954984,-1.094390 53.955029,-1.094291 53.955070,-1.094411 53.954662,-1.094387 53.954550,-1.094251 53.954382,-1.094807 53.954135,-1.095059 53.954419,-1.096227 53.954101,-1.096185 53.954043,-1.096351 53.953997,-1.097025 53.954078,-1.097196 53.954027,-1.097333 53.954030,-1.097349 53.954117,-1.097632 53.954514,-1.098109 53.954263,-1.098097 53.954244,-1.098937 53.953739,-1.098815 53.953682,-1.099247 53.953451,-1.099190 53.953471,-1.100029 53.952920,-1.100977 53.952359,-1.100521 53.952136,-1.100090 53.951858,-1.099930 53.951967,-1.098649 53.951354,-1.099039 53.951080,-1.098302 53.950743,-1.098430 53.950605,-1.097573 53.950301,-1.097470 53.950328,-1.097219 53.950303,-1.096993 53.950199,-1.096713 53.950330,-1.096769 53.950378,-1.096297 53.950518,-1.095926 53.950281,-1.095792 53.950285,-1.095046 53.950527,-1.094940 53.950230,-1.094966 53.950197,-1.094952 53.950131,-1.094903 53.950095,-1.094715 53.949432,-1.092843 53.949269,-1.092740 53.949327,-1.092697 53.949464,-1.092217 53.951536,-1.090202 53.951218,-1.090211 53.951342,-1.090165 53.951414,-1.088957 53.952630,-1.088641 53.952502,-1.088399 53.952706,-1.088037 53.952638,-1.087625 53.952960,-1.088292 53.953231,-1.088462 53.953080,-1.088407 53.953055,-1.088690 53.952840,-1.089061 53.952977,-1.089153 53.952980,-1.089332 53.953071,-1.088961 53.953385,-1.089216 53.953488,-1.089266 53.953536,-1.089023 53.953776,-1.089520 53.953956,-1.088821 53.954603,-1.086796 53.953773,-1.086353 53.953518,-1.085162 53.952693,-1.084562 53.952357,-1.084303 53.952388,-1.084133 53.952551,-1.083801 53.952973,-1.083579 53.952912,-1.083409 53.953087,-1.082930 53.953368,-1.082690 53.953428,-1.082518 53.953532,-1.081703 53.953797,-1.081826 53.953932,-1.080531 53.954329,-1.079922 53.954454,-1.079589 53.954454,-1.078727 53.954357,-1.077651 53.954308,-1.077738 53.954184,-1.077434 53.954105,-1.077182 53.953732,-1.077005 53.953531,-1.076920 53.953331,-1.076829 53.953299,-1.076701 53.953128,-1.076789 53.953126,-1.076595 53.952790,-1.076407 53.952819,-1.076210 53.952627,-1.076060 53.952287,-1.075966 53.951814,-1.075730 53.951814,-1.075774 53.951596,-1.075635 53.950976,-1.074857 53.950981,-1.074847 53.951225,-1.074965 53.951239,-1.074963 53.951319,-1.075356 53.951335,-1.075334 53.951546,-1.075268 53.951545,-1.075256 53.951697,-1.075230 53.951715,-1.075157 53.952047,-1.075253 53.952068,-1.075190 53.952349,-1.075050 53.952348,-1.075024 53.952533,-1.074915 53.952524,-1.074824 53.952866,-1.074815 53.953879,-1.073162 53.954037,-1.071566 53.954328,-1.071203 53.954103,-1.070933 53.954254,-1.070727 53.954417,-1.070634 53.954399,-1.070454 53.954660,-1.070506 53.954685,-1.070440 53.954782,-1.069772 53.954622,-1.069445 53.954574,-1.069380 53.954703,-1.068962 53.954632,-1.069247 53.954075,-1.069446 53.953770,-1.068413 53.953600,-1.068143 53.954165,-1.068079 53.954500,-1.067763 53.954463,-1.067730 53.954829,-1.068138 53.954880,-1.068108 53.955047,-1.069678 53.955226,-1.069667 53.955327,-1.070026 53.955367,-1.069927 53.955995,-1.070489 53.955997,-1.070518 53.956321,-1.070758 53.957166,-1.071263 53.958410,-1.071337 53.958545,-1.071478 53.958642,-1.071583 53.958585,-1.073161 53.958229,-1.073446 53.958599,-1.073894 53.958448,-1.075526 53.958124,-1.076221 53.958037,-1.077347 53.957968,-1.077629 53.958222,-1.077461 53.958303,-1.077669 53.958408,-1.078482 53.958935,-1.078452 53.958990,-1.078455 53.959131,-1.077791 53.959049,-1.077485 53.959057,-1.077218 53.959114,-1.076914 53.959252,-1.075553 53.960463,-1.074302 53.961376,-1.074794 53.961541,-1.074921 53.961512,-1.075234 53.961526,-1.075591 53.961616,-1.075801 53.961727,-1.075900 53.961845,-1.075750 53.961981,-1.075840 53.962026,-1.075614 53.962191,-1.076204 53.962488,-1.076060 53.962594,-1.075985 53.962576,-1.075851 53.962670,-1.075711 53.962616,-1.075064 53.963043,-1.075369 53.963200,-1.074779 53.963599,-1.074429 53.963876,-1.073801 53.964517,-1.074311 53.964698,-1.074467 53.964792,-1.074562 53.964855,-1.074438 53.964988,-1.074786 53.965126,-1.075494 53.964662,-1.075676 53.964769,-1.076482 53.964348,-1.076701 53.964476,-1.077270 53.964089,-1.077831 53.964399,-1.078812 53.963777,-1.079057 53.963891,-1.079260 53.964096,-1.076977 53.965594,-1.077272 53.965724,-1.077945 53.965261,-1.078226 53.965380,-1.078667 53.965073,-1.078772 53.965124,-1.079173 53.964838,-1.079294 53.964884,-1.079355 53.964849,-1.080577 53.965518,-1.080737 53.965394,-1.081400 53.965790,-1.082115 53.965013,-1.082641 53.965125,-1.082576 53.965218,-1.082631 53.965223,-1.082639 53.965292,-1.082711 53.965333,-1.082845 53.965172,-1.082974 53.965229,-1.083080 53.965498,-1.083579 53.965562,-1.084503 53.965898,-1.084640 53.965976,-1.083395 53.967166,-1.083024 53.967057,-1.082973 53.967097,-1.082376 53.967652,-1.082160 53.968072,-1.082047 53.968090,-1.081497 53.967932,-1.081448 53.968186,-1.083416 53.968573,-1.084581 53.968628,-1.087111 53.968665,-1.087181 53.968352,-1.087405 53.967990,-1.087673 53.967718,-1.088026 53.967428,-1.090172 53.965944,-1.090288 53.966003,-1.090739 53.965718,-1.090633 53.965650,-1.090809 53.965545,-1.090619 53.965446,-1.091015 53.965064,-1.090970 53.965037,-1.091242 53.964742,-1.091912 53.964140,-1.091627 53.963785,-1.091310 53.963480,-1.091588 53.963129,-1.093070 53.960797,-1.093091 53.960541,-1.092968 53.960145,-1.093367 53.960139,-1.093363 53.959877,-1.093317 53.959656,-1.093160 53.959177,-1.093849 53.959122,-1.093816 53.958754,-1.093829 53.958494,-1.093841 53.958313,-1.093904 53.958070)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-1
Clifton Conservation Area,Conservation Area 2,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.105863 53.969459,-1.105699 53.969306,-1.105742 53.969193,-1.105760 53.968845,-1.105681 53.968862,-1.105362 53.968795,-1.105203 53.968808,-1.104854 53.968766,-1.104221 53.968632,-1.103824 53.968503,-1.103364 53.968239,-1.103108 53.968048,-1.102935 53.967869,-1.102925 53.967773,-1.102451 53.967932,-1.102190 53.967984,-1.100888 53.968679,-1.100227 53.968959,-1.099055 53.969324,-1.099017 53.969137,-1.098261 53.969154,-1.098019 53.969120,-1.097967 53.969086,-1.097792 53.969159,-1.097389 53.968940,-1.097133 53.968951,-1.096864 53.968832,-1.096660 53.968891,-1.096385 53.968757,-1.096499 53.968674,-1.096385 53.968643,-1.095451 53.968159,-1.096886 53.967306,-1.096915 53.967318,-1.097164 53.967203,-1.097001 53.966888,-1.096590 53.966471,-1.096557 53.966416,-1.096578 53.966259,-1.096464 53.966106,-1.096380 53.966062,-1.096326 53.965930,-1.095965 53.965743,-1.095833 53.965560,-1.095523 53.965354,-1.095372 53.965428,-1.093249 53.964681,-1.093661 53.964206,-1.094033 53.963865,-1.094107 53.963770,-1.094079 53.963761,-1.094479 53.963380,-1.093618 53.963060,-1.093051 53.963606,-1.091800 53.963201,-1.091470 53.963541,-1.091805 53.963985,-1.092011 53.964182,-1.091033 53.965039,-1.090985 53.965093,-1.091238 53.965188,-1.090970 53.965423,-1.090575 53.965700,-1.090668 53.965749,-1.090300 53.966012,-1.090452 53.966084,-1.090112 53.966324,-1.090523 53.966495,-1.090118 53.966795,-1.090545 53.966982,-1.089948 53.967433,-1.089677 53.967503,-1.089410 53.967725,-1.089651 53.967832,-1.089265 53.968172,-1.089090 53.968390,-1.089038 53.968661,-1.091314 53.968748,-1.091302 53.968907,-1.092036 53.969144,-1.092273 53.968864,-1.092236 53.968852,-1.093049 53.968138,-1.093080 53.968150,-1.093246 53.968024,-1.093301 53.968055,-1.093440 53.967949,-1.093682 53.968128,-1.093617 53.968168,-1.093992 53.968412,-1.093957 53.968433,-1.094555 53.968802,-1.094470 53.968853,-1.094816 53.969068,-1.095079 53.968929,-1.095530 53.969276,-1.095554 53.969368,-1.096137 53.969780,-1.096075 53.969810,-1.096282 53.969977,-1.096210 53.970010,-1.096548 53.970289,-1.096354 53.970369,-1.096822 53.970766,-1.096300 53.970907,-1.096565 53.971231,-1.096983 53.971121,-1.097099 53.971214,-1.098061 53.970874,-1.099020 53.971482,-1.099221 53.971684,-1.099470 53.972119,-1.099602 53.972279,-1.100453 53.972954,-1.101098 53.973577,-1.101456 53.974024,-1.101840 53.974612,-1.104338 53.973178,-1.103886 53.972839,-1.105062 53.971999,-1.104192 53.971538,-1.104127 53.971577,-1.103249 53.971071,-1.102863 53.970885,-1.104627 53.969956,-1.104761 53.970060,-1.105295 53.969847,-1.105863 53.969459)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-2
St. Paul's Square/Holgate Road Conservation Area,Conservation Area 4,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.100926 53.956048,-1.102112 53.955599,-1.102142 53.955545,-1.102066 53.955203,-1.102098 53.954956,-1.102714 53.954536,-1.103134 53.954153,-1.103438 53.954235,-1.104857 53.954776,-1.105859 53.955033,-1.106139 53.955151,-1.106293 53.955262,-1.106571 53.955072,-1.106617 53.954854,-1.106065 53.954656,-1.105439 53.954513,-1.105431 53.954342,-1.105584 53.954173,-1.105594 53.954110,-1.105441 53.953908,-1.105387 53.953667,-1.105221 53.953508,-1.105277 53.953392,-1.105263 53.953305,-1.104258 53.953172,-1.104272 53.953130,-1.103270 53.952994,-1.103210 53.953244,-1.101757 53.953138,-1.101713 53.953459,-1.101733 53.953935,-1.101393 53.953882,-1.100665 53.953703,-1.099500 53.953717,-1.099499 53.954062,-1.100180 53.954065,-1.100069 53.954218,-1.100512 53.954338,-1.100380 53.954499,-1.100589 53.954553,-1.100171 53.955008,-1.099991 53.954966,-1.099855 53.955118,-1.100926 53.956048)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-4
Heworth Green/East Parade Conservation Area,Conservation Area 5,local-authority-eng:YOR,,"MULTIPOLYGON (((-1.073899 53.971124,-1.073841 53.970664,-1.073579 53.969518,-1.073615 53.969478,-1.073415 53.968383,-1.073538 53.968216,-1.073478 53.968143,-1.074002 53.967653,-1.074037 53.967497,-1.073962 53.967447,-1.073331 53.967289,-1.074038 53.966407,-1.073815 53.966320,-1.074094 53.966094,-1.074309 53.966192,-1.074494 53.966047,-1.074061 53.965873,-1.074243 53.965703,-1.074378 53.965742,-1.074431 53.965699,-1.074481 53.965605,-1.074407 53.965583,-1.074594 53.965455,-1.074443 53.965414,-1.074592 53.965269,-1.074837 53.965105,-1.074493 53.964944,-1.073543 53.965105,-1.072946 53.965268,-1.072755 53.965371,-1.072974 53.965793,-1.072975 53.965848,-1.072863 53.965975,-1.072680 53.966111,-1.072227 53.966272,-1.071786 53.965977,-1.071397 53.965631,-1.071947 53.965528,-1.071696 53.965203,-1.070587 53.965526,-1.070463 53.965640,-1.070293 53.965694,-1.069560 53.965827,-1.069369 53.965901,-1.069297 53.965825,-1.068555 53.966071,-1.068426 53.965892,-1.068242 53.965891,-1.068254 53.966121,-1.068305 53.966293,-1.067900 53.966378,-1.067329 53.965756,-1.066176 53.966003,-1.066328 53.966242,-1.066014 53.966310,-1.066127 53.966485,-1.064338 53.966876,-1.064163 53.966596,-1.063913 53.966651,-1.063800 53.966475,-1.063296 53.966593,-1.063065 53.966256,-1.063106 53.966213,-1.063038 53.966120,-1.064045 53.965917,-1.064104 53.965983,-1.064203 53.965991,-1.065691 53.965682,-1.067052 53.965354,-1.066853 53.965004,-1.066713 53.964679,-1.065822 53.964795,-1.065754 53.964546,-1.065517 53.964443,-1.065443 53.964517,-1.063370 53.964890,-1.063313 53.964761,-1.061812 53.964942,-1.062016 53.965444,-1.060091 53.965781,-1.059878 53.965346,-1.058921 53.965483,-1.059101 53.966134,-1.058592 53.966159,-1.058586 53.966121,-1.057364 53.966159,-1.057352 53.966206,-1.056610 53.966222,-1.056393 53.965817,-1.056117 53.965782,-1.055981 53.965714,-1.055539 53.965972,-1.055454 53.965947,-1.055133 53.966151,-1.055104 53.966237,-1.055150 53.966310,-1.055392 53.966543,-1.055013 53.966706,-1.054432 53.966896,-1.053935 53.966961,-1.053607 53.967081,-1.053039 53.966657,-1.052721 53.966843,-1.052740 53.966901,-1.052484 53.966994,-1.052551 53.967034,-1.052397 53.967167,-1.052659 53.967391,-1.052770 53.967527,-1.053235 53.967404,-1.053371 53.967501,-1.053739 53.967568,-1.054016 53.967573,-1.054317 53.967460,-1.054368 53.967512,-1.054559 53.967450,-1.054675 53.967564,-1.054961 53.967488,-1.056403 53.966905,-1.056518 53.966873,-1.056556 53.966963,-1.056789 53.966895,-1.056741 53.966836,-1.057595 53.966665,-1.057633 53.966777,-1.059148 53.966708,-1.059104 53.966923,-1.059162 53.966943,-1.059163 53.966972,-1.059067 53.967206,-1.059626 53.966931,-1.061040 53.967343,-1.061232 53.967120,-1.062930 53.967634,-1.062908 53.967732,-1.062743 53.967825,-1.063397 53.968024,-1.063681 53.967740,-1.064110 53.967538,-1.065946 53.967169,-1.067414 53.966719,-1.069788 53.966076,-1.070303 53.966688,-1.069683 53.967061,-1.070385 53.967831,-1.070613 53.967825,-1.070843 53.967897,-1.071948 53.968495,-1.072173 53.968658,-1.072334 53.968823,-1.072283 53.968944,-1.072326 53.969065,-1.072586 53.969235,-1.072963 53.970361,-1.073212 53.970393,-1.073230 53.970994,-1.073650 53.971336,-1.073644 53.971121,-1.073899 53.971124),(-1.071936 53.967857,-1.072003 53.967858,-1.072022 53.968030,-1.071711 53.968051,-1.070906 53.967597,-1.070833 53.967505,-1.070858 53.967355,-1.070978 53.967252,-1.071384 53.967094,-1.072000 53.966649,-1.072765 53.966400,-1.072853 53.966457,-1.072803 53.966510,-1.072541 53.966590,-1.072479 53.966579,-1.071810 53.967852,-1.071936 53.967857)))",2021-01-03,,,/conservation-area/local-authority-eng/YOR/Conservation-Area-5
