conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.237218 52.029315,-1.237045 52.028729,-1.237071 52.028708,-1.236883 52.027960,-1.236774 52.027916,-1.236619 52.027226,-1.236856 52.027048,-1.237115 52.026961,-1.240819 52.026410,-1.241313 52.026414,-1.241336 52.026493,-1.241469 52.026578,-1.241494 52.026713,-1.241448 52.026847,-1.241611 52.027039,-1.241608 52.027199,-1.241451 52.027645,-1.241469 52.027692,-1.241424 52.027701,-1.241261 52.028126,-1.241485 52.028190,-1.241580 52.028241,-1.241556 52.028255,-1.241636 52.028316,-1.241551 52.028355,-1.241302 52.028360,-1.240611 52.028280,-1.240020 52.028377,-1.239223 52.028393,-1.239213 52.028519,-1.239080 52.028897,-1.238987 52.029338,-1.238367 52.029291,-1.238356 52.029255,-1.237218 52.029315)))",Newbottle,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-0.798195 52.223023,-0.798711 52.223042,-0.798671 52.223645,-0.798488 52.223655,-0.798407 52.223867,-0.798313 52.223959,-0.796857 52.223738,-0.797344 52.222934,-0.796328 52.222725,-0.796280 52.222765,-0.795586 52.222607,-0.795482 52.222677,-0.795405 52.222787,-0.795343 52.222789,-0.795103 52.222753,-0.794921 52.222679,-0.794761 52.222715,-0.794580 52.222691,-0.793927 52.222536,-0.794112 52.222192,-0.794307 52.221939,-0.794278 52.221923,-0.794387 52.221796,-0.795574 52.222066,-0.795625 52.222102,-0.796003 52.221870,-0.796250 52.221665,-0.796089 52.221632,-0.796001 52.221697,-0.795881 52.221670,-0.795900 52.221638,-0.795630 52.221584,-0.795652 52.221544,-0.795615 52.221537,-0.795712 52.221353,-0.796025 52.221443,-0.796237 52.221385,-0.796721 52.221484,-0.797347 52.221351,-0.797784 52.221021,-0.797909 52.221088,-0.797637 52.221307,-0.797608 52.221352,-0.797598 52.221548,-0.797737 52.221862,-0.798265 52.221990,-0.797990 52.222376,-0.798279 52.222532,-0.798195 52.223023)))",Brafield on the Green,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-0.743611 52.223348,-0.742962 52.223849,-0.743284 52.225371,-0.742629 52.226400,-0.742503 52.226654,-0.742467 52.226843,-0.742604 52.227146,-0.743941 52.227929,-0.743381 52.228150,-0.742658 52.227722,-0.742332 52.227846,-0.742054 52.227902,-0.741834 52.227655,-0.741496 52.227590,-0.741330 52.227688,-0.741299 52.227785,-0.741061 52.227684,-0.741102 52.227632,-0.740869 52.227498,-0.740843 52.227416,-0.740575 52.227479,-0.740299 52.227388,-0.740097 52.227110,-0.739476 52.226055,-0.739233 52.225718,-0.738769 52.225485,-0.738483 52.225448,-0.738433 52.225416,-0.738447 52.225379,-0.736932 52.225011,-0.736822 52.225028,-0.736778 52.224973,-0.736885 52.224932,-0.737063 52.224672,-0.737001 52.224638,-0.736946 52.224679,-0.736868 52.224649,-0.736894 52.224599,-0.736982 52.224607,-0.736982 52.224554,-0.736569 52.224446,-0.736463 52.224473,-0.736405 52.224442,-0.736420 52.224391,-0.736496 52.224374,-0.736771 52.223995,-0.736731 52.223938,-0.736659 52.223922,-0.736559 52.223834,-0.736632 52.223760,-0.736780 52.223747,-0.736788 52.223696,-0.736547 52.223501,-0.736749 52.223330,-0.736792 52.223333,-0.736852 52.223246,-0.737506 52.223433,-0.737629 52.223256,-0.737757 52.223187,-0.738025 52.223378,-0.738019 52.223493,-0.738690 52.223557,-0.739468 52.223752,-0.739723 52.223842,-0.740406 52.224180,-0.742387 52.223296,-0.742690 52.223462,-0.743186 52.223135,-0.743611 52.223348)))",Castle Ashby,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-0.734625 52.206469,-0.734815 52.205834,-0.734588 52.205708,-0.734139 52.205661,-0.734148 52.205624,-0.734052 52.205614,-0.733558 52.205405,-0.732932 52.205244,-0.733026 52.205072,-0.732403 52.204965,-0.732508 52.204541,-0.732842 52.204582,-0.732955 52.204228,-0.733139 52.204249,-0.733331 52.203854,-0.733070 52.203825,-0.733196 52.203559,-0.733418 52.203592,-0.733431 52.203551,-0.733425 52.203301,-0.733590 52.202916,-0.733506 52.202896,-0.733567 52.202764,-0.733596 52.202599,-0.733578 52.202537,-0.733636 52.202460,-0.733671 52.202326,-0.733627 52.201995,-0.733747 52.201777,-0.733391 52.201710,-0.733498 52.201520,-0.733986 52.201629,-0.734141 52.201391,-0.734088 52.201379,-0.734118 52.201321,-0.734512 52.201417,-0.735149 52.201512,-0.735855 52.202401,-0.735836 52.202618,-0.735511 52.202628,-0.735485 52.202847,-0.735257 52.203185,-0.736074 52.203385,-0.736002 52.203702,-0.736053 52.203789,-0.736290 52.203848,-0.736260 52.203908,-0.736532 52.203977,-0.736554 52.203939,-0.736895 52.204036,-0.737445 52.204085,-0.737414 52.204295,-0.737059 52.204265,-0.737017 52.204388,-0.736833 52.204360,-0.736757 52.204558,-0.736661 52.204548,-0.736657 52.204586,-0.736761 52.204593,-0.736721 52.204697,-0.736626 52.204745,-0.736593 52.205051,-0.736932 52.205054,-0.737122 52.205104,-0.737151 52.205023,-0.737634 52.204928,-0.737623 52.205046,-0.737359 52.205355,-0.737030 52.205408,-0.737169 52.205458,-0.737161 52.205564,-0.737201 52.205569,-0.737178 52.205660,-0.737006 52.205624,-0.737251 52.205887,-0.737195 52.205911,-0.737106 52.206213,-0.737014 52.206339,-0.736779 52.206999,-0.737534 52.207025,-0.737656 52.207598,-0.737004 52.207626,-0.736404 52.207778,-0.736050 52.207762,-0.735370 52.207614,-0.735158 52.207599,-0.735092 52.207543,-0.735026 52.207359,-0.735021 52.207165,-0.735053 52.206969,-0.735170 52.206653,-0.735031 52.206595,-0.734625 52.206518,-0.734625 52.206469)))",Yardley Hastings,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.052216 52.114573,-1.051488 52.114806,-1.051132 52.114461,-1.050952 52.114362,-1.051284 52.114214,-1.051808 52.113818,-1.052002 52.113881,-1.052172 52.113793,-1.051490 52.113373,-1.051339 52.113468,-1.051246 52.113582,-1.051012 52.113504,-1.050934 52.113452,-1.050941 52.113416,-1.051535 52.113131,-1.051590 52.113165,-1.052794 52.112556,-1.052967 52.112711,-1.053215 52.112611,-1.053482 52.112800,-1.053842 52.112617,-1.054024 52.112760,-1.053725 52.112926,-1.053931 52.113070,-1.053684 52.113198,-1.053936 52.113382,-1.053856 52.113404,-1.053849 52.113464,-1.054119 52.113693,-1.053763 52.113825,-1.053623 52.113730,-1.053566 52.113792,-1.053464 52.113812,-1.053500 52.113848,-1.053021 52.114017,-1.052964 52.113998,-1.052908 52.114112,-1.052741 52.114158,-1.052779 52.114200,-1.052451 52.114310,-1.052439 52.114348,-1.052587 52.114495,-1.052401 52.114576,-1.052242 52.114604,-1.052216 52.114573)))",Abthorpe,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.142255 52.119326,-1.141979 52.119335,-1.141343 52.119263,-1.140950 52.119151,-1.141032 52.118385,-1.140543 52.118305,-1.140671 52.118035,-1.139336 52.117660,-1.139230 52.117781,-1.139179 52.117766,-1.138980 52.117999,-1.138712 52.118039,-1.138592 52.118383,-1.138535 52.118457,-1.138360 52.118530,-1.138135 52.118576,-1.137677 52.118616,-1.137727 52.118515,-1.136724 52.118134,-1.136496 52.117905,-1.135485 52.118415,-1.135185 52.118305,-1.135466 52.117893,-1.135685 52.117660,-1.136311 52.117281,-1.136423 52.117176,-1.136466 52.117048,-1.136395 52.116931,-1.136609 52.116969,-1.136871 52.116968,-1.137047 52.116926,-1.137271 52.116810,-1.137362 52.116720,-1.137398 52.116607,-1.137194 52.116567,-1.137218 52.116273,-1.137660 52.116234,-1.137625 52.116018,-1.138137 52.116107,-1.138316 52.116300,-1.138373 52.116289,-1.138523 52.116169,-1.138402 52.115966,-1.138587 52.115919,-1.138662 52.116039,-1.138840 52.116000,-1.139029 52.116080,-1.138649 52.116520,-1.139030 52.116650,-1.138942 52.116748,-1.139325 52.116920,-1.139246 52.116952,-1.139094 52.117097,-1.139508 52.117209,-1.139657 52.117044,-1.139918 52.117171,-1.140166 52.116949,-1.140499 52.117077,-1.140753 52.116772,-1.140694 52.116745,-1.140804 52.116620,-1.140385 52.116471,-1.140693 52.116184,-1.140651 52.116156,-1.141124 52.115813,-1.141653 52.116085,-1.142000 52.116327,-1.141497 52.116635,-1.141646 52.116716,-1.141540 52.116793,-1.141798 52.116916,-1.141651 52.117059,-1.141858 52.117147,-1.141691 52.117298,-1.141654 52.117285,-1.141467 52.117498,-1.141539 52.117545,-1.141475 52.117580,-1.141391 52.117538,-1.141219 52.117675,-1.141513 52.117829,-1.141574 52.117789,-1.141941 52.117944,-1.141876 52.118018,-1.142042 52.118073,-1.141962 52.118188,-1.142142 52.118236,-1.142533 52.118492,-1.142498 52.118512,-1.142512 52.118576,-1.142448 52.118583,-1.142442 52.118888,-1.142667 52.119125,-1.142260 52.119144,-1.142255 52.119326)))",Weston,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.280949 52.090143,-1.281065 52.090009,-1.281109 52.089887,-1.281152 52.089752,-1.281146 52.089575,-1.280872 52.089623,-1.280841 52.089540,-1.280503 52.089547,-1.280418 52.089349,-1.280443 52.089297,-1.280645 52.089251,-1.280252 52.089135,-1.280305 52.089051,-1.280166 52.089017,-1.280148 52.088966,-1.280761 52.089128,-1.280910 52.088990,-1.281128 52.089138,-1.281197 52.089288,-1.281065 52.089370,-1.281264 52.089522,-1.281567 52.089663,-1.281915 52.089682,-1.281847 52.089586,-1.281674 52.089450,-1.281837 52.089406,-1.281622 52.089198,-1.281719 52.089162,-1.281392 52.088870,-1.281482 52.088831,-1.281376 52.088713,-1.281393 52.088461,-1.281508 52.088302,-1.282453 52.087898,-1.283037 52.088484,-1.283287 52.088919,-1.284173 52.088746,-1.284967 52.089214,-1.285333 52.089135,-1.285410 52.089360,-1.285425 52.089756,-1.285500 52.089969,-1.285553 52.090075,-1.285667 52.090058,-1.285838 52.090109,-1.285868 52.090232,-1.290250 52.089870,-1.290563 52.089796,-1.291380 52.089482,-1.291648 52.089929,-1.291479 52.089979,-1.291362 52.090064,-1.291405 52.090159,-1.291414 52.090387,-1.291337 52.090629,-1.291410 52.090883,-1.291294 52.091023,-1.291349 52.091212,-1.291106 52.091751,-1.290883 52.091745,-1.290806 52.091805,-1.289498 52.091759,-1.289412 52.091745,-1.289415 52.091712,-1.289087 52.091698,-1.289083 52.091754,-1.288664 52.091706,-1.288288 52.091741,-1.288229 52.091768,-1.288117 52.091948,-1.288058 52.091987,-1.287805 52.092016,-1.287512 52.092218,-1.287344 52.092242,-1.287224 52.092244,-1.287151 52.091959,-1.285564 52.092162,-1.285513 52.092032,-1.285153 52.092125,-1.285419 52.092578,-1.285679 52.093113,-1.286106 52.093367,-1.285879 52.093371,-1.285759 52.093427,-1.285725 52.093511,-1.285636 52.093519,-1.285583 52.093483,-1.285589 52.093376,-1.285446 52.093351,-1.285387 52.093245,-1.285267 52.093230,-1.285186 52.093264,-1.285089 52.093418,-1.284984 52.093407,-1.284479 52.093482,-1.284119 52.093462,-1.283974 52.093512,-1.283696 52.093513,-1.283630 52.093539,-1.283600 52.093625,-1.283453 52.093663,-1.283198 52.093609,-1.283194 52.093080,-1.282964 52.093031,-1.282887 52.093082,-1.282717 52.093043,-1.282643 52.092499,-1.282538 52.092467,-1.282512 52.092205,-1.282231 52.092127,-1.282110 52.091959,-1.281648 52.091960,-1.281495 52.092099,-1.281040 52.092194,-1.281240 52.092396,-1.281147 52.092443,-1.280850 52.092723,-1.280459 52.092589,-1.280410 52.092473,-1.280247 52.092337,-1.280144 52.092333,-1.280534 52.091503,-1.280541 52.091236,-1.280419 52.090987,-1.280163 52.090646,-1.280208 52.090630,-1.279967 52.090308,-1.280311 52.090269,-1.280593 52.090160,-1.280735 52.090066,-1.280949 52.090143)))",Chacombe,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.217145 52.076629,-1.216964 52.076540,-1.216950 52.076473,-1.216898 52.076439,-1.216934 52.076411,-1.216914 52.076349,-1.216849 52.076329,-1.216813 52.076376,-1.216761 52.076360,-1.216731 52.076402,-1.216091 52.076205,-1.216037 52.076150,-1.216557 52.075278,-1.216725 52.074936,-1.216708 52.074920,-1.216796 52.074866,-1.216889 52.074668,-1.216825 52.074610,-1.216822 52.074482,-1.216781 52.074490,-1.216569 52.074109,-1.216496 52.073530,-1.216493 52.073199,-1.217932 52.073321,-1.220175 52.073290,-1.220801 52.073328,-1.221831 52.073460,-1.221484 52.074871,-1.220470 52.074688,-1.220187 52.075293,-1.219978 52.075509,-1.219996 52.075630,-1.220180 52.075747,-1.220007 52.075801,-1.220032 52.075893,-1.219915 52.075939,-1.219918 52.075986,-1.220329 52.076061,-1.220090 52.076419,-1.219909 52.076353,-1.219685 52.076358,-1.219601 52.076289,-1.219239 52.076191,-1.219152 52.076254,-1.219090 52.076246,-1.218295 52.077131,-1.217831 52.076869,-1.217687 52.076754,-1.217145 52.076629)))",Marston St Lawrence,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.297817 52.065875,-1.297644 52.065879,-1.297199 52.065980,-1.297143 52.065858,-1.297137 52.065750,-1.297051 52.065842,-1.295909 52.065468,-1.295895 52.065383,-1.296340 52.065336,-1.296680 52.065226,-1.296650 52.065147,-1.296569 52.065156,-1.296497 52.064862,-1.295875 52.064921,-1.295614 52.065058,-1.295362 52.064863,-1.295283 52.064762,-1.295289 52.064572,-1.295469 52.064047,-1.295450 52.063756,-1.296003 52.063576,-1.296260 52.063443,-1.296111 52.063116,-1.298044 52.062831,-1.298295 52.062910,-1.298029 52.063408,-1.297927 52.063480,-1.297958 52.063619,-1.297936 52.063839,-1.297741 52.063846,-1.297760 52.064060,-1.298045 52.064292,-1.298206 52.064698,-1.298247 52.064813,-1.298230 52.064849,-1.298368 52.065169,-1.298373 52.065434,-1.298481 52.065818,-1.297817 52.065875)))",Overthorpe,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
south_northamptonshire_district_council_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.213194 51.996877,-1.212991 51.996907,-1.213038 51.997229,-1.212894 51.997272,-1.212329 51.997338,-1.212392 51.997572,-1.212431 51.997604,-1.212420 51.997663,-1.211829 51.997731,-1.211786 51.997634,-1.210346 51.997978,-1.210461 51.998161,-1.209519 51.998363,-1.209584 51.998451,-1.209050 51.998579,-1.208785 51.998090,-1.208570 51.998129,-1.208637 51.998307,-1.208475 51.998345,-1.208446 51.998301,-1.207918 51.998411,-1.207767 51.998420,-1.207679 51.998305,-1.207504 51.998336,-1.207476 51.998276,-1.206655 51.998391,-1.206280 51.998411,-1.205941 51.998378,-1.205622 51.998295,-1.205211 51.998109,-1.204944 51.997878,-1.204619 51.997656,-1.204241 51.997532,-1.203837 51.997477,-1.203813 51.997036,-1.203886 51.997036,-1.203945 51.996600,-1.203469 51.996619,-1.203448 51.996551,-1.203399 51.996523,-1.203193 51.996552,-1.203548 51.995466,-1.203542 51.995329,-1.203590 51.995302,-1.203569 51.995036,-1.204098 51.995080,-1.205481 51.995073,-1.205576 51.995146,-1.205888 51.995124,-1.206013 51.995156,-1.205724 51.995414,-1.205495 51.996445,-1.206345 51.996538,-1.207299 51.996438,-1.207398 51.996455,-1.207784 51.997031,-1.208039 51.997684,-1.208056 51.997878,-1.208200 51.997849,-1.208227 51.997885,-1.208596 51.997813,-1.208510 51.997615,-1.208898 51.997570,-1.208880 51.997435,-1.209306 51.997311,-1.209354 51.997383,-1.209587 51.997331,-1.209869 51.997734,-1.210241 51.997654,-1.209950 51.997239,-1.210165 51.997186,-1.210300 51.997382,-1.210407 51.997358,-1.210437 51.997389,-1.211259 51.997252,-1.211212 51.997143,-1.211507 51.997100,-1.211429 51.996894,-1.211926 51.996822,-1.212170 51.996754,-1.212378 51.996580,-1.213020 51.996485,-1.213194 51.996877)))",Croughton,local-authority-eng:SNR,,/conservation-area/local-authority-eng/SNR/south-northamptonshire-district-council-conservation-areas
