categories,documentation-url,end-date,entry-date,geography,geometry,legislation,name,notes,organisation,point,reference,start-date,slug
,,,2021-06-10,conservation-area:1,"MULTIPOLYGON (((1.560801 52.457765,1.560934 52.458417,1.561009 52.458509,1.561113 52.458754,1.561150 52.458736,1.561365 52.458874,1.561551 52.459051,1.561702 52.459121,1.562151 52.459465,1.562640 52.459446,1.562681 52.459733,1.562769 52.460016,1.563232 52.460599,1.563499 52.461000,1.563649 52.461456,1.563674 52.462004,1.563605 52.462381,1.563561 52.462462,1.563477 52.463161,1.563581 52.463527,1.563723 52.463885,1.563746 52.463876,1.563881 52.464420,1.563905 52.464427,1.563880 52.464517,1.564959 52.464297,1.565657 52.464067,1.565681 52.464058,1.565348 52.463091,1.566025 52.462954,1.565936 52.462742,1.564920 52.462902,1.564836 52.462809,1.564818 52.462555,1.564782 52.462555,1.564831 52.462508,1.564695 52.462293,1.564395 52.462397,1.564520 52.461836,1.564787 52.461305,1.564760 52.461197,1.564533 52.460885,1.564940 52.460878,1.564951 52.460771,1.564938 52.460626,1.564803 52.460615,1.564740 52.460002,1.564914 52.460004,1.564936 52.459684,1.564252 52.459655,1.564480 52.459062,1.564664 52.458256,1.568916 52.458539,1.569469 52.458549,1.569487 52.458619,1.569602 52.458670,1.569829 52.458138,1.568938 52.458008,1.569086 52.457704,1.569176 52.457623,1.569265 52.457469,1.569483 52.457003,1.570210 52.455116,1.570390 52.454945,1.571779 52.454703,1.572300 52.454492,1.572539 52.454755,1.572982 52.454563,1.572750 52.454430,1.572629 52.454301,1.572575 52.454284,1.572708 52.454149,1.572729 52.453984,1.572706 52.453956,1.573155 52.453937,1.573121 52.453639,1.572961 52.453177,1.573035 52.453168,1.572866 52.452916,1.572925 52.452910,1.572937 52.452953,1.573090 52.452937,1.573014 52.452695,1.573547 52.452618,1.573079 52.451886,1.572135 52.451867,1.572053 52.451887,1.572196 52.452347,1.572102 52.452358,1.572155 52.452532,1.571638 52.452571,1.571159 52.452569,1.571162 52.452627,1.571085 52.452655,1.570474 52.452756,1.570304 52.452526,1.569652 52.452752,1.569787 52.452907,1.569850 52.452883,1.569907 52.452943,1.569561 52.453059,1.569316 52.453074,1.569301 52.453038,1.569014 52.453006,1.568485 52.452987,1.568540 52.452851,1.568243 52.452820,1.568138 52.453155,1.568030 52.453332,1.567189 52.453323,1.567190 52.453213,1.566302 52.453196,1.566001 52.453269,1.565788 52.453268,1.565785 52.453231,1.565688 52.453235,1.565612 52.453274,1.565654 52.453315,1.565673 52.453499,1.565486 52.453510,1.565465 52.453280,1.565279 52.453291,1.565296 52.453448,1.565038 52.453468,1.565002 52.453487,1.565009 52.453549,1.564976 52.453550,1.564984 52.453613,1.564884 52.453624,1.564874 52.453529,1.564473 52.453543,1.564457 52.453427,1.564541 52.453424,1.564521 52.453247,1.564596 52.453245,1.564593 52.453106,1.564584 52.453024,1.564550 52.452998,1.564558 52.452549,1.564410 52.452543,1.564428 52.452280,1.566548 52.452360,1.566972 52.452302,1.567182 52.452360,1.569034 52.452517,1.568776 52.452235,1.568424 52.451758,1.567028 52.451640,1.567019 52.451940,1.566614 52.451967,1.566268 52.450730,1.566199 52.450627,1.566576 52.450509,1.566377 52.450224,1.565966 52.450319,1.565778 52.450026,1.565230 52.450193,1.565558 52.450835,1.565084 52.451022,1.565313 52.451309,1.565643 52.451637,1.564842 52.451609,1.564335 52.451443,1.564445 52.451353,1.564222 52.451057,1.564250 52.451049,1.564210 52.450936,1.564461 52.450893,1.564448 52.450546,1.564666 52.450506,1.564551 52.450256,1.563763 52.450337,1.563627 52.449735,1.563732 52.449672,1.563826 52.449173,1.563259 52.449215,1.562881 52.449321,1.562037 52.448856,1.561560 52.448511,1.561072 52.447962,1.560975 52.447827,1.560863 52.447555,1.560833 52.447280,1.558498 52.447666,1.558738 52.448213,1.560314 52.449106,1.560605 52.449095,1.561328 52.450007,1.561527 52.450085,1.559810 52.449776,1.558860 52.449425,1.558570 52.449723,1.558870 52.450277,1.558951 52.450269,1.559435 52.451454,1.559116 52.451466,1.559137 52.451730,1.558954 52.451684,1.558671 52.451745,1.558724 52.452106,1.557509 52.452141,1.557699 52.452542,1.557880 52.453030,1.557155 52.453146,1.556789 52.453780,1.557019 52.453828,1.556810 52.454262,1.556108 52.454169,1.556081 52.454941,1.556179 52.455052,1.557724 52.455551,1.558627 52.455771,1.559657 52.456123,1.559947 52.456256,1.560434 52.456823,1.560661 52.457177,1.560748 52.457448,1.560801 52.457765),(1.564685 52.464279,1.564688 52.464287,1.564687 52.464286,1.564685 52.464279),(1.567971 52.457633,1.567942 52.457812,1.567264 52.457742,1.567253 52.457822,1.566985 52.457807,1.566990 52.457770,1.566861 52.457761,1.566886 52.457523,1.567978 52.457593,1.567971 52.457633),(1.568072 52.457552,1.568143 52.457188,1.567360 52.457146,1.567288 52.457201,1.567295 52.457141,1.566764 52.457105,1.566837 52.457058,1.567016 52.456364,1.567068 52.456257,1.567113 52.456263,1.567179 52.455964,1.567101 52.455950,1.566749 52.456169,1.566335 52.456192,1.566333 52.456154,1.566248 52.456121,1.565924 52.456128,1.565930 52.456172,1.566032 52.456215,1.566045 52.456471,1.566524 52.456477,1.566448 52.456824,1.566384 52.457054,1.566253 52.457286,1.565602 52.457287,1.565611 52.457062,1.565577 52.457063,1.565621 52.456468,1.565602 52.456203,1.565670 52.456198,1.565656 52.456030,1.565648 52.455988,1.565406 52.455957,1.565635 52.455786,1.565781 52.455870,1.566364 52.455826,1.566358 52.455576,1.566808 52.455596,1.566833 52.455419,1.567499 52.455452,1.567536 52.455540,1.568088 52.455552,1.568089 52.455589,1.568320 52.455588,1.568321 52.455552,1.569306 52.455536,1.568917 52.457055,1.568313 52.457002,1.568271 52.457156,1.568581 52.457174,1.568546 52.457354,1.568988 52.457391,1.569032 52.457460,1.568983 52.457618,1.568072 52.457552),(1.567499 52.455431,1.567500 52.455423,1.567499 52.455440,1.567499 52.455431),(1.563917 52.455047,1.563107 52.455228,1.563174 52.455544,1.563218 52.455583,1.563228 52.455648,1.563178 52.455652,1.563232 52.456410,1.562837 52.456447,1.562871 52.456506,1.562159 52.456581,1.562112 52.456451,1.561745 52.456478,1.561643 52.456423,1.561444 52.456106,1.561333 52.456103,1.561310 52.456062,1.561238 52.456079,1.561108 52.455938,1.560730 52.456026,1.560652 52.455836,1.560670 52.455602,1.560546 52.455637,1.560438 52.455506,1.560639 52.455460,1.560420 52.455052,1.559466 52.455325,1.558850 52.454885,1.558761 52.454772,1.558729 52.454668,1.558774 52.454592,1.558892 52.454532,1.560402 52.454221,1.560778 52.454049,1.562025 52.453899,1.562244 52.453889,1.562251 52.453978,1.563228 52.453921,1.563257 52.454149,1.563788 52.454131,1.563833 52.454534,1.563856 52.454537,1.563897 52.454760,1.563917 52.455047,1.564360 52.455029,1.564348 52.454744,1.565039 52.454713,1.564968 52.454464,1.565078 52.454456,1.565035 52.454172,1.564407 52.454222,1.564347 52.453819,1.567323 52.453648,1.567354 52.453864,1.567064 52.454154,1.566323 52.454130,1.566262 52.454657,1.566193 52.454928,1.565655 52.454848,1.565655 52.455081,1.565455 52.455088,1.565441 52.455298,1.565346 52.455601,1.564014 52.455651,1.563917 52.455047),(1.569254 52.455091,1.567666 52.455090,1.567568 52.455114,1.567594 52.455057,1.567561 52.455008,1.567351 52.454965,1.567412 52.454676,1.567886 52.454698,1.567902 52.454579,1.568024 52.454575,1.568128 52.454516,1.568265 52.454247,1.568282 52.454006,1.569116 52.454025,1.569140 52.453923,1.569207 52.453925,1.569254 52.455091),(1.565611 52.451103,1.565695 52.451077,1.565794 52.451226,1.565936 52.451185,1.566033 52.451363,1.565663 52.451406,1.565437 52.451159,1.565611 52.451103)))",,Beccles,,,,1,,
,,,2021-06-10,conservation-area:2,"MULTIPOLYGON (((1.754871 52.479390,1.755173 52.479247,1.755427 52.478950,1.755438 52.478407,1.754759 52.478442,1.754871 52.478572,1.754238 52.478795,1.754271 52.478834,1.754214 52.478874,1.754446 52.478801,1.754488 52.478849,1.754588 52.478822,1.754634 52.479031,1.754668 52.479513,1.754871 52.479390)),((1.758318 52.481651,1.758309 52.481595,1.757599 52.481689,1.757617 52.481739,1.756716 52.481868,1.758318 52.481651)),((1.756699 52.482639,1.756796 52.482627,1.757477 52.482577,1.757937 52.482533,1.758584 52.482519,1.758552 52.482349,1.758540 52.482400,1.758467 52.482437,1.756694 52.482613,1.756699 52.482639)),((1.752432 52.483471,1.753337 52.483336,1.754292 52.483246,1.754313 52.483211,1.754160 52.482791,1.754240 52.482775,1.754148 52.482532,1.753283 52.482711,1.752165 52.482995,1.752153 52.483048,1.752237 52.483190,1.752230 52.483257,1.752182 52.483310,1.752191 52.483354,1.752337 52.483450,1.752432 52.483471)),((1.756699 52.482639,1.756675 52.482642,1.756620 52.482441,1.756770 52.482429,1.756720 52.482246,1.756858 52.482225,1.756815 52.482111,1.756760 52.482102,1.756671 52.481743,1.756550 52.481756,1.756430 52.481305,1.758119 52.481222,1.758303 52.481274,1.758237 52.481042,1.758099 52.481141,1.756645 52.481231,1.756627 52.481073,1.756389 52.481092,1.756340 52.480953,1.756420 52.480943,1.756342 52.480740,1.756497 52.480720,1.756462 52.480584,1.756723 52.480548,1.756703 52.480489,1.757976 52.480311,1.758052 52.480324,1.758010 52.480212,1.757959 52.480242,1.756474 52.480469,1.756435 52.480383,1.756522 52.480370,1.756380 52.479973,1.756434 52.479965,1.756479 52.480082,1.756515 52.480180,1.756462 52.480194,1.757148 52.480100,1.757080 52.479930,1.757779 52.479833,1.757729 52.479764,1.757676 52.479795,1.756663 52.479930,1.756586 52.479673,1.756078 52.479713,1.756033 52.479572,1.756096 52.479568,1.756031 52.479307,1.756900 52.479271,1.756870 52.479301,1.756875 52.479357,1.756923 52.479427,1.756891 52.479495,1.756808 52.479552,1.757004 52.479537,1.757050 52.479480,1.757514 52.479440,1.757277 52.479083,1.757203 52.479018,1.756796 52.479112,1.755801 52.479161,1.755477 52.479138,1.755462 52.479194,1.754933 52.479558,1.754960 52.479918,1.754810 52.479899,1.754820 52.480097,1.754711 52.480088,1.754696 52.480135,1.754696 52.480324,1.754770 52.480384,1.754718 52.480435,1.754555 52.480439,1.754586 52.480673,1.754625 52.480743,1.754719 52.480769,1.754955 52.480547,1.754977 52.480481,1.755283 52.480589,1.755446 52.480877,1.755422 52.480881,1.755486 52.480983,1.755393 52.481005,1.755453 52.481098,1.755384 52.481107,1.755436 52.481270,1.755283 52.481292,1.755295 52.481321,1.755345 52.481303,1.755355 52.481333,1.755425 52.481326,1.755432 52.481349,1.755196 52.481382,1.755270 52.481572,1.755043 52.481637,1.755305 52.482241,1.755286 52.482269,1.755342 52.482397,1.755386 52.482472,1.755538 52.482445,1.755609 52.482620,1.755272 52.482671,1.755366 52.482915,1.755668 52.482868,1.755773 52.483122,1.755537 52.483156,1.755538 52.483211,1.755568 52.483206,1.755587 52.483265,1.755976 52.483217,1.756024 52.483362,1.756020 52.483639,1.756060 52.483829,1.756027 52.483883,1.755943 52.483926,1.755932 52.484016,1.755960 52.484019,1.755964 52.484055,1.755928 52.484071,1.755887 52.484400,1.756475 52.484449,1.756402 52.484780,1.756122 52.485570,1.756090 52.485866,1.756066 52.485902,1.754630 52.485988,1.754088 52.486060,1.754108 52.486206,1.754692 52.486168,1.754695 52.486191,1.754989 52.486183,1.755007 52.486397,1.755679 52.486474,1.755661 52.486649,1.755539 52.486925,1.755320 52.487159,1.755115 52.487286,1.754608 52.486910,1.754068 52.487003,1.753894 52.486113,1.753385 52.486138,1.753548 52.486962,1.752940 52.487196,1.753162 52.487357,1.753061 52.487419,1.753022 52.487521,1.753160 52.487623,1.752868 52.487766,1.752592 52.487564,1.752618 52.488322,1.752023 52.488321,1.752095 52.488785,1.752284 52.488877,1.752234 52.489101,1.750891 52.490006,1.751607 52.490079,1.751516 52.490369,1.751347 52.490405,1.751364 52.490439,1.751335 52.490469,1.751237 52.491004,1.752264 52.491073,1.752351 52.491020,1.752972 52.491056,1.752658 52.493078,1.754440 52.493173,1.754630 52.492373,1.754902 52.492392,1.755457 52.490039,1.755546 52.489282,1.756063 52.489253,1.756073 52.488878,1.756164 52.488940,1.757228 52.489205,1.757394 52.489207,1.757525 52.489170,1.757592 52.489079,1.757673 52.487989,1.757872 52.486871,1.758759 52.486983,1.758866 52.486879,1.759242 52.485560,1.759220 52.485014,1.758222 52.484914,1.758450 52.484442,1.758421 52.483957,1.758632 52.483356,1.758633 52.483172,1.757036 52.483268,1.757010 52.483071,1.756802 52.483082,1.756768 52.482950,1.756863 52.482932,1.756754 52.482632,1.756699 52.482639)))",,North Lowestoft,,,,2,,
,,,2021-06-10,conservation-area:3,"MULTIPOLYGON (((1.664729 52.522643,1.664812 52.522638,1.664870 52.522556,1.664892 52.522465,1.664877 52.522191,1.664797 52.522179,1.664574 52.522250,1.663849 52.522204,1.663614 52.521649,1.663607 52.520669,1.663852 52.520023,1.664135 52.519501,1.664017 52.519282,1.663915 52.519298,1.663505 52.519136,1.662106 52.517588,1.662026 52.517449,1.661236 52.516784,1.660290 52.516273,1.659993 52.516036,1.659833 52.515763,1.659758 52.515498,1.659829 52.515324,1.660053 52.515239,1.660071 52.515081,1.659253 52.514973,1.658386 52.515405,1.657858 52.515259,1.658018 52.514810,1.657802 52.514851,1.657559 52.514781,1.657537 52.514724,1.657583 52.514625,1.657687 52.514651,1.657725 52.514583,1.657073 52.514428,1.656944 52.514634,1.657004 52.514648,1.656971 52.514698,1.657041 52.514718,1.657001 52.514822,1.657163 52.514950,1.657162 52.515016,1.657111 52.515059,1.657000 52.515104,1.656308 52.514960,1.656288 52.514939,1.656403 52.514614,1.656372 52.514473,1.656596 52.513912,1.655606 52.513678,1.654538 52.513529,1.653772 52.513337,1.653600 52.513667,1.653259 52.514623,1.652616 52.514609,1.652840 52.514199,1.651701 52.513982,1.651942 52.513146,1.651912 52.513024,1.651739 52.512785,1.651675 52.512637,1.651643 52.512394,1.651681 52.512297,1.652135 52.511744,1.651929 52.511697,1.651615 52.512227,1.651268 52.512649,1.651068 52.512794,1.650789 52.512867,1.650915 52.512967,1.650983 52.513388,1.651684 52.513557,1.651617 52.513714,1.651320 52.514095,1.650529 52.513946,1.650463 52.514070,1.650397 52.514056,1.650281 52.514276,1.650371 52.514294,1.650260 52.514356,1.650192 52.514448,1.650175 52.514518,1.650220 52.514743,1.650191 52.514800,1.650846 52.514850,1.652177 52.515068,1.652054 52.515303,1.651970 52.515371,1.651899 52.515382,1.650418 52.515208,1.650248 52.515155,1.650198 52.515118,1.650191 52.515072,1.650021 52.514995,1.649861 52.515170,1.650079 52.515271,1.650308 52.515328,1.651290 52.515438,1.651452 52.515483,1.651896 52.515512,1.651753 52.515793,1.651649 52.516145,1.651764 52.516152,1.651898 52.515850,1.652066 52.515800,1.652156 52.515721,1.652192 52.515630,1.652178 52.515584,1.652073 52.515484,1.652343 52.514986,1.652498 52.514828,1.652614 52.514795,1.653642 52.514792,1.653502 52.515051,1.653513 52.515190,1.653566 52.515233,1.653873 52.515315,1.654020 52.515399,1.654649 52.515590,1.654924 52.515130,1.655517 52.515262,1.655330 52.515474,1.655930 52.515652,1.655997 52.515658,1.656047 52.515598,1.656581 52.515715,1.656724 52.515785,1.656512 52.516242,1.658022 52.516492,1.658110 52.516339,1.658888 52.516533,1.658491 52.517220,1.658740 52.517277,1.658313 52.518028,1.658102 52.518510,1.659627 52.518729,1.658924 52.520458,1.657448 52.520329,1.656923 52.520317,1.656896 52.520341,1.656504 52.520276,1.656389 52.520636,1.657086 52.520709,1.657177 52.520898,1.657258 52.520960,1.657759 52.520998,1.657899 52.520417,1.659422 52.520597,1.659956 52.520624,1.659870 52.520800,1.659957 52.520858,1.661063 52.521014,1.662334 52.521139,1.662414 52.520962,1.663375 52.521204,1.663431 52.522318,1.663413 52.522794,1.663819 52.522758,1.664209 52.522669,1.664729 52.522643),(1.652584 52.514720,1.652584 52.514720,1.652585 52.514721,1.652584 52.514720)))",,Somerleyton,,,,3,,
,,,2021-06-10,conservation-area:4,"MULTIPOLYGON (((1.445305 52.450937,1.445474 52.450635,1.445457 52.450490,1.445535 52.450372,1.445576 52.449840,1.445650 52.449694,1.445741 52.449622,1.445934 52.449565,1.446780 52.449491,1.447026 52.449168,1.446861 52.449141,1.446902 52.449040,1.445742 52.448854,1.445359 52.448886,1.445115 52.448943,1.444757 52.449112,1.444465 52.449317,1.443953 52.449795,1.443907 52.449868,1.443854 52.449888,1.443636 52.450151,1.443640 52.450183,1.443054 52.450518,1.443337 52.450660,1.443481 52.450558,1.443618 52.450629,1.443941 52.450676,1.444134 52.450752,1.444158 52.450700,1.445238 52.450958,1.445305 52.450937)),((1.439968 52.450806,1.440454 52.450974,1.440510 52.450917,1.440730 52.450995,1.441007 52.450730,1.441207 52.450804,1.441455 52.450555,1.441076 52.450418,1.441264 52.450223,1.441155 52.450189,1.441348 52.450000,1.440341 52.449581,1.439958 52.449453,1.440080 52.449253,1.440065 52.449226,1.440034 52.449184,1.439752 52.449126,1.439608 52.449172,1.439489 52.449331,1.439378 52.449345,1.439387 52.449600,1.439697 52.450135,1.439130 52.450167,1.439115 52.450054,1.439198 52.450048,1.439160 52.449833,1.439078 52.449840,1.438979 52.449238,1.438679 52.449209,1.438638 52.449242,1.438738 52.449647,1.437902 52.449616,1.437779 52.449824,1.437621 52.450300,1.437566 52.450359,1.437519 52.450548,1.437995 52.450606,1.438064 52.450753,1.438153 52.450853,1.438326 52.450957,1.439179 52.451065,1.439593 52.451214,1.439968 52.450806)),((1.441558 52.451759,1.441575 52.451847,1.441805 52.451920,1.441959 52.451717,1.442077 52.451696,1.442843 52.450977,1.442867 52.450912,1.442456 52.450766,1.442913 52.450488,1.442912 52.450459,1.442370 52.450306,1.441658 52.450928,1.441868 52.451007,1.441676 52.451145,1.441612 52.451122,1.441231 52.451490,1.441521 52.451592,1.441558 52.451759)),((1.441558 52.451759,1.441529 52.451722,1.441278 52.451936,1.440722 52.452574,1.440380 52.452914,1.439631 52.452631,1.439684 52.452571,1.438636 52.452351,1.438788 52.451468,1.437390 52.451366,1.437308 52.451449,1.437201 52.451640,1.437151 52.451626,1.437069 52.451756,1.437723 52.451925,1.437860 52.452002,1.437704 52.452224,1.436926 52.452970,1.436474 52.453271,1.436677 52.453349,1.436917 52.453123,1.436927 52.453065,1.437207 52.452768,1.437625 52.452881,1.437588 52.453020,1.437469 52.453233,1.438078 52.453460,1.437929 52.453708,1.437990 52.453728,1.437909 52.453796,1.437993 52.453826,1.437901 52.453936,1.437844 52.453916,1.437713 52.454039,1.437979 52.454153,1.437808 52.454304,1.437617 52.454252,1.437571 52.454320,1.437080 52.454135,1.436887 52.454095,1.436872 52.454064,1.436214 52.453925,1.436115 52.453804,1.436350 52.453633,1.436622 52.453346,1.436439 52.453292,1.436334 52.453351,1.436138 52.453334,1.435575 52.453102,1.435449 52.453206,1.435017 52.453346,1.434816 52.453575,1.434379 52.453866,1.434242 52.454013,1.434039 52.454342,1.434018 52.454450,1.434214 52.455026,1.433876 52.455094,1.433647 52.455052,1.433681 52.455155,1.433876 52.455372,1.433870 52.455416,1.433756 52.455569,1.433415 52.455819,1.433310 52.455933,1.431834 52.456587,1.431160 52.456829,1.431177 52.456858,1.430089 52.457136,1.430180 52.457310,1.430434 52.457520,1.430721 52.457425,1.431026 52.457742,1.432128 52.457332,1.432298 52.457245,1.432415 52.457116,1.432742 52.457329,1.432897 52.457220,1.432752 52.457097,1.433017 52.456950,1.433451 52.457211,1.433714 52.457312,1.433991 52.457101,1.433278 52.456798,1.433628 52.456547,1.434407 52.456795,1.434446 52.456755,1.434664 52.456835,1.434721 52.456762,1.435021 52.456913,1.434854 52.457018,1.434907 52.457037,1.434552 52.457269,1.434561 52.457308,1.434827 52.457461,1.434876 52.457461,1.434749 52.457532,1.434900 52.457621,1.434589 52.457818,1.435057 52.458076,1.434599 52.458409,1.434306 52.458403,1.434121 52.458501,1.433982 52.458660,1.434080 52.458706,1.434239 52.458575,1.434664 52.458795,1.435146 52.458479,1.435200 52.458368,1.435167 52.458343,1.435358 52.458208,1.435393 52.458228,1.435524 52.458145,1.435505 52.458134,1.435572 52.458090,1.435553 52.458078,1.435693 52.457993,1.435866 52.458080,1.436125 52.457882,1.436011 52.457827,1.436166 52.457703,1.436376 52.457797,1.436924 52.457307,1.437552 52.456873,1.438126 52.457166,1.438278 52.457224,1.438394 52.457212,1.438728 52.457367,1.438740 52.457439,1.439242 52.457843,1.439331 52.457805,1.439477 52.457554,1.439617 52.457488,1.439980 52.457063,1.440528 52.456829,1.441696 52.456524,1.442934 52.456312,1.443480 52.456374,1.443602 52.456352,1.443601 52.456302,1.443686 52.456255,1.443840 52.456254,1.443869 52.456278,1.444309 52.456240,1.444329 52.456210,1.444700 52.456156,1.445015 52.456062,1.446375 52.455947,1.446975 52.456018,1.447260 52.455988,1.447074 52.455830,1.446318 52.455401,1.445790 52.455230,1.445848 52.455060,1.445886 52.454713,1.445488 52.454857,1.445384 52.454844,1.444840 52.454587,1.445110 52.454397,1.445117 52.454365,1.445054 52.454307,1.444879 52.454264,1.444747 52.454267,1.444623 52.454315,1.443778 52.454337,1.443368 52.454385,1.443406 52.454004,1.443534 52.453865,1.443512 52.453523,1.443258 52.453544,1.443203 52.453503,1.443188 52.453434,1.442758 52.453271,1.443200 52.452786,1.442616 52.452637,1.442479 52.452731,1.441360 52.452378,1.441499 52.452211,1.441546 52.452223,1.441530 52.452044,1.441558 52.451759)),((1.441948 52.453983,1.442269 52.454214,1.442002 52.454346,1.441404 52.454547,1.441472 52.454661,1.441540 52.454882,1.440980 52.454889,1.440344 52.454630,1.440342 52.454418,1.441066 52.454080,1.440745 52.453830,1.441326 52.453553,1.441802 52.453959,1.441838 52.453944,1.441909 52.454000,1.441948 52.453983)),((1.432752 52.457097,1.432750 52.457098,1.432750 52.457096,1.432752 52.457097)),((1.437792 52.452262,1.437917 52.452078,1.438173 52.452130,1.438144 52.452179,1.438246 52.452266,1.438242 52.452453,1.438000 52.452439,1.437977 52.452548,1.437751 52.452528,1.437792 52.452262)))",,Bungay,,,,4,,
,,,2021-06-10,conservation-area:5,"MULTIPOLYGON (((1.505504 52.347502,1.506285 52.346587,1.506345 52.346452,1.506255 52.346425,1.506703 52.345790,1.507058 52.345371,1.506898 52.345281,1.506745 52.345084,1.506709 52.344988,1.507138 52.344861,1.507108 52.344820,1.507072 52.344831,1.507038 52.344790,1.506910 52.344827,1.506683 52.344508,1.506413 52.344590,1.506627 52.344873,1.506405 52.344939,1.505861 52.344149,1.506407 52.342431,1.506451 52.342362,1.506556 52.342298,1.505880 52.342223,1.504798 52.342235,1.504707 52.342208,1.504562 52.342722,1.504314 52.342711,1.503560 52.342400,1.503843 52.342178,1.503778 52.342168,1.503756 52.342091,1.503251 52.341658,1.502699 52.341272,1.502566 52.341339,1.502128 52.340949,1.501929 52.341044,1.501552 52.340739,1.501485 52.340734,1.501084 52.340198,1.500867 52.340208,1.500517 52.340145,1.500104 52.339667,1.499476 52.338607,1.499043 52.338002,1.500661 52.337820,1.500621 52.337556,1.500568 52.337554,1.500524 52.337213,1.498943 52.337327,1.498781 52.337362,1.498462 52.337522,1.498093 52.337642,1.498224 52.337815,1.498660 52.338210,1.498995 52.338711,1.498662 52.338791,1.499081 52.339495,1.499077 52.339523,1.498956 52.339552,1.499055 52.339750,1.499302 52.339711,1.499530 52.339809,1.499450 52.339949,1.499260 52.340117,1.499310 52.340146,1.499788 52.340084,1.499904 52.340298,1.499842 52.340331,1.499867 52.340369,1.499551 52.340420,1.499735 52.340694,1.500193 52.340558,1.500351 52.340791,1.500219 52.340824,1.500240 52.340854,1.500184 52.340869,1.500369 52.341151,1.500164 52.341215,1.500320 52.341394,1.500498 52.341383,1.500517 52.341486,1.500860 52.341529,1.500835 52.341583,1.500760 52.341571,1.500734 52.341646,1.500891 52.341674,1.500845 52.341763,1.501150 52.341868,1.500841 52.342228,1.500691 52.342247,1.500691 52.342318,1.500244 52.342314,1.500273 52.342285,1.499295 52.342202,1.499260 52.341859,1.499024 52.341854,1.498465 52.341762,1.498486 52.342637,1.498356 52.342684,1.498452 52.342871,1.498727 52.342863,1.498715 52.342743,1.498912 52.342697,1.499151 52.342703,1.499174 52.342553,1.499631 52.342544,1.499647 52.342502,1.499718 52.342475,1.499721 52.342468,1.500000 52.342483,1.499976 52.342537,1.500504 52.342580,1.500466 52.342727,1.500418 52.342725,1.500411 52.342759,1.500358 52.342776,1.500290 52.342770,1.500283 52.342800,1.500217 52.342795,1.500178 52.342910,1.500422 52.342923,1.500428 52.342895,1.500466 52.342899,1.500455 52.342942,1.500177 52.342929,1.500166 52.342994,1.499197 52.342953,1.499190 52.343053,1.498883 52.343053,1.498937 52.343350,1.498521 52.343364,1.498520 52.343051,1.498362 52.342719,1.498055 52.342876,1.497767 52.342922,1.497534 52.342849,1.497560 52.342813,1.497306 52.342739,1.497202 52.342875,1.496820 52.342782,1.496772 52.342836,1.496714 52.342814,1.496637 52.342893,1.496758 52.342995,1.496557 52.343107,1.496425 52.343238,1.496359 52.343374,1.496396 52.343471,1.496675 52.343634,1.497371 52.343827,1.497550 52.343824,1.497612 52.343772,1.497691 52.343763,1.497926 52.343845,1.498220 52.343728,1.498282 52.343730,1.498800 52.343991,1.498975 52.343993,1.499319 52.343886,1.499602 52.343922,1.499743 52.344100,1.499741 52.344149,1.499668 52.344203,1.499641 52.344278,1.499716 52.344483,1.499502 52.344972,1.499275 52.345039,1.499408 52.345144,1.499607 52.345234,1.499816 52.345542,1.499269 52.345638,1.499391 52.345882,1.499606 52.346168,1.500121 52.346101,1.499934 52.345944,1.499889 52.345939,1.499851 52.345880,1.500048 52.345793,1.499907 52.345586,1.499939 52.345576,1.500676 52.345377,1.500930 52.345442,1.500984 52.345469,1.501155 52.345979,1.501243 52.346101,1.501677 52.346036,1.501493 52.345527,1.501890 52.345350,1.502159 52.345538,1.502426 52.345395,1.502776 52.345538,1.502955 52.345984,1.503234 52.345984,1.503275 52.346197,1.503046 52.346223,1.502831 52.346326,1.502430 52.346400,1.502491 52.346540,1.502763 52.346494,1.503081 52.346350,1.503739 52.346311,1.503784 52.346506,1.504084 52.346479,1.504250 52.346706,1.505115 52.346638,1.505131 52.346606,1.505160 52.346637,1.505074 52.346642,1.505486 52.347044,1.505690 52.347101,1.505668 52.347127,1.505489 52.347081,1.505158 52.347342,1.505504 52.347502),(1.503164 52.345470,1.503246 52.345247,1.502787 52.345202,1.503015 52.344872,1.503440 52.344430,1.503895 52.344428,1.504055 52.344487,1.504253 52.344634,1.504299 52.345095,1.504411 52.345092,1.504472 52.345416,1.504411 52.345415,1.504399 52.345526,1.504300 52.345521,1.504274 52.345600,1.503164 52.345470),(1.499693 52.342474,1.499714 52.342475,1.499693 52.342474,1.499693 52.342474),(1.501471 52.340738,1.501485 52.340734,1.501471 52.340738,1.501471 52.340738)))",,Halesworth,,,,5,,
