name,geography,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
Hainworth,conservation-area:05/00021/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.910000 53.849000,-1.911000 53.849000,-1.911000 53.850000,-1.911000 53.849000,-1.914000 53.849000,-1.914000 53.848000,-1.916000 53.848000,-1.916000 53.847000,-1.915000 53.846000,-1.911000 53.846000,-1.911000 53.847000,-1.909000 53.847000,-1.909000 53.848000,-1.908000 53.848000,-1.909000 53.848000,-1.909000 53.849000,-1.910000 53.849000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00021-CONARA
Haworth,conservation-area:05/00022/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.947000 53.828000,-1.947000 53.829000,-1.949000 53.829000,-1.948000 53.830000,-1.948000 53.831000,-1.949000 53.831000,-1.949000 53.832000,-1.948000 53.832000,-1.949000 53.832000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.949000 53.831000,-1.950000 53.831000,-1.951000 53.831000,-1.950000 53.831000,-1.950000 53.832000,-1.951000 53.832000,-1.952000 53.833000,-1.953000 53.833000,-1.954000 53.833000,-1.953000 53.833000,-1.954000 53.833000,-1.954000 53.834000,-1.957000 53.834000,-1.957000 53.833000,-1.964000 53.833000,-1.964000 53.832000,-1.963000 53.832000,-1.964000 53.832000,-1.964000 53.831000,-1.963000 53.831000,-1.963000 53.832000,-1.960000 53.832000,-1.960000 53.831000,-1.957000 53.831000,-1.957000 53.830000,-1.956000 53.831000,-1.956000 53.830000,-1.955000 53.830000,-1.955000 53.829000,-1.954000 53.829000,-1.954000 53.828000,-1.953000 53.828000,-1.953000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.954000 53.827000,-1.953000 53.827000,-1.952000 53.827000,-1.952000 53.826000,-1.951000 53.826000,-1.951000 53.825000,-1.950000 53.825000,-1.950000 53.825000,-1.950000 53.824000,-1.950000 53.823000,-1.950000 53.824000,-1.948000 53.824000,-1.948000 53.826000,-1.949000 53.826000,-1.949000 53.828000,-1.947000 53.828000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00022-CONARA
Heaton Estates,conservation-area:05/00023/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.785000 53.818000,-1.785000 53.817000,-1.783000 53.817000,-1.783000 53.815000,-1.784000 53.815000,-1.784000 53.814000,-1.785000 53.814000,-1.784000 53.814000,-1.784000 53.813000,-1.782000 53.813000,-1.781000 53.812000,-1.780000 53.812000,-1.780000 53.813000,-1.779000 53.813000,-1.778000 53.814000,-1.779000 53.814000,-1.779000 53.815000,-1.774000 53.815000,-1.775000 53.816000,-1.774000 53.816000,-1.774000 53.817000,-1.772000 53.817000,-1.772000 53.818000,-1.771000 53.818000,-1.772000 53.818000,-1.771000 53.818000,-1.772000 53.818000,-1.772000 53.819000,-1.773000 53.819000,-1.773000 53.818000,-1.774000 53.818000,-1.774000 53.820000,-1.778000 53.820000,-1.778000 53.819000,-1.780000 53.819000,-1.781000 53.820000,-1.783000 53.820000,-1.783000 53.819000,-1.784000 53.819000,-1.783000 53.819000,-1.783000 53.818000,-1.783000 53.819000,-1.783000 53.819000,-1.783000 53.819000,-1.784000 53.819000,-1.785000 53.819000,-1.785000 53.818000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00023-CONARA
Hodgson Fold,conservation-area:05/00024/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.744000 53.817000,-1.745000 53.817000,-1.745000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.746000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.745000 53.816000,-1.744000 53.816000,-1.743000 53.816000,-1.744000 53.816000,-1.744000 53.817000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00024-CONARA
Idle And The Green,conservation-area:05/00025/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.730000 53.835000,-1.730000 53.834000,-1.728000 53.834000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.728000 53.835000,-1.729000 53.835000,-1.730000 53.835000,-1.729000 53.835000,-1.730000 53.835000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.730000 53.836000,-1.731000 53.836000,-1.732000 53.836000,-1.731000 53.836000,-1.732000 53.837000,-1.730000 53.837000,-1.730000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.729000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.730000 53.838000,-1.731000 53.838000,-1.732000 53.838000,-1.731000 53.838000,-1.732000 53.839000,-1.731000 53.839000,-1.732000 53.839000,-1.732000 53.840000,-1.731000 53.840000,-1.732000 53.840000,-1.731000 53.840000,-1.732000 53.840000,-1.732000 53.841000,-1.733000 53.841000,-1.733000 53.839000,-1.736000 53.839000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.736000 53.838000,-1.737000 53.838000,-1.738000 53.838000,-1.737000 53.838000,-1.737000 53.837000,-1.735000 53.837000,-1.735000 53.836000,-1.736000 53.836000,-1.736000 53.836000,-1.735000 53.836000,-1.732000 53.836000,-1.732000 53.835000,-1.732000 53.836000,-1.731000 53.836000,-1.731000 53.835000,-1.730000 53.835000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00025-CONARA
Ilkley,conservation-area:05/00026/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.845000 53.924000,-1.848000 53.924000,-1.848000 53.923000,-1.849000 53.923000,-1.849000 53.922000,-1.844000 53.922000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.844000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.843000 53.923000,-1.842000 53.923000,-1.841000 53.923000,-1.842000 53.923000,-1.842000 53.924000,-1.840000 53.924000,-1.840000 53.922000,-1.840000 53.922000,-1.840000 53.922000,-1.840000 53.922000,-1.840000 53.922000,-1.840000 53.922000,-1.840000 53.922000,-1.840000 53.922000,-1.839000 53.922000,-1.839000 53.922000,-1.838000 53.922000,-1.837000 53.922000,-1.837000 53.923000,-1.838000 53.923000,-1.838000 53.922000,-1.838000 53.922000,-1.838000 53.922000,-1.838000 53.922000,-1.838000 53.922000,-1.838000 53.922000,-1.838000 53.923000,-1.838000 53.924000,-1.836000 53.924000,-1.836000 53.922000,-1.836000 53.922000,-1.836000 53.922000,-1.836000 53.922000,-1.836000 53.922000,-1.836000 53.922000,-1.836000 53.922000,-1.835000 53.922000,-1.835000 53.922000,-1.835000 53.922000,-1.835000 53.922000,-1.835000 53.922000,-1.835000 53.922000,-1.834000 53.922000,-1.834000 53.922000,-1.834000 53.922000,-1.834000 53.922000,-1.834000 53.922000,-1.834000 53.922000,-1.834000 53.922000,-1.833000 53.922000,-1.833000 53.922000,-1.833000 53.922000,-1.833000 53.922000,-1.833000 53.922000,-1.833000 53.922000,-1.833000 53.922000,-1.832000 53.922000,-1.831000 53.922000,-1.832000 53.922000,-1.832000 53.921000,-1.832000 53.921000,-1.832000 53.921000,-1.832000 53.921000,-1.832000 53.921000,-1.832000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.833000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.834000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.835000 53.921000,-1.836000 53.921000,-1.836000 53.921000,-1.836000 53.921000,-1.837000 53.921000,-1.837000 53.921000,-1.837000 53.921000,-1.837000 53.921000,-1.837000 53.921000,-1.837000 53.921000,-1.838000 53.921000,-1.838000 53.921000,-1.838000 53.921000,-1.838000 53.921000,-1.838000 53.921000,-1.838000 53.921000,-1.839000 53.921000,-1.840000 53.921000,-1.839000 53.921000,-1.839000 53.920000,-1.838000 53.920000,-1.838000 53.920000,-1.838000 53.920000,-1.837000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.836000 53.920000,-1.837000 53.920000,-1.837000 53.920000,-1.837000 53.920000,-1.837000 53.920000,-1.837000 53.920000,-1.837000 53.920000,-1.838000 53.920000,-1.839000 53.920000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.839000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.840000 53.919000,-1.841000 53.919000,-1.841000 53.919000,-1.841000 53.919000,-1.841000 53.919000,-1.842000 53.919000,-1.843000 53.919000,-1.846000 53.919000,-1.846000 53.918000,-1.843000 53.918000,-1.843000 53.919000,-1.843000 53.919000,-1.843000 53.919000,-1.843000 53.919000,-1.842000 53.919000,-1.841000 53.919000,-1.841000 53.918000,-1.839000 53.918000,-1.839000 53.919000,-1.835000 53.919000,-1.835000 53.920000,-1.829000 53.920000,-1.829000 53.921000,-1.828000 53.921000,-1.828000 53.920000,-1.829000 53.919000,-1.824000 53.919000,-1.824000 53.920000,-1.812000 53.920000,-1.815000 53.921000,-1.815000 53.922000,-1.815000 53.921000,-1.816000 53.921000,-1.817000 53.921000,-1.816000 53.921000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.816000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.817000 53.924000,-1.818000 53.924000,-1.819000 53.924000,-1.818000 53.924000,-1.818000 53.921000,-1.820000 53.921000,-1.820000 53.922000,-1.819000 53.922000,-1.819000 53.923000,-1.819000 53.923000,-1.820000 53.923000,-1.821000 53.923000,-1.820000 53.923000,-1.820000 53.924000,-1.819000 53.924000,-1.819000 53.927000,-1.820000 53.928000,-1.821000 53.928000,-1.821000 53.927000,-1.823000 53.927000,-1.823000 53.928000,-1.826000 53.928000,-1.826000 53.929000,-1.831000 53.929000,-1.831000 53.928000,-1.830000 53.928000,-1.830000 53.925000,-1.832000 53.925000,-1.832000 53.927000,-1.833000 53.926000,-1.834000 53.926000,-1.834000 53.927000,-1.833000 53.927000,-1.834000 53.927000,-1.834000 53.928000,-1.832000 53.928000,-1.832000 53.929000,-1.835000 53.929000,-1.835000 53.926000,-1.837000 53.927000,-1.840000 53.927000,-1.840000 53.925000,-1.845000 53.925000,-1.845000 53.924000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00026-CONARA
Keighley Town Centre,conservation-area:05/00027/CONARA,local-authority-eng:BRD,,"MULTIPOLYGON (((-1.909000 53.864000,-1.909000 53.865000,-1.908000 53.865000,-1.908000 53.866000,-1.909000 53.866000,-1.909000 53.867000,-1.908000 53.868000,-1.907000 53.868000,-1.907000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.906000 53.869000,-1.907000 53.869000,-1.908000 53.869000,-1.908000 53.870000,-1.908000 53.870000,-1.908000 53.870000,-1.908000 53.870000,-1.908000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.909000 53.870000,-1.910000 53.870000,-1.911000 53.870000,-1.910000 53.870000,-1.910000 53.869000,-1.912000 53.869000,-1.912000 53.868000,-1.913000 53.868000,-1.913000 53.867000,-1.911000 53.867000,-1.911000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.912000 53.866000,-1.911000 53.866000,-1.910000 53.866000,-1.911000 53.866000,-1.911000 53.864000,-1.909000 53.864000)))",2021-02-05,,,/conservation-area/local-authority-eng/BRD/05-00027-CONARA
