conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,reference,start-date,slug
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.204641 53.182796,-1.204434 53.182761,-1.204527 53.182523,-1.204488 53.182454,-1.204384 53.182438,-1.204387 53.182319,-1.204677 53.182323,-1.205325 53.182195,-1.205559 53.182049,-1.206117 53.181901,-1.206446 53.181771,-1.207601 53.181584,-1.208000 53.181493,-1.208449 53.181328,-1.209126 53.181207,-1.209409 53.181098,-1.209589 53.181093,-1.209852 53.181152,-1.210239 53.181134,-1.210608 53.181066,-1.210818 53.181121,-1.211069 53.181130,-1.211475 53.181057,-1.211708 53.181050,-1.211955 53.180964,-1.212361 53.180998,-1.212446 53.180967,-1.212605 53.180669,-1.212879 53.180606,-1.213192 53.180643,-1.213233 53.180712,-1.213240 53.180819,-1.213295 53.180858,-1.214966 53.180975,-1.215147 53.181041,-1.215297 53.181031,-1.215707 53.180914,-1.215886 53.180794,-1.216197 53.180750,-1.216206 53.180723,-1.216152 53.180666,-1.216088 53.180369,-1.216757 53.180224,-1.216792 53.180187,-1.216791 53.180060,-1.216823 53.180026,-1.217114 53.179925,-1.217487 53.179661,-1.217553 53.179468,-1.217730 53.179347,-1.217845 53.179207,-1.218125 53.179019,-1.218394 53.178901,-1.218515 53.178929,-1.218659 53.179041,-1.219062 53.179109,-1.219220 53.179054,-1.219328 53.178972,-1.219393 53.178842,-1.219548 53.178771,-1.220443 53.178755,-1.220802 53.178943,-1.221122 53.179220,-1.220781 53.179395,-1.221039 53.179563,-1.221928 53.179971,-1.222630 53.180147,-1.223213 53.180021,-1.223840 53.179761,-1.226827 53.178651,-1.228014 53.178688,-1.228614 53.178794,-1.229210 53.178842,-1.229296 53.178796,-1.229522 53.178546,-1.229939 53.178504,-1.230536 53.178301,-1.230897 53.178279,-1.231566 53.178142,-1.232330 53.178137,-1.232495 53.178191,-1.232445 53.178462,-1.232533 53.178474,-1.232478 53.178800,-1.231472 53.178858,-1.231305 53.178914,-1.231084 53.179053,-1.230730 53.179509,-1.230489 53.180019,-1.230483 53.180550,-1.230987 53.180551,-1.231061 53.180775,-1.231155 53.180874,-1.232084 53.181336,-1.232472 53.181455,-1.232868 53.181706,-1.233388 53.182277,-1.233271 53.182435,-1.233353 53.182519,-1.233497 53.182509,-1.233578 53.182954,-1.233941 53.183360,-1.234129 53.183349,-1.235809 53.184582,-1.235531 53.184648,-1.235098 53.184897,-1.234938 53.185138,-1.234693 53.185277,-1.233897 53.184876,-1.233526 53.184737,-1.232113 53.184266,-1.230952 53.183949,-1.230596 53.184781,-1.230275 53.185373,-1.229688 53.185996,-1.229327 53.186329,-1.228826 53.186724,-1.228103 53.187156,-1.227824 53.187442,-1.227652 53.187544,-1.227578 53.187640,-1.227561 53.187771,-1.227485 53.187915,-1.227302 53.188117,-1.226914 53.188457,-1.226448 53.188747,-1.226037 53.188876,-1.225708 53.189022,-1.225396 53.189245,-1.223424 53.190067,-1.222890 53.190390,-1.222873 53.190364,-1.222799 53.190381,-1.222721 53.190429,-1.222082 53.190582,-1.221127 53.190986,-1.220805 53.190681,-1.221204 53.190540,-1.221276 53.190542,-1.221310 53.190492,-1.221518 53.190416,-1.221888 53.190323,-1.221569 53.189970,-1.221377 53.189667,-1.220933 53.188741,-1.220877 53.188551,-1.220901 53.188192,-1.220797 53.187901,-1.220822 53.187772,-1.220791 53.187505,-1.220648 53.187204,-1.220495 53.187063,-1.220456 53.186902,-1.220618 53.186403,-1.220363 53.185831,-1.219974 53.185314,-1.219845 53.185015,-1.219823 53.184599,-1.219858 53.184481,-1.219852 53.184331,-1.219507 53.183926,-1.219347 53.183827,-1.218914 53.183376,-1.218628 53.183205,-1.216505 53.184042,-1.216173 53.184283,-1.215976 53.184553,-1.215981 53.184788,-1.216107 53.185110,-1.216904 53.186032,-1.217071 53.186263,-1.217774 53.186913,-1.217969 53.187169,-1.217113 53.187431,-1.216949 53.187187,-1.216977 53.187179,-1.216944 53.187123,-1.216802 53.186952,-1.216657 53.186502,-1.216545 53.186361,-1.212220 53.187645,-1.211457 53.186360,-1.211274 53.186025,-1.211312 53.185988,-1.211285 53.185936,-1.211234 53.185944,-1.210223 53.184144,-1.209906 53.184068,-1.207555 53.183201,-1.206497 53.183197,-1.206568 53.183396,-1.205035 53.183612,-1.204744 53.182813,-1.204641 53.182796)))",5550.19,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.263961 53.191306,-1.264636 53.191818,-1.265269 53.192122,-1.265795 53.192269,-1.265737 53.192352,-1.265415 53.192564,-1.265171 53.192660,-1.263255 53.192970,-1.263244 53.193005,-1.263707 53.193766,-1.263745 53.194007,-1.263729 53.194067,-1.263606 53.194195,-1.263303 53.193932,-1.263244 53.193916,-1.262996 53.193649,-1.262692 53.193744,-1.262801 53.193848,-1.262496 53.193964,-1.262461 53.193928,-1.262224 53.194016,-1.262098 53.193891,-1.262021 53.193882,-1.261853 53.193720,-1.261988 53.193670,-1.261884 53.193552,-1.261842 53.193512,-1.261718 53.193558,-1.261624 53.193446,-1.261676 53.193427,-1.261364 53.193097,-1.260602 53.193426,-1.260193 53.193530,-1.260249 53.193686,-1.259880 53.193757,-1.259952 53.193926,-1.259810 53.193973,-1.258780 53.194139,-1.258538 53.193915,-1.257943 53.194116,-1.257627 53.194182,-1.257527 53.194108,-1.257478 53.193999,-1.257950 53.193966,-1.258627 53.193740,-1.258571 53.193600,-1.258504 53.193180,-1.258886 53.193149,-1.258820 53.192993,-1.258793 53.192995,-1.258795 53.192879,-1.258440 53.192441,-1.261030 53.191596,-1.262330 53.191283,-1.263256 53.190978,-1.264091 53.190626,-1.264613 53.191049,-1.263961 53.191306)))",5550.11,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.259537 53.214282,-1.259628 53.214432,-1.258346 53.214698,-1.258277 53.214554,-1.258263 53.214375,-1.257797 53.214432,-1.257538 53.214509,-1.257238 53.214093,-1.257906 53.213811,-1.258041 53.213792,-1.257886 53.213563,-1.257750 53.213516,-1.257668 53.213411,-1.257540 53.213360,-1.257627 53.213339,-1.257894 53.213148,-1.257455 53.212994,-1.257307 53.213019,-1.257218 53.213097,-1.256857 53.212970,-1.256846 53.212922,-1.256555 53.212882,-1.256592 53.212735,-1.256685 53.212579,-1.257300 53.212893,-1.257377 53.212771,-1.257317 53.212738,-1.257414 53.212665,-1.257456 53.212688,-1.257659 53.212589,-1.257586 53.212461,-1.257568 53.212355,-1.258196 53.212361,-1.258311 53.212562,-1.258528 53.213094,-1.258888 53.213050,-1.258722 53.212804,-1.259237 53.212698,-1.259279 53.212795,-1.260152 53.212655,-1.260141 53.212629,-1.260353 53.212589,-1.260460 53.212675,-1.261064 53.212561,-1.261038 53.212517,-1.261261 53.212459,-1.261236 53.212425,-1.261484 53.212356,-1.261393 53.212331,-1.261665 53.212062,-1.262144 53.212209,-1.263363 53.211933,-1.263526 53.212174,-1.263683 53.212511,-1.263623 53.212516,-1.263695 53.212717,-1.263957 53.212685,-1.264012 53.212863,-1.264571 53.212805,-1.264599 53.212901,-1.264078 53.212954,-1.264099 53.213043,-1.264231 53.213054,-1.264425 53.213259,-1.263828 53.213364,-1.263867 53.213435,-1.263650 53.213470,-1.263695 53.213606,-1.262649 53.213802,-1.262551 53.213656,-1.261743 53.213809,-1.261409 53.213273,-1.261254 53.213312,-1.261218 53.213289,-1.260890 53.213316,-1.260499 53.213296,-1.259938 53.213389,-1.259953 53.213426,-1.259916 53.213430,-1.259989 53.213628,-1.259834 53.213666,-1.259915 53.213893,-1.260137 53.213878,-1.260266 53.214129,-1.259537 53.214282)))",5550.15,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.290197 53.207512,-1.290947 53.207586,-1.291776 53.207720,-1.291633 53.207993,-1.291599 53.208321,-1.291476 53.208686,-1.292083 53.208915,-1.292384 53.208911,-1.292578 53.208858,-1.292905 53.208830,-1.292923 53.208907,-1.292452 53.209416,-1.292476 53.209438,-1.292455 53.209469,-1.292361 53.209516,-1.292181 53.209683,-1.292081 53.209829,-1.291988 53.209884,-1.291854 53.210034,-1.291903 53.210049,-1.291889 53.210083,-1.291788 53.210109,-1.291468 53.210911,-1.291651 53.211237,-1.291835 53.211294,-1.291573 53.212057,-1.291976 53.212367,-1.291880 53.212368,-1.291847 53.212472,-1.292212 53.212847,-1.292603 53.212975,-1.292317 53.213397,-1.289649 53.213301,-1.289528 53.213269,-1.289612 53.212833,-1.289603 53.212611,-1.289530 53.212568,-1.289226 53.212515,-1.289292 53.212381,-1.289716 53.212447,-1.289731 53.212094,-1.290480 53.212226,-1.291055 53.212274,-1.291183 53.211976,-1.290937 53.211938,-1.290968 53.211841,-1.291214 53.211871,-1.291255 53.211452,-1.291249 53.211063,-1.290990 53.211040,-1.290993 53.211017,-1.290902 53.211005,-1.290879 53.211055,-1.290222 53.210952,-1.289536 53.210801,-1.289296 53.210792,-1.289313 53.210079,-1.288960 53.210029,-1.289043 53.209800,-1.288730 53.209777,-1.288857 53.209364,-1.289265 53.209413,-1.289192 53.209254,-1.289192 53.209016,-1.289371 53.208489,-1.290546 53.208577,-1.290622 53.208316,-1.290052 53.208269,-1.290125 53.208165,-1.290195 53.207954,-1.290092 53.207940,-1.290197 53.207512)))",5550.14,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.241977 53.220106,-1.241238 53.219932,-1.240107 53.219787,-1.239273 53.219603,-1.238182 53.219306,-1.237610 53.219100,-1.236788 53.218858,-1.236150 53.218744,-1.235618 53.218712,-1.235132 53.218797,-1.234619 53.218957,-1.234197 53.219115,-1.233740 53.219354,-1.233402 53.219487,-1.232660 53.219622,-1.232111 53.219767,-1.231775 53.219785,-1.231826 53.219940,-1.230170 53.220037,-1.228017 53.219984,-1.225980 53.220295,-1.225776 53.220583,-1.225466 53.220804,-1.225238 53.220844,-1.225066 53.220573,-1.224994 53.220574,-1.224359 53.220934,-1.223507 53.221284,-1.222839 53.221648,-1.222348 53.221812,-1.221862 53.221887,-1.221942 53.221964,-1.221704 53.222041,-1.221923 53.222259,-1.221576 53.222385,-1.221535 53.222406,-1.221584 53.222442,-1.221020 53.222720,-1.220710 53.222480,-1.220608 53.222582,-1.220055 53.222389,-1.219597 53.222269,-1.220042 53.221817,-1.219715 53.221542,-1.220384 53.221208,-1.221199 53.220637,-1.221500 53.220378,-1.221693 53.220107,-1.221787 53.219840,-1.221525 53.219873,-1.221529 53.219760,-1.221325 53.219752,-1.221258 53.219631,-1.221369 53.219577,-1.221628 53.219533,-1.221745 53.219465,-1.221569 53.218556,-1.222069 53.218516,-1.222804 53.218374,-1.223110 53.218190,-1.223428 53.218059,-1.223813 53.217994,-1.224695 53.217920,-1.224553 53.217548,-1.225567 53.217525,-1.225574 53.217557,-1.227500 53.217429,-1.227495 53.217351,-1.228032 53.217281,-1.228016 53.217220,-1.228393 53.217184,-1.229067 53.217193,-1.230173 53.217406,-1.230655 53.217250,-1.231340 53.216960,-1.232668 53.216648,-1.232833 53.216571,-1.232991 53.216601,-1.233426 53.216829,-1.233382 53.216919,-1.233432 53.217033,-1.233698 53.216951,-1.233911 53.217048,-1.234668 53.217128,-1.235088 53.216996,-1.235679 53.216665,-1.237423 53.217470,-1.237582 53.217721,-1.237610 53.217834,-1.237495 53.218181,-1.237727 53.218337,-1.239375 53.219144,-1.239892 53.219362,-1.240484 53.219469,-1.240976 53.219505,-1.241405 53.219630,-1.242093 53.220036,-1.241977 53.220106)))",5550.17,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.212463 53.227892,-1.211962 53.228015,-1.211765 53.227746,-1.211524 53.227813,-1.211359 53.227567,-1.211072 53.227643,-1.210987 53.227502,-1.211187 53.226964,-1.210971 53.226871,-1.210831 53.226876,-1.210900 53.226704,-1.211015 53.226741,-1.211438 53.226603,-1.211605 53.226595,-1.211776 53.226838,-1.212971 53.226683,-1.213957 53.227239,-1.213796 53.227411,-1.213584 53.227330,-1.213292 53.227273,-1.212454 53.227180,-1.212340 53.227204,-1.212299 53.227224,-1.212368 53.227356,-1.212274 53.227373,-1.212424 53.227687,-1.212569 53.227867,-1.212463 53.227892)))",5550.26,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.233719 53.238186,-1.233719 53.238186,-1.233719 53.238182,-1.233719 53.238186)),((-1.224415 53.235459,-1.224716 53.235387,-1.225006 53.235263,-1.225219 53.235117,-1.225145 53.235055,-1.225258 53.234988,-1.225704 53.234927,-1.225917 53.235019,-1.226321 53.235271,-1.227194 53.235895,-1.227768 53.236378,-1.228379 53.236813,-1.228489 53.236974,-1.228576 53.237017,-1.228868 53.237068,-1.229228 53.237352,-1.229712 53.237170,-1.230214 53.237509,-1.229906 53.237727,-1.230369 53.238083,-1.230434 53.238096,-1.230691 53.237999,-1.231610 53.238518,-1.231119 53.238682,-1.232145 53.239232,-1.232171 53.239294,-1.232376 53.239188,-1.232556 53.239253,-1.232939 53.239534,-1.233033 53.239370,-1.233170 53.238945,-1.233173 53.238677,-1.233298 53.238671,-1.233265 53.238382,-1.233752 53.238350,-1.233719 53.238186,-1.233759 53.238142,-1.233694 53.237966,-1.234160 53.237918,-1.234212 53.238078,-1.234759 53.238016,-1.234831 53.238085,-1.234640 53.238247,-1.234383 53.238721,-1.234108 53.239451,-1.234120 53.239555,-1.234039 53.239612,-1.234017 53.239665,-1.234074 53.239733,-1.234299 53.239770,-1.233794 53.240227,-1.233495 53.240072,-1.233032 53.240209,-1.232365 53.240148,-1.231688 53.239895,-1.231648 53.239934,-1.231510 53.239910,-1.231305 53.240096,-1.231146 53.240132,-1.230895 53.239984,-1.230845 53.239905,-1.229700 53.240383,-1.229013 53.239751,-1.228860 53.239712,-1.228540 53.239795,-1.228471 53.239731,-1.228667 53.239633,-1.228677 53.239594,-1.228636 53.239551,-1.228120 53.239228,-1.227768 53.239049,-1.227440 53.238815,-1.227401 53.238818,-1.227338 53.238721,-1.227082 53.238536,-1.226553 53.237810,-1.226303 53.237607,-1.226306 53.237542,-1.226173 53.237262,-1.226195 53.237118,-1.226153 53.236901,-1.226026 53.236694,-1.225727 53.236497,-1.225232 53.236284,-1.224995 53.236147,-1.224292 53.235494,-1.224415 53.235459)))",5550.12,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.297782 53.232594,-1.296804 53.232428,-1.296303 53.232290,-1.296002 53.232140,-1.295172 53.231618,-1.295122 53.231608,-1.294966 53.231703,-1.295241 53.232085,-1.295454 53.232265,-1.296063 53.232514,-1.295891 53.232713,-1.295878 53.232797,-1.295920 53.232948,-1.296206 53.233364,-1.296710 53.233684,-1.296876 53.233980,-1.296898 53.234173,-1.296676 53.234200,-1.296509 53.234327,-1.295641 53.234122,-1.295665 53.234073,-1.295528 53.234039,-1.295536 53.233888,-1.295481 53.233731,-1.295095 53.233931,-1.294522 53.233781,-1.294662 53.233708,-1.294251 53.233388,-1.294223 53.233425,-1.294128 53.233400,-1.294319 53.233115,-1.293519 53.232929,-1.293536 53.232902,-1.292194 53.232551,-1.292364 53.232479,-1.291855 53.232317,-1.291330 53.232596,-1.290544 53.233092,-1.290482 53.233232,-1.290126 53.231405,-1.290000 53.231205,-1.289703 53.230951,-1.289595 53.230774,-1.289197 53.229803,-1.289171 53.229775,-1.288586 53.229711,-1.288668 53.229263,-1.288625 53.229128,-1.288636 53.229068,-1.288800 53.228862,-1.288949 53.228775,-1.288678 53.228596,-1.288889 53.228478,-1.289020 53.228330,-1.288320 53.227536,-1.288244 53.227382,-1.288039 53.226718,-1.288045 53.226251,-1.288093 53.225994,-1.288188 53.225762,-1.288441 53.225309,-1.288597 53.225451,-1.288621 53.225560,-1.288391 53.226151,-1.288312 53.226468,-1.288346 53.226806,-1.288457 53.227253,-1.288747 53.227718,-1.289014 53.228015,-1.289785 53.228310,-1.290111 53.227947,-1.290505 53.227241,-1.290812 53.227171,-1.291432 53.227465,-1.291914 53.227113,-1.291440 53.226890,-1.291311 53.226870,-1.291138 53.226584,-1.290998 53.226422,-1.289776 53.225316,-1.289531 53.225166,-1.289062 53.225013,-1.289238 53.224914,-1.288798 53.224862,-1.288848 53.224771,-1.288934 53.224721,-1.289201 53.224727,-1.289292 53.224796,-1.289309 53.224854,-1.290076 53.225104,-1.290987 53.225592,-1.290844 53.225707,-1.290955 53.225787,-1.291183 53.225869,-1.290963 53.226068,-1.291403 53.226230,-1.291456 53.226170,-1.291555 53.226203,-1.291534 53.226251,-1.291803 53.226428,-1.292535 53.226814,-1.292640 53.226727,-1.292876 53.226817,-1.292599 53.227084,-1.293095 53.227376,-1.293225 53.227259,-1.293505 53.227397,-1.293542 53.227365,-1.294310 53.227612,-1.294581 53.227889,-1.294853 53.228295,-1.295309 53.228541,-1.295607 53.228819,-1.295262 53.229052,-1.295878 53.229322,-1.296021 53.229324,-1.296107 53.229247,-1.296277 53.229337,-1.296389 53.229284,-1.296882 53.229626,-1.298461 53.228752,-1.299385 53.228282,-1.299328 53.228168,-1.299847 53.228124,-1.299669 53.227523,-1.301244 53.227356,-1.301689 53.227218,-1.301655 53.226828,-1.301409 53.226837,-1.301441 53.226800,-1.301812 53.226409,-1.302414 53.226375,-1.302368 53.226073,-1.302987 53.226042,-1.302935 53.225798,-1.303751 53.225698,-1.305810 53.226021,-1.305822 53.225933,-1.305905 53.225940,-1.307163 53.226138,-1.307917 53.226276,-1.309220 53.226616,-1.309524 53.226600,-1.309675 53.226497,-1.309702 53.226701,-1.309343 53.227493,-1.309023 53.228478,-1.308985 53.228475,-1.308884 53.228741,-1.308855 53.228739,-1.308671 53.229370,-1.308542 53.230335,-1.308529 53.230895,-1.308588 53.231570,-1.306523 53.231405,-1.306567 53.232538,-1.306331 53.232549,-1.305316 53.232729,-1.301047 53.232698,-1.298390 53.232797,-1.298356 53.232677,-1.297782 53.232594)))",5550.2,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.284217 53.178718,-1.284270 53.178684,-1.284183 53.178639,-1.284218 53.178630,-1.284239 53.178498,-1.284336 53.178292,-1.284914 53.178362,-1.284953 53.178303,-1.284991 53.178312,-1.285011 53.178273,-1.285097 53.178288,-1.285179 53.178221,-1.285416 53.178342,-1.286195 53.177864,-1.286360 53.177482,-1.287315 53.177643,-1.287325 53.177741,-1.288489 53.177649,-1.289347 53.177722,-1.292493 53.178514,-1.295051 53.177452,-1.294674 53.177294,-1.293519 53.176684,-1.293283 53.176547,-1.292782 53.176172,-1.291250 53.174627,-1.290469 53.173905,-1.289460 53.172894,-1.289448 53.172845,-1.288303 53.171803,-1.287878 53.171348,-1.287686 53.171103,-1.287659 53.170991,-1.287670 53.170720,-1.287731 53.170516,-1.288043 53.170643,-1.288757 53.171410,-1.288872 53.171449,-1.289302 53.171369,-1.289435 53.171386,-1.289645 53.171361,-1.290096 53.171406,-1.290841 53.171393,-1.291550 53.171314,-1.291857 53.171234,-1.294588 53.171242,-1.295327 53.171164,-1.295986 53.171197,-1.296132 53.171155,-1.296312 53.171018,-1.296386 53.171009,-1.296594 53.170893,-1.297076 53.169763,-1.297573 53.168824,-1.298264 53.168372,-1.298971 53.167806,-1.300278 53.168081,-1.300391 53.167583,-1.300424 53.167581,-1.300661 53.166669,-1.300861 53.165796,-1.300600 53.165315,-1.300823 53.164834,-1.300918 53.164517,-1.300916 53.164349,-1.300777 53.164173,-1.302099 53.163808,-1.302416 53.163786,-1.302712 53.163907,-1.302912 53.164047,-1.303333 53.164522,-1.304045 53.165210,-1.304534 53.165472,-1.305361 53.165038,-1.305892 53.164623,-1.306176 53.164456,-1.307093 53.164096,-1.307573 53.163851,-1.308098 53.163375,-1.308226 53.163375,-1.308375 53.163421,-1.308549 53.163332,-1.308860 53.163343,-1.308893 53.163319,-1.308881 53.163243,-1.308941 53.163195,-1.309261 53.163157,-1.309425 53.163175,-1.309524 53.163265,-1.309726 53.163247,-1.309983 53.163364,-1.310297 53.163346,-1.310522 53.163409,-1.310946 53.163366,-1.311102 53.163412,-1.311240 53.163399,-1.311414 53.163459,-1.311529 53.163454,-1.311691 53.163377,-1.311849 53.163374,-1.311914 53.163452,-1.312110 53.163451,-1.312297 53.163501,-1.312612 53.163447,-1.312677 53.163617,-1.312727 53.163647,-1.312979 53.163607,-1.313109 53.163831,-1.313057 53.163865,-1.313094 53.163905,-1.313335 53.163920,-1.313640 53.163876,-1.313766 53.164067,-1.313524 53.164122,-1.313640 53.164184,-1.313856 53.164214,-1.314110 53.164095,-1.314296 53.164221,-1.314328 53.164292,-1.314015 53.164383,-1.313999 53.164450,-1.314181 53.164517,-1.314417 53.164685,-1.314794 53.164536,-1.314950 53.164571,-1.315067 53.164656,-1.315246 53.164667,-1.315247 53.164876,-1.315323 53.165039,-1.315401 53.165170,-1.315539 53.165264,-1.315732 53.165285,-1.316003 53.165221,-1.316121 53.165224,-1.316409 53.165319,-1.317081 53.165385,-1.317799 53.165717,-1.318211 53.165808,-1.318232 53.165907,-1.318703 53.165976,-1.318879 53.166036,-1.319897 53.166579,-1.320618 53.166916,-1.321061 53.167182,-1.321464 53.167639,-1.322955 53.168867,-1.322960 53.168913,-1.323287 53.169244,-1.323449 53.169724,-1.323435 53.169832,-1.323544 53.170124,-1.323565 53.170317,-1.323967 53.171202,-1.324079 53.171804,-1.324142 53.172324,-1.324168 53.172984,-1.324234 53.173463,-1.324189 53.174044,-1.324018 53.175375,-1.323820 53.176457,-1.323534 53.177583,-1.323389 53.177799,-1.322976 53.178863,-1.322765 53.179693,-1.322592 53.180833,-1.322520 53.181779,-1.322290 53.182963,-1.322294 53.183190,-1.322553 53.184149,-1.322535 53.184442,-1.322337 53.185338,-1.322152 53.185725,-1.321860 53.185605,-1.320955 53.185455,-1.320635 53.185452,-1.319403 53.185661,-1.318541 53.185906,-1.314877 53.186346,-1.314681 53.186645,-1.314331 53.187394,-1.313914 53.187812,-1.313533 53.188083,-1.312803 53.188061,-1.312280 53.187978,-1.311631 53.187736,-1.311230 53.187464,-1.310578 53.187286,-1.310315 53.187172,-1.309168 53.186970,-1.308641 53.186941,-1.308496 53.187518,-1.308225 53.188164,-1.308150 53.188414,-1.307888 53.188858,-1.307831 53.189072,-1.302961 53.188801,-1.303422 53.187612,-1.303665 53.187101,-1.303738 53.186774,-1.298086 53.186159,-1.297991 53.186303,-1.297964 53.186408,-1.297769 53.186353,-1.297703 53.186277,-1.297712 53.186251,-1.298081 53.185688,-1.298079 53.185577,-1.297928 53.185406,-1.297743 53.185260,-1.297419 53.185064,-1.297143 53.184984,-1.296559 53.184571,-1.296395 53.184428,-1.296108 53.184073,-1.296016 53.183902,-1.295907 53.183324,-1.295920 53.182379,-1.292494 53.182315,-1.290076 53.182866,-1.289933 53.182934,-1.289542 53.183033,-1.289404 53.183160,-1.288186 53.183228,-1.286203 53.183234,-1.286111 53.184666,-1.283850 53.184351,-1.283368 53.184368,-1.283326 53.184294,-1.283280 53.183911,-1.283132 53.183469,-1.283071 53.183003,-1.283106 53.183001,-1.283181 53.182766,-1.283422 53.182329,-1.283073 53.182295,-1.283174 53.181853,-1.283390 53.181843,-1.283475 53.181791,-1.283511 53.181629,-1.283512 53.181405,-1.282697 53.181355,-1.282723 53.181137,-1.282767 53.181116,-1.282740 53.181032,-1.282890 53.180640,-1.283350 53.180727,-1.283472 53.180548,-1.283437 53.180523,-1.284317 53.179504,-1.284160 53.179445,-1.284332 53.179106,-1.283960 53.178998,-1.284003 53.178913,-1.284217 53.178718)))",5550.3,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
bolsover_district_council_bdc_conservation_areas,,,2020-09-06,"MULTIPOLYGON (((-1.342504 53.170370,-1.343094 53.170228,-1.343584 53.170699,-1.343872 53.170594,-1.344191 53.170735,-1.344576 53.171096,-1.344641 53.171079,-1.345167 53.171892,-1.345512 53.172600,-1.352227 53.172884,-1.352296 53.172875,-1.352268 53.172609,-1.353392 53.172629,-1.353431 53.173644,-1.352373 53.173601,-1.352282 53.173076,-1.347905 53.172897,-1.347874 53.172992,-1.352318 53.175585,-1.352545 53.175581,-1.352598 53.176051,-1.347399 53.172990,-1.347173 53.172925,-1.347048 53.173962,-1.345925 53.173804,-1.345831 53.174724,-1.344882 53.174583,-1.344859 53.174524,-1.344696 53.174651,-1.344810 53.175005,-1.344187 53.175016,-1.343862 53.175059,-1.343750 53.174910,-1.343541 53.174934,-1.343118 53.173809,-1.342838 53.173395,-1.341918 53.173621,-1.341652 53.173238,-1.340508 53.173585,-1.339984 53.173822,-1.339948 53.173760,-1.340512 53.173534,-1.340939 53.173389,-1.341871 53.173142,-1.341535 53.172635,-1.341514 53.172521,-1.341377 53.172252,-1.341307 53.172269,-1.341103 53.172528,-1.340957 53.172537,-1.340511 53.172231,-1.340328 53.172068,-1.340334 53.171835,-1.340632 53.171692,-1.340970 53.171364,-1.341098 53.171466,-1.341703 53.171297,-1.341894 53.171309,-1.341887 53.171231,-1.341977 53.170991,-1.342302 53.170427,-1.342360 53.170347,-1.342504 53.170370)))",5550.22,local-authority-eng:BOS,bolsover_district_council_bdc_conservation_areas,,conservation-area/local-authority-eng/BOS/bolsover-district-council-bdc-conservation-areas
