geography,name,reference,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
conservation-area:1,1,Porter Brook,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.480909 53.372659,-1.481110 53.373108,-1.483553 53.372717,-1.483793 53.372553,-1.483560 53.372089,-1.484150 53.371948,-1.484414 53.371769,-1.484788 53.371621,-1.484877 53.371483,-1.484848 53.371381,-1.484768 53.371276,-1.484812 53.371151,-1.484991 53.370967,-1.485222 53.370857,-1.485767 53.371729,-1.488315 53.370835,-1.487849 53.370368,-1.487766 53.370397,-1.487444 53.370076,-1.488136 53.369835,-1.488179 53.369785,-1.488343 53.369784,-1.488344 53.369716,-1.488946 53.369441,-1.489261 53.369394,-1.489973 53.369379,-1.490236 53.369265,-1.490414 53.369241,-1.490518 53.369380,-1.490534 53.369287,-1.490597 53.369193,-1.490915 53.368926,-1.490973 53.368986,-1.491586 53.368763,-1.491741 53.368919,-1.492337 53.368759,-1.492442 53.368824,-1.492714 53.369132,-1.493235 53.368902,-1.494060 53.368677,-1.493921 53.368469,-1.493752 53.368370,-1.493825 53.367767,-1.493798 53.367688,-1.493013 53.367720,-1.492198 53.368117,-1.492086 53.368211,-1.492009 53.367597,-1.491010 53.367453,-1.490688 53.368435,-1.490895 53.368467,-1.491080 53.368650,-1.490708 53.368885,-1.490484 53.368775,-1.489676 53.368076,-1.490222 53.367863,-1.490415 53.367415,-1.489479 53.367293,-1.488954 53.367302,-1.488905 53.367363,-1.490023 53.368413,-1.490041 53.368577,-1.490016 53.368661,-1.489788 53.368803,-1.489635 53.368821,-1.489765 53.368930,-1.490284 53.368984,-1.490447 53.369075,-1.490402 53.369097,-1.490476 53.369146,-1.490303 53.369239,-1.490235 53.369195,-1.489952 53.369329,-1.489028 53.369343,-1.488874 53.369376,-1.488165 53.369715,-1.488086 53.369819,-1.486524 53.370355,-1.486176 53.370404,-1.485471 53.370419,-1.484938 53.370481,-1.485137 53.370769,-1.484964 53.370817,-1.484700 53.370973,-1.484696 53.371041,-1.484556 53.371277,-1.484605 53.371470,-1.484551 53.371564,-1.483743 53.371926,-1.481985 53.372380,-1.481487 53.372116,-1.480751 53.372230,-1.480909 53.372659)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/1
conservation-area:2,2,Endcliffe,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.507755 53.375949,-1.508083 53.376153,-1.508751 53.375812,-1.509188 53.375935,-1.509538 53.375968,-1.510123 53.375580,-1.510408 53.375303,-1.511866 53.374990,-1.511880 53.374710,-1.513766 53.374386,-1.514871 53.374286,-1.514723 53.373913,-1.514580 53.372971,-1.514661 53.372664,-1.515255 53.372067,-1.515324 53.371523,-1.515261 53.371170,-1.515789 53.369423,-1.514255 53.369083,-1.512264 53.368845,-1.512023 53.368857,-1.511758 53.368919,-1.511314 53.368752,-1.511138 53.368730,-1.511002 53.368783,-1.509990 53.369501,-1.509428 53.369951,-1.508327 53.371023,-1.507348 53.370915,-1.506130 53.370918,-1.502711 53.371322,-1.503048 53.371848,-1.503525 53.371811,-1.504263 53.372665,-1.504562 53.372828,-1.504981 53.373301,-1.504961 53.373351,-1.504887 53.373377,-1.504914 53.373413,-1.504113 53.373575,-1.504340 53.374139,-1.504903 53.374060,-1.506338 53.375772,-1.507079 53.375533,-1.507755 53.375949)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/2
conservation-area:3,3,Birkendale,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.492793 53.391086,-1.493085 53.390827,-1.493056 53.390804,-1.493429 53.390556,-1.493724 53.390664,-1.494031 53.390460,-1.494254 53.390209,-1.494385 53.390150,-1.495657 53.390138,-1.495634 53.390000,-1.495747 53.389969,-1.495765 53.389990,-1.495827 53.389961,-1.495813 53.389928,-1.495986 53.389885,-1.496570 53.389838,-1.497027 53.389691,-1.497109 53.389786,-1.497261 53.389734,-1.497192 53.389646,-1.497336 53.389592,-1.497271 53.389528,-1.496880 53.389343,-1.497028 53.389260,-1.497132 53.389252,-1.497139 53.389119,-1.497199 53.389000,-1.497702 53.388548,-1.497861 53.388230,-1.497889 53.387810,-1.497775 53.387832,-1.497300 53.388045,-1.497130 53.387839,-1.496837 53.387899,-1.496853 53.387919,-1.496428 53.388055,-1.496355 53.388077,-1.496330 53.388047,-1.496089 53.388123,-1.496104 53.388141,-1.495112 53.388430,-1.495030 53.388486,-1.494538 53.388326,-1.494164 53.388415,-1.493939 53.388482,-1.494360 53.388617,-1.492803 53.388999,-1.492993 53.389283,-1.492030 53.389501,-1.490731 53.389847,-1.491567 53.390192,-1.491199 53.390490,-1.492183 53.390961,-1.492158 53.390951,-1.491821 53.391170,-1.491962 53.391220,-1.492800 53.391168,-1.492793 53.391086)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/3
conservation-area:4,4,Hanover,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.482270 53.375803,-1.482985 53.376346,-1.483680 53.376090,-1.483750 53.375996,-1.484071 53.375874,-1.483790 53.375611,-1.483519 53.375726,-1.483443 53.375724,-1.483116 53.375411,-1.483009 53.375433,-1.482451 53.374904,-1.481569 53.375321,-1.482270 53.375803)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/4
conservation-area:5,5,Wadsley,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.520317 53.411509,-1.520256 53.411511,-1.520267 53.411618,-1.520693 53.411581,-1.520712 53.411510,-1.521199 53.411551,-1.521252 53.411390,-1.522167 53.411427,-1.522201 53.411201,-1.522169 53.410918,-1.522211 53.410859,-1.522175 53.410796,-1.522107 53.410793,-1.522250 53.410464,-1.522416 53.410483,-1.522627 53.410221,-1.522872 53.410275,-1.523037 53.410038,-1.523175 53.410069,-1.523470 53.409798,-1.523362 53.409689,-1.523449 53.409656,-1.524374 53.409737,-1.524430 53.409643,-1.522904 53.408740,-1.522879 53.408851,-1.521789 53.408853,-1.521794 53.409036,-1.521763 53.409065,-1.521835 53.409228,-1.521892 53.409281,-1.522463 53.409235,-1.523133 53.409376,-1.523025 53.409625,-1.522898 53.409785,-1.522693 53.409955,-1.522641 53.409933,-1.522472 53.409976,-1.522117 53.409888,-1.522096 53.409969,-1.521491 53.409911,-1.521427 53.409513,-1.521326 53.409531,-1.521291 53.409434,-1.521154 53.409342,-1.521103 53.409262,-1.520916 53.409309,-1.520863 53.409393,-1.520857 53.409499,-1.520780 53.409696,-1.520702 53.409821,-1.520831 53.410436,-1.520801 53.410735,-1.520601 53.410764,-1.520581 53.410826,-1.520300 53.411152,-1.520317 53.411509)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/5
conservation-area:6,6,Beauchief Hall,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.502352 53.329627,-1.504443 53.331228,-1.504507 53.331288,-1.504345 53.331516,-1.504868 53.331868,-1.505199 53.331834,-1.506344 53.331854,-1.506740 53.331828,-1.507581 53.331642,-1.508659 53.331243,-1.509710 53.330740,-1.510077 53.330686,-1.510395 53.330328,-1.511876 53.329392,-1.512191 53.328656,-1.512184 53.328571,-1.512099 53.328512,-1.512480 53.327341,-1.512524 53.327339,-1.512657 53.327095,-1.512758 53.326779,-1.509291 53.326816,-1.508836 53.326716,-1.505658 53.328335,-1.505568 53.328428,-1.505448 53.328460,-1.505268 53.328164,-1.505043 53.328510,-1.504680 53.328769,-1.503382 53.329182,-1.502352 53.329627)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/6
conservation-area:7,7,Ecclesfield,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.467525 53.445121,-1.467918 53.445196,-1.468035 53.445256,-1.468039 53.445286,-1.468824 53.445658,-1.469087 53.445662,-1.469225 53.445558,-1.469344 53.445532,-1.469387 53.445491,-1.469396 53.445365,-1.470781 53.444742,-1.470507 53.444255,-1.470845 53.444181,-1.470818 53.444143,-1.470998 53.444091,-1.471593 53.443949,-1.471266 53.443345,-1.471787 53.443117,-1.471137 53.442568,-1.471750 53.442244,-1.471761 53.442215,-1.471710 53.442176,-1.472133 53.442019,-1.472879 53.441814,-1.472780 53.441674,-1.473206 53.441559,-1.473072 53.441402,-1.473614 53.441331,-1.473411 53.441026,-1.473113 53.441033,-1.472750 53.441090,-1.472470 53.440733,-1.472103 53.440452,-1.471416 53.440823,-1.471407 53.440544,-1.470563 53.440861,-1.469060 53.441288,-1.468528 53.441538,-1.468034 53.441238,-1.467147 53.440596,-1.466619 53.440140,-1.466796 53.440048,-1.466521 53.439850,-1.466433 53.439877,-1.465999 53.439619,-1.466011 53.439582,-1.465821 53.439494,-1.465690 53.439670,-1.465648 53.439662,-1.465311 53.439850,-1.465435 53.439917,-1.464921 53.440130,-1.465525 53.440594,-1.465633 53.440546,-1.465912 53.440762,-1.466285 53.440946,-1.466657 53.441198,-1.466988 53.441472,-1.467325 53.441660,-1.467043 53.441860,-1.467455 53.442035,-1.468346 53.442337,-1.468359 53.442369,-1.468344 53.442460,-1.468283 53.442538,-1.467980 53.442725,-1.467856 53.442853,-1.467794 53.442974,-1.467838 53.443019,-1.467828 53.443357,-1.467392 53.443945,-1.468308 53.444249,-1.467425 53.445098,-1.467525 53.445121)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/7
conservation-area:8,8,Norfolk Road,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.451126 53.376199,-1.451273 53.376267,-1.452583 53.376020,-1.452784 53.376429,-1.453038 53.376370,-1.453115 53.376408,-1.453518 53.376918,-1.453734 53.376822,-1.453839 53.376905,-1.453709 53.376977,-1.453770 53.377019,-1.453889 53.376965,-1.454702 53.377616,-1.454598 53.377664,-1.454736 53.377769,-1.455910 53.378377,-1.455812 53.378444,-1.456006 53.378523,-1.456288 53.378422,-1.456693 53.378810,-1.459043 53.377941,-1.459216 53.377870,-1.459333 53.377779,-1.459519 53.377588,-1.459082 53.377434,-1.458696 53.377232,-1.458791 53.377167,-1.458494 53.377009,-1.458635 53.376916,-1.458161 53.376650,-1.458748 53.376247,-1.459420 53.376178,-1.459453 53.376009,-1.459602 53.375952,-1.459618 53.375770,-1.459856 53.375744,-1.459766 53.375323,-1.459492 53.375358,-1.459387 53.375279,-1.459109 53.375188,-1.455911 53.374402,-1.455911 53.374357,-1.454520 53.374280,-1.453798 53.374106,-1.453922 53.373814,-1.450225 53.373649,-1.450080 53.373913,-1.450237 53.374032,-1.450231 53.374179,-1.450646 53.374199,-1.450621 53.374358,-1.450702 53.374363,-1.450877 53.374586,-1.451031 53.374683,-1.451014 53.374843,-1.451159 53.375031,-1.451141 53.375158,-1.450188 53.375118,-1.449865 53.375374,-1.451317 53.376016,-1.451126 53.376199)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/8
conservation-area:9,9,Cultural Industries Quarter,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.470080 53.377111,-1.471589 53.375693,-1.473050 53.374385,-1.473151 53.374262,-1.473248 53.374055,-1.473267 53.373851,-1.473110 53.373576,-1.472906 53.373335,-1.472516 53.373124,-1.472344 53.373069,-1.472096 53.373045,-1.471542 53.373112,-1.465656 53.374157,-1.465230 53.374683,-1.464849 53.375234,-1.463742 53.375614,-1.463540 53.375623,-1.462942 53.375823,-1.463013 53.376657,-1.464686 53.376594,-1.465039 53.376956,-1.464831 53.377597,-1.464894 53.378077,-1.464750 53.378237,-1.466200 53.378857,-1.466508 53.378615,-1.466816 53.378748,-1.466989 53.378916,-1.467773 53.378655,-1.468829 53.378194,-1.469965 53.377181,-1.470080 53.377111)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/9
conservation-area:10,10,Broomhill,local-authority-eng:SHF,,"MULTIPOLYGON (((-1.497270 53.380693,-1.496500 53.381887,-1.496916 53.382032,-1.497964 53.381433,-1.498521 53.381060,-1.499002 53.380814,-1.500150 53.380644,-1.500529 53.380629,-1.500642 53.380509,-1.500190 53.380353,-1.499725 53.380306,-1.500305 53.379778,-1.500349 53.379796,-1.500776 53.379516,-1.501072 53.379651,-1.501612 53.379793,-1.502008 53.380527,-1.502238 53.380721,-1.502595 53.380754,-1.505587 53.380777,-1.505718 53.380106,-1.505800 53.379948,-1.506906 53.379937,-1.507140 53.379427,-1.507058 53.379368,-1.507396 53.379189,-1.507450 53.379226,-1.507514 53.379013,-1.507711 53.378964,-1.508038 53.378941,-1.507934 53.378515,-1.508688 53.378522,-1.509009 53.378272,-1.509039 53.378291,-1.509456 53.378077,-1.509349 53.377997,-1.509538 53.377868,-1.509842 53.378084,-1.509784 53.378111,-1.509848 53.378159,-1.510648 53.377861,-1.510257 53.377474,-1.510794 53.377390,-1.510840 53.377444,-1.511398 53.377317,-1.511375 53.377263,-1.511582 53.377267,-1.511590 53.377208,-1.511706 53.377091,-1.511598 53.377001,-1.511606 53.376950,-1.511730 53.376895,-1.511956 53.376900,-1.512322 53.376854,-1.512442 53.376803,-1.512420 53.376598,-1.513065 53.376556,-1.513352 53.376570,-1.513519 53.376603,-1.514075 53.376803,-1.514218 53.375882,-1.514154 53.375774,-1.513979 53.375607,-1.513737 53.375475,-1.511742 53.375017,-1.510408 53.375303,-1.510123 53.375580,-1.509535 53.375970,-1.509138 53.375963,-1.508145 53.376288,-1.507030 53.375613,-1.506382 53.375823,-1.504903 53.374060,-1.504340 53.374139,-1.504113 53.373575,-1.504914 53.373413,-1.504887 53.373377,-1.504961 53.373351,-1.504981 53.373301,-1.504562 53.372828,-1.504263 53.372665,-1.503525 53.371811,-1.502950 53.371861,-1.502687 53.371436,-1.502608 53.371398,-1.500871 53.371616,-1.500574 53.371824,-1.500570 53.372149,-1.500452 53.372277,-1.497393 53.373865,-1.496048 53.374874,-1.495895 53.375036,-1.492916 53.376638,-1.492349 53.377017,-1.492128 53.377317,-1.492135 53.377372,-1.492198 53.377422,-1.492360 53.377431,-1.493589 53.377122,-1.494181 53.377610,-1.494981 53.377926,-1.494476 53.378417,-1.494796 53.378509,-1.495037 53.378533,-1.495671 53.378672,-1.495843 53.378633,-1.495941 53.378664,-1.495479 53.379098,-1.494977 53.379678,-1.496065 53.380026,-1.496818 53.379699,-1.497709 53.380031,-1.497270 53.380693)))",2021-02-05,,,/conservation-area/local-authority-eng/SHF/10
