conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
38,,,2020-09-04,"MULTIPOLYGON (((-0.115372 51.474510,-0.114898 51.474473,-0.114861 51.474651,-0.114790 51.474647,-0.114763 51.474808,-0.114865 51.474816,-0.114788 51.475189,-0.115223 51.475228,-0.115372 51.474510)))",Hackford Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/38
39,,,2020-09-04,"MULTIPOLYGON (((-0.110873 51.494718,-0.110873 51.494633,-0.111283 51.494628,-0.112481 51.494024,-0.112407 51.493987,-0.112522 51.493899,-0.112208 51.493748,-0.112095 51.493831,-0.111381 51.493458,-0.111628 51.493263,-0.111633 51.492962,-0.111755 51.492867,-0.111589 51.492780,-0.111892 51.492565,-0.111543 51.492408,-0.111000 51.492339,-0.111039 51.491818,-0.110038 51.491438,-0.109723 51.491631,-0.109380 51.491746,-0.109119 51.491904,-0.110277 51.492483,-0.110016 51.492689,-0.110043 51.492705,-0.109777 51.492879,-0.108895 51.492365,-0.108382 51.492697,-0.108655 51.492843,-0.107157 51.493745,-0.106896 51.493582,-0.106692 51.493743,-0.106245 51.493624,-0.106304 51.493464,-0.105946 51.493341,-0.105664 51.493685,-0.106734 51.494006,-0.110972 51.495502,-0.110919 51.495261,-0.110873 51.494718)))",Walcot,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/39
40,,,2020-09-04,"MULTIPOLYGON (((-0.111173 51.495873,-0.111392 51.495826,-0.111797 51.495644,-0.111890 51.495634,-0.112136 51.495893,-0.112178 51.495878,-0.112210 51.495908,-0.112336 51.495864,-0.112635 51.496203,-0.113371 51.496028,-0.112948 51.495403,-0.113259 51.495206,-0.114109 51.494770,-0.115055 51.494164,-0.114700 51.493981,-0.114404 51.494198,-0.114328 51.494160,-0.113697 51.494622,-0.113204 51.494380,-0.114161 51.493708,-0.113757 51.493504,-0.113470 51.493725,-0.113219 51.493598,-0.113502 51.493376,-0.113135 51.493191,-0.112838 51.493407,-0.113045 51.493511,-0.112407 51.493987,-0.112481 51.494024,-0.111283 51.494628,-0.110873 51.494633,-0.110950 51.495426,-0.111173 51.495873)))",Lambeth Walk & China Walk,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/40
41,,,2020-09-04,"MULTIPOLYGON (((-0.108299 51.485744,-0.108487 51.485847,-0.109518 51.484850,-0.109974 51.484474,-0.112374 51.481966,-0.112776 51.482280,-0.113060 51.482092,-0.112785 51.481881,-0.112956 51.481669,-0.113013 51.481717,-0.113046 51.481820,-0.113361 51.482096,-0.113419 51.482102,-0.113690 51.482408,-0.113830 51.482485,-0.114376 51.482437,-0.114801 51.482325,-0.114875 51.482241,-0.114325 51.481881,-0.114280 51.481906,-0.114002 51.481759,-0.114157 51.481676,-0.114188 51.481599,-0.113876 51.481357,-0.114139 51.481135,-0.114847 51.481495,-0.114887 51.481517,-0.114855 51.481540,-0.115003 51.481618,-0.115211 51.481463,-0.115595 51.481665,-0.115560 51.481691,-0.115712 51.481769,-0.115691 51.481786,-0.116355 51.482122,-0.116282 51.482195,-0.116416 51.482261,-0.116232 51.482323,-0.116155 51.482422,-0.116658 51.482533,-0.116911 51.482743,-0.116993 51.482867,-0.117277 51.482802,-0.116840 51.482067,-0.116955 51.482026,-0.117039 51.481912,-0.116681 51.481775,-0.116208 51.481050,-0.116056 51.480771,-0.116226 51.480564,-0.117925 51.481095,-0.117846 51.481175,-0.118821 51.481478,-0.118872 51.481525,-0.119312 51.481704,-0.119727 51.481284,-0.118218 51.480804,-0.119390 51.479698,-0.116851 51.478756,-0.117276 51.478333,-0.116948 51.478207,-0.117093 51.478082,-0.116613 51.477883,-0.116863 51.477628,-0.116458 51.477466,-0.116069 51.477846,-0.116041 51.477834,-0.115655 51.478186,-0.115246 51.478213,-0.115272 51.478324,-0.114548 51.479002,-0.114598 51.479022,-0.114517 51.479104,-0.114416 51.479197,-0.114358 51.479173,-0.114067 51.479443,-0.114022 51.479489,-0.114080 51.479511,-0.113801 51.479766,-0.114073 51.479882,-0.113794 51.480138,-0.113683 51.480117,-0.113189 51.480517,-0.113008 51.480434,-0.112621 51.480797,-0.112550 51.480911,-0.112544 51.481022,-0.111774 51.481006,-0.110883 51.480908,-0.110696 51.481288,-0.110543 51.481224,-0.109919 51.482327,-0.108574 51.482035,-0.108587 51.482078,-0.108467 51.482511,-0.107932 51.482523,-0.107605 51.483111,-0.107575 51.483147,-0.107432 51.483127,-0.107354 51.483353,-0.107372 51.483380,-0.107287 51.483547,-0.106581 51.484564,-0.106591 51.484653,-0.106383 51.484885,-0.107940 51.485533,-0.108299 51.485744)))",St Marks,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/41
1,,,2020-09-04,"MULTIPOLYGON (((-0.121817 51.500853,-0.117522 51.500735,-0.116982 51.500449,-0.116794 51.500415,-0.116529 51.500487,-0.115991 51.500764,-0.115911 51.500850,-0.115906 51.500931,-0.115929 51.501019,-0.116008 51.501101,-0.116914 51.501366,-0.117041 51.501453,-0.117073 51.501530,-0.117045 51.501629,-0.116791 51.501999,-0.116253 51.502635,-0.114948 51.503981,-0.114681 51.504218,-0.114226 51.504469,-0.113849 51.504516,-0.113474 51.504480,-0.113285 51.504534,-0.113194 51.504610,-0.113174 51.504895,-0.113230 51.505007,-0.113377 51.505101,-0.113771 51.505190,-0.113810 51.505262,-0.113834 51.505482,-0.113929 51.505541,-0.114450 51.506155,-0.114107 51.506269,-0.112557 51.506624,-0.108737 51.507756,-0.108915 51.508315,-0.109200 51.509873,-0.111164 51.509795,-0.112344 51.509701,-0.113815 51.509514,-0.115126 51.509281,-0.116140 51.509010,-0.117813 51.508402,-0.118178 51.508196,-0.118831 51.507737,-0.119244 51.507416,-0.119753 51.506954,-0.120690 51.505863,-0.120814 51.505654,-0.121112 51.504893,-0.121209 51.504486,-0.121817 51.500853)),((-0.116848 51.500416,-0.116838 51.500414,-0.116794 51.500415,-0.116848 51.500416)),((-0.116794 51.500415,-0.116794 51.500415,-0.116791 51.500415,-0.116794 51.500415)),((-0.116848 51.500416,-0.116850 51.500416,-0.116848 51.500416,-0.116848 51.500416)))",South Bank,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/1
2,,,2020-09-04,"MULTIPOLYGON (((-0.114566 51.428041,-0.114814 51.428035,-0.114791 51.427378,-0.115276 51.427377,-0.115254 51.426862,-0.114419 51.426754,-0.114182 51.425754,-0.114730 51.425811,-0.114755 51.425559,-0.114628 51.425543,-0.114771 51.425222,-0.115016 51.425251,-0.115055 51.425216,-0.115194 51.425223,-0.115255 51.424918,-0.114092 51.424769,-0.114009 51.425040,-0.113833 51.425022,-0.113794 51.425308,-0.113795 51.425848,-0.113962 51.426474,-0.112915 51.426394,-0.112922 51.426824,-0.114164 51.426898,-0.114393 51.427503,-0.114382 51.427986,-0.113123 51.428002,-0.113138 51.428166,-0.113466 51.428160,-0.113489 51.428405,-0.114541 51.428367,-0.114566 51.428041)))",Leigham Court Road (South),local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/2
3,,,2020-09-04,"MULTIPOLYGON (((-0.113572 51.473728,-0.115046 51.473550,-0.116354 51.473296,-0.116407 51.473416,-0.116534 51.474069,-0.116447 51.474116,-0.116676 51.475091,-0.116689 51.475271,-0.116303 51.477085,-0.117089 51.477393,-0.119222 51.475475,-0.121235 51.473499,-0.120305 51.473135,-0.119934 51.473474,-0.119965 51.473489,-0.119512 51.473895,-0.117576 51.472937,-0.118099 51.472690,-0.117988 51.472603,-0.118397 51.472379,-0.118622 51.472479,-0.119226 51.472190,-0.120573 51.471622,-0.120194 51.471238,-0.121064 51.470884,-0.120211 51.469923,-0.119204 51.470261,-0.119300 51.470359,-0.118668 51.470591,-0.118402 51.470254,-0.117951 51.470394,-0.117885 51.470302,-0.117817 51.470320,-0.116931 51.470276,-0.116856 51.470122,-0.116373 51.470233,-0.116454 51.470534,-0.115976 51.470593,-0.115990 51.470644,-0.115829 51.470638,-0.116055 51.471626,-0.114861 51.471729,-0.114839 51.471635,-0.113291 51.471767,-0.113373 51.472153,-0.113528 51.472142,-0.113594 51.472775,-0.113381 51.472791,-0.113348 51.472936,-0.113439 51.473257,-0.113528 51.473249,-0.113564 51.473365,-0.113547 51.473553,-0.113572 51.473728)))",Stockwell Park,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/3
4,,,2020-09-04,"MULTIPOLYGON (((-0.122179 51.463453,-0.124044 51.463256,-0.125104 51.463232,-0.126352 51.463288,-0.127291 51.463388,-0.128786 51.463475,-0.128785 51.463234,-0.129382 51.463277,-0.129374 51.462778,-0.123797 51.462576,-0.123830 51.462652,-0.123812 51.462860,-0.121726 51.462763,-0.122053 51.463384,-0.122099 51.463436,-0.122179 51.463453)))",Ferndale Road (Jennings Estate),local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/4
5,,,2020-09-04,"MULTIPOLYGON (((-0.101585 51.454270,-0.101767 51.454000,-0.101622 51.453863,-0.101597 51.453786,-0.102107 51.453730,-0.101889 51.453487,-0.101595 51.453038,-0.101346 51.452765,-0.101361 51.452698,-0.101302 51.452636,-0.101142 51.452831,-0.101043 51.453021,-0.101035 51.453167,-0.101149 51.453804,-0.101120 51.453910,-0.100981 51.454060,-0.101585 51.454270)))",Herne Hill,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/5
6,,,2020-09-04,"MULTIPOLYGON (((-0.117508 51.457037,-0.116434 51.458768,-0.117164 51.458936,-0.117330 51.458651,-0.117846 51.458757,-0.118126 51.458284,-0.117799 51.458209,-0.117934 51.457990,-0.117987 51.458003,-0.118011 51.457964,-0.117957 51.457952,-0.118147 51.457634,-0.118201 51.457646,-0.118238 51.457609,-0.118173 51.457593,-0.118329 51.457334,-0.118842 51.457453,-0.118945 51.457289,-0.118678 51.457229,-0.118908 51.456842,-0.118941 51.456850,-0.118984 51.456776,-0.118782 51.456728,-0.119170 51.456077,-0.119708 51.456198,-0.119866 51.455891,-0.119684 51.455852,-0.119789 51.455638,-0.119196 51.455509,-0.119357 51.455247,-0.120135 51.455302,-0.120228 51.454759,-0.120446 51.454771,-0.120457 51.454625,-0.120338 51.454607,-0.120608 51.454210,-0.120716 51.454216,-0.120725 51.454024,-0.120806 51.453771,-0.120909 51.453776,-0.120924 51.453675,-0.120987 51.453583,-0.120476 51.453507,-0.120951 51.452766,-0.121890 51.452993,-0.121829 51.453088,-0.122372 51.453221,-0.122353 51.453321,-0.122685 51.453283,-0.122611 51.453091,-0.122472 51.452959,-0.122515 51.452774,-0.122661 51.452506,-0.123082 51.452615,-0.123190 51.452309,-0.123229 51.452314,-0.123254 51.452228,-0.123304 51.452234,-0.123370 51.451975,-0.122559 51.451881,-0.122576 51.451814,-0.122963 51.451272,-0.122461 51.451145,-0.122629 51.450879,-0.122581 51.450872,-0.122635 51.450761,-0.122953 51.450277,-0.123744 51.450378,-0.123838 51.450117,-0.124299 51.450165,-0.124604 51.450142,-0.124428 51.449501,-0.124036 51.449200,-0.124788 51.448780,-0.123971 51.448493,-0.124122 51.448173,-0.124230 51.447836,-0.124394 51.447858,-0.125165 51.448176,-0.125640 51.447747,-0.124859 51.447446,-0.124879 51.446887,-0.124618 51.446689,-0.124705 51.446625,-0.124443 51.446503,-0.124596 51.446369,-0.124656 51.446397,-0.124899 51.446174,-0.124825 51.446144,-0.124889 51.445696,-0.124773 51.445679,-0.124796 51.445656,-0.124689 51.445607,-0.124695 51.445584,-0.124338 51.445540,-0.124440 51.445157,-0.124151 51.445040,-0.122578 51.444702,-0.122363 51.444629,-0.121955 51.444412,-0.121395 51.444281,-0.121018 51.445043,-0.120953 51.445042,-0.120140 51.445707,-0.120455 51.446150,-0.120680 51.446545,-0.119655 51.446830,-0.119839 51.447097,-0.120810 51.446839,-0.121094 51.447189,-0.121302 51.447541,-0.121663 51.447442,-0.121859 51.447568,-0.122306 51.447567,-0.122405 51.446947,-0.122375 51.446944,-0.122410 51.446915,-0.122478 51.446444,-0.123941 51.446924,-0.123721 51.447630,-0.122899 51.448974,-0.122239 51.449690,-0.121807 51.449564,-0.121752 51.450213,-0.121373 51.450293,-0.121339 51.450724,-0.119692 51.449760,-0.119656 51.449780,-0.119453 51.449650,-0.119104 51.449395,-0.118482 51.448850,-0.119114 51.448614,-0.119316 51.448830,-0.119460 51.448774,-0.119538 51.448848,-0.120319 51.448600,-0.119752 51.447799,-0.119221 51.447974,-0.119271 51.448035,-0.119195 51.448062,-0.119401 51.448240,-0.118641 51.448513,-0.118490 51.448335,-0.118412 51.448349,-0.118213 51.448083,-0.117641 51.448235,-0.117343 51.447779,-0.116478 51.448018,-0.116650 51.448131,-0.116889 51.448430,-0.115955 51.448673,-0.116218 51.450043,-0.116415 51.450050,-0.116617 51.450007,-0.117031 51.450264,-0.117051 51.450250,-0.117434 51.450412,-0.117406 51.450453,-0.117660 51.450593,-0.117620 51.450632,-0.117774 51.450685,-0.118881 51.451386,-0.118925 51.451396,-0.119298 51.451080,-0.120141 51.451504,-0.120835 51.451772,-0.120518 51.452244,-0.120133 51.452092,-0.119857 51.452325,-0.119894 51.452337,-0.119535 51.452618,-0.119714 51.452656,-0.119280 51.453323,-0.119239 51.453300,-0.118857 51.453483,-0.118577 51.453261,-0.118209 51.453435,-0.118009 51.453275,-0.116816 51.453806,-0.116793 51.453788,-0.116111 51.454078,-0.115949 51.453962,-0.115774 51.454035,-0.115854 51.454115,-0.115280 51.454359,-0.115069 51.454433,-0.115039 51.454393,-0.114805 51.454451,-0.114823 51.454477,-0.114267 51.454624,-0.114588 51.455199,-0.114572 51.455277,-0.116402 51.455420,-0.116508 51.454991,-0.117383 51.454996,-0.118532 51.455249,-0.118437 51.455412,-0.118466 51.455486,-0.118416 51.455622,-0.118361 51.455637,-0.117508 51.457037)))",Rush Common & Brixton Hill,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/6
7,,,2020-09-04,"MULTIPOLYGON (((-0.124582 51.420426,-0.124448 51.420265,-0.124950 51.420117,-0.125021 51.420163,-0.125334 51.420015,-0.125000 51.419608,-0.125134 51.419547,-0.125513 51.419378,-0.125849 51.419798,-0.126767 51.419441,-0.126394 51.418982,-0.126464 51.418796,-0.126031 51.418219,-0.126406 51.417999,-0.125978 51.417695,-0.126130 51.417610,-0.125652 51.417268,-0.125668 51.417254,-0.125163 51.416767,-0.125208 51.416740,-0.124761 51.416430,-0.124574 51.416263,-0.124667 51.416218,-0.124202 51.415868,-0.122552 51.416772,-0.123529 51.415668,-0.123030 51.415496,-0.123070 51.415450,-0.123124 51.415175,-0.123061 51.415059,-0.122516 51.415027,-0.122457 51.415200,-0.122536 51.415220,-0.122242 51.415529,-0.121751 51.415962,-0.121525 51.416323,-0.121250 51.416606,-0.120985 51.416942,-0.120927 51.417001,-0.120861 51.416981,-0.120787 51.417053,-0.120853 51.417073,-0.120533 51.417486,-0.120222 51.418072,-0.120078 51.418290,-0.120046 51.418284,-0.120020 51.418549,-0.119839 51.418802,-0.119414 51.419034,-0.118497 51.419412,-0.117818 51.419795,-0.119203 51.421290,-0.119490 51.421553,-0.119709 51.421460,-0.119735 51.421482,-0.120453 51.421353,-0.120627 51.421250,-0.120906 51.421183,-0.120812 51.421061,-0.121579 51.420905,-0.121645 51.420990,-0.122262 51.420820,-0.122302 51.420875,-0.122890 51.420699,-0.122854 51.420653,-0.123096 51.420583,-0.123242 51.420771,-0.123846 51.420602,-0.123873 51.420638,-0.124582 51.420426)))",Streatham Lodge,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/7
8,,,2020-09-04,"MULTIPOLYGON (((-0.113258 51.466880,-0.113346 51.466896,-0.113395 51.466780,-0.114251 51.466977,-0.114356 51.466806,-0.114503 51.466898,-0.114556 51.467102,-0.114769 51.467072,-0.114589 51.466722,-0.114391 51.466582,-0.114036 51.466476,-0.113916 51.466649,-0.113814 51.466626,-0.113267 51.466487,-0.113412 51.466250,-0.112837 51.466142,-0.112354 51.466124,-0.111399 51.466238,-0.110441 51.466487,-0.110170 51.466916,-0.108233 51.467407,-0.108231 51.467434,-0.110021 51.467985,-0.110095 51.467982,-0.110064 51.467725,-0.110167 51.467701,-0.111567 51.467597,-0.111795 51.467626,-0.111867 51.467826,-0.111859 51.467926,-0.111815 51.467940,-0.111774 51.468021,-0.111752 51.469003,-0.111863 51.468967,-0.112009 51.468969,-0.112321 51.469012,-0.112311 51.469659,-0.111773 51.469665,-0.111757 51.470518,-0.111624 51.470540,-0.111824 51.471154,-0.111639 51.471175,-0.111584 51.471219,-0.111687 51.471525,-0.111839 51.471562,-0.111917 51.471785,-0.111982 51.471794,-0.112176 51.472386,-0.111598 51.472464,-0.111625 51.472613,-0.111676 51.472637,-0.112143 51.472628,-0.112109 51.473520,-0.111784 51.473516,-0.111659 51.473484,-0.111680 51.473377,-0.111303 51.473373,-0.111307 51.473216,-0.110544 51.473205,-0.110489 51.473425,-0.110992 51.473505,-0.112321 51.473822,-0.112747 51.473858,-0.112670 51.474757,-0.112470 51.476398,-0.111808 51.476367,-0.111752 51.476835,-0.111604 51.476859,-0.111736 51.477154,-0.111491 51.478357,-0.112109 51.478408,-0.112284 51.477747,-0.112962 51.477788,-0.113488 51.477767,-0.113530 51.477457,-0.113176 51.477430,-0.113273 51.476840,-0.113065 51.476824,-0.113091 51.476661,-0.113040 51.476657,-0.113061 51.476550,-0.113040 51.476549,-0.113089 51.476211,-0.113183 51.476215,-0.113202 51.476070,-0.113098 51.476065,-0.113116 51.475913,-0.113145 51.475702,-0.113495 51.475718,-0.113669 51.474527,-0.113808 51.474536,-0.113878 51.474502,-0.113927 51.474190,-0.113105 51.474130,-0.113124 51.473890,-0.113373 51.473871,-0.113367 51.473749,-0.113572 51.473728,-0.113547 51.473553,-0.113564 51.473365,-0.113521 51.473243,-0.113439 51.473255,-0.113348 51.472936,-0.113381 51.472791,-0.113594 51.472775,-0.113528 51.472142,-0.113373 51.472153,-0.113291 51.471767,-0.113379 51.471760,-0.113362 51.471678,-0.113234 51.471689,-0.113180 51.471398,-0.113384 51.471377,-0.113244 51.471141,-0.113353 51.471135,-0.113237 51.470646,-0.113215 51.469777,-0.113119 51.469784,-0.113099 51.469589,-0.113354 51.469575,-0.113336 51.469402,-0.113258 51.469405,-0.113226 51.469174,-0.113547 51.469159,-0.113509 51.468641,-0.113439 51.468643,-0.113427 51.468469,-0.113234 51.468469,-0.113256 51.468277,-0.113705 51.468297,-0.113748 51.468120,-0.113123 51.468069,-0.113157 51.467936,-0.112934 51.467895,-0.113000 51.467754,-0.112980 51.467678,-0.113076 51.467449,-0.112998 51.467435,-0.113258 51.466880)))",Brixton Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/8
9,,,2020-09-04,"MULTIPOLYGON (((-0.093859 51.436123,-0.093977 51.436111,-0.093776 51.435688,-0.093003 51.435792,-0.091710 51.435851,-0.091880 51.436492,-0.093411 51.436354,-0.093386 51.436247,-0.093500 51.436237,-0.093481 51.436163,-0.093859 51.436123)),((-0.093554 51.436157,-0.093554 51.436157,-0.093554 51.436157,-0.093554 51.436157)))",Park Hall Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/9
10,,,2020-09-04,"MULTIPOLYGON (((-0.132503 51.469429,-0.132134 51.469755,-0.132835 51.470074,-0.134258 51.469205,-0.135269 51.468725,-0.136417 51.468446,-0.136218 51.468225,-0.135706 51.467812,-0.135542 51.467901,-0.135733 51.468058,-0.135016 51.468279,-0.134756 51.468441,-0.134455 51.468274,-0.134953 51.467976,-0.134525 51.467687,-0.134476 51.467721,-0.133162 51.467002,-0.132710 51.467321,-0.132651 51.467288,-0.132218 51.467617,-0.131661 51.467307,-0.131620 51.467342,-0.131375 51.467214,-0.131429 51.467176,-0.131094 51.466996,-0.131458 51.466632,-0.131733 51.466785,-0.132173 51.466478,-0.131139 51.466017,-0.131019 51.466013,-0.130991 51.466314,-0.130797 51.466358,-0.130665 51.466584,-0.130636 51.466578,-0.130271 51.467102,-0.129675 51.467593,-0.130261 51.467826,-0.129952 51.468135,-0.129366 51.467912,-0.129212 51.468051,-0.128924 51.468403,-0.128490 51.468734,-0.128318 51.468841,-0.128185 51.468819,-0.128060 51.468932,-0.127952 51.468890,-0.127758 51.469078,-0.128275 51.469213,-0.128953 51.469273,-0.129949 51.469315,-0.130429 51.469254,-0.130817 51.469251,-0.131161 51.469323,-0.131826 51.469616,-0.132196 51.469293,-0.131387 51.468936,-0.131804 51.468603,-0.132872 51.469196,-0.132527 51.469440,-0.132503 51.469429)))",Sibella Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/10
56,,,2020-09-04,"MULTIPOLYGON (((-0.103940 51.437133,-0.103882 51.437057,-0.104955 51.436741,-0.104726 51.436473,-0.104185 51.436610,-0.103814 51.436097,-0.103537 51.436158,-0.103568 51.436203,-0.103467 51.436230,-0.103524 51.436317,-0.102840 51.436516,-0.102693 51.436305,-0.102086 51.436464,-0.100514 51.437353,-0.099807 51.437638,-0.099887 51.437811,-0.099430 51.437899,-0.099486 51.438023,-0.099105 51.438088,-0.099146 51.438178,-0.098769 51.438249,-0.098841 51.438404,-0.098471 51.438470,-0.098522 51.438575,-0.098142 51.438647,-0.098202 51.438775,-0.097831 51.438853,-0.098117 51.439445,-0.099279 51.439350,-0.099271 51.439270,-0.099094 51.439053,-0.100147 51.438794,-0.101037 51.438697,-0.101454 51.438724,-0.101081 51.438374,-0.101853 51.438043,-0.101825 51.438014,-0.103112 51.437517,-0.103398 51.437889,-0.103528 51.437838,-0.103549 51.437827,-0.103431 51.437673,-0.104179 51.437449,-0.103940 51.437133)))",Lancaster Avenue,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/56
57,,,2020-09-04,"MULTIPOLYGON (((-0.103834 51.446124,-0.103452 51.446144,-0.103408 51.446171,-0.103245 51.446153,-0.103271 51.446067,-0.103192 51.446055,-0.103166 51.446144,-0.102400 51.445989,-0.102280 51.445991,-0.102239 51.446099,-0.100751 51.445860,-0.100705 51.445865,-0.100680 51.445907,-0.100346 51.445850,-0.099870 51.446514,-0.099556 51.446881,-0.101493 51.448078,-0.102789 51.447207,-0.103243 51.446862,-0.103660 51.446417,-0.103853 51.446153,-0.103834 51.446124)))",Peabody Estate - Rosendale Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/57
58,,,2020-09-04,"MULTIPOLYGON (((-0.118634 51.488621,-0.117347 51.488687,-0.117467 51.488966,-0.117425 51.489136,-0.116391 51.490684,-0.117961 51.491382,-0.118216 51.491135,-0.118174 51.491109,-0.118336 51.490788,-0.118676 51.489894,-0.119072 51.489960,-0.119121 51.489852,-0.119198 51.489867,-0.119540 51.489009,-0.120571 51.489188,-0.120762 51.488593,-0.120795 51.488223,-0.119367 51.488109,-0.119205 51.488519,-0.118713 51.488454,-0.118634 51.488621)))",Vauxhall Gardens,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/58
59,,,2020-09-04,"MULTIPOLYGON (((-0.126587 51.419512,-0.125682 51.419866,-0.125021 51.420163,-0.124950 51.420117,-0.124448 51.420265,-0.124582 51.420426,-0.123873 51.420638,-0.123846 51.420602,-0.123242 51.420771,-0.123096 51.420583,-0.122854 51.420653,-0.122890 51.420699,-0.122302 51.420875,-0.122262 51.420820,-0.121645 51.420990,-0.121579 51.420905,-0.120812 51.421061,-0.120906 51.421183,-0.120627 51.421250,-0.120453 51.421353,-0.119735 51.421482,-0.119709 51.421460,-0.119490 51.421553,-0.119203 51.421290,-0.117818 51.419795,-0.117726 51.419828,-0.117704 51.419801,-0.117132 51.420065,-0.116083 51.420407,-0.115618 51.420632,-0.115250 51.420976,-0.114859 51.421223,-0.114874 51.421257,-0.114589 51.421517,-0.114496 51.421670,-0.114463 51.421656,-0.114173 51.421952,-0.113956 51.422283,-0.113713 51.422525,-0.113048 51.422906,-0.112659 51.423240,-0.113303 51.423291,-0.114567 51.423488,-0.114241 51.424362,-0.115292 51.424502,-0.115317 51.424733,-0.115196 51.425178,-0.116016 51.425246,-0.116658 51.425210,-0.116666 51.425277,-0.118416 51.425210,-0.118466 51.425158,-0.118425 51.425067,-0.118504 51.424405,-0.118584 51.424260,-0.118578 51.423831,-0.119576 51.423790,-0.119555 51.423741,-0.120825 51.423565,-0.120860 51.423432,-0.121067 51.423440,-0.121074 51.423400,-0.121924 51.423616,-0.121947 51.423574,-0.122426 51.423675,-0.122464 51.423609,-0.122936 51.423717,-0.122990 51.423633,-0.123492 51.423756,-0.123436 51.423835,-0.123643 51.423896,-0.124224 51.423986,-0.124285 51.423841,-0.124857 51.423896,-0.124830 51.424039,-0.126677 51.424124,-0.126899 51.424779,-0.126947 51.424840,-0.127223 51.424932,-0.127571 51.424977,-0.127279 51.424196,-0.128035 51.424092,-0.127726 51.423473,-0.128823 51.423192,-0.128968 51.423633,-0.129882 51.423444,-0.130040 51.423698,-0.130503 51.423585,-0.130337 51.423299,-0.130614 51.423229,-0.130375 51.422893,-0.129994 51.422245,-0.130462 51.422146,-0.130367 51.422041,-0.130356 51.421966,-0.130800 51.421743,-0.130442 51.421460,-0.130000 51.421681,-0.129759 51.421510,-0.129672 51.421558,-0.129606 51.421497,-0.129450 51.421196,-0.129397 51.421206,-0.129215 51.420873,-0.129186 51.420819,-0.129271 51.420801,-0.129116 51.420515,-0.128977 51.420425,-0.129294 51.420313,-0.129098 51.420064,-0.129146 51.419996,-0.129874 51.419690,-0.130606 51.419283,-0.130425 51.419155,-0.130648 51.419022,-0.129882 51.418460,-0.128547 51.418953,-0.128255 51.418626,-0.127672 51.418834,-0.127896 51.419126,-0.127979 51.419298,-0.126814 51.419739,-0.126587 51.419512)))",Streatham Common,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/59
