conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
46,,,2020-09-04,"MULTIPOLYGON (((-0.133507 51.442768,-0.132773 51.441924,-0.132763 51.441856,-0.132941 51.441854,-0.132950 51.441362,-0.132855 51.440955,-0.130895 51.441131,-0.130333 51.440097,-0.130339 51.439950,-0.130382 51.439844,-0.129974 51.439775,-0.130145 51.439370,-0.130828 51.439487,-0.130949 51.439176,-0.130322 51.439047,-0.129965 51.439041,-0.129880 51.439326,-0.128513 51.438859,-0.126885 51.441302,-0.127105 51.441313,-0.127009 51.441460,-0.127305 51.441485,-0.127066 51.441828,-0.126978 51.442057,-0.126431 51.442087,-0.126436 51.442151,-0.126174 51.442821,-0.126875 51.443061,-0.128711 51.443403,-0.128837 51.442978,-0.130247 51.442996,-0.130310 51.443181,-0.130691 51.443120,-0.130792 51.443328,-0.131060 51.443227,-0.131797 51.443104,-0.132151 51.443080,-0.132235 51.443146,-0.132426 51.443092,-0.132738 51.443060,-0.133507 51.442768)))",Telford Park,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/46
47,,,2020-09-04,"MULTIPOLYGON (((-0.113770 51.455663,-0.113927 51.455637,-0.113735 51.455194,-0.113617 51.455166,-0.113173 51.455193,-0.112409 51.455290,-0.112198 51.454853,-0.111831 51.454919,-0.111816 51.454887,-0.110785 51.455028,-0.110682 51.455379,-0.110703 51.455382,-0.110681 51.455503,-0.111154 51.455465,-0.111470 51.455974,-0.111653 51.455936,-0.111721 51.456055,-0.113770 51.455663)))",Brixton Water Lane,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/47
48,,,2020-09-04,"MULTIPOLYGON (((-0.109034 51.456158,-0.108961 51.456133,-0.109338 51.455724,-0.109782 51.455891,-0.110198 51.455419,-0.110302 51.455356,-0.109389 51.454811,-0.108788 51.454518,-0.107109 51.453843,-0.106472 51.453644,-0.106269 51.453854,-0.106589 51.453972,-0.106490 51.454110,-0.106528 51.454122,-0.106180 51.454608,-0.105229 51.455636,-0.105380 51.455696,-0.105346 51.455731,-0.105384 51.455748,-0.105248 51.455904,-0.105569 51.456192,-0.105727 51.456021,-0.105974 51.456111,-0.105914 51.456172,-0.105982 51.456197,-0.105788 51.456394,-0.106088 51.456607,-0.106628 51.456914,-0.106864 51.456736,-0.107111 51.456823,-0.107148 51.456783,-0.107596 51.456947,-0.107356 51.457198,-0.108286 51.457505,-0.109404 51.456290,-0.109034 51.456158)))",Poet's Corner,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/48
49,,,2020-09-04,"MULTIPOLYGON (((-0.125958 51.437316,-0.126103 51.437239,-0.125621 51.436760,-0.125898 51.436186,-0.125724 51.436152,-0.125773 51.436048,-0.125302 51.435967,-0.125572 51.435378,-0.124865 51.435241,-0.125139 51.434762,-0.125234 51.434780,-0.125292 51.434665,-0.125389 51.434686,-0.125493 51.434513,-0.124216 51.434198,-0.123571 51.435031,-0.122784 51.434458,-0.122480 51.434278,-0.122995 51.433461,-0.122494 51.433339,-0.122029 51.434073,-0.122724 51.434463,-0.123314 51.434876,-0.122834 51.435128,-0.123018 51.435263,-0.122874 51.435340,-0.123257 51.435642,-0.123890 51.435289,-0.124636 51.435903,-0.123974 51.436258,-0.124357 51.436522,-0.123243 51.437145,-0.124860 51.437501,-0.125387 51.437206,-0.125693 51.437447,-0.125958 51.437316)))",Leigham Court Road (North),local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/49
50,,,2020-09-04,"MULTIPOLYGON (((-0.117469 51.498405,-0.117847 51.498144,-0.119179 51.497563,-0.119502 51.497361,-0.119787 51.497045,-0.119957 51.496734,-0.120512 51.495917,-0.120716 51.495484,-0.120880 51.494982,-0.120858 51.494790,-0.120751 51.494571,-0.120376 51.494280,-0.119813 51.494545,-0.119742 51.494466,-0.119652 51.493801,-0.119743 51.493596,-0.119935 51.493380,-0.119817 51.493332,-0.119521 51.493290,-0.119586 51.493091,-0.118480 51.492961,-0.118290 51.493539,-0.119076 51.493636,-0.118986 51.493952,-0.119553 51.493994,-0.119613 51.494383,-0.119748 51.494591,-0.119227 51.494771,-0.118483 51.494889,-0.118412 51.494597,-0.118254 51.494600,-0.118279 51.494920,-0.116889 51.495169,-0.117229 51.494566,-0.117187 51.494524,-0.116881 51.494429,-0.116299 51.495236,-0.115635 51.495367,-0.115504 51.495539,-0.115112 51.495626,-0.115102 51.495795,-0.115376 51.495885,-0.115592 51.495559,-0.116177 51.495416,-0.115740 51.496059,-0.115471 51.496553,-0.115559 51.496583,-0.115366 51.497071,-0.115355 51.497469,-0.115036 51.498354,-0.115467 51.498519,-0.116468 51.498823,-0.117060 51.498927,-0.117258 51.498625,-0.117469 51.498405)))",Lambeth Palace,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/50
51,,,2020-09-04,"MULTIPOLYGON (((-0.112697 51.498805,-0.112479 51.498895,-0.111859 51.499488,-0.112810 51.499873,-0.113414 51.500165,-0.113023 51.500452,-0.112582 51.500686,-0.112499 51.500610,-0.112417 51.500659,-0.112463 51.500689,-0.112303 51.500765,-0.112341 51.500792,-0.111938 51.500989,-0.111866 51.500945,-0.111743 51.501057,-0.111519 51.500918,-0.111174 51.501232,-0.110797 51.501444,-0.110513 51.501334,-0.110482 51.501603,-0.110389 51.501846,-0.110197 51.502042,-0.109931 51.502190,-0.110586 51.502755,-0.111375 51.502361,-0.111203 51.502248,-0.112289 51.501508,-0.112773 51.501316,-0.113850 51.500658,-0.113784 51.500601,-0.114514 51.500133,-0.114480 51.500101,-0.114574 51.500048,-0.114625 51.499723,-0.114601 51.499721,-0.114597 51.499559,-0.114392 51.499462,-0.114409 51.499430,-0.113860 51.499219,-0.113885 51.499196,-0.113844 51.499179,-0.113866 51.499158,-0.113787 51.499073,-0.113872 51.498996,-0.113361 51.498793,-0.113289 51.498859,-0.113097 51.498691,-0.112697 51.498805)))",Lower Marsh,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/51
52,,,2020-09-04,"MULTIPOLYGON (((-0.111155 51.462231,-0.111078 51.462109,-0.109708 51.462546,-0.107673 51.463003,-0.107394 51.463094,-0.106032 51.461850,-0.104987 51.460994,-0.104640 51.461500,-0.103887 51.461291,-0.103885 51.461426,-0.103822 51.461536,-0.103100 51.461429,-0.102433 51.463108,-0.102181 51.463915,-0.102177 51.464019,-0.102270 51.464105,-0.102722 51.464342,-0.103509 51.464698,-0.104383 51.464459,-0.105425 51.464082,-0.105749 51.464589,-0.106018 51.464688,-0.106268 51.464564,-0.106510 51.464529,-0.108073 51.464721,-0.108187 51.464387,-0.108165 51.464156,-0.107991 51.463792,-0.107763 51.463488,-0.109649 51.463224,-0.110900 51.462912,-0.111529 51.462793,-0.111155 51.462231)))",Loughborough Park,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/52
17,,,2020-09-04,"MULTIPOLYGON (((-0.126693 51.468110,-0.126469 51.468287,-0.127073 51.468618,-0.127795 51.468012,-0.128132 51.467608,-0.129299 51.467963,-0.129841 51.467449,-0.128534 51.467089,-0.128962 51.466427,-0.129334 51.466475,-0.129449 51.466413,-0.129455 51.466336,-0.129392 51.466271,-0.129114 51.466186,-0.129249 51.465964,-0.130185 51.466176,-0.130311 51.465952,-0.129388 51.465739,-0.129701 51.465305,-0.128869 51.465336,-0.127433 51.465577,-0.127566 51.465894,-0.126778 51.466029,-0.126487 51.466386,-0.126951 51.466515,-0.126785 51.466709,-0.127107 51.466812,-0.126683 51.467352,-0.126866 51.467406,-0.126802 51.467418,-0.126783 51.467470,-0.127355 51.467688,-0.127019 51.467886,-0.127058 51.467912,-0.126693 51.468110)))",Clapham Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/17
18,,,2020-09-04,"MULTIPOLYGON (((-0.110624 51.466206,-0.110441 51.466487,-0.111240 51.466272,-0.111880 51.466165,-0.112648 51.466125,-0.113413 51.466250,-0.113528 51.466064,-0.115081 51.466010,-0.115463 51.465274,-0.114685 51.464877,-0.114946 51.464679,-0.115168 51.464200,-0.115251 51.464163,-0.115279 51.464179,-0.115706 51.464507,-0.115924 51.464456,-0.115817 51.464278,-0.115934 51.464274,-0.115951 51.464237,-0.116375 51.464131,-0.116364 51.464020,-0.116645 51.464010,-0.116715 51.463876,-0.116622 51.463858,-0.116608 51.463894,-0.116207 51.463842,-0.115900 51.463874,-0.115877 51.463430,-0.115909 51.463303,-0.115702 51.463227,-0.115756 51.463139,-0.115739 51.462912,-0.115800 51.462901,-0.115781 51.462682,-0.116320 51.462633,-0.116234 51.462435,-0.116266 51.462431,-0.116283 51.462348,-0.115963 51.462325,-0.116033 51.461879,-0.116609 51.461913,-0.116723 51.461349,-0.116830 51.461321,-0.116638 51.461003,-0.118215 51.460558,-0.118060 51.460327,-0.117678 51.460425,-0.117454 51.460080,-0.117367 51.460061,-0.117322 51.460130,-0.116943 51.460042,-0.117244 51.459537,-0.117549 51.459612,-0.117665 51.459409,-0.117524 51.459375,-0.117568 51.459302,-0.117021 51.459173,-0.117164 51.458936,-0.116002 51.458676,-0.116022 51.458502,-0.114976 51.458464,-0.114894 51.458239,-0.113476 51.458509,-0.113758 51.458764,-0.114186 51.458682,-0.114312 51.458938,-0.114261 51.458947,-0.114642 51.459751,-0.114556 51.459766,-0.114684 51.460034,-0.114598 51.460049,-0.114634 51.460129,-0.114549 51.460143,-0.114628 51.460333,-0.114213 51.460409,-0.114342 51.460671,-0.112815 51.460943,-0.112898 51.461142,-0.112754 51.461181,-0.112696 51.461266,-0.112837 51.461713,-0.112537 51.461754,-0.112458 51.461539,-0.111994 51.461612,-0.111977 51.461569,-0.111840 51.461589,-0.111746 51.461219,-0.111276 51.460417,-0.110866 51.460510,-0.111057 51.460859,-0.110746 51.460983,-0.111291 51.461457,-0.110980 51.461588,-0.111444 51.461983,-0.111078 51.462109,-0.111529 51.462793,-0.112705 51.462689,-0.112622 51.463196,-0.113952 51.463316,-0.113946 51.463546,-0.113875 51.463825,-0.113793 51.463818,-0.113743 51.463998,-0.113531 51.463977,-0.113437 51.464172,-0.113283 51.464364,-0.112967 51.464238,-0.112494 51.464247,-0.112576 51.464642,-0.112916 51.464613,-0.113012 51.465024,-0.112218 51.465093,-0.112272 51.465602,-0.111772 51.465625,-0.111117 51.465447,-0.110624 51.466206)))",Brixton,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/18
19,,,2020-09-04,"MULTIPOLYGON (((-0.143932 51.467844,-0.142883 51.468296,-0.142956 51.468398,-0.142624 51.468477,-0.142655 51.468533,-0.141867 51.468728,-0.141800 51.468663,-0.141707 51.468683,-0.141578 51.468608,-0.141386 51.468640,-0.141371 51.468703,-0.140855 51.468658,-0.140745 51.468686,-0.141136 51.469214,-0.140158 51.469502,-0.140100 51.469405,-0.139643 51.469499,-0.139585 51.469603,-0.139892 51.470112,-0.140175 51.470001,-0.140425 51.470207,-0.140593 51.470127,-0.140355 51.469927,-0.142257 51.468996,-0.143793 51.468398,-0.143998 51.468636,-0.144487 51.468388,-0.144848 51.468743,-0.145534 51.468447,-0.145333 51.468215,-0.145429 51.468182,-0.145391 51.468138,-0.146618 51.467750,-0.146610 51.467699,-0.146514 51.467608,-0.146661 51.467552,-0.146378 51.467275,-0.149436 51.466414,-0.149626 51.466801,-0.150103 51.466706,-0.149971 51.466324,-0.150543 51.466294,-0.150379 51.465779,-0.149537 51.465885,-0.149769 51.466098,-0.147984 51.466539,-0.148009 51.466580,-0.147795 51.466636,-0.147727 51.466527,-0.146418 51.466906,-0.146349 51.466823,-0.146055 51.466939,-0.145988 51.466872,-0.145442 51.467079,-0.145487 51.467121,-0.145311 51.467189,-0.145384 51.467257,-0.144780 51.467512,-0.144812 51.467538,-0.144631 51.467667,-0.144661 51.467692,-0.144634 51.467722,-0.144043 51.467955,-0.143932 51.467844)),((-0.130653 51.474993,-0.131061 51.475140,-0.131034 51.475168,-0.131072 51.475183,-0.130877 51.475456,-0.130471 51.475368,-0.130270 51.475748,-0.130885 51.475959,-0.130856 51.475989,-0.131215 51.476111,-0.131106 51.476253,-0.131338 51.476317,-0.131415 51.476225,-0.131616 51.476291,-0.131677 51.476220,-0.131716 51.476225,-0.131805 51.476071,-0.131051 51.475795,-0.132450 51.474413,-0.132808 51.474574,-0.132901 51.474483,-0.132511 51.474322,-0.132945 51.473937,-0.133274 51.474071,-0.133356 51.473974,-0.133046 51.473847,-0.133290 51.473631,-0.133144 51.473467,-0.132598 51.473647,-0.132518 51.473557,-0.132183 51.473691,-0.132495 51.474033,-0.132387 51.474101,-0.132332 51.474083,-0.132094 51.474156,-0.132343 51.474405,-0.132082 51.474651,-0.131868 51.474518,-0.131619 51.474277,-0.131237 51.474430,-0.131467 51.474644,-0.131119 51.474804,-0.130941 51.474715,-0.130653 51.474993)),((-0.137452 51.471509,-0.137594 51.471443,-0.137665 51.471479,-0.137496 51.471337,-0.137628 51.471277,-0.137793 51.471229,-0.137938 51.471356,-0.138235 51.471228,-0.138075 51.471090,-0.138289 51.470992,-0.138371 51.471067,-0.138894 51.470852,-0.138753 51.470720,-0.138793 51.470703,-0.138657 51.470573,-0.136956 51.471297,-0.137272 51.471552,-0.137422 51.471484,-0.137452 51.471509)))",Wandsworth Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/19
20,,,2020-09-04,"MULTIPOLYGON (((-0.110001 51.490959,-0.110434 51.491112,-0.110602 51.490873,-0.111101 51.490989,-0.111124 51.490684,-0.111501 51.490689,-0.111592 51.490436,-0.111704 51.490235,-0.112039 51.489918,-0.112300 51.489735,-0.112329 51.489643,-0.112320 51.489530,-0.112471 51.489522,-0.113049 51.489538,-0.113560 51.489644,-0.116391 51.490684,-0.117191 51.489505,-0.115918 51.489139,-0.116110 51.488900,-0.115598 51.488704,-0.115556 51.488747,-0.115157 51.488641,-0.114916 51.488933,-0.114218 51.488220,-0.114166 51.488240,-0.113756 51.487795,-0.113815 51.487772,-0.113122 51.487102,-0.113059 51.487025,-0.113506 51.486963,-0.114482 51.486939,-0.114450 51.486642,-0.113959 51.486668,-0.113948 51.486574,-0.113695 51.486588,-0.113481 51.485784,-0.113290 51.485346,-0.113555 51.485260,-0.113431 51.485008,-0.112361 51.485342,-0.111719 51.485590,-0.111341 51.485297,-0.111217 51.485346,-0.110745 51.484924,-0.110269 51.485350,-0.109950 51.485206,-0.109904 51.485254,-0.109852 51.485235,-0.109788 51.485290,-0.109534 51.485178,-0.109411 51.485286,-0.109768 51.485445,-0.109542 51.485620,-0.108990 51.485365,-0.106477 51.487784,-0.107918 51.488528,-0.107974 51.488470,-0.108248 51.488617,-0.108203 51.488650,-0.109050 51.489123,-0.108972 51.489182,-0.107643 51.489636,-0.107506 51.489565,-0.107243 51.489744,-0.107075 51.489678,-0.106674 51.489972,-0.106533 51.490134,-0.107053 51.490317,-0.107745 51.489950,-0.108803 51.490578,-0.109528 51.490954,-0.109549 51.490937,-0.109851 51.491082,-0.110001 51.490959)))",Kennington,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/20
21,,,2020-09-04,"MULTIPOLYGON (((-0.129533 51.475191,-0.130877 51.475456,-0.131072 51.475183,-0.131034 51.475168,-0.131061 51.475140,-0.130653 51.474993,-0.130497 51.475139,-0.130376 51.475105,-0.130231 51.475044,-0.130327 51.474956,-0.129810 51.474725,-0.130178 51.474340,-0.129833 51.474171,-0.129619 51.474394,-0.128800 51.474113,-0.129103 51.473744,-0.129354 51.473840,-0.129457 51.473733,-0.129117 51.473705,-0.129380 51.472451,-0.129253 51.472257,-0.128589 51.472777,-0.127157 51.474189,-0.126960 51.474099,-0.126852 51.474192,-0.126740 51.474148,-0.126488 51.474377,-0.126590 51.474434,-0.126574 51.474447,-0.126834 51.474543,-0.126731 51.474665,-0.129533 51.475191)))",Larkhall,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/21
22,,,2020-09-04,"MULTIPOLYGON (((-0.131932 51.458657,-0.131938 51.458616,-0.131409 51.457901,-0.132178 51.457636,-0.132206 51.457664,-0.132649 51.457489,-0.132182 51.457027,-0.132552 51.456882,-0.132341 51.456659,-0.132209 51.456646,-0.131964 51.456417,-0.131747 51.456150,-0.131561 51.456061,-0.131385 51.455849,-0.130842 51.456047,-0.130472 51.455540,-0.129304 51.455400,-0.129153 51.456423,-0.130405 51.456477,-0.130702 51.456964,-0.130191 51.456953,-0.130161 51.457414,-0.129027 51.457392,-0.128986 51.457837,-0.130129 51.457868,-0.130111 51.458085,-0.129924 51.458095,-0.129928 51.458361,-0.128970 51.458356,-0.128987 51.458705,-0.129186 51.459750,-0.131162 51.459613,-0.130983 51.459136,-0.131006 51.458876,-0.131302 51.458848,-0.131314 51.458900,-0.131672 51.458848,-0.131617 51.458705,-0.131932 51.458657)))",Clapham Park Road/Northbourne Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/22
23,,,2020-09-04,"MULTIPOLYGON (((-0.142183 51.451589,-0.142201 51.451409,-0.142136 51.451203,-0.142041 51.451068,-0.141846 51.450918,-0.141707 51.450850,-0.139880 51.450357,-0.139496 51.450916,-0.140030 51.451050,-0.139909 51.451211,-0.140898 51.451513,-0.142183 51.451589)))",Oaklands Estate,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/23
24,,,2020-09-04,"MULTIPOLYGON (((-0.104936 51.492489,-0.104959 51.492527,-0.104564 51.492623,-0.104615 51.492705,-0.105662 51.492452,-0.105466 51.492107,-0.105865 51.492017,-0.105380 51.491181,-0.104985 51.491271,-0.105027 51.491351,-0.104907 51.491388,-0.105282 51.492019,-0.104731 51.492152,-0.104936 51.492489)))",Renfrew Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/24
25,,,2020-09-04,"MULTIPOLYGON (((-0.078606 51.419859,-0.078569 51.419968,-0.078934 51.420324,-0.079349 51.420200,-0.079320 51.420099,-0.079682 51.420082,-0.079667 51.419971,-0.080044 51.419970,-0.080050 51.420031,-0.080115 51.420032,-0.080113 51.419980,-0.080908 51.419996,-0.080937 51.420402,-0.081198 51.420396,-0.081196 51.420290,-0.081670 51.420282,-0.081677 51.420490,-0.081979 51.420484,-0.081980 51.420054,-0.082177 51.420054,-0.082178 51.420101,-0.082383 51.420133,-0.082758 51.420089,-0.082744 51.420029,-0.082948 51.420014,-0.082920 51.419865,-0.083139 51.419849,-0.083120 51.419737,-0.082086 51.419801,-0.080216 51.419680,-0.079458 51.419734,-0.078606 51.419859)))",Westow Hill (North Side),local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/25
26,,,2020-09-04,"MULTIPOLYGON (((-0.084150 51.422234,-0.084118 51.422235,-0.084172 51.421738,-0.084743 51.421740,-0.084928 51.421714,-0.085039 51.421657,-0.085215 51.421473,-0.085068 51.421371,-0.084060 51.421422,-0.084022 51.420997,-0.083930 51.420567,-0.083733 51.420200,-0.083237 51.420299,-0.083139 51.419849,-0.082920 51.419865,-0.082948 51.420014,-0.082744 51.420029,-0.082770 51.420140,-0.082630 51.420175,-0.082687 51.420194,-0.082743 51.420670,-0.082860 51.420665,-0.082909 51.420996,-0.082833 51.420998,-0.082853 51.421243,-0.082611 51.421250,-0.082631 51.421392,-0.082657 51.421391,-0.082649 51.421474,-0.080723 51.421530,-0.080902 51.421855,-0.082658 51.421781,-0.082686 51.422261,-0.082741 51.422260,-0.082743 51.422300,-0.082815 51.422300,-0.082826 51.422532,-0.082988 51.422527,-0.083000 51.422728,-0.082892 51.422731,-0.082863 51.422759,-0.082887 51.422901,-0.083033 51.423096,-0.083486 51.422998,-0.083693 51.424957,-0.083891 51.425424,-0.084324 51.426066,-0.085350 51.425750,-0.084652 51.425045,-0.084901 51.424955,-0.084645 51.424873,-0.084686 51.424824,-0.083873 51.424552,-0.083823 51.424055,-0.084218 51.423946,-0.084092 51.423747,-0.084284 51.423692,-0.084504 51.423495,-0.084444 51.423477,-0.084465 51.423442,-0.084297 51.423393,-0.084521 51.423101,-0.084574 51.422919,-0.084845 51.422953,-0.084893 51.422846,-0.085138 51.422664,-0.085053 51.422652,-0.085142 51.422394,-0.084216 51.422413,-0.084219 51.422234,-0.084150 51.422234)))",Gipsy Hill,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/26
27,,,2020-09-04,"MULTIPOLYGON (((-0.122930 51.477617,-0.123384 51.477602,-0.123070 51.476070,-0.123709 51.476028,-0.123680 51.475720,-0.123922 51.475730,-0.123954 51.475631,-0.123927 51.475446,-0.123749 51.475203,-0.123549 51.475217,-0.123474 51.474576,-0.124235 51.474540,-0.125351 51.474578,-0.125382 51.473883,-0.125341 51.473818,-0.125163 51.473693,-0.124365 51.473243,-0.123726 51.473680,-0.122437 51.473746,-0.122292 51.472753,-0.122310 51.472350,-0.121680 51.472990,-0.121517 51.473215,-0.120082 51.474634,-0.120175 51.474678,-0.122301 51.474598,-0.122338 51.475230,-0.122222 51.475707,-0.122189 51.476307,-0.122232 51.476828,-0.122613 51.476876,-0.122656 51.477282,-0.122805 51.477274,-0.122848 51.477620,-0.122930 51.477617)))",South Lambeth Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/27
28,,,2020-09-04,"MULTIPOLYGON (((-0.145105 51.463198,-0.145945 51.464451,-0.146160 51.464704,-0.146303 51.465111,-0.146589 51.465564,-0.146476 51.465604,-0.146588 51.465747,-0.146966 51.465632,-0.147164 51.465916,-0.147530 51.465805,-0.147584 51.465891,-0.148192 51.465748,-0.147617 51.464717,-0.147099 51.463666,-0.147051 51.463674,-0.146467 51.462555,-0.145783 51.462672,-0.145705 51.462492,-0.145085 51.462654,-0.145044 51.462597,-0.144872 51.462651,-0.145260 51.463160,-0.145105 51.463198)))",The Chase,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/28
29,,,2020-09-04,"MULTIPOLYGON (((-0.107423 51.504788,-0.107437 51.504826,-0.107976 51.504737,-0.108063 51.504855,-0.108670 51.505299,-0.108783 51.505251,-0.109575 51.505151,-0.110837 51.504932,-0.110373 51.504073,-0.107327 51.504580,-0.107423 51.504788)))",Roupell Street,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/29
30,,,2020-09-04,"MULTIPOLYGON (((-0.117717 51.477002,-0.118439 51.477301,-0.118496 51.477247,-0.118895 51.477420,-0.118623 51.477665,-0.118974 51.477823,-0.120550 51.478496,-0.121305 51.478737,-0.121905 51.478882,-0.122010 51.478124,-0.121978 51.477826,-0.121997 51.477644,-0.122848 51.477620,-0.122804 51.477274,-0.122656 51.477282,-0.122613 51.476876,-0.122043 51.476812,-0.122020 51.476305,-0.121991 51.476298,-0.121341 51.476279,-0.121333 51.476402,-0.120921 51.476391,-0.120915 51.476477,-0.120950 51.476478,-0.120945 51.476544,-0.120976 51.476545,-0.120966 51.476686,-0.120026 51.476402,-0.119731 51.476670,-0.119327 51.476495,-0.119073 51.476726,-0.118209 51.476375,-0.117574 51.476941,-0.117717 51.477002)))",Albert Square,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/30
31,,,2020-09-04,"MULTIPOLYGON (((-0.139468 51.454363,-0.139529 51.454396,-0.139392 51.454488,-0.139356 51.454469,-0.139221 51.454592,-0.139188 51.454574,-0.138900 51.454787,-0.139265 51.454996,-0.138989 51.455250,-0.139328 51.455436,-0.139607 51.455216,-0.139582 51.455183,-0.140155 51.454647,-0.140191 51.454649,-0.140887 51.453938,-0.141029 51.453999,-0.141084 51.453943,-0.140585 51.453737,-0.140265 51.454040,-0.140007 51.453910,-0.139849 51.454067,-0.139738 51.454048,-0.139414 51.454333,-0.139468 51.454363)))",Abbeville Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/31
32,,,2020-09-04,"MULTIPOLYGON (((-0.126163 51.474630,-0.125506 51.474586,-0.125208 51.475615,-0.124583 51.475545,-0.124442 51.476182,-0.125034 51.476244,-0.124690 51.477402,-0.126972 51.477634,-0.127276 51.476996,-0.127558 51.476188,-0.128278 51.474959,-0.126947 51.474688,-0.126163 51.474630)))",Lansdowne Gardens,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/32
33,,,2020-09-04,"MULTIPOLYGON (((-0.107318 51.502770,-0.108579 51.502345,-0.109150 51.502156,-0.107970 51.501503,-0.107583 51.501395,-0.107554 51.501468,-0.107363 51.501606,-0.106237 51.502255,-0.106248 51.502334,-0.106376 51.502430,-0.106776 51.502205,-0.107233 51.502800,-0.107318 51.502770)))",Mitre Road & Ufford Street,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/33
34,,,2020-09-04,"MULTIPOLYGON (((-0.141947 51.447008,-0.141849 51.448005,-0.143436 51.448119,-0.144898 51.448321,-0.145365 51.447098,-0.145519 51.446549,-0.145602 51.446004,-0.145056 51.445971,-0.144902 51.446838,-0.143188 51.446674,-0.143059 51.446233,-0.143821 51.446136,-0.143794 51.445810,-0.142377 51.445689,-0.142066 51.445724,-0.141511 51.445864,-0.141595 51.445978,-0.141877 51.445920,-0.141897 51.445956,-0.142218 51.445851,-0.142487 51.445840,-0.142533 51.446168,-0.142266 51.446541,-0.142387 51.446579,-0.142380 51.446636,-0.142664 51.446647,-0.142605 51.447014,-0.141947 51.447008)))",La Retraite,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/34
35,,,2020-09-04,"MULTIPOLYGON (((-0.094539 51.440354,-0.094751 51.440312,-0.094718 51.440251,-0.094946 51.440203,-0.094921 51.440154,-0.094983 51.440134,-0.095365 51.440058,-0.095390 51.440111,-0.095862 51.440023,-0.095816 51.439924,-0.095940 51.439898,-0.096625 51.439554,-0.096877 51.439473,-0.096918 51.439507,-0.097313 51.439413,-0.097170 51.439113,-0.097889 51.438972,-0.096857 51.436788,-0.095302 51.437125,-0.095525 51.437577,-0.094770 51.437739,-0.094792 51.437782,-0.094067 51.437912,-0.094003 51.437773,-0.093807 51.437811,-0.093649 51.437500,-0.092600 51.437703,-0.092641 51.437823,-0.092684 51.437815,-0.092806 51.437988,-0.093113 51.438598,-0.093650 51.439435,-0.093737 51.439795,-0.093734 51.439936,-0.093908 51.440338,-0.094363 51.440240,-0.094430 51.440375,-0.094539 51.440354)))",Rosendale Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/35
36,,,2020-09-04,"MULTIPOLYGON (((-0.109964 51.505083,-0.108783 51.505251,-0.108670 51.505299,-0.107990 51.504780,-0.106754 51.504972,-0.106508 51.505052,-0.106649 51.505373,-0.107374 51.505790,-0.107655 51.506005,-0.107802 51.506245,-0.107789 51.506474,-0.108239 51.506977,-0.112732 51.505334,-0.113023 51.505629,-0.113254 51.505540,-0.113469 51.505768,-0.113825 51.505642,-0.111866 51.503973,-0.110823 51.503966,-0.110373 51.504073,-0.110837 51.504932,-0.109964 51.505083)))",Waterloo,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/36
37,,,2020-09-04,"MULTIPOLYGON (((-0.099998 51.476863,-0.108406 51.480353,-0.107741 51.479215,-0.108377 51.479069,-0.108366 51.478948,-0.108418 51.478949,-0.108375 51.478836,-0.107675 51.478063,-0.108185 51.477950,-0.107984 51.477495,-0.110151 51.477115,-0.110092 51.476971,-0.110229 51.476117,-0.108732 51.476335,-0.107873 51.476644,-0.106669 51.476848,-0.106744 51.477302,-0.106108 51.477348,-0.105511 51.477289,-0.105507 51.477439,-0.103976 51.477686,-0.104033 51.477813,-0.103290 51.477945,-0.103042 51.477551,-0.102859 51.477742,-0.102177 51.477464,-0.102350 51.477300,-0.101918 51.477123,-0.101809 51.477231,-0.101282 51.477013,-0.101555 51.476758,-0.100762 51.476436,-0.100611 51.476395,-0.100556 51.476463,-0.100305 51.476413,-0.100195 51.476619,-0.099998 51.476863)))",Vassall Road,local-authority-eng:LBH,,conservation-area/local-authority-eng/LBH/37
