name,conservation-area,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
Stamford Green,conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.278727 51.329703,-0.280262 51.328710,-0.283020 51.328667,-0.283171 51.329014,-0.283158 51.329071,-0.283205 51.329236,-0.283392 51.329572,-0.283592 51.329622,-0.283852 51.330000,-0.284078 51.330124,-0.284812 51.330289,-0.284959 51.330342,-0.284987 51.330386,-0.284988 51.330678,-0.284294 51.331148,-0.283593 51.331849,-0.283662 51.331873,-0.284022 51.331803,-0.284464 51.331580,-0.284779 51.331642,-0.285122 51.331518,-0.285225 51.331549,-0.285616 51.331903,-0.286208 51.331787,-0.286346 51.331797,-0.286487 51.331927,-0.286480 51.332290,-0.286349 51.332402,-0.286036 51.332521,-0.285379 51.334199,-0.285921 51.334291,-0.285702 51.334885,-0.285097 51.334797,-0.284961 51.335088,-0.284563 51.335506,-0.284083 51.335206,-0.283811 51.335462,-0.283132 51.335277,-0.283116 51.335209,-0.282264 51.334999,-0.282083 51.334990,-0.282077 51.335252,-0.280875 51.334917,-0.280641 51.334988,-0.278509 51.335368,-0.278119 51.334972,-0.277178 51.335359,-0.277063 51.335418,-0.277046 51.335437,-0.277089 51.335480,-0.276928 51.335581,-0.276572 51.335567,-0.276482 51.335532,-0.276379 51.335434,-0.276168 51.335567,-0.275880 51.335260,-0.275641 51.335124,-0.275485 51.335220,-0.275280 51.335293,-0.275195 51.335237,-0.275043 51.335262,-0.274956 51.335233,-0.274714 51.335023,-0.274696 51.334971,-0.274471 51.334822,-0.274533 51.334741,-0.274512 51.334605,-0.274539 51.334595,-0.274549 51.334329,-0.274366 51.334318,-0.274409 51.334140,-0.273289 51.333865,-0.273072 51.334266,-0.272634 51.334237,-0.272652 51.334069,-0.272555 51.334048,-0.272598 51.333821,-0.272633 51.333821,-0.272634 51.333693,-0.272335 51.333658,-0.272081 51.333683,-0.272124 51.333955,-0.271905 51.334000,-0.271710 51.333792,-0.271660 51.333695,-0.272546 51.333266,-0.273008 51.333365,-0.273406 51.333025,-0.273642 51.332875,-0.274096 51.332682,-0.274046 51.333216,-0.274796 51.333658,-0.275079 51.333722,-0.275106 51.333701,-0.275758 51.333721,-0.275870 51.333658,-0.276393 51.333758,-0.278929 51.333749,-0.278941 51.333850,-0.279833 51.333762,-0.279860 51.333916,-0.280762 51.333858,-0.280895 51.333787,-0.280928 51.333638,-0.280832 51.333555,-0.280930 51.333456,-0.281070 51.333181,-0.282161 51.332807,-0.281680 51.331740,-0.281359 51.330813,-0.281102 51.330306,-0.281014 51.330205,-0.280400 51.330089,-0.280298 51.330129,-0.280191 51.330001,-0.277927 51.330790,-0.277651 51.330451,-0.278727 51.329703)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"A-Plan House, Upper High Street (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.261355 51.334365,-0.261087 51.334404,-0.261040 51.334384,-0.261009 51.334299,-0.260955 51.334307,-0.260924 51.334224,-0.261330 51.334169,-0.261384 51.334334,-0.261355 51.334365)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Burgh Heath Road,conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.255618 51.329334,-0.256350 51.328657,-0.256325 51.328589,-0.256133 51.328418,-0.255780 51.328007,-0.255572 51.328079,-0.255351 51.327799,-0.254629 51.327999,-0.254731 51.328479,-0.254392 51.328662,-0.253515 51.328562,-0.253462 51.328414,-0.253682 51.328394,-0.253183 51.327260,-0.252656 51.327453,-0.252347 51.327135,-0.252383 51.327121,-0.251884 51.326528,-0.254365 51.325615,-0.255801 51.325142,-0.255615 51.324374,-0.255559 51.324014,-0.256951 51.323881,-0.257132 51.324459,-0.257161 51.324458,-0.257345 51.324667,-0.257200 51.324687,-0.257279 51.324939,-0.258040 51.325280,-0.259310 51.325708,-0.259046 51.325985,-0.258927 51.325936,-0.258499 51.326409,-0.259289 51.326834,-0.259113 51.326987,-0.259104 51.327060,-0.259533 51.327264,-0.259903 51.326826,-0.260563 51.326989,-0.260309 51.327340,-0.259867 51.327212,-0.259714 51.327455,-0.259547 51.327616,-0.259237 51.328089,-0.259546 51.328240,-0.260502 51.328514,-0.260053 51.329051,-0.259761 51.329107,-0.259237 51.328728,-0.258573 51.329082,-0.258676 51.329174,-0.257896 51.329640,-0.257352 51.329341,-0.257105 51.329543,-0.257150 51.329565,-0.256822 51.329865,-0.255618 51.329334),(-0.256084 51.326028,-0.254870 51.326384,-0.254865 51.326589,-0.254903 51.326720,-0.255038 51.326872,-0.255326 51.326963,-0.255362 51.326954,-0.255369 51.326842,-0.255628 51.326755,-0.255672 51.326809,-0.255770 51.326775,-0.255724 51.326722,-0.255827 51.326717,-0.256043 51.326970,-0.256134 51.327168,-0.256198 51.327146,-0.256198 51.326531,-0.256084 51.326028)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Ewell Village,conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.250047 51.357681,-0.250049 51.357589,-0.250129 51.357441,-0.250059 51.357565,-0.249959 51.357546,-0.250124 51.357314,-0.250231 51.357325,-0.250757 51.356766,-0.250616 51.356704,-0.250807 51.356474,-0.250419 51.356255,-0.250158 51.355978,-0.250263 51.355930,-0.249700 51.355426,-0.249478 51.355184,-0.249397 51.355163,-0.249096 51.354906,-0.248779 51.355059,-0.247944 51.353993,-0.247496 51.354203,-0.247066 51.353761,-0.246917 51.353703,-0.246822 51.353622,-0.246659 51.353317,-0.246229 51.353508,-0.246207 51.353341,-0.246115 51.353175,-0.246015 51.352796,-0.246067 51.352789,-0.246052 51.352655,-0.245929 51.352156,-0.245602 51.352174,-0.245584 51.352060,-0.245102 51.352117,-0.245093 51.352090,-0.245579 51.352033,-0.245557 51.351900,-0.245943 51.351863,-0.245937 51.351810,-0.245881 51.351791,-0.245868 51.351741,-0.245923 51.351714,-0.245957 51.351643,-0.245938 51.351474,-0.245465 51.351547,-0.244998 51.351752,-0.244995 51.351677,-0.245080 51.351564,-0.245076 51.351496,-0.244990 51.351413,-0.244791 51.351356,-0.244561 51.350698,-0.244465 51.349948,-0.244485 51.349450,-0.244521 51.349288,-0.244809 51.348603,-0.244815 51.348494,-0.245152 51.347760,-0.245476 51.347188,-0.245676 51.347095,-0.245894 51.347040,-0.245896 51.346814,-0.246102 51.346909,-0.246276 51.346813,-0.246315 51.346841,-0.246709 51.346627,-0.246913 51.346759,-0.246964 51.346729,-0.247031 51.346771,-0.247180 51.346681,-0.247249 51.346721,-0.247640 51.346537,-0.247697 51.346490,-0.247723 51.346381,-0.247890 51.346318,-0.247948 51.346361,-0.247981 51.346349,-0.248092 51.346469,-0.248692 51.346130,-0.248388 51.345958,-0.248507 51.345877,-0.248467 51.345830,-0.248749 51.345653,-0.248711 51.345605,-0.248850 51.345757,-0.249021 51.345720,-0.249049 51.345666,-0.249358 51.345540,-0.249527 51.345735,-0.251028 51.345141,-0.250764 51.344888,-0.251072 51.344761,-0.251385 51.344732,-0.251458 51.344767,-0.251542 51.344123,-0.251153 51.343779,-0.251696 51.343498,-0.251161 51.343250,-0.251603 51.342745,-0.251530 51.342681,-0.251982 51.342200,-0.252198 51.342442,-0.252304 51.342317,-0.252503 51.342211,-0.252738 51.342315,-0.252992 51.342042,-0.252482 51.341464,-0.253020 51.341144,-0.253406 51.341567,-0.253563 51.341632,-0.253542 51.341658,-0.253959 51.341787,-0.253923 51.341850,-0.253463 51.341753,-0.253315 51.341921,-0.253277 51.342074,-0.253769 51.342148,-0.253710 51.342392,-0.253053 51.342334,-0.253065 51.342315,-0.252948 51.342330,-0.252749 51.342554,-0.252751 51.342637,-0.252591 51.342759,-0.252351 51.343060,-0.253871 51.343265,-0.253695 51.343741,-0.253235 51.343690,-0.253196 51.343860,-0.252747 51.343839,-0.252597 51.344572,-0.252642 51.344575,-0.252571 51.344874,-0.252523 51.344872,-0.252336 51.345673,-0.252274 51.345678,-0.252028 51.346350,-0.252587 51.346303,-0.252726 51.346622,-0.253099 51.346571,-0.253103 51.346789,-0.253586 51.346976,-0.253709 51.347102,-0.253463 51.347207,-0.253721 51.347487,-0.253520 51.347554,-0.253954 51.347949,-0.253335 51.348195,-0.253234 51.348130,-0.253078 51.348196,-0.253086 51.348244,-0.252957 51.348321,-0.252914 51.348296,-0.252794 51.348365,-0.253143 51.348646,-0.253308 51.348695,-0.253344 51.348807,-0.253547 51.348975,-0.253963 51.348768,-0.254190 51.348947,-0.254532 51.348771,-0.255607 51.348379,-0.257147 51.347735,-0.256093 51.346725,-0.254892 51.347129,-0.254793 51.347011,-0.257695 51.346051,-0.257613 51.345955,-0.258613 51.345537,-0.258852 51.345794,-0.259705 51.345500,-0.257682 51.348976,-0.257885 51.349029,-0.257549 51.349579,-0.257526 51.349690,-0.257287 51.350096,-0.257342 51.350109,-0.257310 51.350164,-0.257254 51.350150,-0.257008 51.350587,-0.256548 51.350472,-0.256519 51.350523,-0.256540 51.350467,-0.256201 51.350058,-0.255723 51.350237,-0.255816 51.350272,-0.255952 51.350444,-0.256022 51.350602,-0.256019 51.350664,-0.256038 51.350657,-0.256030 51.350758,-0.255112 51.351082,-0.255009 51.351085,-0.254991 51.351149,-0.255146 51.351274,-0.254836 51.351483,-0.255039 51.351698,-0.254499 51.351947,-0.254959 51.352267,-0.254933 51.352285,-0.255293 51.352571,-0.255531 51.352681,-0.254634 51.354240,-0.254036 51.355094,-0.253849 51.355246,-0.253699 51.355535,-0.253489 51.356125,-0.253559 51.356143,-0.253548 51.356190,-0.253513 51.356223,-0.253438 51.356227,-0.253314 51.356451,-0.253129 51.356696,-0.252233 51.357715,-0.251475 51.358964,-0.250856 51.359096,-0.250649 51.358929,-0.250388 51.358660,-0.250304 51.358527,-0.250039 51.357922,-0.250020 51.357815,-0.250047 51.357681),(-0.247949 51.349973,-0.248135 51.349827,-0.248063 51.349786,-0.248181 51.349703,-0.248135 51.349677,-0.248086 51.349713,-0.247919 51.349642,-0.248055 51.349522,-0.248070 51.349497,-0.248026 51.349477,-0.248355 51.349187,-0.248641 51.348983,-0.248775 51.348829,-0.249350 51.348439,-0.248932 51.348241,-0.249366 51.347904,-0.249444 51.347707,-0.249519 51.347634,-0.249398 51.347590,-0.250011 51.347194,-0.249837 51.346990,-0.250179 51.346845,-0.250347 51.346622,-0.250283 51.346553,-0.250347 51.346504,-0.250178 51.346361,-0.250423 51.346249,-0.250237 51.345520,-0.249279 51.345915,-0.248083 51.346576,-0.247352 51.346779,-0.247145 51.346887,-0.246872 51.347102,-0.246826 51.347185,-0.247366 51.347572,-0.247119 51.347715,-0.247169 51.347746,-0.246913 51.347902,-0.246648 51.348214,-0.246083 51.348018,-0.245999 51.348031,-0.245688 51.348200,-0.245620 51.348154,-0.245216 51.348779,-0.245257 51.348860,-0.246289 51.349570,-0.246803 51.349966,-0.246943 51.350001,-0.247458 51.350319,-0.247949 51.349973),(-0.250856 51.354508,-0.251280 51.354400,-0.251084 51.354143,-0.250971 51.354053,-0.250999 51.354032,-0.250988 51.353986,-0.250870 51.353699,-0.250806 51.353690,-0.250791 51.353628,-0.250827 51.353591,-0.250792 51.353364,-0.250805 51.353110,-0.250297 51.353139,-0.249962 51.353309,-0.249283 51.353483,-0.249356 51.353675,-0.249579 51.354017,-0.249669 51.354056,-0.249651 51.354071,-0.249949 51.354471,-0.250208 51.354706,-0.250856 51.354508),(-0.250817 51.357390,-0.250708 51.357497,-0.251196 51.357682,-0.251505 51.357354,-0.251202 51.357219,-0.251021 51.357384,-0.250885 51.357323,-0.250817 51.357390)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Worple Road,conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.260520 51.328493,-0.261916 51.326713,-0.262353 51.326818,-0.262601 51.326509,-0.263591 51.326749,-0.263749 51.326726,-0.263775 51.326635,-0.263708 51.326480,-0.263822 51.326443,-0.264650 51.326666,-0.264401 51.327018,-0.264518 51.327044,-0.264419 51.327141,-0.264637 51.327230,-0.264636 51.327255,-0.264723 51.327265,-0.264851 51.327140,-0.264963 51.327149,-0.265927 51.327420,-0.266378 51.327151,-0.266723 51.327231,-0.266936 51.327234,-0.266105 51.327838,-0.266784 51.328004,-0.266460 51.328550,-0.266256 51.329356,-0.265998 51.329332,-0.266025 51.329226,-0.265496 51.329106,-0.265510 51.329032,-0.264801 51.328909,-0.265179 51.329312,-0.265006 51.329363,-0.263893 51.329163,-0.263764 51.329172,-0.263113 51.330463,-0.262859 51.330422,-0.262744 51.330668,-0.262058 51.330616,-0.261601 51.330464,-0.260386 51.329840,-0.260033 51.329604,-0.259967 51.329286,-0.259854 51.329081,-0.260097 51.329029,-0.260520 51.328493)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
College Road,conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.254070 51.329370,-0.253759 51.329202,-0.253405 51.329435,-0.253137 51.329266,-0.252826 51.329295,-0.252538 51.329448,-0.252159 51.329171,-0.252072 51.329143,-0.252082 51.329031,-0.252991 51.328882,-0.252396 51.327692,-0.252104 51.327214,-0.252346 51.327134,-0.252656 51.327453,-0.253183 51.327260,-0.253682 51.328394,-0.253461 51.328412,-0.253515 51.328562,-0.254392 51.328662,-0.254731 51.328479,-0.254802 51.328704,-0.255014 51.328921,-0.254805 51.329056,-0.254723 51.329037,-0.253874 51.329654,-0.253964 51.329582,-0.253857 51.329525,-0.254070 51.329370)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Downs Road Estate,conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.255078 51.322617,-0.258600 51.321487,-0.259464 51.322622,-0.259655 51.323415,-0.259874 51.324152,-0.260327 51.325444,-0.260593 51.326050,-0.260412 51.326093,-0.260251 51.326067,-0.259702 51.325892,-0.259270 51.325746,-0.259312 51.325707,-0.258040 51.325279,-0.257279 51.324938,-0.257200 51.324687,-0.257347 51.324667,-0.257161 51.324457,-0.257132 51.324457,-0.256951 51.323880,-0.255629 51.324006,-0.255389 51.323307,-0.255078 51.322617)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Pikes Hill (part),conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.257434 51.332440,-0.257498 51.332373,-0.257320 51.332238,-0.257564 51.332099,-0.257888 51.332169,-0.257556 51.332751,-0.257502 51.332750,-0.257250 51.332561,-0.257434 51.332440)),((-0.256320 51.333586,-0.256707 51.333439,-0.256967 51.333691,-0.256588 51.333843,-0.256320 51.333586)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Pikes Hill (Wyeths Road front gardens),conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.255379 51.333942,-0.257072 51.333284,-0.257409 51.333613,-0.257094 51.333632,-0.256962 51.333686,-0.256707 51.333439,-0.256320 51.333586,-0.256588 51.333843,-0.256770 51.333770,-0.257029 51.334150,-0.256658 51.334361,-0.255846 51.334544,-0.255593 51.334256,-0.255646 51.334234,-0.255379 51.333942)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
Epsom Town Centre (primary retail frontages only),conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.267954 51.333839,-0.267933 51.333781,-0.267856 51.333792,-0.267768 51.333563,-0.267682 51.333529,-0.267629 51.333412,-0.267538 51.333432,-0.267564 51.333482,-0.267401 51.333511,-0.267389 51.333461,-0.267359 51.333466,-0.267383 51.333522,-0.267343 51.333528,-0.267327 51.333496,-0.267283 51.333513,-0.267226 51.333382,-0.267666 51.333294,-0.267907 51.333279,-0.267959 51.333283,-0.267971 51.333328,-0.267980 51.333297,-0.268546 51.333302,-0.268546 51.333334,-0.268596 51.333333,-0.268589 51.333299,-0.269349 51.333188,-0.269396 51.333146,-0.269521 51.333131,-0.269689 51.333159,-0.269660 51.333061,-0.270445 51.333009,-0.270440 51.333189,-0.270209 51.333217,-0.270234 51.333301,-0.270419 51.333300,-0.270472 51.333473,-0.270365 51.333485,-0.270354 51.333449,-0.270268 51.333460,-0.270257 51.333426,-0.270122 51.333443,-0.270072 51.333282,-0.269452 51.333354,-0.269487 51.333474,-0.269325 51.333491,-0.269314 51.333458,-0.269034 51.333500,-0.269014 51.333458,-0.268899 51.333480,-0.268833 51.333414,-0.268840 51.333441,-0.268810 51.333442,-0.268885 51.333585,-0.268812 51.333601,-0.268733 51.333418,-0.268549 51.333442,-0.268552 51.333548,-0.268443 51.333551,-0.268437 51.333512,-0.268395 51.333513,-0.268394 51.333454,-0.268314 51.333454,-0.268480 51.333601,-0.268537 51.333751,-0.267954 51.333839)),((-0.264179 51.333803,-0.264279 51.333732,-0.264367 51.333751,-0.264361 51.333793,-0.264393 51.333793,-0.264400 51.333683,-0.264702 51.333640,-0.264799 51.333674,-0.265130 51.333455,-0.265260 51.333510,-0.265373 51.333427,-0.265418 51.333421,-0.265491 51.333475,-0.265694 51.333354,-0.265820 51.333414,-0.265818 51.333382,-0.266056 51.333324,-0.266367 51.333312,-0.266430 51.333371,-0.266471 51.333360,-0.266426 51.333293,-0.266454 51.333242,-0.266183 51.333256,-0.266175 51.333226,-0.265833 51.333266,-0.265784 51.333087,-0.266415 51.333081,-0.266427 51.332919,-0.266562 51.332914,-0.266740 51.332957,-0.266797 51.333005,-0.266804 51.333062,-0.266858 51.333059,-0.266864 51.333097,-0.266750 51.333082,-0.266784 51.333289,-0.266571 51.333301,-0.266610 51.333356,-0.266544 51.333386,-0.266558 51.333410,-0.265129 51.333835,-0.264487 51.333956,-0.264040 51.333924,-0.264179 51.333803)),((-0.264381 51.334335,-0.264468 51.334245,-0.264604 51.334179,-0.265615 51.333924,-0.265643 51.333939,-0.266857 51.333558,-0.266950 51.333551,-0.267021 51.333582,-0.267109 51.333763,-0.266842 51.333803,-0.264999 51.334332,-0.264717 51.334367,-0.264381 51.334335)),((-0.269175 51.332657,-0.269212 51.332689,-0.269349 51.332665,-0.269359 51.332707,-0.269415 51.332723,-0.269516 51.332688,-0.269564 51.332718,-0.269703 51.332701,-0.269726 51.332763,-0.268709 51.332923,-0.268173 51.333077,-0.267307 51.333190,-0.267282 51.333100,-0.267100 51.333120,-0.267045 51.333094,-0.267017 51.332951,-0.267028 51.332884,-0.267299 51.332877,-0.267319 51.332991,-0.267832 51.332885,-0.267884 51.333004,-0.267929 51.332995,-0.267901 51.332927,-0.267953 51.332901,-0.267936 51.332870,-0.268053 51.332848,-0.268075 51.332896,-0.268276 51.332857,-0.268444 51.332783,-0.268429 51.332760,-0.268463 51.332714,-0.268631 51.332671,-0.268861 51.332696,-0.269175 51.332657)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Oaks House, East Street, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.271506 51.333211,-0.271416 51.333448,-0.271351 51.333468,-0.271182 51.333277,-0.271130 51.333100,-0.271476 51.333147,-0.271456 51.333200,-0.271506 51.333211)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Global House, Ashley Avenue, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.269146 51.331560,-0.269185 51.331640,-0.269114 51.331704,-0.268966 51.331723,-0.268827 51.331856,-0.268839 51.331903,-0.268381 51.331963,-0.267971 51.331771,-0.268035 51.331730,-0.268525 51.331662,-0.268637 51.331728,-0.268741 51.331689,-0.268830 51.331603,-0.269146 51.331560)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Parkside House, Ashley Road, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.268861 51.330994,-0.267199 51.331233,-0.267180 51.331162,-0.267375 51.330895,-0.268765 51.330745,-0.268861 51.330994)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Epsom Gateway, Ashley Avenue,Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.267198 51.331241,-0.269027 51.330974,-0.269119 51.331223,-0.269189 51.331269,-0.269129 51.331361,-0.269012 51.331381,-0.268932 51.331350,-0.267503 51.331592,-0.267470 51.331630,-0.267232 51.331704,-0.267061 51.331658,-0.266998 51.331572,-0.267051 51.331463,-0.267048 51.331364,-0.267089 51.331247,-0.267198 51.331241)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"The Kirkgate, Church Street, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.262482 51.333341,-0.262277 51.333428,-0.262302 51.333457,-0.262271 51.333471,-0.262190 51.333437,-0.261930 51.333194,-0.261999 51.333165,-0.261943 51.333115,-0.261950 51.333087,-0.262194 51.332971,-0.262466 51.333244,-0.262488 51.333286,-0.262435 51.333313,-0.262482 51.333341)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"The Wells, Church Street, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.263161 51.333642,-0.262962 51.333822,-0.262670 51.333772,-0.262559 51.333706,-0.262494 51.333601,-0.262731 51.333431,-0.263161 51.333642)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Horizon House, Upper High Street (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.261741 51.334266,-0.261689 51.334321,-0.261538 51.334342,-0.261418 51.334295,-0.261315 51.334043,-0.261645 51.333994,-0.261741 51.334266)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Eastleigh House, East Street,Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.261205 51.336061,-0.260652 51.336286,-0.260629 51.336268,-0.260503 51.336319,-0.260150 51.336069,-0.260737 51.335826,-0.260717 51.335796,-0.260846 51.335751,-0.261205 51.336061)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Nightingale House, East Street (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.261538 51.335617,-0.261754 51.335819,-0.261540 51.335919,-0.261342 51.335702,-0.261538 51.335617)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Newplan House, East Street, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.263153 51.336076,-0.262376 51.336479,-0.261732 51.336086,-0.261899 51.336002,-0.262301 51.336242,-0.262981 51.335972,-0.263153 51.336076)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Bradford House, 39a East Street (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.262567 51.336129,-0.262299 51.336235,-0.261878 51.335978,-0.262254 51.335823,-0.262567 51.336129)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Emerald House, East Street, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.263500 51.335098,-0.263215 51.335236,-0.262703 51.334853,-0.262806 51.334791,-0.262974 51.334929,-0.263140 51.334847,-0.263500 51.335098)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Adephi Court, East Street, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.264622 51.334645,-0.264550 51.334749,-0.264221 51.334668,-0.264233 51.334609,-0.264622 51.334645)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Epsom Chase, Hook Road, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.265098 51.335331,-0.265061 51.335470,-0.264960 51.335549,-0.264773 51.335617,-0.264602 51.335608,-0.264485 51.335559,-0.264339 51.335346,-0.264887 51.335145,-0.265105 51.335250,-0.265030 51.335298,-0.265098 51.335331)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
"Sollis House, 20 Hook Road, Epsom (Change of Use)",conservationareas,local-authority-eng:EPS,,"MULTIPOLYGON (((-0.265048 51.336183,-0.264963 51.336258,-0.264916 51.336251,-0.264801 51.336100,-0.264580 51.336013,-0.264538 51.335926,-0.264627 51.335838,-0.264693 51.335843,-0.265015 51.336067,-0.265047 51.336099,-0.265048 51.336183)))",2020-09-06,,,/conservation-area/local-authority-eng/EPS/conservationareas
