geography,name,reference,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
conservation-area:CA19,Park Hall Road,CA19,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/park,,2021-04-09,1974-01-01,,/conservation-area/local-authority-eng/LBH/CA19
conservation-area:CA2,Rectory Grove,CA02,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/rectory,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA2
conservation-area:CA20,Elderwood,CA20,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-7,,2021-04-09,1976-01-01,,/conservation-area/local-authority-eng/LBH/CA20
conservation-area:CA21,Roupell Street,CA21,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/roupell,,2021-04-09,1976-11-01,,/conservation-area/local-authority-eng/LBH/CA21
conservation-area:CA22,Clapham High Street,CA22,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-4,,2021-04-09,1997-10-23,,/conservation-area/local-authority-eng/LBH/CA22
conservation-area:CA23,Westow Hill (North Side),CA23,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/westow,,2021-04-09,1998-02-16,,/conservation-area/local-authority-eng/LBH/CA23
conservation-area:CA24,West Norwood,CA24,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/west,,2021-04-09,1978-06-01,,/conservation-area/local-authority-eng/LBH/CA24
conservation-area:CA25,Minet Estate,CA25,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/minet,,2021-04-09,1980-10-20,,/conservation-area/local-authority-eng/LBH/CA25
conservation-area:CA26,Brixton,CA26,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/brixton,,2021-04-09,1980-10-20,,/conservation-area/local-authority-eng/LBH/CA26
conservation-area:CA27,Loughborough Park,CA27,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/loughborough-park-ca27,,2021-04-09,1981-03-30,,/conservation-area/local-authority-eng/LBH/CA27
conservation-area:CA28,Leigham Court Road (South),CA28,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-12,,2021-04-09,1981-02-18,,/conservation-area/local-authority-eng/LBH/CA28
conservation-area:CA29,Larkhall,CA29,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/larkhall,,2021-04-09,1981-06-08,,/conservation-area/local-authority-eng/LBH/CA29
conservation-area:CA3,Lansdowne Gardens,CA03,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-11,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA3
conservation-area:CA30,Abbeville Road,CA30,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-0,,2021-04-09,2003-10-27,,/conservation-area/local-authority-eng/LBH/CA30
conservation-area:CA31,Leigham Court Estate,CA31,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-13,,2021-04-09,1981-02-18,,/conservation-area/local-authority-eng/LBH/CA31
conservation-area:CA32,Vauxhall,CA32,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/vauxhall,,2021-04-09,1981-06-08,,/conservation-area/local-authority-eng/LBH/CA32
conservation-area:CA33,Clapham Road,CA33,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-6,,2021-04-09,1981-09-01,,/conservation-area/local-authority-eng/LBH/CA33
conservation-area:CA34,Waterloo,CA34,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/waterloo,,2021-04-09,1981-10-19,,/conservation-area/local-authority-eng/LBH/CA34
conservation-area:CA35,The Chase,CA35,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/chase,,2021-04-09,1981-12-07,,/conservation-area/local-authority-eng/LBH/CA35
conservation-area:CA36,La Retraite,CA36,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/la,,2021-04-09,1982-03-29,,/conservation-area/local-authority-eng/LBH/CA36
conservation-area:CA37,South Lambeth Road,CA37,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/south-0,,2021-04-09,1982-03-29,,/conservation-area/local-authority-eng/LBH/CA37
conservation-area:CA38,South Bank,CA38,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/south,,2021-04-09,1982-07-27,,/conservation-area/local-authority-eng/LBH/CA38
conservation-area:CA39,Brockwell Park,CA39,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/brockwell-park-ca39,,2021-04-09,1983-12-10,,/conservation-area/local-authority-eng/LBH/CA39
conservation-area:CA4,Albert Square,CA04,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/albert-0,,2021-04-09,1976-09-01,,/conservation-area/local-authority-eng/LBH/CA4
conservation-area:CA40,Lower Marsh,CA40,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/lower,,2021-04-09,1984-06-04,,/conservation-area/local-authority-eng/LBH/CA40
conservation-area:CA41,Renfrew Road,CA41,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/renfrew,,2021-04-09,1985-10-28,,/conservation-area/local-authority-eng/LBH/CA41
conservation-area:CA42,Stockwell Green,CA42,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-16,,2021-04-09,1986-06-01,,/conservation-area/local-authority-eng/LBH/CA42
conservation-area:CA43,Streatham Common,CA43,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-18,,2021-04-09,1994-06-16,,/conservation-area/local-authority-eng/LBH/CA43
conservation-area:CA44,Telford Park,CA44,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/telford,,2021-04-09,1994-09-09,,/conservation-area/local-authority-eng/LBH/CA44
conservation-area:CA45,Lancaster Avenue,CA45,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-10,,2021-04-09,1994-10-17,,/conservation-area/local-authority-eng/LBH/CA45
conservation-area:CA46,Ferndale Road (Jennings Estate),CA46,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/ferndale-road-ca46,,2021-04-09,1994-09-22,,/conservation-area/local-authority-eng/LBH/CA46
conservation-area:CA47,Rosendale Road,CA47,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-15,,2021-04-09,1995-06-15,,/conservation-area/local-authority-eng/LBH/CA47
conservation-area:CA48,Hyde Farm,CA48,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/hyde-farm-ca48,,2021-04-09,1996-02-13,,/conservation-area/local-authority-eng/LBH/CA48
conservation-area:CA49,Rush Common & Brixton Hill,CA49,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/rush,,2021-04-09,1997-08-27,,/conservation-area/local-authority-eng/LBH/CA49
conservation-area:CA5,Stockwell Park,CA05,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-17,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA5
conservation-area:CA50,Lambeth Walk & China Walk,CA50,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-9,,2021-04-09,1998-06-30,,/conservation-area/local-authority-eng/LBH/CA50
conservation-area:CA51,Mitre Road & Ufford Street,CA51,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/mitre,,2021-04-09,1998-06-30,,/conservation-area/local-authority-eng/LBH/CA51
conservation-area:CA52,Poet's Corner,CA52,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/poets,,2021-04-09,1998-10-12,,/conservation-area/local-authority-eng/LBH/CA52
conservation-area:CA53,Peabody Estate - Rosendale Road,CA53,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/peabody,,2021-04-09,1999-03-24,,/conservation-area/local-authority-eng/LBH/CA53
conservation-area:CA54,Streatham High Road & Streatham Hill,CA54,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-19,,2021-04-09,1999-12-07,,/conservation-area/local-authority-eng/LBH/CA54
conservation-area:CA55,Oaklands Estate,CA55,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/oaklands,,2021-04-09,1999-12-07,,/conservation-area/local-authority-eng/LBH/CA55
conservation-area:CA56,Vauxhall Gardens,CA56,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-23,,2021-04-09,2001-11-26,,/conservation-area/local-authority-eng/LBH/CA56
conservation-area:CA57,Albert Embankment,CA57,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/albert,,2021-04-09,2001-11-26,,/conservation-area/local-authority-eng/LBH/CA57
conservation-area:CA58,Sibella Road,CA58,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/sibella,,2021-04-09,2001-12-11,,/conservation-area/local-authority-eng/LBH/CA58
conservation-area:CA59,Wandsworth Road,CA59,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-24,,2021-04-09,2002-10-14,,/conservation-area/local-authority-eng/LBH/CA59
conservation-area:CA6,Brixton Road,CA06,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-1,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA6
conservation-area:CA60,Leigham Court Road (North),CA60,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/leigham,,2021-04-09,2002-11-04,,/conservation-area/local-authority-eng/LBH/CA60
conservation-area:CA61,Herne Hill,CA61,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/herne,,2021-04-09,2007-12-01,,/conservation-area/local-authority-eng/LBH/CA61
conservation-area:CA62,Streatham Lodge,CA62,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-20,,2021-04-09,2009-06-08,,/conservation-area/local-authority-eng/LBH/CA62
conservation-area:CA7,Vassall Road,CA07,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/vassal,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA7
conservation-area:CA8,Kennington,CA08,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles-8,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA8
conservation-area:CA9,Walcot,CA09,local-authority-eng:LBH,https://beta.lambeth.gov.uk/planning-and-building-control/conservation-and-listed-buildings/conservation-area-profiles/walcot,,2021-04-09,1968-01-01,,/conservation-area/local-authority-eng/LBH/CA9
conservation-area:COA00000085,St Saviours Dock,12,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=36,,2021-04-09,1978-04-01,,/conservation-area/local-authority-eng/SWK/COA00000085
conservation-area:COA00000099,Trinity Church Square,13,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=48,,2021-04-09,1968-09-27,,/conservation-area/local-authority-eng/SWK/COA00000099
conservation-area:COA00000108,West Square,14,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=52,,2021-04-09,1971-09-17,,/conservation-area/local-authority-eng/SWK/COA00000108
conservation-area:COA00000121,Wilson Grove,16,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=53,,2021-04-09,1977-08-19,,/conservation-area/local-authority-eng/SWK/COA00000121
conservation-area:COA00000123,Tower Bridge,17,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=46,,2021-04-09,1978-02-07,,/conservation-area/local-authority-eng/SWK/COA00000123
conservation-area:COA00000136,Trafalgar Avenue,18,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=47,,2021-04-09,1980-02-05,,/conservation-area/local-authority-eng/SWK/COA00000136
conservation-area:COA00000164,Cobourg Road,19,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=10,,2021-04-09,1980-02-05,,/conservation-area/local-authority-eng/SWK/COA00000164
conservation-area:COA00000250,The Gardens,30,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=40,,2021-04-09,1988-06-22,,/conservation-area/local-authority-eng/SWK/COA00000250
conservation-area:COA00000262,Bear Gardens,32,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=3,,2021-04-09,1999-04-22,,/conservation-area/local-authority-eng/SWK/COA00000262
conservation-area:COA00000315,Addington Square,1,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=2,,2021-04-09,1971-07-09,,/conservation-area/local-authority-eng/SWK/COA00000315
conservation-area:COA00000363,Thorburn Square,33,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=43,,2021-04-09,1991-01-30,,/conservation-area/local-authority-eng/SWK/COA00000363
conservation-area:COA00000372,Peckham Hill Street,43,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=30,,2021-04-09,2011-10-18,,/conservation-area/local-authority-eng/SWK/COA00000372
conservation-area:COA00000419,Valentine Place,44,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=50,,2021-04-09,2012-03-27,,/conservation-area/local-authority-eng/SWK/COA00000419
conservation-area:COA00000473,Larcom Street,45,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=22,,2021-04-09,2013-03-26,,/conservation-area/local-authority-eng/SWK/COA00000473
conservation-area:COA00000489,Elliot's Row,46,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=14,,2021-04-09,2013-03-26,,/conservation-area/local-authority-eng/SWK/COA00000489
conservation-area:COA00000537,Union Street,34,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=49,,2021-04-09,2000-05-11,,/conservation-area/local-authority-eng/SWK/COA00000537
conservation-area:COA00000539,Stradella Road,35,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=37,,2021-04-09,2000-09-26,,/conservation-area/local-authority-eng/SWK/COA00000539
conservation-area:COA00000545,St Georges Circus,36,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=34,,2021-04-09,2000-10-23,,/conservation-area/local-authority-eng/SWK/COA00000545
conservation-area:COA00000754,Tooley Street,31,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=45,,2021-04-09,1988-06-01,,/conservation-area/local-authority-eng/SWK/COA00000754
conservation-area:COA00000755,Pullens Estate,37,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=31,,2021-04-09,2005-04-19,,/conservation-area/local-authority-eng/SWK/COA00000755
conservation-area:COA00000759,Borough High Street,3,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=5,,2021-04-09,1968-09-29,,/conservation-area/local-authority-eng/SWK/COA00000759
conservation-area:COA00000764,Camberwell New Road,5,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=9,,2021-04-09,1968-09-27,,/conservation-area/local-authority-eng/SWK/COA00000764
conservation-area:COA00000769,Caroline Gardens,6,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=6,,2021-04-09,1968-09-27,,/conservation-area/local-authority-eng/SWK/COA00000769
conservation-area:COA00000771,Camberwell Grove,4,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=8,,2021-04-09,1970-06-24,,/conservation-area/local-authority-eng/SWK/COA00000771
conservation-area:COA00000773,Dulwich Village,7,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=11,,2021-04-09,1968-09-27,,/conservation-area/local-authority-eng/SWK/COA00000773
conservation-area:COA00000774,Glengall Road,conservation-area:COA00000774,local-authority-eng:SWK,,,2021-04-09,,,/conservation-area/local-authority-eng/SWK/COA00000774
conservation-area:COA00000775,Kennington Park Road,9,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=19,,2021-04-09,1968-09-27,,/conservation-area/local-authority-eng/SWK/COA00000775
conservation-area:COA00000776,Sceaux Gardens,10,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=33,,2021-04-09,1968-09-27,,/conservation-area/local-authority-eng/SWK/COA00000776
conservation-area:COA00000777,St Marys Rotherhithe,11,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=35,,2021-04-09,1970-10-09,,/conservation-area/local-authority-eng/SWK/COA00000777
conservation-area:COA00000778,Camberwell Green,20,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=7,,2021-04-09,1980-02-10,,/conservation-area/local-authority-eng/SWK/COA00000778
conservation-area:COA00000779,Liverpool Grove,21,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=24,,2021-04-09,1982-01-12,,/conservation-area/local-authority-eng/SWK/COA00000779
conservation-area:COA00000780,Sutherland Square,22,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=39,,2021-04-09,1982-01-12,,/conservation-area/local-authority-eng/SWK/COA00000780
conservation-area:COA00000781,Old Barge House Alley,23,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=28,,2021-04-09,,,/conservation-area/local-authority-eng/SWK/COA00000781
conservation-area:COA00000783,Dulwich Wood,24,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=12,,2021-04-09,1985-09-30,,/conservation-area/local-authority-eng/SWK/COA00000783
conservation-area:COA00000784,Pages Walk,25,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=29,,2021-04-09,1985-06-30,,/conservation-area/local-authority-eng/SWK/COA00000784
conservation-area:COA00000785,Honor Oak Rise,26,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=18,,2021-04-09,1985-09-29,,/conservation-area/local-authority-eng/SWK/COA00000785
conservation-area:COA00000786,Nunhead Cemetry,27,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=26,,2021-04-09,1986-09-29,,/conservation-area/local-authority-eng/SWK/COA00000786
conservation-area:COA00000787,Thrale Street,28,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=44,,2021-04-09,1988-03-23,,/conservation-area/local-authority-eng/SWK/COA00000787
conservation-area:COA00000788,Grosvenor Park,29,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=16,,2021-04-09,1988-03-23,,/conservation-area/local-authority-eng/SWK/COA00000788
conservation-area:COA00000789,Nunhead Green,38,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=27,,2021-04-09,2007-01-16,,/conservation-area/local-authority-eng/SWK/COA00000789
conservation-area:COA00000790,Sunray Estate,39,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=38,,2021-04-09,2009-01-20,,/conservation-area/local-authority-eng/SWK/COA00000790
conservation-area:COA00000791,King's Bench,40,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=21,,2021-04-09,2010-01-11,,/conservation-area/local-authority-eng/SWK/COA00000791
conservation-area:COA00000792,Edward III's Rotherhithe,41,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=13,,2021-04-09,2011-02-01,,/conservation-area/local-authority-eng/SWK/COA00000792
conservation-area:COA00000793,Bermondsey Street,2,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=4,,2021-04-09,1973-01-03,,/conservation-area/local-authority-eng/SWK/COA00000793
conservation-area:COA00000794,Liberty of the Mint,47,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=23,,2021-04-09,2015-12-01,,/conservation-area/local-authority-eng/SWK/COA00000794
conservation-area:COA00000795,Rye Lane Peckham,42,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=32,,2021-04-09,2011-10-08,,/conservation-area/local-authority-eng/SWK/COA00000795
conservation-area:COA00000796,Holly Grove,15,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=17,,2021-04-09,1971-09-06,,/conservation-area/local-authority-eng/SWK/COA00000796
conservation-area:COA00000797,Walworth Road,48,local-authority-eng:SWK,https://www.southwark.gov.uk/planning-and-building-control/design-and-conservation/conservation-areas?chapter=51,,2021-04-09,2016-03-22,,/conservation-area/local-authority-eng/SWK/COA00000797
