geography,name,reference,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
conservation-area:7,Copley,7,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.876983 53.699996,-1.874476 53.699154,-1.874711 53.698919,-1.873209 53.698413,-1.873532 53.697540,-1.874031 53.697591,-1.874104 53.697416,-1.873855 53.697269,-1.873823 53.697186,-1.873645 53.697095,-1.871954 53.696943,-1.871842 53.697437,-1.873457 53.697583,-1.873114 53.698357,-1.872413 53.698763,-1.876859 53.700309,-1.877023 53.700131,-1.877027 53.700057,-1.876983 53.699996)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/7
conservation-area:8,Ripponden,8,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.936780 53.675549,-1.937004 53.675264,-1.937144 53.675165,-1.937377 53.675070,-1.937851 53.674954,-1.938755 53.674817,-1.939039 53.675025,-1.939383 53.674893,-1.939669 53.674830,-1.940003 53.675069,-1.939975 53.675143,-1.940275 53.675314,-1.941110 53.674811,-1.940954 53.674707,-1.940562 53.674579,-1.939555 53.674106,-1.938432 53.673495,-1.937851 53.673872,-1.937574 53.673870,-1.937497 53.673930,-1.937248 53.674144,-1.936780 53.674751,-1.936490 53.675041,-1.936524 53.675389,-1.936780 53.675549)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/8
conservation-area:9,Luddenden,9,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.942833 53.733737,-1.942765 53.733347,-1.942809 53.733110,-1.942885 53.733132,-1.942783 53.732519,-1.942658 53.732519,-1.942691 53.732380,-1.942653 53.732382,-1.941889 53.731288,-1.941715 53.731067,-1.941521 53.730889,-1.941509 53.730796,-1.941426 53.730704,-1.941366 53.730512,-1.940931 53.729918,-1.940853 53.729764,-1.940848 53.729672,-1.940988 53.729650,-1.940857 53.728997,-1.940902 53.728566,-1.939942 53.728401,-1.939452 53.728375,-1.939049 53.728418,-1.938777 53.728465,-1.938935 53.728695,-1.937798 53.728718,-1.937884 53.728955,-1.937521 53.729052,-1.937572 53.729183,-1.936237 53.729161,-1.936164 53.729200,-1.936166 53.729937,-1.936207 53.729966,-1.936136 53.730258,-1.936188 53.730455,-1.935666 53.730539,-1.935451 53.730628,-1.935399 53.730805,-1.935429 53.730847,-1.935597 53.730926,-1.936097 53.731327,-1.936031 53.731355,-1.935958 53.731332,-1.935915 53.731416,-1.936263 53.731856,-1.936319 53.731874,-1.936424 53.732063,-1.936454 53.732057,-1.936475 53.732097,-1.936583 53.732081,-1.936593 53.732117,-1.936645 53.732116,-1.936743 53.732271,-1.936778 53.732269,-1.936760 53.732327,-1.936717 53.732348,-1.936723 53.732408,-1.936475 53.733133,-1.936573 53.733193,-1.936657 53.733398,-1.936746 53.733489,-1.936866 53.733521,-1.937061 53.733278,-1.937486 53.733250,-1.938031 53.733329,-1.937641 53.734005,-1.938358 53.734035,-1.938482 53.734072,-1.938530 53.734231,-1.939428 53.734326,-1.939416 53.734215,-1.939480 53.734016,-1.939480 53.733761,-1.939608 53.733534,-1.939744 53.733373,-1.939815 53.733339,-1.942366 53.733535,-1.942399 53.733649,-1.942833 53.733737)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/9
conservation-area:10,Warley,10,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.922369 53.723888,-1.921649 53.724111,-1.921477 53.724129,-1.921620 53.723974,-1.921710 53.723812,-1.922007 53.723021,-1.922016 53.722814,-1.921937 53.722194,-1.921505 53.720777,-1.921290 53.719523,-1.921236 53.719397,-1.921079 53.719271,-1.920817 53.719139,-1.919187 53.718644,-1.917639 53.718031,-1.917641 53.717968,-1.917560 53.717933,-1.917220 53.717983,-1.917156 53.717765,-1.917259 53.717671,-1.917295 53.717493,-1.917267 53.717456,-1.917126 53.717472,-1.916974 53.717041,-1.917546 53.716774,-1.917483 53.716656,-1.914823 53.716282,-1.914383 53.716295,-1.912560 53.716563,-1.912449 53.716609,-1.912558 53.716876,-1.910237 53.716867,-1.910013 53.717048,-1.909865 53.717219,-1.909536 53.717124,-1.909430 53.717327,-1.908958 53.717709,-1.907585 53.718616,-1.907117 53.718875,-1.905665 53.719255,-1.902432 53.719932,-1.902704 53.720461,-1.902112 53.720457,-1.901973 53.720944,-1.902716 53.720996,-1.902573 53.721280,-1.902389 53.721775,-1.902445 53.722000,-1.902578 53.722270,-1.902242 53.722795,-1.901930 53.723081,-1.902240 53.723256,-1.901407 53.723410,-1.900545 53.723472,-1.901284 53.723513,-1.903790 53.723840,-1.906526 53.723903,-1.908043 53.724032,-1.909553 53.724068,-1.909860 53.724049,-1.912009 53.723701,-1.913674 53.723494,-1.916478 53.723424,-1.918646 53.723626,-1.920078 53.723973,-1.920029 53.724047,-1.920188 53.724089,-1.920152 53.724137,-1.920952 53.724363,-1.921384 53.724327,-1.921673 53.724429,-1.922093 53.724443,-1.922055 53.724344,-1.922255 53.724254,-1.922369 53.723888)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/10
conservation-area:11,Sowerby Bridge,11,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.912713 53.705608,-1.912314 53.705775,-1.912459 53.705871,-1.912078 53.706089,-1.912108 53.706111,-1.912773 53.706088,-1.912368 53.707113,-1.911883 53.707659,-1.911602 53.707643,-1.911463 53.707807,-1.911301 53.708085,-1.910822 53.708095,-1.909072 53.708630,-1.908194 53.708837,-1.907868 53.708885,-1.905807 53.708873,-1.905024 53.708901,-1.904094 53.708990,-1.904108 53.709089,-1.901766 53.709385,-1.901818 53.709499,-1.901459 53.709617,-1.901173 53.709776,-1.901001 53.709924,-1.900898 53.710080,-1.899963 53.710224,-1.899982 53.710703,-1.900553 53.710718,-1.901461 53.710678,-1.901648 53.710752,-1.902336 53.710591,-1.903282 53.710419,-1.903478 53.710618,-1.904549 53.710444,-1.904606 53.710562,-1.904879 53.710476,-1.905064 53.710377,-1.905071 53.710329,-1.905375 53.710160,-1.905434 53.710247,-1.905366 53.710264,-1.905473 53.710416,-1.905962 53.710312,-1.906024 53.710385,-1.907659 53.709927,-1.908349 53.710032,-1.908465 53.709875,-1.908581 53.709785,-1.908689 53.709757,-1.909768 53.709513,-1.909958 53.709483,-1.910112 53.709503,-1.910966 53.709375,-1.910894 53.709552,-1.912129 53.709494,-1.913302 53.709601,-1.914222 53.709041,-1.913281 53.708460,-1.912784 53.708239,-1.912455 53.708156,-1.912755 53.707714,-1.912441 53.707694,-1.912570 53.707565,-1.912889 53.707340,-1.913735 53.707102,-1.913380 53.706949,-1.914167 53.706326,-1.913053 53.705916,-1.912798 53.705735,-1.912713 53.705608)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/11
conservation-area:12,Mill Bank and Cottonstones,12,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.957403 53.692479,-1.957392 53.692165,-1.957456 53.691922,-1.957501 53.691868,-1.957667 53.691740,-1.958179 53.691617,-1.958517 53.691490,-1.958752 53.691375,-1.959191 53.691041,-1.959298 53.690909,-1.959355 53.690770,-1.959446 53.690097,-1.959587 53.689806,-1.959235 53.689823,-1.958220 53.689742,-1.957113 53.689575,-1.957092 53.689609,-1.956300 53.689592,-1.956262 53.689630,-1.955907 53.689568,-1.955143 53.689303,-1.954926 53.689283,-1.954765 53.689159,-1.954595 53.688941,-1.954325 53.688730,-1.954204 53.688644,-1.953950 53.688548,-1.953779 53.688334,-1.953765 53.688260,-1.953546 53.688197,-1.952001 53.687502,-1.950460 53.686992,-1.950460 53.686928,-1.950571 53.686851,-1.950748 53.686860,-1.951510 53.686601,-1.951841 53.686439,-1.951836 53.686362,-1.952216 53.686236,-1.952427 53.686048,-1.952682 53.685911,-1.952915 53.685740,-1.952993 53.685752,-1.952992 53.685643,-1.953177 53.685486,-1.954055 53.685346,-1.954416 53.685199,-1.954121 53.685010,-1.953953 53.684825,-1.953808 53.684732,-1.953188 53.684431,-1.952718 53.684273,-1.952383 53.684240,-1.952090 53.684270,-1.951861 53.684195,-1.951735 53.684203,-1.951502 53.684291,-1.951153 53.684190,-1.950082 53.685523,-1.949464 53.685968,-1.949082 53.686091,-1.948624 53.686172,-1.948419 53.686149,-1.948205 53.685977,-1.947976 53.686057,-1.947768 53.686194,-1.947510 53.686213,-1.946313 53.686544,-1.945951 53.686744,-1.945328 53.686975,-1.945352 53.687071,-1.945148 53.687136,-1.944337 53.687235,-1.942670 53.687072,-1.941752 53.687112,-1.941630 53.687070,-1.940687 53.687171,-1.939405 53.687194,-1.939014 53.687183,-1.938857 53.687126,-1.938777 53.687175,-1.938902 53.687265,-1.939516 53.687898,-1.939166 53.687933,-1.939189 53.688042,-1.939579 53.688088,-1.939809 53.688188,-1.939783 53.688299,-1.939728 53.688352,-1.939745 53.688386,-1.940123 53.688477,-1.940299 53.688554,-1.940455 53.688552,-1.940803 53.688364,-1.941151 53.688274,-1.941715 53.688046,-1.942222 53.688093,-1.942852 53.688236,-1.943444 53.688155,-1.943797 53.688160,-1.945253 53.689572,-1.944353 53.689947,-1.944246 53.689870,-1.943936 53.689996,-1.943888 53.689956,-1.942604 53.690351,-1.940699 53.691206,-1.941429 53.691801,-1.941492 53.691784,-1.941506 53.691813,-1.941590 53.691817,-1.941701 53.691717,-1.941688 53.691701,-1.942227 53.691617,-1.942264 53.691566,-1.942534 53.691421,-1.943948 53.690821,-1.944438 53.690643,-1.945021 53.690481,-1.945493 53.690238,-1.946568 53.690231,-1.947477 53.690596,-1.947568 53.690677,-1.947746 53.690734,-1.949392 53.691504,-1.950235 53.691832,-1.951093 53.692093,-1.951441 53.691825,-1.951955 53.691668,-1.952526 53.691582,-1.953164 53.691563,-1.955214 53.691601,-1.955490 53.691644,-1.955841 53.691749,-1.956344 53.691982,-1.956711 53.692250,-1.956830 53.692396,-1.956874 53.692548,-1.957403 53.692479)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/12
conservation-area:13,Hebden Bridge,13,local-authority-eng:CLD,,"MULTIPOLYGON (((-2.015727 53.739784,-2.015853 53.739591,-2.014068 53.739137,-2.012894 53.738782,-2.010376 53.737961,-2.008138 53.737146,-2.008087 53.737191,-2.008246 53.737293,-2.008276 53.737348,-2.008173 53.737460,-2.008169 53.737518,-2.008117 53.737554,-2.007967 53.737819,-2.007797 53.738019,-2.007773 53.738283,-2.007693 53.738376,-2.007275 53.738594,-2.007581 53.738788,-2.007169 53.739037,-2.007583 53.739257,-2.007788 53.739407,-2.007851 53.739376,-2.008070 53.739501,-2.007987 53.739545,-2.008017 53.739612,-2.007696 53.739744,-2.007233 53.740022,-2.006990 53.740122,-2.007296 53.740305,-2.007460 53.740340,-2.007701 53.740474,-2.008030 53.740937,-2.008767 53.741431,-2.009216 53.741850,-2.008867 53.741934,-2.008805 53.741844,-2.007744 53.742146,-2.007661 53.742677,-2.007480 53.742806,-2.007298 53.743010,-2.007182 53.743242,-2.007198 53.743273,-2.006929 53.743734,-2.006745 53.743807,-2.006722 53.743844,-2.006915 53.744008,-2.006032 53.744350,-2.004851 53.744682,-2.004484 53.744764,-2.003660 53.744853,-2.003218 53.744990,-2.003185 53.745011,-2.003288 53.745127,-2.003305 53.745312,-2.003290 53.745492,-2.003218 53.745644,-2.003377 53.745795,-2.003876 53.745700,-2.004221 53.745688,-2.004296 53.745567,-2.004757 53.745449,-2.006190 53.745439,-2.006962 53.745300,-2.007646 53.745361,-2.008186 53.745553,-2.008364 53.745700,-2.008518 53.745690,-2.008782 53.746079,-2.009466 53.746524,-2.009473 53.746593,-2.009586 53.746571,-2.009666 53.746728,-2.009891 53.746725,-2.010033 53.746856,-2.010278 53.746993,-2.010600 53.747275,-2.010878 53.747174,-2.011641 53.747400,-2.011946 53.747570,-2.012506 53.748067,-2.012838 53.747520,-2.012963 53.747483,-2.013043 53.747399,-2.012899 53.747047,-2.012599 53.746669,-2.012436 53.746607,-2.012394 53.746556,-2.012148 53.746477,-2.012327 53.746274,-2.011912 53.746172,-2.010796 53.747074,-2.010567 53.747041,-2.010260 53.746740,-2.009832 53.746444,-2.010062 53.746384,-2.010047 53.746363,-2.010959 53.745764,-2.010544 53.745500,-2.010707 53.745416,-2.010595 53.745348,-2.010795 53.745240,-2.010625 53.745172,-2.010557 53.745109,-2.010490 53.745118,-2.010345 53.745022,-2.010666 53.744847,-2.010728 53.744823,-2.010758 53.744887,-2.010967 53.744716,-2.011582 53.744938,-2.012259 53.745238,-2.012492 53.745261,-2.012644 53.745208,-2.012551 53.745016,-2.013173 53.744714,-2.013867 53.744791,-2.013984 53.744632,-2.014564 53.744197,-2.014496 53.743340,-2.014507 53.743276,-2.014588 53.743257,-2.014183 53.742606,-2.014587 53.742758,-2.014626 53.742738,-2.014218 53.742371,-2.014124 53.742219,-2.014091 53.742004,-2.014131 53.741891,-2.014280 53.741813,-2.014384 53.741705,-2.014481 53.741675,-2.014859 53.741670,-2.015095 53.741985,-2.015279 53.741946,-2.015682 53.741988,-2.017484 53.741887,-2.017468 53.741763,-2.018208 53.741727,-2.018559 53.741675,-2.018570 53.741735,-2.018630 53.741730,-2.018948 53.741933,-2.018894 53.741981,-2.018845 53.741972,-2.018835 53.742040,-2.019997 53.741949,-2.020007 53.742017,-2.020757 53.742156,-2.020979 53.742180,-2.020992 53.742147,-2.021421 53.742101,-2.021449 53.741869,-2.021190 53.741835,-2.021263 53.741608,-2.020986 53.741575,-2.021001 53.741457,-2.020308 53.741350,-2.019564 53.741149,-2.018544 53.740923,-2.018664 53.740681,-2.018175 53.740571,-2.018203 53.740460,-2.018012 53.740327,-2.016109 53.739980,-2.015730 53.739840,-2.015727 53.739784)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/13
conservation-area:14,Lumbutts and Mankinholes,14,local-authority-eng:CLD,,"MULTIPOLYGON (((-2.083606 53.708087,-2.084942 53.708223,-2.084897 53.704920,-2.083509 53.704947,-2.081978 53.705352,-2.079348 53.705890,-2.077580 53.706319,-2.077037 53.705383,-2.074843 53.704989,-2.074806 53.704822,-2.074841 53.704686,-2.074768 53.704570,-2.074765 53.704460,-2.074716 53.704416,-2.075555 53.702610,-2.075441 53.702571,-2.075431 53.702535,-2.074935 53.702223,-2.074743 53.702022,-2.074616 53.701941,-2.074200 53.701813,-2.073606 53.701786,-2.072909 53.701686,-2.072604 53.701545,-2.072459 53.701434,-2.071379 53.700982,-2.070920 53.700708,-2.068543 53.699521,-2.067317 53.701805,-2.067026 53.701774,-2.066718 53.701604,-2.066501 53.701565,-2.064913 53.701507,-2.064946 53.701737,-2.064881 53.701997,-2.064570 53.702511,-2.064378 53.703041,-2.064105 53.703518,-2.063606 53.703995,-2.063374 53.704109,-2.063219 53.704142,-2.061986 53.704058,-2.061525 53.704131,-2.061023 53.704300,-2.060487 53.704302,-2.060458 53.704340,-2.060475 53.704386,-2.060685 53.704475,-2.060787 53.704556,-2.060833 53.704695,-2.060860 53.704704,-2.060818 53.704766,-2.059798 53.704443,-2.058627 53.704325,-2.057738 53.704251,-2.056251 53.704326,-2.056335 53.704847,-2.056839 53.706887,-2.058112 53.708192,-2.059566 53.707657,-2.060286 53.708887,-2.059965 53.708997,-2.060130 53.709383,-2.060305 53.709394,-2.061229 53.711799,-2.061489 53.712561,-2.061953 53.712463,-2.061910 53.712624,-2.064315 53.712061,-2.066261 53.711458,-2.066558 53.711644,-2.066775 53.711656,-2.067936 53.711234,-2.071445 53.710451,-2.071611 53.710540,-2.071729 53.710649,-2.071855 53.710846,-2.071873 53.710931,-2.071829 53.711228,-2.071838 53.711687,-2.071713 53.712041,-2.071648 53.712126,-2.073339 53.712006,-2.073658 53.711705,-2.073848 53.711584,-2.073963 53.711383,-2.074186 53.711106,-2.074615 53.710676,-2.074260 53.710452,-2.074484 53.710324,-2.074614 53.710034,-2.074934 53.709833,-2.075466 53.710269,-2.075688 53.710600,-2.075784 53.710911,-2.076074 53.710961,-2.076297 53.710935,-2.076525 53.710968,-2.076811 53.710960,-2.077090 53.711000,-2.077360 53.711083,-2.077558 53.711082,-2.077611 53.711019,-2.077393 53.710853,-2.077230 53.710519,-2.077152 53.710223,-2.077175 53.710173,-2.076746 53.709575,-2.076904 53.709528,-2.077626 53.709067,-2.079610 53.708308,-2.079290 53.708049,-2.081756 53.707988,-2.081749 53.708065,-2.083244 53.708058,-2.083606 53.708087)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/14
conservation-area:15,Huddersfield Road East,15,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.859031 53.712858,-1.859186 53.712649,-1.859277 53.712364,-1.859278 53.711996,-1.859240 53.711735,-1.859124 53.711215,-1.858721 53.709979,-1.858596 53.709105,-1.858457 53.708555,-1.858217 53.707924,-1.857977 53.707516,-1.857753 53.707324,-1.856026 53.706100,-1.855169 53.705558,-1.854787 53.705395,-1.854166 53.705233,-1.854019 53.705198,-1.853992 53.705253,-1.853164 53.705070,-1.852850 53.704940,-1.852739 53.704851,-1.852652 53.704675,-1.852402 53.704688,-1.852428 53.704908,-1.852285 53.705240,-1.852530 53.705279,-1.852250 53.705859,-1.852343 53.705914,-1.852849 53.705944,-1.853647 53.705820,-1.854540 53.705777,-1.854501 53.706155,-1.854669 53.706592,-1.854853 53.707527,-1.855516 53.707358,-1.855950 53.707683,-1.856325 53.707463,-1.856432 53.707413,-1.856461 53.707434,-1.856855 53.707236,-1.857228 53.707507,-1.856782 53.707535,-1.856633 53.707567,-1.856497 53.707639,-1.855948 53.708032,-1.855655 53.708418,-1.856084 53.708395,-1.856389 53.709537,-1.856706 53.710943,-1.856335 53.711033,-1.856097 53.711137,-1.856049 53.711335,-1.856081 53.711836,-1.856122 53.711844,-1.856182 53.712082,-1.856358 53.713393,-1.856393 53.713462,-1.858470 53.713522,-1.858675 53.713260,-1.858902 53.712865,-1.859031 53.712858)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/15
conservation-area:16,Skircoat Green,16,local-authority-eng:CLD,,"MULTIPOLYGON (((-1.856518 53.706444,-1.856699 53.706365,-1.856943 53.706316,-1.857873 53.706288,-1.863620 53.706360,-1.867284 53.707066,-1.867326 53.706549,-1.867692 53.705214,-1.867721 53.704957,-1.867713 53.704447,-1.867581 53.704426,-1.867567 53.704391,-1.867643 53.704217,-1.867745 53.704085,-1.867614 53.704083,-1.867621 53.703923,-1.867627 53.703853,-1.867769 53.703853,-1.867783 53.703458,-1.867055 53.703402,-1.866867 53.703349,-1.866784 53.703291,-1.865077 53.703334,-1.865056 53.702707,-1.864747 53.702694,-1.864718 53.702588,-1.864542 53.702548,-1.864456 53.702446,-1.864061 53.702306,-1.864121 53.702285,-1.864123 53.702227,-1.864213 53.702109,-1.863344 53.701925,-1.863541 53.701658,-1.863594 53.701500,-1.863945 53.701367,-1.864246 53.701357,-1.865139 53.701492,-1.865261 53.701195,-1.865247 53.701004,-1.864543 53.700763,-1.863474 53.700470,-1.863429 53.700503,-1.862919 53.700359,-1.862707 53.700242,-1.862529 53.700083,-1.862170 53.700575,-1.860249 53.699811,-1.859674 53.699943,-1.859237 53.699792,-1.858319 53.700089,-1.857751 53.700350,-1.857765 53.700596,-1.857346 53.700805,-1.857366 53.700825,-1.857232 53.701069,-1.857153 53.701329,-1.856610 53.701477,-1.856684 53.701649,-1.856794 53.701676,-1.856835 53.701867,-1.856656 53.702195,-1.856279 53.702527,-1.855727 53.702806,-1.855662 53.702909,-1.855533 53.702879,-1.855352 53.703037,-1.855368 53.703100,-1.855288 53.703371,-1.855006 53.703792,-1.854908 53.704027,-1.854651 53.705229,-1.854587 53.705249,-1.854068 53.705102,-1.854019 53.705198,-1.854787 53.705395,-1.855169 53.705558,-1.855727 53.705900,-1.856518 53.706444)))",2020-09-06,,,/conservation-area/local-authority-eng/CLD/16
