conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,reference,start-date,slug
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.728462 52.399413,-0.728695 52.399400,-0.728725 52.399366,-0.728707 52.399089,-0.728361 52.399141,-0.728322 52.398902,-0.728526 52.398898,-0.728527 52.398860,-0.728474 52.398823,-0.728316 52.398832,-0.728243 52.398441,-0.728829 52.398354,-0.728794 52.398206,-0.729589 52.398116,-0.729967 52.398037,-0.730290 52.398030,-0.730692 52.397934,-0.730541 52.397346,-0.730082 52.397402,-0.729799 52.397323,-0.729554 52.397318,-0.729335 52.397235,-0.728768 52.397297,-0.728753 52.397095,-0.728480 52.397134,-0.728431 52.397008,-0.728367 52.397016,-0.728335 52.396930,-0.728398 52.396920,-0.728360 52.396838,-0.728625 52.396821,-0.728554 52.396625,-0.728502 52.396322,-0.728305 52.396336,-0.728203 52.395843,-0.729555 52.395805,-0.729516 52.395432,-0.729223 52.395287,-0.730128 52.394577,-0.729185 52.394142,-0.729613 52.393796,-0.729469 52.393720,-0.729796 52.393436,-0.729648 52.393214,-0.729046 52.393429,-0.728518 52.392673,-0.729298 52.392430,-0.729241 52.392297,-0.729008 52.392337,-0.728895 52.392191,-0.728822 52.391944,-0.728984 52.391951,-0.728977 52.391612,-0.728783 52.391600,-0.728875 52.391077,-0.729317 52.391113,-0.729606 52.391234,-0.730464 52.391046,-0.730482 52.390263,-0.730236 52.389586,-0.727991 52.389825,-0.727951 52.389825,-0.727939 52.389696,-0.727144 52.389835,-0.727385 52.390334,-0.726997 52.390405,-0.726964 52.390336,-0.726656 52.390397,-0.727205 52.391565,-0.727048 52.391594,-0.727113 52.391738,-0.726645 52.391827,-0.726722 52.391996,-0.727033 52.391942,-0.727213 52.392332,-0.726795 52.392406,-0.727081 52.393062,-0.725941 52.393254,-0.726122 52.393699,-0.726650 52.393626,-0.726778 52.393952,-0.727068 52.393920,-0.727101 52.394030,-0.727148 52.394025,-0.727189 52.394258,-0.726660 52.394317,-0.726751 52.394639,-0.726417 52.394676,-0.726530 52.394966,-0.726283 52.395001,-0.726113 52.395007,-0.725897 52.394311,-0.724486 52.394530,-0.724612 52.394840,-0.724298 52.394875,-0.724385 52.395003,-0.724434 52.395165,-0.723577 52.395253,-0.723716 52.395616,-0.723277 52.395682,-0.723641 52.396766,-0.723961 52.396720,-0.724050 52.396961,-0.724059 52.397072,-0.723620 52.397135,-0.723713 52.397386,-0.724150 52.397326,-0.724240 52.397559,-0.724178 52.397568,-0.724213 52.397661,-0.724276 52.397651,-0.724362 52.397814,-0.724762 52.397726,-0.724937 52.397966,-0.724764 52.398028,-0.724795 52.398082,-0.724821 52.398120,-0.724997 52.398074,-0.725172 52.398333,-0.725025 52.398359,-0.725105 52.398537,-0.725326 52.398494,-0.725361 52.398609,-0.725285 52.398622,-0.725381 52.398834,-0.725414 52.398828,-0.725431 52.398881,-0.725401 52.398887,-0.725405 52.398943,-0.725455 52.399091,-0.723946 52.399327,-0.724002 52.399439,-0.723876 52.399462,-0.724063 52.399978,-0.724465 52.399927,-0.724538 52.400151,-0.724359 52.400171,-0.724453 52.400487,-0.724988 52.400433,-0.725026 52.400513,-0.725351 52.400478,-0.725366 52.400604,-0.725289 52.400709,-0.725145 52.400763,-0.724175 52.400861,-0.724140 52.400771,-0.723115 52.401016,-0.723242 52.401344,-0.723372 52.401353,-0.723555 52.401299,-0.723815 52.401849,-0.723420 52.401916,-0.723569 52.402277,-0.724930 52.402063,-0.724868 52.401942,-0.725179 52.401891,-0.725077 52.401629,-0.725033 52.401637,-0.724953 52.401455,-0.724913 52.401462,-0.724859 52.401342,-0.724646 52.401281,-0.724610 52.401203,-0.725272 52.401079,-0.725515 52.401633,-0.725830 52.401546,-0.725787 52.401192,-0.726257 52.401201,-0.726411 52.401158,-0.726486 52.401262,-0.726835 52.401172,-0.726578 52.400801,-0.727592 52.400540,-0.727579 52.400517,-0.727616 52.400489,-0.727819 52.400409,-0.727937 52.400310,-0.728232 52.399996,-0.728484 52.399944,-0.728666 52.399868,-0.728463 52.399886,-0.728425 52.399757,-0.728462 52.399413),(-0.727337 52.399031,-0.727884 52.398940,-0.727965 52.399122,-0.727849 52.399146,-0.727899 52.399404,-0.727786 52.399598,-0.727704 52.399578,-0.727604 52.399704,-0.727465 52.399652,-0.727412 52.399743,-0.727247 52.399742,-0.727293 52.399873,-0.726889 52.400001,-0.726885 52.400037,-0.726628 52.400049,-0.726639 52.400135,-0.726429 52.400201,-0.726287 52.400203,-0.726302 52.400094,-0.726352 52.400095,-0.726341 52.399936,-0.726473 52.399934,-0.726491 52.399774,-0.726343 52.399763,-0.726310 52.399393,-0.726642 52.399367,-0.726547 52.399120,-0.726740 52.399101,-0.726686 52.398888,-0.727212 52.398764,-0.727337 52.399031)))",Kettering Town Centre Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.804319 52.487781,-0.804386 52.487746,-0.803168 52.486937,-0.803078 52.486839,-0.802895 52.486806,-0.802764 52.486726,-0.802678 52.486769,-0.802534 52.486632,-0.803041 52.486484,-0.803232 52.486478,-0.803081 52.486308,-0.802835 52.486393,-0.802719 52.486287,-0.802822 52.486242,-0.802743 52.486156,-0.801921 52.486449,-0.801724 52.486283,-0.801792 52.486089,-0.801943 52.485995,-0.801685 52.485700,-0.801201 52.485822,-0.800990 52.485731,-0.800607 52.485299,-0.800306 52.485060,-0.800372 52.485032,-0.800253 52.484861,-0.800237 52.484681,-0.800199 52.484685,-0.800296 52.483977,-0.800091 52.483438,-0.799888 52.483048,-0.799790 52.482696,-0.799773 52.482510,-0.801360 52.482523,-0.801505 52.482789,-0.801511 52.482878,-0.801423 52.483185,-0.801786 52.483113,-0.801904 52.483370,-0.801949 52.483360,-0.801982 52.483474,-0.802138 52.483432,-0.802356 52.484072,-0.802455 52.484243,-0.802602 52.484260,-0.803315 52.484113,-0.803460 52.484280,-0.804045 52.484152,-0.804675 52.483921,-0.804793 52.484054,-0.805130 52.483955,-0.805119 52.484026,-0.805240 52.484336,-0.804936 52.484618,-0.804906 52.484706,-0.805039 52.484976,-0.805106 52.485036,-0.805161 52.485015,-0.805549 52.485368,-0.806755 52.485442,-0.806775 52.485611,-0.806891 52.485733,-0.806293 52.486082,-0.805549 52.486366,-0.805324 52.486520,-0.805626 52.486666,-0.805806 52.486857,-0.806338 52.487150,-0.806468 52.487333,-0.806393 52.487376,-0.806201 52.487404,-0.805838 52.487381,-0.805742 52.487500,-0.805374 52.487370,-0.804925 52.487634,-0.805169 52.487776,-0.804772 52.488014,-0.804438 52.487799,-0.804381 52.487823,-0.804319 52.487781)))",Wilbarston Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.830554 52.511569,-0.830226 52.511563,-0.830210 52.511646,-0.830133 52.511671,-0.829383 52.511633,-0.829329 52.511524,-0.829341 52.511372,-0.829143 52.511374,-0.829195 52.510964,-0.829286 52.510969,-0.829273 52.510540,-0.828764 52.510610,-0.828718 52.510665,-0.828627 52.510680,-0.827541 52.510776,-0.827586 52.510687,-0.827440 52.510218,-0.827199 52.510229,-0.827063 52.509761,-0.827467 52.509748,-0.827579 52.509633,-0.827715 52.509561,-0.827676 52.509452,-0.827700 52.509413,-0.827844 52.509374,-0.827917 52.509306,-0.827584 52.509160,-0.827279 52.508937,-0.826929 52.508787,-0.826280 52.508715,-0.826039 52.508749,-0.825804 52.508836,-0.825743 52.508740,-0.825216 52.508778,-0.825213 52.508735,-0.825017 52.508673,-0.825017 52.508562,-0.824841 52.508298,-0.824815 52.508299,-0.824692 52.507892,-0.824983 52.507891,-0.825082 52.507828,-0.825356 52.507764,-0.825388 52.507842,-0.826119 52.507811,-0.827590 52.507867,-0.827552 52.508197,-0.827699 52.508566,-0.827691 52.508797,-0.827840 52.509058,-0.828022 52.509047,-0.828133 52.509001,-0.828367 52.509042,-0.828791 52.508988,-0.829260 52.508761,-0.829394 52.508630,-0.829497 52.508610,-0.829810 52.508764,-0.829765 52.508798,-0.829818 52.508836,-0.830371 52.508923,-0.830506 52.509212,-0.830527 52.509300,-0.830497 52.509419,-0.830966 52.509431,-0.830940 52.509263,-0.831660 52.509259,-0.831875 52.509270,-0.831896 52.509319,-0.832295 52.509312,-0.832358 52.509687,-0.832470 52.509815,-0.831871 52.509918,-0.831886 52.510008,-0.831766 52.510019,-0.831671 52.510072,-0.831773 52.510266,-0.831693 52.510292,-0.832104 52.510811,-0.831606 52.510914,-0.831698 52.511366,-0.831570 52.511382,-0.831496 52.511350,-0.830595 52.511454,-0.830600 52.511569,-0.830554 52.511569)))",Ashley Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.696327 52.388059,-0.695328 52.388151,-0.695332 52.388012,-0.695353 52.388011,-0.695316 52.387847,-0.695391 52.387818,-0.695369 52.387746,-0.695009 52.387740,-0.694892 52.387380,-0.694864 52.387382,-0.694702 52.386839,-0.693860 52.386792,-0.692730 52.386809,-0.691556 52.386668,-0.691625 52.386092,-0.692163 52.383652,-0.695182 52.384324,-0.695382 52.384341,-0.695218 52.384143,-0.695108 52.383905,-0.695104 52.383876,-0.695169 52.383855,-0.695240 52.383704,-0.695160 52.383508,-0.696230 52.383721,-0.697511 52.383766,-0.697714 52.383818,-0.697678 52.383867,-0.697594 52.383852,-0.697539 52.384176,-0.697966 52.384216,-0.697822 52.384470,-0.698227 52.384561,-0.698832 52.384553,-0.699759 52.384487,-0.700139 52.384504,-0.700365 52.384561,-0.700742 52.384735,-0.701578 52.384967,-0.701574 52.385039,-0.701137 52.385161,-0.699226 52.385879,-0.698672 52.386011,-0.698687 52.386337,-0.698740 52.386369,-0.698753 52.386524,-0.698829 52.386730,-0.698910 52.386831,-0.699150 52.387001,-0.699019 52.387193,-0.698999 52.387270,-0.699065 52.387444,-0.699033 52.387452,-0.699116 52.387596,-0.698972 52.387611,-0.698875 52.387584,-0.698610 52.387656,-0.698512 52.387812,-0.698254 52.387891,-0.696966 52.388039,-0.696700 52.388098,-0.696327 52.388059)))",Barton Seagrave Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.836459 52.479112,-0.836054 52.478962,-0.836609 52.478441,-0.836599 52.478379,-0.836702 52.478274,-0.836609 52.478240,-0.837562 52.477000,-0.838144 52.477006,-0.838135 52.477102,-0.838178 52.477204,-0.838464 52.477497,-0.838635 52.477496,-0.838668 52.477529,-0.839992 52.477762,-0.839836 52.478506,-0.839078 52.478415,-0.838343 52.479873,-0.838151 52.479840,-0.837594 52.479918,-0.837337 52.479865,-0.837324 52.479777,-0.837131 52.479358,-0.836459 52.479112)))",Brampton Ash Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.875654 52.454650,-0.875479 52.454734,-0.875271 52.454570,-0.875365 52.454529,-0.875311 52.454483,-0.875784 52.454251,-0.875807 52.454224,-0.875783 52.454207,-0.875823 52.454185,-0.875486 52.453829,-0.874233 52.454095,-0.874209 52.454180,-0.873877 52.454256,-0.873969 52.454432,-0.873735 52.454482,-0.873694 52.454533,-0.873429 52.453942,-0.873879 52.453878,-0.874238 52.453784,-0.874262 52.453747,-0.874091 52.453521,-0.873958 52.453029,-0.873953 52.452872,-0.874203 52.452955,-0.874577 52.452544,-0.873313 52.452125,-0.872903 52.452115,-0.872859 52.451998,-0.873074 52.451941,-0.873266 52.451837,-0.873060 52.451635,-0.873060 52.451558,-0.873114 52.451516,-0.873486 52.451687,-0.873931 52.451747,-0.873972 52.451506,-0.874117 52.451271,-0.874385 52.451349,-0.874590 52.451507,-0.874782 52.451565,-0.874880 52.451496,-0.874875 52.451364,-0.874954 52.451075,-0.875316 52.451067,-0.875319 52.451117,-0.875567 52.451117,-0.875956 52.451023,-0.875892 52.450811,-0.876303 52.450764,-0.876534 52.451088,-0.876527 52.451133,-0.876468 52.451180,-0.877257 52.451049,-0.877380 52.451365,-0.877263 52.451385,-0.877326 52.451517,-0.877767 52.451440,-0.877819 52.451569,-0.878040 52.451533,-0.878128 52.451697,-0.878242 52.451666,-0.878297 52.451762,-0.878411 52.451835,-0.878422 52.451906,-0.878125 52.451892,-0.878736 52.452202,-0.878892 52.452123,-0.879145 52.452096,-0.879165 52.452170,-0.879252 52.452266,-0.878127 52.452913,-0.877605 52.453161,-0.877324 52.453262,-0.877052 52.453293,-0.876837 52.453356,-0.876897 52.453387,-0.876468 52.453516,-0.876896 52.453990,-0.876139 52.454300,-0.876732 52.454669,-0.876314 52.454880,-0.876216 52.454774,-0.875921 52.454897,-0.875654 52.454650)))",Braybrooke Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.780564 52.383496,-0.780424 52.383358,-0.779869 52.383578,-0.779459 52.383226,-0.779469 52.383123,-0.779536 52.383088,-0.779331 52.382941,-0.779029 52.382973,-0.778786 52.383098,-0.778767 52.383063,-0.778874 52.382815,-0.778835 52.382780,-0.778714 52.382376,-0.780088 52.382238,-0.779900 52.381848,-0.780338 52.381817,-0.780706 52.381733,-0.781093 52.381719,-0.781609 52.381559,-0.782477 52.381512,-0.782515 52.381324,-0.781836 52.380342,-0.781449 52.380319,-0.781215 52.380220,-0.780149 52.380601,-0.779763 52.379983,-0.783533 52.379090,-0.783756 52.378933,-0.784080 52.378826,-0.784597 52.378778,-0.785855 52.378541,-0.785963 52.378414,-0.786011 52.378234,-0.786075 52.378220,-0.786160 52.378885,-0.784880 52.379162,-0.784379 52.379410,-0.784355 52.379453,-0.784373 52.379499,-0.784553 52.379673,-0.784701 52.379671,-0.784768 52.379745,-0.784840 52.379769,-0.785171 52.379749,-0.785382 52.379598,-0.785565 52.379617,-0.785995 52.380171,-0.786241 52.380572,-0.788004 52.380027,-0.788124 52.380219,-0.788343 52.380381,-0.788377 52.380515,-0.786363 52.381596,-0.786082 52.381380,-0.785522 52.381556,-0.785193 52.381731,-0.784864 52.381846,-0.784505 52.381493,-0.782726 52.382041,-0.782180 52.382247,-0.781225 52.382710,-0.781673 52.383077,-0.780962 52.383519,-0.780869 52.383446,-0.780650 52.383552,-0.780564 52.383496)))",Cransley Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.687268 52.439766,-0.686707 52.439522,-0.686078 52.439328,-0.686283 52.438985,-0.686147 52.438938,-0.686276 52.438803,-0.686115 52.438745,-0.686027 52.438848,-0.685727 52.438666,-0.685752 52.438646,-0.685544 52.438551,-0.685409 52.438697,-0.684967 52.438552,-0.684984 52.438525,-0.684580 52.438383,-0.684526 52.438441,-0.683915 52.438223,-0.683978 52.438147,-0.683626 52.438050,-0.683358 52.437992,-0.683019 52.438559,-0.682415 52.438545,-0.682374 52.438359,-0.682850 52.437874,-0.682861 52.437813,-0.682432 52.437698,-0.682679 52.437322,-0.683298 52.437476,-0.683402 52.437372,-0.683460 52.437396,-0.683578 52.437327,-0.683651 52.437239,-0.684109 52.437002,-0.684069 52.436957,-0.684039 52.436971,-0.683902 52.436819,-0.683664 52.436711,-0.683380 52.436710,-0.683405 52.436632,-0.683335 52.436501,-0.682959 52.436601,-0.682907 52.436472,-0.682942 52.436448,-0.682562 52.435792,-0.682565 52.435726,-0.683047 52.435586,-0.682743 52.435293,-0.682466 52.434969,-0.682383 52.434925,-0.682275 52.434781,-0.682911 52.434696,-0.684771 52.434959,-0.684915 52.434632,-0.684968 52.434367,-0.684965 52.434144,-0.685065 52.433846,-0.685359 52.433646,-0.685763 52.433503,-0.685926 52.433458,-0.686349 52.433444,-0.687000 52.433812,-0.688408 52.434256,-0.688961 52.434702,-0.689016 52.434658,-0.689385 52.434768,-0.689805 52.434441,-0.689991 52.434536,-0.690193 52.434288,-0.690789 52.434367,-0.691158 52.434096,-0.691096 52.434333,-0.691071 52.434672,-0.692151 52.434741,-0.692142 52.435009,-0.692832 52.435023,-0.692829 52.435126,-0.692733 52.435124,-0.692620 52.435185,-0.692527 52.435329,-0.692509 52.435719,-0.690856 52.435594,-0.690811 52.435802,-0.689802 52.435603,-0.689629 52.435797,-0.689456 52.435765,-0.689020 52.436186,-0.688702 52.436599,-0.689343 52.436705,-0.689642 52.436680,-0.689986 52.436804,-0.690558 52.437102,-0.690511 52.437131,-0.690354 52.437512,-0.690194 52.437656,-0.690229 52.437680,-0.689921 52.438105,-0.689951 52.438135,-0.689080 52.439168,-0.689020 52.439304,-0.688698 52.439688,-0.688437 52.439501,-0.688127 52.439359,-0.687792 52.439690,-0.687750 52.439677,-0.687548 52.439883,-0.687268 52.439766)))",Geddington Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.857736 52.417533,-0.857976 52.417330,-0.858884 52.416210,-0.859414 52.415949,-0.859588 52.415820,-0.859382 52.415607,-0.859216 52.415137,-0.859198 52.415043,-0.859411 52.414975,-0.859146 52.414608,-0.859441 52.414518,-0.859424 52.414499,-0.859497 52.414475,-0.859466 52.414408,-0.859492 52.414382,-0.859479 52.414319,-0.859285 52.413960,-0.859187 52.413888,-0.858978 52.413814,-0.858963 52.413683,-0.859015 52.413584,-0.861282 52.412868,-0.861272 52.412844,-0.861813 52.412669,-0.862035 52.412553,-0.862141 52.412538,-0.862249 52.412363,-0.863098 52.411913,-0.863563 52.411832,-0.863538 52.411776,-0.864315 52.411624,-0.864480 52.411979,-0.864550 52.412210,-0.864883 52.412484,-0.864766 52.412696,-0.865132 52.412844,-0.864689 52.413116,-0.864559 52.412982,-0.863848 52.413467,-0.863767 52.413441,-0.863421 52.413579,-0.862406 52.414242,-0.861500 52.414714,-0.861771 52.414884,-0.861186 52.415280,-0.861055 52.415339,-0.860656 52.415421,-0.859945 52.416059,-0.859581 52.416277,-0.859163 52.416459,-0.859003 52.416382,-0.858278 52.417263,-0.858267 52.417378,-0.857743 52.417759,-0.856838 52.418250,-0.856609 52.418006,-0.856237 52.417360,-0.856257 52.417266,-0.856309 52.417219,-0.857126 52.417111,-0.857736 52.417533)))",Harrington Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
Conservation_Areas,,,2020-09-06,"MULTIPOLYGON (((-0.800247 52.399694,-0.800664 52.399457,-0.800738 52.399339,-0.800101 52.399119,-0.800129 52.399101,-0.799921 52.399023,-0.798595 52.398572,-0.798939 52.398167,-0.799750 52.397451,-0.801582 52.398456,-0.801689 52.398399,-0.801912 52.398466,-0.802454 52.398204,-0.802567 52.398231,-0.803137 52.397881,-0.802676 52.397621,-0.803229 52.397275,-0.802329 52.396740,-0.802904 52.396392,-0.802660 52.396112,-0.805591 52.395780,-0.805322 52.396011,-0.805124 52.396260,-0.805695 52.396431,-0.805654 52.396479,-0.805817 52.396530,-0.805525 52.396889,-0.806195 52.397222,-0.806539 52.397327,-0.805967 52.397823,-0.805875 52.397949,-0.805636 52.398121,-0.805421 52.398212,-0.805310 52.398242,-0.804844 52.397932,-0.804382 52.398276,-0.804376 52.398325,-0.804510 52.398408,-0.804430 52.398463,-0.804556 52.398535,-0.804224 52.398648,-0.803445 52.399144,-0.803176 52.399256,-0.802860 52.399439,-0.802206 52.399673,-0.802032 52.399513,-0.801810 52.399601,-0.801504 52.399305,-0.801006 52.399467,-0.800910 52.399556,-0.800652 52.399647,-0.800404 52.399800,-0.800247 52.399694)))",Loddington Conservation Area,local-authority-eng:KET,Conservation_Areas,,conservation-area/local-authority-eng/KET/Conservation-Areas
