conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
conservation_areas.1,,,2020-09-06,"MULTIPOLYGON (((-2.401239 50.949164,-2.399597 50.949570,-2.399464 50.949543,-2.397297 50.949755,-2.396979 50.949739,-2.396954 50.949338,-2.397339 50.949241,-2.397428 50.949095,-2.397452 50.948759,-2.397409 50.948620,-2.398445 50.948599,-2.398411 50.948187,-2.398100 50.948193,-2.397941 50.948146,-2.398012 50.947362,-2.397988 50.947178,-2.398030 50.947063,-2.397997 50.946695,-2.398019 50.946564,-2.398089 50.946497,-2.398680 50.946406,-2.398969 50.946449,-2.399214 50.946435,-2.399507 50.946575,-2.399622 50.946723,-2.399667 50.946733,-2.399927 50.946735,-2.400149 50.946685,-2.400472 50.946691,-2.400582 50.946662,-2.400868 50.946711,-2.401159 50.946657,-2.401244 50.946653,-2.401302 50.946691,-2.401480 50.946635,-2.401784 50.946644,-2.401789 50.946743,-2.401696 50.946751,-2.401648 50.946789,-2.401728 50.947084,-2.401714 50.947190,-2.401615 50.947343,-2.401410 50.947535,-2.401005 50.947778,-2.401255 50.948020,-2.401266 50.948041,-2.401145 50.948088,-2.401252 50.948244,-2.401576 50.948356,-2.401581 50.948409,-2.401292 50.949146,-2.401239 50.949164)))",The Stalbridge Weston Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-1
conservation_areas.2,,,2020-09-06,"MULTIPOLYGON (((-2.388352 50.963425,-2.384539 50.965595,-2.383766 50.964675,-2.382969 50.964237,-2.382492 50.964097,-2.382015 50.963852,-2.381514 50.964012,-2.381247 50.963748,-2.380980 50.963343,-2.379796 50.963689,-2.379694 50.963533,-2.379483 50.963552,-2.378889 50.962785,-2.378367 50.962900,-2.378046 50.962935,-2.377355 50.962632,-2.376890 50.962206,-2.376095 50.962577,-2.375767 50.962301,-2.375378 50.962474,-2.374939 50.961957,-2.375414 50.961819,-2.374938 50.961278,-2.374649 50.961282,-2.374360 50.961353,-2.374145 50.961019,-2.375200 50.960715,-2.375013 50.960416,-2.375961 50.960148,-2.375799 50.959637,-2.374918 50.958564,-2.374117 50.957472,-2.374748 50.957117,-2.375160 50.956747,-2.374316 50.956357,-2.375366 50.955837,-2.375198 50.955560,-2.375586 50.955430,-2.377290 50.954621,-2.376755 50.954082,-2.378036 50.953661,-2.378231 50.953880,-2.380708 50.953072,-2.382774 50.956562,-2.383209 50.956436,-2.383357 50.956559,-2.383158 50.956657,-2.383438 50.957054,-2.384308 50.956786,-2.384601 50.957138,-2.386100 50.956374,-2.386869 50.957417,-2.386413 50.958411,-2.385643 50.958599,-2.385260 50.960136,-2.386160 50.960344,-2.388059 50.963144,-2.388352 50.963425)))",The Stalbridge Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-2
conservation_areas.4,,,2020-09-06,"MULTIPOLYGON (((-2.215201 51.028309,-2.214790 51.028380,-2.214613 51.027910,-2.214496 51.027894,-2.214251 51.027359,-2.214100 51.027163,-2.213980 51.026808,-2.213885 51.026632,-2.213989 51.026584,-2.214011 51.026506,-2.213630 51.026309,-2.213579 51.026333,-2.213017 51.025949,-2.212519 51.026198,-2.212204 51.025898,-2.212085 51.025926,-2.211491 51.025653,-2.211842 51.025462,-2.212360 51.025101,-2.212267 51.025050,-2.212598 51.024838,-2.213811 51.025349,-2.214051 51.025415,-2.214254 51.025513,-2.214638 51.025601,-2.215218 51.025863,-2.215077 51.026140,-2.215437 51.026148,-2.218027 51.025949,-2.218096 51.026015,-2.218139 51.026085,-2.218152 51.026337,-2.217659 51.026353,-2.217657 51.026496,-2.217028 51.026497,-2.217017 51.026704,-2.216926 51.027042,-2.216033 51.026965,-2.215494 51.027662,-2.215592 51.027700,-2.215565 51.027778,-2.215587 51.027911,-2.215508 51.028002,-2.215622 51.028095,-2.215728 51.028492,-2.215514 51.028546,-2.215361 51.028532,-2.215201 51.028309)))",The Motcombe Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-4
conservation_areas.5,,,2020-09-06,"MULTIPOLYGON (((-2.249045 50.896119,-2.249047 50.896382,-2.249108 50.896529,-2.249217 50.896764,-2.249402 50.896967,-2.250600 50.896802,-2.252144 50.896482,-2.252315 50.896493,-2.252547 50.896580,-2.252721 50.896590,-2.253349 50.896462,-2.254537 50.896131,-2.254664 50.896680,-2.254541 50.896704,-2.253984 50.896977,-2.253205 50.897206,-2.253047 50.897339,-2.252250 50.897744,-2.251122 50.898562,-2.251386 50.898848,-2.251365 50.898950,-2.250962 50.899549,-2.250759 50.899947,-2.251245 50.900276,-2.252189 50.900728,-2.252103 50.900779,-2.252600 50.901106,-2.253277 50.900568,-2.253491 50.900336,-2.253619 50.900002,-2.253559 50.899929,-2.253365 50.899851,-2.253377 50.899730,-2.253443 50.899668,-2.253618 50.899726,-2.253704 50.899848,-2.253819 50.899937,-2.254261 50.900242,-2.254354 50.900256,-2.254539 50.900378,-2.254803 50.900603,-2.254562 50.900637,-2.253820 50.900602,-2.253484 50.900690,-2.253106 50.900985,-2.251904 50.901782,-2.252204 50.902231,-2.252577 50.903090,-2.252282 50.903110,-2.252363 50.903390,-2.252050 50.903552,-2.250422 50.903835,-2.250455 50.903881,-2.250620 50.903953,-2.250962 50.904257,-2.250763 50.904375,-2.250036 50.903834,-2.249032 50.903230,-2.248505 50.902837,-2.246707 50.901737,-2.245932 50.901173,-2.245322 50.900797,-2.245194 50.900684,-2.244899 50.900554,-2.243870 50.899879,-2.243121 50.899301,-2.243025 50.899219,-2.242999 50.899149,-2.241971 50.898305,-2.241120 50.897547,-2.241365 50.897091,-2.241802 50.896598,-2.242079 50.896341,-2.243045 50.896765,-2.243714 50.896091,-2.243720 50.896052,-2.243660 50.895991,-2.243329 50.895815,-2.243597 50.895615,-2.243654 50.895618,-2.244114 50.895886,-2.243963 50.896040,-2.244503 50.896298,-2.245086 50.896517,-2.245209 50.896484,-2.245329 50.896388,-2.245955 50.895735,-2.246323 50.895420,-2.246591 50.895516,-2.246829 50.895657,-2.247105 50.895769,-2.247538 50.895929,-2.248189 50.896111,-2.249045 50.896119)))",The Shillingstone Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-5
conservation_areas.6,,,2020-09-06,"MULTIPOLYGON (((-2.257105 50.839951,-2.257283 50.839883,-2.257224 50.839719,-2.256759 50.839763,-2.256685 50.839698,-2.256379 50.839799,-2.256046 50.839842,-2.255785 50.839837,-2.255783 50.839716,-2.255668 50.839593,-2.256638 50.839530,-2.256664 50.839361,-2.256648 50.839285,-2.256425 50.839028,-2.256242 50.838925,-2.255736 50.838990,-2.255620 50.838566,-2.255563 50.838525,-2.255562 50.838477,-2.255633 50.838433,-2.255836 50.838413,-2.255982 50.838541,-2.256302 50.838682,-2.256379 50.838781,-2.256998 50.838671,-2.257226 50.839126,-2.257719 50.839047,-2.258536 50.838814,-2.258824 50.839089,-2.259247 50.838928,-2.259334 50.839012,-2.259438 50.839055,-2.259530 50.839167,-2.259340 50.839302,-2.259079 50.839393,-2.258577 50.839400,-2.258072 50.839532,-2.258103 50.839592,-2.257706 50.839702,-2.257705 50.839740,-2.257957 50.840125,-2.257938 50.840412,-2.257836 50.840469,-2.257395 50.840082,-2.257270 50.840066,-2.256988 50.840121,-2.256894 50.840020,-2.257105 50.839951)))",The Winterborne Houghton Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-6
conservation_areas.7,,,2020-09-06,"MULTIPOLYGON (((-2.277439 51.036683,-2.277520 51.036546,-2.277906 51.036603,-2.277912 51.036564,-2.278103 51.036571,-2.278278 51.036795,-2.278632 51.036950,-2.278809 51.036929,-2.279364 51.036656,-2.279807 51.036512,-2.279765 51.036566,-2.279900 51.037070,-2.280081 51.037165,-2.280085 51.037236,-2.280205 51.037234,-2.280225 51.037376,-2.280490 51.037370,-2.280652 51.037266,-2.280687 51.037200,-2.280769 51.037260,-2.281380 51.036867,-2.281752 51.036706,-2.282425 51.037344,-2.282335 51.037378,-2.282249 51.037489,-2.282336 51.037533,-2.282245 51.037604,-2.282412 51.037687,-2.282287 51.037851,-2.281980 51.037752,-2.281638 51.038069,-2.281011 51.037911,-2.280605 51.038307,-2.280351 51.038321,-2.280096 51.038002,-2.279442 51.038102,-2.279078 51.037758,-2.279016 51.037763,-2.279014 51.037806,-2.278733 51.037698,-2.278570 51.037981,-2.278392 51.037943,-2.278078 51.038137,-2.278254 51.038144,-2.278286 51.038246,-2.278009 51.038291,-2.278060 51.038430,-2.278203 51.038590,-2.278015 51.038645,-2.277792 51.038650,-2.277844 51.038884,-2.277914 51.038887,-2.277903 51.039110,-2.277735 51.039117,-2.277698 51.039054,-2.277588 51.039064,-2.277577 51.039098,-2.277411 51.039098,-2.277343 51.039070,-2.277361 51.038913,-2.277327 51.038773,-2.276850 51.038869,-2.276854 51.038913,-2.276734 51.038931,-2.275786 51.038959,-2.275700 51.038908,-2.275697 51.038809,-2.275639 51.038662,-2.275632 51.038482,-2.275576 51.038548,-2.275450 51.038574,-2.275269 51.038523,-2.274971 51.038553,-2.274857 51.038509,-2.274820 51.038459,-2.274849 51.038396,-2.274740 51.038374,-2.274820 51.038174,-2.275083 51.038097,-2.275249 51.037985,-2.275414 51.037582,-2.275525 51.037581,-2.275771 51.037149,-2.275841 51.037172,-2.276080 51.036995,-2.276182 51.036896,-2.276236 51.036782,-2.276422 51.036750,-2.276756 51.036760,-2.276832 51.036629,-2.276946 51.036585,-2.277439 51.036683)))",The Gillingham Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-7
conservation_areas.8,,,2020-09-06,"MULTIPOLYGON (((-2.275401 50.899748,-2.275954 50.898553,-2.276091 50.898426,-2.276187 50.898276,-2.276249 50.898069,-2.275372 50.897933,-2.275166 50.898297,-2.274582 50.898197,-2.274662 50.898069,-2.274242 50.897994,-2.274381 50.897644,-2.275024 50.896977,-2.274960 50.896916,-2.274896 50.896726,-2.274871 50.896318,-2.274919 50.896146,-2.274861 50.896087,-2.274895 50.895947,-2.275200 50.895286,-2.276096 50.895349,-2.276450 50.895302,-2.277497 50.894904,-2.277991 50.894665,-2.278280 50.894701,-2.278389 50.894754,-2.278508 50.894906,-2.279731 50.894818,-2.279707 50.895077,-2.279735 50.895444,-2.279941 50.895829,-2.279341 50.896060,-2.279121 50.896109,-2.279030 50.896220,-2.279032 50.896478,-2.278970 50.896673,-2.278968 50.896781,-2.278848 50.896797,-2.278494 50.897485,-2.277889 50.898239,-2.278526 50.898434,-2.278186 50.898979,-2.278008 50.898933,-2.277702 50.898934,-2.276823 50.898803,-2.276479 50.898702,-2.276317 50.898982,-2.276242 50.899242,-2.276143 50.899445,-2.275907 50.899773,-2.275738 50.899802,-2.275401 50.899748)))",The Okeford Fitzpaine Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-8
conservation_areas.9,,,2020-09-06,"MULTIPOLYGON (((-2.167792 50.851566,-2.167872 50.851640,-2.167437 50.852240,-2.167509 50.852380,-2.167588 50.852695,-2.167656 50.853124,-2.167615 50.853470,-2.167306 50.854290,-2.166905 50.854355,-2.166776 50.855232,-2.167424 50.855295,-2.168403 50.855643,-2.167927 50.856680,-2.167796 50.857071,-2.168540 50.857286,-2.168895 50.857453,-2.169436 50.857889,-2.169454 50.857999,-2.169263 50.858196,-2.168785 50.858584,-2.167884 50.858259,-2.167143 50.858913,-2.166910 50.859080,-2.166767 50.859270,-2.166839 50.859293,-2.166492 50.859521,-2.166703 50.859934,-2.165840 50.859962,-2.165765 50.859240,-2.165522 50.859206,-2.165357 50.859132,-2.164877 50.859132,-2.164405 50.859547,-2.163973 50.859380,-2.163871 50.859513,-2.163542 50.859730,-2.163386 50.859624,-2.163391 50.859541,-2.163487 50.859355,-2.163612 50.859195,-2.163546 50.859119,-2.162993 50.858873,-2.161798 50.858184,-2.161833 50.858127,-2.161280 50.857532,-2.160920 50.857662,-2.160307 50.857146,-2.160151 50.857055,-2.159935 50.856987,-2.159767 50.856988,-2.159772 50.856908,-2.159892 50.856798,-2.159879 50.856433,-2.159725 50.855242,-2.159670 50.855063,-2.159430 50.855064,-2.159429 50.854570,-2.159657 50.854619,-2.160347 50.854941,-2.160641 50.854998,-2.161085 50.855005,-2.161373 50.854978,-2.161720 50.854886,-2.162343 50.854635,-2.163457 50.854318,-2.164074 50.854268,-2.164308 50.854184,-2.164397 50.854040,-2.165319 50.853568,-2.165199 50.853465,-2.165437 50.853313,-2.164135 50.852662,-2.164374 50.852362,-2.164655 50.852123,-2.164817 50.852213,-2.165054 50.851908,-2.165766 50.852135,-2.165889 50.851911,-2.165842 50.851856,-2.165732 50.851822,-2.166189 50.851274,-2.166380 50.851219,-2.166530 50.851124,-2.166850 50.850737,-2.166884 50.850599,-2.167311 50.850725,-2.167335 50.850688,-2.167834 50.850858,-2.167415 50.851132,-2.167937 50.851272,-2.167792 50.851566)))",The Blandford Forum Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-9
conservation_areas.10,,,2020-09-06,"MULTIPOLYGON (((-2.203489 50.885463,-2.203428 50.885867,-2.203243 50.886063,-2.202813 50.886033,-2.202838 50.885627,-2.201757 50.885529,-2.201722 50.885671,-2.201811 50.885756,-2.201764 50.885828,-2.201856 50.885926,-2.201567 50.885930,-2.201217 50.885844,-2.200624 50.885763,-2.200003 50.887140,-2.199922 50.887123,-2.199908 50.887272,-2.199737 50.887431,-2.199514 50.887288,-2.199409 50.887366,-2.199385 50.887483,-2.199616 50.887663,-2.199676 50.887891,-2.199536 50.887918,-2.199419 50.887643,-2.199197 50.887477,-2.198909 50.887432,-2.198203 50.886949,-2.197885 50.886814,-2.197875 50.886685,-2.197559 50.885889,-2.197558 50.885744,-2.197609 50.885604,-2.197100 50.885461,-2.197356 50.885062,-2.197582 50.884916,-2.197541 50.884693,-2.197329 50.884152,-2.196748 50.884235,-2.196454 50.884022,-2.196289 50.884127,-2.195876 50.884233,-2.195594 50.884235,-2.195346 50.884185,-2.195297 50.884148,-2.195261 50.884058,-2.195186 50.883767,-2.195257 50.883156,-2.196281 50.883141,-2.197384 50.883024,-2.197044 50.882210,-2.197821 50.882078,-2.199013 50.882119,-2.200100 50.881809,-2.200348 50.882100,-2.200598 50.882624,-2.200821 50.883500,-2.200836 50.883752,-2.201022 50.883843,-2.201846 50.883854,-2.201860 50.884066,-2.201920 50.884087,-2.201994 50.884196,-2.201774 50.884243,-2.201856 50.884640,-2.202103 50.884661,-2.202204 50.884808,-2.203072 50.884920,-2.202986 50.885094,-2.202767 50.885356,-2.203489 50.885463)))",The Stourpaine Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-10
conservation_areas.12,,,2020-09-06,"MULTIPOLYGON (((-2.200703 50.871504,-2.203417 50.872259,-2.203640 50.872326,-2.203710 50.872386,-2.203647 50.872751,-2.203712 50.872843,-2.203867 50.873766,-2.203953 50.873961,-2.204419 50.874687,-2.204566 50.874737,-2.205497 50.875551,-2.204418 50.876078,-2.204625 50.876307,-2.205085 50.877306,-2.205180 50.877577,-2.205216 50.877998,-2.205607 50.878854,-2.206656 50.879881,-2.205854 50.880169,-2.205501 50.879655,-2.204962 50.879128,-2.204662 50.879262,-2.204195 50.879627,-2.204007 50.879636,-2.203783 50.879482,-2.202678 50.880327,-2.202396 50.880468,-2.202214 50.880387,-2.201351 50.879800,-2.200631 50.880172,-2.200388 50.880191,-2.200013 50.880091,-2.199365 50.879425,-2.198865 50.879035,-2.198407 50.878808,-2.198066 50.878699,-2.197768 50.878620,-2.197358 50.878570,-2.198135 50.876194,-2.198216 50.875790,-2.198278 50.875228,-2.198284 50.874601,-2.198204 50.873748,-2.198139 50.873515,-2.197961 50.873184,-2.197926 50.872996,-2.200703 50.871504)))",The Durweston Conservation Area,local-authority-eng:NDO,,conservation-area/local-authority-eng/NDO/conservation-areas-12
