conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,reference,start-date,slug
,,,2020-09-05,"MULTIPOLYGON (((-2.144295 50.675820,-2.144200 50.675798,-2.144632 50.674899,-2.144937 50.674647,-2.144871 50.674615,-2.145048 50.674464,-2.144765 50.674313,-2.144374 50.673968,-2.143962 50.673659,-2.143810 50.673580,-2.142898 50.673629,-2.141696 50.673181,-2.141377 50.673039,-2.141212 50.672927,-2.140967 50.672902,-2.140855 50.672694,-2.140565 50.672392,-2.140551 50.672257,-2.140705 50.671863,-2.140553 50.671371,-2.140518 50.671146,-2.138652 50.670810,-2.138595 50.670740,-2.138610 50.670505,-2.138817 50.670621,-2.139179 50.670675,-2.139789 50.670601,-2.140312 50.670578,-2.140861 50.670601,-2.141366 50.670563,-2.141696 50.670626,-2.142312 50.670616,-2.143171 50.670772,-2.144298 50.670884,-2.144378 50.670885,-2.144487 50.670829,-2.144694 50.670880,-2.145480 50.670907,-2.145511 50.670939,-2.148401 50.671108,-2.150362 50.671070,-2.151127 50.670979,-2.151562 50.671101,-2.152959 50.671088,-2.153001 50.671336,-2.152505 50.672332,-2.152410 50.672313,-2.152407 50.672413,-2.152027 50.673274,-2.151991 50.673468,-2.151951 50.673488,-2.151972 50.673745,-2.151868 50.674665,-2.151780 50.674659,-2.151372 50.676353,-2.151410 50.676401,-2.151369 50.676573,-2.151432 50.676679,-2.151266 50.676761,-2.150801 50.677525,-2.149619 50.677206,-2.148745 50.677037,-2.146247 50.676466,-2.146013 50.676397,-2.145803 50.676239,-2.145295 50.676186,-2.145341 50.676076,-2.144295 50.675820)))",EAST HOLME CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.096323 50.645194,-2.096332 50.645119,-2.096286 50.645104,-2.096593 50.644457,-2.096648 50.644088,-2.096819 50.643567,-2.096815 50.643120,-2.096756 50.642887,-2.096809 50.642672,-2.096611 50.642448,-2.096396 50.642106,-2.096440 50.642087,-2.096187 50.641599,-2.096150 50.641461,-2.096198 50.641159,-2.096552 50.640604,-2.100622 50.640230,-2.102411 50.639666,-2.104907 50.639287,-2.111228 50.637813,-2.111157 50.638035,-2.111126 50.638299,-2.111158 50.638411,-2.111253 50.638558,-2.111377 50.638650,-2.111601 50.638722,-2.111866 50.638904,-2.112052 50.639070,-2.112125 50.639177,-2.112128 50.639259,-2.112454 50.639273,-2.112311 50.639867,-2.112768 50.640201,-2.113099 50.640504,-2.114203 50.641782,-2.114629 50.642201,-2.114746 50.642263,-2.115232 50.642757,-2.114603 50.642914,-2.114550 50.643029,-2.114550 50.643219,-2.114594 50.643417,-2.114512 50.643472,-2.114416 50.643478,-2.114257 50.643349,-2.114126 50.643332,-2.113881 50.643366,-2.113789 50.643458,-2.113689 50.643715,-2.113626 50.643790,-2.113434 50.643833,-2.113318 50.643820,-2.113096 50.643711,-2.112825 50.643380,-2.112284 50.642940,-2.112080 50.642856,-2.111818 50.642964,-2.111494 50.642935,-2.111175 50.642654,-2.111029 50.642594,-2.110725 50.642715,-2.110644 50.642714,-2.110551 50.642781,-2.110220 50.642695,-2.109413 50.642631,-2.109181 50.642616,-2.109116 50.642692,-2.109008 50.642734,-2.108817 50.642733,-2.108650 50.642651,-2.108380 50.642807,-2.107864 50.642819,-2.107271 50.643696,-2.107433 50.643884,-2.107428 50.644053,-2.107184 50.644137,-2.106674 50.643939,-2.106350 50.644336,-2.105501 50.644608,-2.104980 50.644736,-2.104539 50.644726,-2.103860 50.644871,-2.103588 50.644787,-2.103169 50.644760,-2.102947 50.644851,-2.103003 50.644966,-2.102925 50.644971,-2.102781 50.645070,-2.102514 50.645122,-2.102382 50.645082,-2.102072 50.644907,-2.101879 50.644847,-2.101707 50.644821,-2.101448 50.644853,-2.101350 50.644837,-2.099845 50.644100,-2.098767 50.644504,-2.096859 50.645084,-2.096323 50.645194)))",EAST CREECH CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-1.962863 50.606835,-1.962501 50.606753,-1.962466 50.606525,-1.961756 50.606516,-1.961748 50.606453,-1.961170 50.606466,-1.961064 50.606366,-1.960945 50.606367,-1.960937 50.606699,-1.960878 50.606699,-1.960879 50.606728,-1.960938 50.606728,-1.960949 50.606803,-1.960688 50.606803,-1.958965 50.606955,-1.958820 50.606910,-1.958620 50.606902,-1.958520 50.605600,-1.957360 50.605585,-1.956232 50.605366,-1.956263 50.605646,-1.956211 50.605701,-1.954615 50.604787,-1.954266 50.604900,-1.954007 50.604888,-1.953950 50.604826,-1.953260 50.604923,-1.953032 50.604613,-1.952779 50.604081,-1.952545 50.603425,-1.952184 50.603463,-1.952130 50.603240,-1.951344 50.603193,-1.951149 50.603348,-1.951037 50.603576,-1.950709 50.603959,-1.950723 50.603943,-1.950506 50.604312,-1.950195 50.604571,-1.949946 50.604856,-1.949601 50.605101,-1.949174 50.605308,-1.948679 50.605420,-1.948367 50.605527,-1.948071 50.605701,-1.947701 50.605821,-1.946712 50.606299,-1.945560 50.606593,-1.945166 50.606657,-1.944914 50.606741,-1.944954 50.606728,-1.944873 50.606763,-1.944747 50.606852,-1.944834 50.606792,-1.944207 50.607296,-1.944128 50.607411,-1.944129 50.607463,-1.944187 50.607568,-1.944267 50.607598,-1.945343 50.607546,-1.945528 50.607565,-1.945643 50.607511,-1.946300 50.607414,-1.946876 50.607570,-1.946920 50.607475,-1.948061 50.607667,-1.949461 50.607493,-1.949830 50.607498,-1.950049 50.607525,-1.950334 50.607632,-1.950678 50.607819,-1.950948 50.608016,-1.950716 50.608156,-1.950834 50.608237,-1.950862 50.608223,-1.950790 50.608447,-1.950370 50.608997,-1.949946 50.609108,-1.949856 50.609073,-1.949496 50.609174,-1.949494 50.609235,-1.949188 50.609333,-1.949237 50.609402,-1.949541 50.609324,-1.949631 50.609363,-1.949991 50.609262,-1.950007 50.609197,-1.950461 50.609057,-1.950561 50.608924,-1.950661 50.608909,-1.950778 50.608761,-1.950733 50.608700,-1.950912 50.608465,-1.951018 50.608131,-1.951326 50.607899,-1.951289 50.607869,-1.951848 50.607572,-1.952268 50.607466,-1.952545 50.607448,-1.952877 50.607484,-1.953360 50.607792,-1.954031 50.608078,-1.954036 50.608302,-1.954063 50.608323,-1.954135 50.608300,-1.954129 50.608086,-1.954309 50.608083,-1.955234 50.608214,-1.955572 50.608307,-1.955640 50.608388,-1.955802 50.608468,-1.955937 50.608641,-1.956014 50.608619,-1.956718 50.609574,-1.956877 50.609537,-1.957304 50.610398,-1.957820 50.611960,-1.959081 50.611867,-1.959063 50.611653,-1.958986 50.611634,-1.958882 50.610604,-1.959020 50.610563,-1.959531 50.610542,-1.959686 50.610640,-1.962241 50.610579,-1.962502 50.610617,-1.962527 50.611032,-1.962747 50.611095,-1.962907 50.611061,-1.963739 50.611022,-1.962903 50.611062,-1.963186 50.611050,-1.963739 50.611022,-1.964070 50.611011,-1.964430 50.610725,-1.964608 50.610486,-1.964716 50.610217,-1.964661 50.609900,-1.963807 50.609836,-1.963890 50.609393,-1.964026 50.609308,-1.964080 50.609045,-1.964318 50.608943,-1.964339 50.608384,-1.964784 50.608449,-1.965078 50.608390,-1.965150 50.608344,-1.965565 50.608362,-1.965549 50.608432,-1.966347 50.608554,-1.966263 50.608738,-1.966804 50.608827,-1.967023 50.608647,-1.967161 50.608575,-1.967427 50.608536,-1.967766 50.608563,-1.967900 50.608409,-1.967443 50.608272,-1.967486 50.608201,-1.967128 50.608146,-1.967102 50.608215,-1.966838 50.608170,-1.966801 50.608148,-1.966815 50.608094,-1.966702 50.608095,-1.966710 50.608018,-1.966006 50.608030,-1.965857 50.608057,-1.966057 50.607817,-1.966175 50.607586,-1.966194 50.607392,-1.966145 50.607354,-1.965712 50.607263,-1.965716 50.607670,-1.965548 50.607666,-1.965545 50.607714,-1.965602 50.607716,-1.965578 50.607801,-1.965383 50.607789,-1.965376 50.607828,-1.965177 50.607816,-1.965182 50.607775,-1.964619 50.607780,-1.964663 50.607607,-1.963569 50.607519,-1.963403 50.607401,-1.963146 50.607385,-1.963115 50.607128,-1.962941 50.607135,-1.962928 50.606850,-1.962863 50.606835)))",SWANAGE CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-1.976703 50.610898,-1.975828 50.610885,-1.975837 50.610580,-1.976019 50.610508,-1.976043 50.610312,-1.976010 50.609531,-1.975738 50.609465,-1.975637 50.609384,-1.975851 50.609297,-1.975839 50.609230,-1.975716 50.609075,-1.975862 50.609086,-1.975883 50.608943,-1.976067 50.608922,-1.976081 50.608746,-1.976009 50.608747,-1.976040 50.608520,-1.976203 50.608552,-1.976259 50.608504,-1.976104 50.608074,-1.976119 50.607552,-1.976098 50.607520,-1.976333 50.607475,-1.976651 50.607508,-1.976629 50.607946,-1.976653 50.608148,-1.976858 50.608145,-1.976984 50.608324,-1.976978 50.608400,-1.977736 50.608637,-1.977819 50.608623,-1.978175 50.608717,-1.978194 50.608737,-1.978169 50.608775,-1.978056 50.608772,-1.978028 50.608797,-1.977964 50.608917,-1.978078 50.608933,-1.978042 50.609082,-1.978290 50.609126,-1.978836 50.609146,-1.978735 50.609628,-1.978731 50.609818,-1.978945 50.609840,-1.978937 50.609919,-1.979183 50.609936,-1.979673 50.609907,-1.981137 50.609760,-1.981220 50.609747,-1.981274 50.609699,-1.981548 50.609732,-1.981484 50.610289,-1.978274 50.610595,-1.977632 50.610805,-1.977023 50.611087,-1.976703 50.610898)))",HERSTON CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.112617 50.690036,-2.112437 50.690069,-2.111884 50.690308,-2.111039 50.690356,-2.110092 50.690493,-2.109470 50.690754,-2.109280 50.690977,-2.109145 50.691042,-2.108585 50.691174,-2.108104 50.691209,-2.108084 50.691130,-2.108123 50.690887,-2.107642 50.690561,-2.106607 50.689994,-2.106919 50.689948,-2.106923 50.689747,-2.106743 50.689492,-2.106664 50.689308,-2.105725 50.687904,-2.105318 50.687061,-2.105260 50.686503,-2.105123 50.686022,-2.105124 50.685372,-2.105041 50.684869,-2.104979 50.684705,-2.105134 50.683560,-2.106330 50.683608,-2.106956 50.683582,-2.107364 50.683600,-2.108651 50.683770,-2.109341 50.684034,-2.109677 50.684048,-2.110148 50.684131,-2.110465 50.684082,-2.110576 50.684014,-2.111344 50.683715,-2.111521 50.683528,-2.111883 50.683272,-2.112238 50.682888,-2.112849 50.683407,-2.114017 50.684945,-2.113774 50.685015,-2.113808 50.685149,-2.113955 50.685269,-2.114445 50.685806,-2.114606 50.685879,-2.115237 50.686564,-2.115808 50.686901,-2.115831 50.686972,-2.115692 50.687034,-2.115675 50.687087,-2.115958 50.687471,-2.116306 50.687723,-2.116411 50.687766,-2.116456 50.687828,-2.116448 50.688285,-2.116220 50.688358,-2.115827 50.688418,-2.115066 50.688410,-2.114126 50.688781,-2.113417 50.688963,-2.113242 50.689064,-2.113147 50.689164,-2.112973 50.689247,-2.112838 50.689544,-2.112881 50.689818,-2.112835 50.689934,-2.112617 50.690036)))",WAREHAM CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.058756 50.734986,-2.058676 50.734926,-2.058233 50.735036,-2.058129 50.734916,-2.057937 50.734925,-2.057891 50.734887,-2.057363 50.735263,-2.057248 50.735377,-2.056533 50.735651,-2.056059 50.735534,-2.055854 50.735553,-2.055757 50.736023,-2.056303 50.735982,-2.056327 50.736078,-2.056373 50.736087,-2.056392 50.736232,-2.056263 50.736283,-2.056265 50.736371,-2.055884 50.736390,-2.055839 50.736838,-2.055621 50.737209,-2.055327 50.737856,-2.053941 50.738187,-2.052350 50.738495,-2.051302 50.738925,-2.050478 50.739366,-2.049468 50.740039,-2.049113 50.740237,-2.048767 50.740383,-2.048361 50.740879,-2.048106 50.741256,-2.047711 50.742155,-2.047662 50.742337,-2.047988 50.742459,-2.048215 50.742477,-2.049360 50.742360,-2.050290 50.742413,-2.050508 50.742439,-2.051011 50.742572,-2.051458 50.742773,-2.051996 50.743175,-2.051731 50.743256,-2.051802 50.743377,-2.051776 50.743418,-2.051958 50.743730,-2.052064 50.743733,-2.052318 50.743661,-2.052442 50.744118,-2.052663 50.744209,-2.052778 50.744201,-2.054072 50.744558,-2.055357 50.744856,-2.055654 50.744842,-2.056035 50.744711,-2.057412 50.744005,-2.059006 50.743435,-2.059202 50.743815,-2.059376 50.743815,-2.059500 50.743779,-2.059675 50.743688,-2.059684 50.743650,-2.059364 50.743308,-2.059879 50.743124,-2.059988 50.743116,-2.060058 50.743404,-2.060962 50.743399,-2.061064 50.743172,-2.061530 50.742481,-2.061728 50.742041,-2.062254 50.742108,-2.062494 50.741850,-2.062325 50.741798,-2.062328 50.741544,-2.062139 50.741354,-2.062036 50.741124,-2.062042 50.740658,-2.061967 50.740614,-2.061854 50.740102,-2.061515 50.740121,-2.061448 50.739786,-2.061293 50.739785,-2.061290 50.739661,-2.061206 50.739457,-2.061117 50.739454,-2.058299 50.736843,-2.059018 50.736532,-2.058937 50.736377,-2.058669 50.736123,-2.057817 50.735967,-2.057783 50.735824,-2.057833 50.735727,-2.058526 50.735478,-2.058281 50.735165,-2.058756 50.734986)))",LYTCHETT MINSTER CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.223118 50.662517,-2.219932 50.662032,-2.218492 50.661754,-2.217098 50.661338,-2.216103 50.660791,-2.215716 50.661003,-2.215310 50.660995,-2.215266 50.661024,-2.215000 50.660836,-2.215122 50.660469,-2.214387 50.659605,-2.214617 50.659380,-2.214591 50.659134,-2.214836 50.659028,-2.215359 50.659016,-2.215124 50.658490,-2.214739 50.657464,-2.215469 50.657341,-2.215681 50.657342,-2.215203 50.656853,-2.215318 50.656774,-2.214854 50.655778,-2.216224 50.655477,-2.216864 50.655247,-2.217911 50.655002,-2.217841 50.654898,-2.217863 50.654665,-2.218139 50.654427,-2.218729 50.654181,-2.219177 50.654160,-2.219304 50.654189,-2.220134 50.654093,-2.221029 50.654137,-2.221501 50.654106,-2.222609 50.654133,-2.222581 50.654832,-2.222629 50.654864,-2.224890 50.654886,-2.225047 50.655557,-2.225137 50.655548,-2.225200 50.655579,-2.225416 50.655575,-2.226568 50.655399,-2.230266 50.655076,-2.230420 50.655036,-2.231083 50.655051,-2.230518 50.656165,-2.230142 50.657017,-2.230005 50.657125,-2.229921 50.657223,-2.229951 50.657264,-2.229384 50.657866,-2.228794 50.658343,-2.228689 50.658394,-2.227493 50.659296,-2.225805 50.660600,-2.225262 50.661080,-2.225180 50.661268,-2.225229 50.661480,-2.225008 50.661518,-2.224676 50.661862,-2.224304 50.662118,-2.223472 50.662482,-2.223406 50.662543,-2.223118 50.662517)))",COOMBE KEYNES CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.255142 50.622865,-2.255193 50.623166,-2.255107 50.623135,-2.254233 50.623151,-2.254026 50.623199,-2.253764 50.623541,-2.253482 50.623450,-2.253448 50.623488,-2.253370 50.623462,-2.253371 50.623507,-2.252697 50.624084,-2.252585 50.624054,-2.252264 50.624215,-2.251957 50.624463,-2.252217 50.624854,-2.252185 50.624860,-2.252480 50.625510,-2.251869 50.625605,-2.252007 50.626197,-2.252052 50.626279,-2.252290 50.626508,-2.252504 50.626627,-2.253502 50.627079,-2.254385 50.627381,-2.254196 50.627770,-2.253097 50.627403,-2.252224 50.627247,-2.252314 50.628095,-2.251721 50.628050,-2.251753 50.627681,-2.251585 50.627512,-2.251400 50.627383,-2.250851 50.627082,-2.250519 50.627037,-2.250440 50.627348,-2.249095 50.627227,-2.249114 50.626893,-2.245959 50.627177,-2.243139 50.627869,-2.243069 50.627516,-2.242968 50.627443,-2.242937 50.627335,-2.242851 50.627229,-2.242804 50.626994,-2.242811 50.626699,-2.242926 50.626556,-2.243130 50.626392,-2.243135 50.626331,-2.243277 50.626207,-2.243385 50.626006,-2.243611 50.625783,-2.243636 50.625556,-2.243757 50.625477,-2.243762 50.625331,-2.243860 50.625119,-2.244124 50.625279,-2.244325 50.625323,-2.245011 50.625382,-2.245062 50.625365,-2.245581 50.625435,-2.246331 50.625624,-2.246868 50.625714,-2.247367 50.625744,-2.247737 50.625727,-2.248797 50.625450,-2.248802 50.625256,-2.249201 50.625033,-2.248812 50.624799,-2.249290 50.624441,-2.249145 50.624351,-2.248275 50.624280,-2.248272 50.624108,-2.248037 50.624004,-2.248050 50.623201,-2.248134 50.623131,-2.248944 50.623177,-2.250476 50.623322,-2.250983 50.622338,-2.251474 50.621754,-2.251604 50.621483,-2.251619 50.621225,-2.251546 50.620973,-2.251443 50.620853,-2.251285 50.620742,-2.250803 50.620503,-2.250627 50.620369,-2.249027 50.619862,-2.248859 50.619983,-2.248335 50.620058,-2.247596 50.620231,-2.246206 50.620334,-2.245256 50.620330,-2.243483 50.619452,-2.242714 50.619133,-2.242493 50.619007,-2.242228 50.618926,-2.241973 50.618779,-2.241785 50.618728,-2.241033 50.618406,-2.241009 50.618351,-2.240722 50.618308,-2.241391 50.616180,-2.241693 50.616245,-2.242139 50.616283,-2.242360 50.616252,-2.243410 50.616315,-2.244001 50.616418,-2.244076 50.616355,-2.244726 50.616378,-2.245018 50.616451,-2.245380 50.616479,-2.245708 50.616547,-2.246137 50.616693,-2.246124 50.616725,-2.245947 50.616711,-2.245905 50.616753,-2.245594 50.616733,-2.245042 50.616774,-2.244855 50.616912,-2.244823 50.617046,-2.244700 50.617136,-2.244675 50.617263,-2.244310 50.617492,-2.244162 50.617501,-2.243990 50.617567,-2.243906 50.617699,-2.243761 50.617788,-2.243722 50.617933,-2.243747 50.618135,-2.243880 50.618442,-2.244033 50.618598,-2.244294 50.618771,-2.245104 50.619165,-2.245488 50.619286,-2.246084 50.619414,-2.246738 50.619468,-2.247391 50.619466,-2.248294 50.619332,-2.248751 50.619199,-2.249111 50.619056,-2.249455 50.618813,-2.249688 50.618556,-2.249780 50.618398,-2.249813 50.618235,-2.249756 50.617896,-2.249538 50.617808,-2.249114 50.617703,-2.249077 50.617458,-2.249002 50.617371,-2.249030 50.617324,-2.248926 50.617305,-2.248809 50.617211,-2.248480 50.617150,-2.248453 50.617119,-2.247928 50.616957,-2.248026 50.616939,-2.248857 50.616953,-2.249189 50.617000,-2.249658 50.617015,-2.250333 50.617387,-2.250491 50.617356,-2.250788 50.617358,-2.251155 50.617498,-2.251831 50.617639,-2.252799 50.617766,-2.252969 50.617856,-2.253065 50.618012,-2.253245 50.618053,-2.253373 50.617967,-2.253417 50.617877,-2.253972 50.617957,-2.254138 50.617924,-2.254980 50.617980,-2.255044 50.617909,-2.255760 50.617926,-2.256423 50.617863,-2.256720 50.617918,-2.256804 50.618044,-2.256992 50.618133,-2.257075 50.618119,-2.257021 50.618072,-2.257019 50.618016,-2.257221 50.617983,-2.257757 50.618206,-2.258237 50.618341,-2.259238 50.619380,-2.259366 50.619552,-2.259423 50.619695,-2.258716 50.620084,-2.256449 50.620723,-2.255480 50.620663,-2.255251 50.620875,-2.255204 50.620964,-2.255125 50.622399,-2.255142 50.622865)))",WEST LULWORTH CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.210375 50.636451,-2.209687 50.636394,-2.203848 50.635716,-2.201812 50.635335,-2.200474 50.635132,-2.199909 50.635118,-2.199370 50.635203,-2.198958 50.635365,-2.198576 50.635647,-2.197181 50.637525,-2.195893 50.639326,-2.195763 50.639289,-2.195420 50.639681,-2.195181 50.639864,-2.194913 50.640014,-2.195001 50.640101,-2.194100 50.640521,-2.193368 50.640921,-2.191645 50.641709,-2.193442 50.642289,-2.194752 50.642780,-2.194172 50.643233,-2.193947 50.643099,-2.193727 50.643167,-2.193583 50.643258,-2.193423 50.643269,-2.193270 50.643333,-2.193617 50.643618,-2.193531 50.643680,-2.193587 50.643736,-2.194723 50.643390,-2.194981 50.643744,-2.195529 50.643538,-2.195748 50.644285,-2.199648 50.642609,-2.201313 50.642094,-2.201355 50.642213,-2.201735 50.642813,-2.201885 50.642843,-2.202252 50.642637,-2.202488 50.642546,-2.203535 50.642366,-2.204025 50.642314,-2.204959 50.641983,-2.205380 50.641906,-2.205865 50.641637,-2.206066 50.641560,-2.205839 50.641330,-2.206036 50.641271,-2.205973 50.641186,-2.205914 50.641203,-2.205884 50.641164,-2.205852 50.641174,-2.205418 50.640665,-2.207212 50.640473,-2.209538 50.640166,-2.209811 50.640227,-2.210442 50.640172,-2.213934 50.639377,-2.213218 50.638012,-2.213194 50.637702,-2.213137 50.637497,-2.213144 50.636677,-2.212994 50.636564,-2.212688 50.636483,-2.212419 50.636456,-2.211506 50.636437,-2.211340 50.636472,-2.211272 50.636528,-2.209687 50.636394,-2.210375 50.636451)))",EAST LULWORTH CONSERVATION AREA,local-authority-eng:PUR,,,
,,,2020-09-05,"MULTIPOLYGON (((-2.124620 50.615064,-2.123955 50.615139,-2.123240 50.615063,-2.122423 50.614933,-2.120642 50.614543,-2.119513 50.614418,-2.119386 50.614701,-2.119298 50.615575,-2.119081 50.615605,-2.117550 50.617062,-2.117444 50.617075,-2.117498 50.617370,-2.117468 50.617514,-2.117408 50.617619,-2.116773 50.618185,-2.116677 50.618386,-2.116497 50.618864,-2.116543 50.618934,-2.116789 50.619807,-2.116786 50.620092,-2.116733 50.620266,-2.117084 50.620251,-2.117415 50.620097,-2.117863 50.619943,-2.118028 50.620009,-2.118642 50.620092,-2.120838 50.620218,-2.121749 50.617907,-2.121730 50.617023,-2.122083 50.616893,-2.122288 50.616752,-2.122721 50.616654,-2.123066 50.616645,-2.123279 50.616519,-2.123627 50.616454,-2.123862 50.616263,-2.123893 50.616131,-2.124380 50.615795,-2.124300 50.615647,-2.124300 50.615591,-2.124711 50.615479,-2.124620 50.615064)))",KIMMERIDGE CONSERVATION AREA,local-authority-eng:PUR,,,
