conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
conservation_area_historic_breakdown.29,,,2020-11-29,"MULTIPOLYGON (((0.883397 51.693779,0.883404 51.693734,0.882636 51.693685,0.882631 51.693746,0.883397 51.693779)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-29
conservation_area_historic_breakdown.30,,,2020-11-29,"MULTIPOLYGON (((0.883275 51.694328,0.883703 51.694361,0.883704 51.694334,0.883580 51.694320,0.883624 51.694060,0.883172 51.694026,0.883156 51.694116,0.883299 51.694127,0.883275 51.694328)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-30
conservation_area_historic_breakdown.31,,,2020-11-29,"MULTIPOLYGON (((0.881909 51.694572,0.882064 51.694578,0.882067 51.694443,0.881907 51.694439,0.881909 51.694572)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-31
conservation_area_historic_breakdown.32,,,2020-11-29,"MULTIPOLYGON (((0.881684 51.695060,0.881506 51.694995,0.881543 51.694686,0.881004 51.694655,0.880952 51.695025,0.881684 51.695060)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-32
conservation_area_historic_breakdown.33,,,2020-11-29,"MULTIPOLYGON (((0.881631 51.695466,0.882025 51.695486,0.882037 51.695340,0.882081 51.695196,0.882133 51.695192,0.882143 51.695084,0.881684 51.695060,0.881631 51.695466)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-33
conservation_area_historic_breakdown.34,,,2020-11-29,"MULTIPOLYGON (((0.881538 51.695767,0.880180 51.695707,0.880200 51.695462,0.880122 51.695393,0.878103 51.695404,0.878030 51.694974,0.878036 51.694643,0.878000 51.694414,0.877349 51.694391,0.877327 51.695548,0.877366 51.695785,0.877701 51.695790,0.878022 51.695957,0.878006 51.697065,0.878030 51.697712,0.879133 51.697669,0.881258 51.697705,0.881653 51.697487,0.881901 51.696683,0.881589 51.696664,0.881605 51.696380,0.881518 51.696312,0.881538 51.695767)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-34
conservation_area_historic_breakdown.35,,,2020-11-29,"MULTIPOLYGON (((0.797733 51.771125,0.797636 51.771006,0.797506 51.770530,0.797594 51.770484,0.797199 51.769025,0.795935 51.769203,0.795965 51.769761,0.794715 51.769852,0.794859 51.770618,0.795819 51.770593,0.795954 51.770646,0.795981 51.770834,0.797280 51.770576,0.797360 51.770966,0.797559 51.771176,0.797733 51.771125)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-35
conservation_area_historic_breakdown.36,,,2020-11-29,"MULTIPOLYGON (((0.791928 51.770488,0.792300 51.770376,0.791737 51.769855,0.791525 51.769903,0.791928 51.770488)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-36
conservation_area_historic_breakdown.37,,,2020-11-29,"MULTIPOLYGON (((0.829433 51.662058,0.829368 51.661913,0.828803 51.662004,0.828863 51.662201,0.829433 51.662058)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-37
conservation_area_historic_breakdown.38,,,2020-11-29,"MULTIPOLYGON (((0.830153 51.661525,0.830714 51.661411,0.830854 51.661762,0.831369 51.661694,0.831386 51.661734,0.831592 51.661722,0.832255 51.661621,0.832255 51.661516,0.832378 51.661484,0.832109 51.661496,0.832024 51.661131,0.830666 51.661275,0.830463 51.660761,0.829856 51.660874,0.830153 51.661525)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-38
conservation_area_historic_breakdown.39,,,2020-11-29,"MULTIPOLYGON (((0.835210 51.661935,0.835349 51.661902,0.835397 51.661950,0.835487 51.661915,0.835549 51.661983,0.835700 51.661927,0.835627 51.661860,0.835766 51.661803,0.835466 51.661410,0.835188 51.661528,0.835158 51.661495,0.835176 51.661535,0.835075 51.661614,0.835064 51.661674,0.835210 51.661935)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-39
conservation_area_historic_breakdown.40,,,2020-11-29,"MULTIPOLYGON (((0.832526 51.662403,0.832766 51.662367,0.832812 51.662510,0.833910 51.662367,0.833785 51.662093,0.833758 51.662098,0.833782 51.662177,0.833319 51.662251,0.832932 51.662268,0.832847 51.662214,0.832442 51.662251,0.832526 51.662403)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-40
conservation_area_historic_breakdown.41,,,2020-11-29,"MULTIPOLYGON (((0.830754 51.662338,0.830699 51.662345,0.830741 51.662496,0.830823 51.662671,0.830857 51.662663,0.830775 51.662488,0.830800 51.662485,0.830754 51.662338)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-41
conservation_area_historic_breakdown.42,,,2020-11-29,"MULTIPOLYGON (((0.829032 51.759197,0.829089 51.759381,0.829092 51.759637,0.829164 51.759928,0.830728 51.759798,0.830641 51.759224,0.830934 51.759199,0.830890 51.758961,0.830837 51.758968,0.830857 51.759064,0.830517 51.759091,0.830472 51.758910,0.830012 51.758896,0.829846 51.758907,0.829921 51.759127,0.829032 51.759197)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-42
conservation_area_historic_breakdown.43,,,2020-11-29,"MULTIPOLYGON (((0.832566 51.759275,0.832686 51.760182,0.833371 51.760142,0.833331 51.759868,0.833806 51.759825,0.833767 51.759555,0.834019 51.759538,0.834004 51.759399,0.833651 51.759397,0.833633 51.759249,0.832566 51.759275)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-43
conservation_area_historic_breakdown.44,,,2020-11-29,"MULTIPOLYGON (((0.835144 51.759105,0.835435 51.759060,0.835763 51.759052,0.835743 51.758836,0.835116 51.758852,0.835144 51.759105)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-44
conservation_area_historic_breakdown.45,,,2020-11-29,"MULTIPOLYGON (((0.834778 51.759334,0.835153 51.759293,0.835144 51.759105,0.834751 51.759127,0.834778 51.759334)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-45
conservation_area_historic_breakdown.46,,,2020-11-29,"MULTIPOLYGON (((0.830404 51.758209,0.830432 51.758387,0.830965 51.758346,0.830941 51.758190,0.830404 51.758209)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-46
conservation_area_historic_breakdown.47,,,2020-11-29,"MULTIPOLYGON (((0.836462 51.758736,0.836481 51.758876,0.836640 51.758859,0.836678 51.759133,0.837385 51.759057,0.837371 51.758942,0.837702 51.758937,0.837699 51.758880,0.837736 51.758880,0.837717 51.758793,0.838247 51.758743,0.838324 51.758548,0.838029 51.758570,0.837994 51.758160,0.837605 51.758042,0.836516 51.758197,0.836256 51.757401,0.835809 51.757519,0.835974 51.757968,0.836257 51.757921,0.836407 51.758343,0.836462 51.758736)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-47
conservation_area_historic_breakdown.48,,,2020-11-29,"MULTIPOLYGON (((0.829845 51.758171,0.830253 51.758145,0.830236 51.758035,0.829827 51.758057,0.829845 51.758171)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-48
conservation_area_historic_breakdown.49,,,2020-11-29,"MULTIPOLYGON (((0.828792 51.758305,0.828759 51.758309,0.828776 51.758422,0.828849 51.758603,0.828922 51.758676,0.828792 51.758305)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-49
conservation_area_historic_breakdown.50,,,2020-11-29,"MULTIPOLYGON (((0.832296 51.758794,0.832329 51.758899,0.832446 51.758887,0.832520 51.759277,0.832469 51.758875,0.832384 51.758881,0.832296 51.758794)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-50
conservation_area_historic_breakdown.51,,,2020-11-29,"MULTIPOLYGON (((0.813878 51.627777,0.814277 51.627866,0.814619 51.627486,0.814327 51.627416,0.814256 51.627544,0.814098 51.627703,0.813900 51.627663,0.813878 51.627777)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-51
conservation_area_historic_breakdown.52,,,2020-11-29,"MULTIPOLYGON (((0.814829 51.627196,0.815164 51.627276,0.815484 51.627310,0.815612 51.627091,0.815592 51.627016,0.815407 51.627036,0.814939 51.626992,0.814829 51.627196)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-52
conservation_area_historic_breakdown.53,,,2020-11-29,"MULTIPOLYGON (((0.817501 51.627691,0.817102 51.627807,0.817289 51.628162,0.817253 51.628291,0.816471 51.628406,0.816624 51.628762,0.816842 51.628732,0.816961 51.628998,0.818206 51.628794,0.818070 51.628459,0.818144 51.628413,0.818128 51.628345,0.818462 51.628275,0.818276 51.627872,0.817697 51.628044,0.817501 51.627691)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-53
conservation_area_historic_breakdown.54,,,2020-11-29,"MULTIPOLYGON (((0.823466 51.626467,0.824140 51.626587,0.824166 51.626348,0.823524 51.626258,0.823466 51.626467)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-54
conservation_area_historic_breakdown.55,,,2020-11-29,"MULTIPOLYGON (((0.822816 51.623925,0.824333 51.623895,0.824290 51.622648,0.822230 51.623071,0.822816 51.623925)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-55
conservation_area_historic_breakdown.56,,,2020-11-29,"MULTIPOLYGON (((0.670714 51.732416,0.670206 51.732511,0.670897 51.733751,0.671100 51.734056,0.670646 51.734268,0.670917 51.734776,0.671205 51.734723,0.671560 51.734779,0.672124 51.734600,0.672251 51.734772,0.672295 51.734895,0.673451 51.734492,0.673047 51.734025,0.673733 51.733787,0.673776 51.733839,0.674923 51.733554,0.675064 51.733685,0.675243 51.733621,0.675219 51.733599,0.675314 51.733560,0.676323 51.733197,0.675787 51.732660,0.675667 51.732697,0.675410 51.732432,0.675445 51.732419,0.675257 51.732233,0.675288 51.732217,0.675157 51.732129,0.675105 51.732153,0.674934 51.732005,0.674819 51.732072,0.674489 51.731845,0.674047 51.731967,0.674094 51.732062,0.673744 51.732138,0.672577 51.732507,0.671710 51.732714,0.671667 51.732667,0.670985 51.732833,0.670743 51.732410,0.670714 51.732416)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-56
conservation_area_historic_breakdown.57,,,2020-11-29,"MULTIPOLYGON (((0.677129 51.733472,0.676336 51.733937,0.675793 51.734120,0.675911 51.734226,0.676964 51.733880,0.677154 51.734077,0.677331 51.734593,0.678049 51.734566,0.677932 51.734194,0.677841 51.734082,0.677668 51.733758,0.677440 51.733587,0.677495 51.733549,0.677243 51.733413,0.677129 51.733472)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-57
conservation_area_historic_breakdown.58,,,2020-11-29,"MULTIPOLYGON (((0.678608 51.735127,0.678728 51.735176,0.678871 51.735348,0.679305 51.735209,0.679397 51.735318,0.679488 51.735295,0.679141 51.734911,0.678608 51.735127)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-58
conservation_area_historic_breakdown.61,,,2020-11-29,"MULTIPOLYGON (((0.678566 51.730474,0.680219 51.730472,0.680447 51.730601,0.680778 51.730424,0.680835 51.730453,0.681078 51.730270,0.680950 51.730210,0.681103 51.730039,0.681956 51.730154,0.681971 51.730099,0.681586 51.730045,0.681652 51.729817,0.680998 51.729738,0.680947 51.729886,0.680681 51.729845,0.680685 51.729561,0.678717 51.729574,0.678553 51.729593,0.678566 51.730474)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-61
conservation_area_historic_breakdown.62,,,2020-11-29,"MULTIPOLYGON (((0.673586 51.729675,0.673897 51.729598,0.673880 51.729568,0.673911 51.729545,0.674225 51.729424,0.673740 51.729383,0.673586 51.729675)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-62
conservation_area_historic_breakdown.59,,,2020-11-29,"MULTIPOLYGON (((0.679420 51.734154,0.679851 51.734052,0.680495 51.733969,0.683427 51.733080,0.685635 51.732654,0.687027 51.732135,0.687401 51.731933,0.687808 51.731641,0.686101 51.730721,0.686593 51.730150,0.686000 51.729911,0.686059 51.729861,0.685669 51.729681,0.685409 51.729514,0.684895 51.729802,0.684714 51.729653,0.684508 51.729738,0.684486 51.729793,0.684430 51.729796,0.684247 51.729687,0.684106 51.729533,0.683547 51.729302,0.683813 51.729030,0.683426 51.729368,0.683039 51.729207,0.682637 51.729555,0.682922 51.729991,0.681965 51.730270,0.681954 51.730332,0.681994 51.730380,0.682043 51.730379,0.682340 51.730284,0.682441 51.730373,0.682834 51.730254,0.683199 51.730748,0.682838 51.730852,0.682218 51.731102,0.682089 51.730956,0.681844 51.731045,0.681639 51.731167,0.681343 51.731258,0.681356 51.731292,0.680794 51.731534,0.679754 51.731883,0.679850 51.732073,0.680123 51.732410,0.679363 51.732529,0.679060 51.732947,0.678939 51.732969,0.679013 51.733114,0.679161 51.733290,0.679401 51.733726,0.679172 51.733786,0.679420 51.734154)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-59
conservation_area_historic_breakdown.60,,,2020-11-29,"MULTIPOLYGON (((0.688913 51.728563,0.689368 51.728099,0.689846 51.727784,0.690575 51.727433,0.691669 51.726979,0.691484 51.726527,0.690928 51.726273,0.690771 51.726110,0.687778 51.726344,0.687156 51.726348,0.686520 51.727149,0.686589 51.727295,0.686645 51.727343,0.686606 51.727505,0.685982 51.728259,0.686479 51.728415,0.686501 51.728334,0.686874 51.728456,0.686975 51.728121,0.687936 51.728345,0.688312 51.728482,0.688913 51.728563)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-60
conservation_area_historic_breakdown.63,,,2020-11-29,"MULTIPOLYGON (((0.670714 51.732416,0.671094 51.732342,0.671072 51.732255,0.670881 51.731952,0.670866 51.731876,0.670917 51.731864,0.670873 51.731782,0.671280 51.731687,0.671213 51.731602,0.670522 51.731792,0.670546 51.731956,0.670714 51.732416)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-63
conservation_area_historic_breakdown.64,,,2020-11-29,"MULTIPOLYGON (((0.675219 51.733599,0.675793 51.734120,0.676336 51.733937,0.677129 51.733472,0.676857 51.733233,0.676702 51.733151,0.676654 51.733069,0.675219 51.733599)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-64
conservation_area_historic_breakdown.65,,,2020-11-29,"MULTIPOLYGON (((0.675911 51.734226,0.675908 51.734271,0.676212 51.734501,0.676818 51.734236,0.677180 51.734190,0.677154 51.734077,0.676964 51.733880,0.675911 51.734226)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-65
conservation_area_historic_breakdown.66,,,2020-11-29,"MULTIPOLYGON (((0.680021 51.735069,0.680437 51.734990,0.680391 51.734898,0.680792 51.734820,0.680636 51.734540,0.681246 51.734414,0.681204 51.734338,0.681833 51.734185,0.681801 51.734140,0.681883 51.734116,0.682040 51.734073,0.682206 51.734091,0.682531 51.734012,0.682587 51.734101,0.682629 51.734090,0.682703 51.734203,0.683214 51.734079,0.683507 51.734060,0.683841 51.734584,0.684035 51.734453,0.684330 51.734626,0.684797 51.734299,0.684970 51.734399,0.685553 51.734025,0.685337 51.733882,0.685306 51.733827,0.685318 51.733739,0.685586 51.733577,0.685527 51.733327,0.685227 51.733042,0.685050 51.732778,0.683427 51.733080,0.680495 51.733969,0.679851 51.734052,0.679420 51.734154,0.679775 51.734727,0.679905 51.734705,0.679981 51.734869,0.680021 51.735069)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-66
conservation_area_historic_breakdown.67,,,2020-11-29,"MULTIPOLYGON (((0.685335 51.728257,0.685642 51.728368,0.685858 51.728407,0.686594 51.727523,0.686638 51.727392,0.686228 51.727360,0.686216 51.727411,0.685963 51.727346,0.685335 51.728257)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-67
