conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
conservation_area_historic_breakdown.1,,,2020-11-29,"MULTIPOLYGON (((0.688913 51.728563,0.688312 51.728482,0.687936 51.728345,0.686975 51.728121,0.686874 51.728456,0.686501 51.728334,0.686479 51.728415,0.685982 51.728259,0.685858 51.728407,0.685642 51.728368,0.685335 51.728257,0.684988 51.728761,0.684875 51.728721,0.684416 51.729097,0.683916 51.728908,0.683547 51.729302,0.684106 51.729533,0.684247 51.729687,0.684430 51.729796,0.684486 51.729793,0.684508 51.729738,0.684714 51.729653,0.684895 51.729802,0.685409 51.729514,0.685669 51.729681,0.686059 51.729861,0.686000 51.729911,0.686593 51.730150,0.686101 51.730721,0.687808 51.731641,0.688376 51.730962,0.688525 51.730691,0.688623 51.730352,0.688813 51.729222,0.688807 51.729147,0.688739 51.729076,0.688740 51.728888,0.688913 51.728563)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-1
conservation_area_historic_breakdown.2,,,2020-11-29,"MULTIPOLYGON (((0.672016 51.731336,0.672091 51.731417,0.672795 51.731198,0.672953 51.731383,0.673242 51.731298,0.673400 51.731310,0.673407 51.731340,0.673525 51.731335,0.674017 51.731068,0.674163 51.731158,0.674509 51.730884,0.674720 51.730456,0.674721 51.730370,0.675972 51.730455,0.675980 51.730497,0.676529 51.730538,0.676498 51.730012,0.675766 51.730122,0.674845 51.730037,0.674860 51.729919,0.674688 51.729902,0.674755 51.729451,0.674225 51.729424,0.673911 51.729545,0.673880 51.729568,0.673897 51.729598,0.673613 51.729688,0.673054 51.729458,0.672461 51.729274,0.672138 51.729592,0.671845 51.729497,0.670650 51.729744,0.671108 51.730314,0.671230 51.730408,0.671396 51.730646,0.672016 51.731336)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-2
conservation_area_historic_breakdown.3,,,2020-11-29,"MULTIPOLYGON (((0.635749 51.676317,0.637110 51.674218,0.637837 51.672574,0.637913 51.672203,0.638141 51.671471,0.638846 51.670172,0.638907 51.669868,0.639088 51.669473,0.638741 51.669364,0.637826 51.669168,0.635661 51.668548,0.633071 51.667948,0.632408 51.667743,0.632281 51.667654,0.633039 51.667185,0.633203 51.667045,0.632739 51.666921,0.631630 51.666776,0.631186 51.666662,0.629937 51.666482,0.629949 51.666456,0.629397 51.666375,0.628846 51.666353,0.628690 51.666428,0.628517 51.666969,0.628264 51.667562,0.628215 51.667763,0.628108 51.667964,0.627997 51.667996,0.627530 51.668677,0.627404 51.668772,0.627073 51.669270,0.625836 51.670964,0.625516 51.671613,0.624560 51.673035,0.624455 51.673324,0.624435 51.673559,0.624590 51.674876,0.627315 51.674831,0.628070 51.674859,0.628547 51.674953,0.633447 51.674827,0.633288 51.675268,0.633126 51.676039,0.635403 51.676259,0.635749 51.676317)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-3
conservation_area_historic_breakdown.4,,,2020-11-29,"MULTIPOLYGON (((0.899650 51.726593,0.900130 51.726576,0.900167 51.726299,0.900290 51.725996,0.900330 51.725749,0.900127 51.726083,0.899519 51.725997,0.899650 51.726593)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-4
conservation_area_historic_breakdown.5,,,2020-11-29,"MULTIPOLYGON (((0.900347 51.725680,0.900548 51.725690,0.900566 51.725264,0.900511 51.725251,0.900347 51.725680)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-5
conservation_area_historic_breakdown.6,,,2020-11-29,"MULTIPOLYGON (((0.900711 51.724937,0.900893 51.724958,0.900951 51.724858,0.900771 51.724799,0.900711 51.724937)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-6
conservation_area_historic_breakdown.7,,,2020-11-29,"MULTIPOLYGON (((0.901372 51.725011,0.901514 51.725065,0.901722 51.724852,0.901589 51.724800,0.901372 51.725011)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-7
conservation_area_historic_breakdown.8,,,2020-11-29,"MULTIPOLYGON (((0.898915 51.722912,0.899520 51.723021,0.899576 51.722788,0.899012 51.722748,0.898915 51.722912)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-8
conservation_area_historic_breakdown.9,,,2020-11-29,"MULTIPOLYGON (((0.901722 51.724852,0.901956 51.724944,0.902206 51.724671,0.902123 51.724648,0.901956 51.724828,0.901722 51.724852)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-9
conservation_area_historic_breakdown.10,,,2020-11-29,"MULTIPOLYGON (((0.756030 51.745999,0.756155 51.746441,0.756740 51.746366,0.756783 51.746655,0.756882 51.746698,0.757195 51.746560,0.757362 51.746547,0.757190 51.746209,0.757029 51.746199,0.756884 51.746133,0.756586 51.746175,0.756504 51.745948,0.756030 51.745999)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-10
conservation_area_historic_breakdown.11,,,2020-11-29,"MULTIPOLYGON (((0.757390 51.746609,0.757439 51.746756,0.757354 51.746765,0.757402 51.746906,0.757539 51.746898,0.757390 51.746609)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-11
conservation_area_historic_breakdown.12,,,2020-11-29,"MULTIPOLYGON (((0.899576 51.722788,0.900410 51.722907,0.900559 51.722968,0.900787 51.722905,0.901135 51.722926,0.899629 51.722635,0.899576 51.722788)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-12
conservation_area_historic_breakdown.13,,,2020-11-29,"MULTIPOLYGON (((0.755840 51.745832,0.755917 51.745822,0.755901 51.745774,0.755840 51.745832)),((0.755839 51.745832,0.755840 51.745832,0.755840 51.745832,0.755839 51.745832)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-13
conservation_area_historic_breakdown.14,,,2020-11-29,"MULTIPOLYGON (((0.708217 51.730993,0.708390 51.730942,0.708291 51.730763,0.708137 51.730792,0.708036 51.730628,0.708011 51.730634,0.708217 51.730993)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-14
conservation_area_historic_breakdown.15,,,2020-11-29,"MULTIPOLYGON (((0.708390 51.730942,0.708472 51.731087,0.708933 51.730999,0.708852 51.730845,0.708390 51.730942)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-15
conservation_area_historic_breakdown.16,,,2020-11-29,"MULTIPOLYGON (((0.709165 51.731002,0.709359 51.730962,0.709295 51.730816,0.709211 51.730830,0.709243 51.730894,0.709124 51.730918,0.709165 51.731002)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-16
conservation_area_historic_breakdown.17,,,2020-11-29,"MULTIPOLYGON (((0.709273 51.730769,0.709401 51.730747,0.709322 51.730572,0.709246 51.730583,0.709305 51.730692,0.709247 51.730702,0.709273 51.730769)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-17
conservation_area_historic_breakdown.18,,,2020-11-29,"MULTIPOLYGON (((0.709022 51.730166,0.709047 51.730109,0.708980 51.729964,0.708932 51.729976,0.708905 51.730115,0.709022 51.730166)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-18
conservation_area_historic_breakdown.19,,,2020-11-29,"MULTIPOLYGON (((0.709996 51.730088,0.710327 51.730551,0.711094 51.730424,0.711194 51.730379,0.710976 51.730234,0.710320 51.729895,0.710240 51.729787,0.710354 51.729711,0.710091 51.729667,0.710285 51.729910,0.710367 51.729964,0.710280 51.730025,0.709996 51.730088)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-19
conservation_area_historic_breakdown.20,,,2020-11-29,"MULTIPOLYGON (((0.706918 51.729562,0.707311 51.729326,0.706935 51.729110,0.706491 51.729276,0.706918 51.729562)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-20
conservation_area_historic_breakdown.21,,,2020-11-29,"MULTIPOLYGON (((0.658808 51.752902,0.658810 51.752926,0.660210 51.752917,0.660209 51.752717,0.660109 51.752719,0.659804 51.752828,0.658808 51.752902)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-21
conservation_area_historic_breakdown.22,,,2020-11-29,"MULTIPOLYGON (((0.663861 51.686603,0.665186 51.686611,0.665203 51.686448,0.664988 51.686453,0.664974 51.686533,0.663861 51.686603)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-22
conservation_area_historic_breakdown.23,,,2020-11-29,"MULTIPOLYGON (((0.663911 51.749512,0.664925 51.749413,0.666031 51.748372,0.666698 51.748181,0.666416 51.747849,0.662161 51.748740,0.662194 51.748844,0.662163 51.748981,0.662241 51.749069,0.663688 51.748787,0.663911 51.749512)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-23
conservation_area_historic_breakdown.24,,,2020-11-29,"MULTIPOLYGON (((0.880888 51.700174,0.881189 51.700184,0.881624 51.700103,0.882100 51.700123,0.882164 51.700055,0.881510 51.700013,0.881361 51.700105,0.881110 51.700152,0.880888 51.700144,0.880888 51.700174)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-24
conservation_area_historic_breakdown.25,,,2020-11-29,"MULTIPOLYGON (((0.883518 51.697633,0.884196 51.697674,0.884147 51.697293,0.883554 51.697267,0.883518 51.697633)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-25
conservation_area_historic_breakdown.26,,,2020-11-29,"MULTIPOLYGON (((0.883513 51.695511,0.883479 51.695427,0.883492 51.695315,0.883162 51.695300,0.883113 51.694951,0.883140 51.694798,0.882910 51.694781,0.882924 51.695175,0.883036 51.695176,0.883070 51.695493,0.883513 51.695511)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-26
conservation_area_historic_breakdown.27,,,2020-11-29,"MULTIPOLYGON (((0.882855 51.696391,0.883794 51.696457,0.883829 51.696220,0.883450 51.696186,0.883476 51.695979,0.883065 51.695960,0.882962 51.696265,0.882915 51.696352,0.882859 51.696350,0.882855 51.696391)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-27
conservation_area_historic_breakdown.28,,,2020-11-29,"MULTIPOLYGON (((0.882068 51.693101,0.882419 51.693110,0.882211 51.693088,0.882068 51.693101)))",,local-authority-eng:MAL,,conservation-area/local-authority-eng/MAL/conservation-area-historic-breakdown-28
