conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
conservation_areas.1,,,2020-12-01,"MULTIPOLYGON (((-0.697980 51.538487,-0.698078 51.538212,-0.698128 51.538196,-0.698076 51.538174,-0.698156 51.538022,-0.698204 51.538020,-0.698247 51.537899,-0.698283 51.537911,-0.698501 51.537632,-0.698830 51.537290,-0.698095 51.537181,-0.698817 51.536064,-0.698460 51.535887,-0.698337 51.535719,-0.698065 51.535476,-0.697952 51.535294,-0.697885 51.534967,-0.697980 51.534663,-0.698152 51.534323,-0.698463 51.533776,-0.698710 51.533493,-0.698804 51.533200,-0.698944 51.533115,-0.698952 51.533071,-0.699081 51.533019,-0.699256 51.532729,-0.699375 51.532403,-0.699305 51.532171,-0.699521 51.531587,-0.699737 51.531238,-0.699854 51.530821,-0.699875 51.530571,-0.699733 51.529686,-0.699902 51.529114,-0.699979 51.528890,-0.700559 51.528089,-0.700693 51.527814,-0.700838 51.527390,-0.700938 51.526723,-0.701138 51.526059,-0.701287 51.525370,-0.701650 51.524818,-0.702016 51.524349,-0.702079 51.524178,-0.702108 51.523827,-0.702098 51.523378,-0.701945 51.523004,-0.701789 51.522806,-0.701657 51.522570,-0.701470 51.521441,-0.701474 51.521144,-0.701577 51.520360,-0.701506 51.519490,-0.701536 51.518771,-0.701611 51.518335,-0.701805 51.517695,-0.702191 51.516705,-0.702507 51.516033,-0.702755 51.515289,-0.703290 51.513356,-0.703551 51.512557,-0.703552 51.512102,-0.703483 51.511602,-0.703327 51.511314,-0.703123 51.511107,-0.703518 51.511086,-0.703775 51.511131,-0.703988 51.511210,-0.704219 51.511209,-0.704401 51.511303,-0.704895 51.511773,-0.704663 51.511842,-0.704749 51.512043,-0.704466 51.513028,-0.704493 51.513063,-0.704476 51.513137,-0.705232 51.513061,-0.705356 51.513483,-0.705434 51.513885,-0.705212 51.513871,-0.705215 51.513658,-0.704249 51.513509,-0.704144 51.513784,-0.704112 51.513975,-0.704128 51.514419,-0.704772 51.514512,-0.704805 51.514540,-0.704813 51.514764,-0.704881 51.514769,-0.704878 51.514906,-0.704133 51.514809,-0.704116 51.514927,-0.703904 51.515458,-0.704733 51.515579,-0.704681 51.516153,-0.703688 51.516077,-0.703490 51.516469,-0.704111 51.516568,-0.704021 51.516784,-0.703557 51.516703,-0.703493 51.516725,-0.703320 51.516694,-0.702970 51.517536,-0.702878 51.517829,-0.702952 51.517858,-0.702935 51.517947,-0.703006 51.518046,-0.703270 51.518131,-0.703358 51.518200,-0.703237 51.518622,-0.703166 51.518744,-0.703126 51.519613,-0.703209 51.519745,-0.703558 51.519906,-0.703594 51.519989,-0.703037 51.520185,-0.703073 51.520415,-0.703347 51.520452,-0.703683 51.520426,-0.703691 51.520487,-0.703690 51.520546,-0.703632 51.520598,-0.703452 51.520641,-0.703630 51.521552,-0.703812 51.522258,-0.703305 51.522300,-0.703354 51.522396,-0.703441 51.522921,-0.703532 51.523243,-0.703583 51.523327,-0.703632 51.523621,-0.703865 51.523695,-0.703997 51.523780,-0.703963 51.523309,-0.704197 51.523230,-0.704099 51.522877,-0.705296 51.522844,-0.705369 51.523298,-0.705803 51.523291,-0.705861 51.523765,-0.705742 51.523763,-0.705815 51.524474,-0.706780 51.524447,-0.706811 51.524927,-0.706637 51.524935,-0.706661 51.525135,-0.705951 51.525163,-0.705952 51.525110,-0.705803 51.525109,-0.705820 51.525220,-0.706102 51.525810,-0.706102 51.525896,-0.704998 51.526084,-0.704866 51.525765,-0.703653 51.525928,-0.703686 51.526086,-0.703642 51.526092,-0.703639 51.526143,-0.703690 51.526154,-0.703708 51.526249,-0.703669 51.526256,-0.703738 51.526477,-0.703206 51.526444,-0.703198 51.526620,-0.702989 51.526609,-0.702966 51.526864,-0.702252 51.526830,-0.702038 51.527289,-0.702172 51.527296,-0.701991 51.527673,-0.701926 51.527630,-0.701882 51.527747,-0.701837 51.527777,-0.702453 51.527792,-0.702397 51.528256,-0.703106 51.528293,-0.704368 51.528195,-0.704620 51.528826,-0.704701 51.529113,-0.702721 51.529008,-0.702718 51.529036,-0.701977 51.529000,-0.701850 51.529704,-0.701534 51.529686,-0.701435 51.530075,-0.701519 51.530079,-0.701479 51.530284,-0.701183 51.530187,-0.700845 51.530153,-0.700687 51.530187,-0.700668 51.530283,-0.700597 51.530289,-0.700565 51.530408,-0.700624 51.530440,-0.700540 51.530490,-0.700519 51.530596,-0.700445 51.530588,-0.700422 51.530675,-0.700512 51.530685,-0.700484 51.530718,-0.700488 51.530827,-0.700395 51.530820,-0.700357 51.530975,-0.700523 51.530988,-0.700452 51.531244,-0.700858 51.531270,-0.700772 51.531530,-0.700747 51.531786,-0.700878 51.531796,-0.700850 51.531909,-0.700916 51.531921,-0.700906 51.531989,-0.700957 51.532022,-0.700927 51.532056,-0.700624 51.532047,-0.700640 51.532764,-0.700411 51.532763,-0.700559 51.533027,-0.700613 51.533372,-0.700306 51.533291,-0.699937 51.533277,-0.700231 51.534810,-0.700318 51.535937,-0.700650 51.537473,-0.700861 51.537973,-0.700686 51.538207,-0.700269 51.538507,-0.699857 51.538856,-0.699657 51.539150,-0.699079 51.539079,-0.699187 51.538744,-0.697980 51.538487)))",Maidenhead Riverside (inc Boult Lock and Maidenhead Bridge),local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-1
conservation_areas.2,,,2020-12-01,"MULTIPOLYGON (((-0.611631 51.494360,-0.611707 51.494455,-0.611693 51.494529,-0.611434 51.495013,-0.610492 51.495065,-0.608757 51.494945,-0.609815 51.494064,-0.608146 51.493046,-0.607911 51.493168,-0.607654 51.492949,-0.607915 51.492827,-0.607413 51.492617,-0.607130 51.492555,-0.607071 51.492510,-0.606106 51.492408,-0.606122 51.492305,-0.606086 51.492246,-0.606306 51.492096,-0.606449 51.492103,-0.606496 51.491634,-0.606710 51.491641,-0.606720 51.491530,-0.607150 51.491544,-0.607176 51.491367,-0.607468 51.491370,-0.607902 51.491239,-0.607908 51.491161,-0.608146 51.490959,-0.608498 51.490773,-0.608706 51.490710,-0.608804 51.490728,-0.608881 51.490780,-0.608988 51.490714,-0.608920 51.490654,-0.608950 51.490430,-0.608809 51.490486,-0.608680 51.490496,-0.607845 51.490475,-0.607865 51.490403,-0.607822 51.490116,-0.607505 51.489884,-0.607152 51.489535,-0.607245 51.489501,-0.607077 51.489361,-0.607099 51.489240,-0.607051 51.489137,-0.607025 51.488904,-0.607088 51.488487,-0.607355 51.487631,-0.607371 51.487244,-0.607642 51.486728,-0.607865 51.486467,-0.608229 51.486206,-0.608603 51.486081,-0.608773 51.485961,-0.608912 51.485909,-0.610143 51.485623,-0.610332 51.485607,-0.610677 51.485636,-0.610648 51.485709,-0.610676 51.485876,-0.610634 51.485934,-0.610580 51.485946,-0.610862 51.486468,-0.610888 51.486463,-0.610924 51.486529,-0.611129 51.486490,-0.611186 51.486872,-0.611159 51.487119,-0.611396 51.487207,-0.610627 51.487469,-0.610717 51.487719,-0.610540 51.487740,-0.610614 51.487912,-0.610661 51.487906,-0.610718 51.488029,-0.610742 51.488138,-0.610703 51.488143,-0.610766 51.488484,-0.610805 51.488480,-0.610875 51.488785,-0.610795 51.488794,-0.610874 51.489425,-0.610961 51.489634,-0.611142 51.489858,-0.611165 51.489977,-0.611271 51.490104,-0.611579 51.490037,-0.611813 51.490036,-0.612418 51.489958,-0.612494 51.489958,-0.612511 51.489991,-0.613106 51.489807,-0.613182 51.489900,-0.613527 51.490104,-0.614681 51.490497,-0.612949 51.492274,-0.614761 51.492869,-0.615108 51.493003,-0.615278 51.493102,-0.615171 51.493181,-0.615052 51.493106,-0.614321 51.493673,-0.614248 51.493784,-0.613961 51.494053,-0.613270 51.494448,-0.612981 51.494568,-0.612661 51.494647,-0.612414 51.494648,-0.612078 51.494535,-0.611663 51.494312,-0.611631 51.494360)))",Eton,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-2
conservation_areas.6,,,2020-12-01,"MULTIPOLYGON (((-0.740409 51.571984,-0.740048 51.572295,-0.739431 51.571760,-0.738121 51.570796,-0.738056 51.570714,-0.738036 51.570655,-0.738098 51.569893,-0.738060 51.569778,-0.737632 51.569759,-0.737243 51.569680,-0.736833 51.569443,-0.736587 51.569221,-0.738249 51.568508,-0.738448 51.568501,-0.739346 51.568006,-0.739313 51.567838,-0.739302 51.567280,-0.739408 51.567169,-0.739211 51.566430,-0.737823 51.566713,-0.736048 51.564704,-0.735523 51.564182,-0.735558 51.564176,-0.735665 51.564049,-0.734967 51.563666,-0.734716 51.563751,-0.734413 51.563310,-0.734805 51.563239,-0.734578 51.562533,-0.735040 51.562268,-0.735521 51.561914,-0.735985 51.562129,-0.736044 51.562109,-0.736447 51.562351,-0.736604 51.562267,-0.736768 51.562127,-0.737236 51.562408,-0.737404 51.562412,-0.737475 51.562370,-0.737473 51.562339,-0.737755 51.562448,-0.738145 51.561979,-0.738109 51.561943,-0.738397 51.561540,-0.738606 51.560992,-0.737943 51.561019,-0.737835 51.561085,-0.737738 51.561034,-0.737761 51.560984,-0.737734 51.560975,-0.738140 51.559866,-0.738738 51.559943,-0.739109 51.559945,-0.739425 51.559272,-0.740022 51.559445,-0.740181 51.559557,-0.740264 51.559703,-0.741172 51.559588,-0.741485 51.559469,-0.741447 51.559417,-0.742008 51.559222,-0.741954 51.559164,-0.743034 51.558834,-0.742051 51.558176,-0.742564 51.558123,-0.742537 51.557815,-0.742759 51.556998,-0.742806 51.556362,-0.743721 51.556535,-0.744030 51.556528,-0.745076 51.556780,-0.745718 51.556811,-0.745800 51.556672,-0.746017 51.556464,-0.746909 51.556741,-0.747064 51.556615,-0.747349 51.556278,-0.747442 51.556100,-0.747583 51.555956,-0.747735 51.555906,-0.747900 51.555963,-0.748434 51.556559,-0.748778 51.556771,-0.749193 51.557081,-0.749665 51.556851,-0.749753 51.556855,-0.749808 51.556923,-0.750214 51.557170,-0.750238 51.557209,-0.750212 51.557259,-0.750330 51.557369,-0.750782 51.557284,-0.750757 51.557639,-0.750573 51.557837,-0.749846 51.557469,-0.749442 51.557617,-0.748217 51.557890,-0.748444 51.558294,-0.747753 51.558435,-0.747642 51.558275,-0.747448 51.558309,-0.747388 51.558563,-0.747304 51.559303,-0.747399 51.559452,-0.747231 51.559506,-0.746950 51.559751,-0.746350 51.560109,-0.746079 51.560333,-0.745910 51.560407,-0.745949 51.560435,-0.745909 51.560451,-0.745860 51.560549,-0.745953 51.560669,-0.745570 51.560785,-0.746401 51.561265,-0.747569 51.561718,-0.748200 51.562063,-0.748747 51.562203,-0.748769 51.562183,-0.748853 51.562224,-0.749334 51.562309,-0.749802 51.562493,-0.749323 51.562756,-0.749345 51.562804,-0.749163 51.562839,-0.748928 51.562809,-0.748269 51.562361,-0.748098 51.562547,-0.748032 51.562497,-0.747511 51.562825,-0.747317 51.562901,-0.747210 51.562663,-0.746338 51.562827,-0.746351 51.562871,-0.745940 51.562911,-0.745929 51.562889,-0.745513 51.562881,-0.745605 51.563125,-0.744955 51.563009,-0.744285 51.562772,-0.743258 51.562841,-0.742326 51.562980,-0.742651 51.563151,-0.743015 51.563285,-0.743769 51.563468,-0.744621 51.563939,-0.744553 51.563961,-0.744541 51.564028,-0.745411 51.564770,-0.745865 51.565229,-0.746453 51.565691,-0.746461 51.565642,-0.746509 51.565610,-0.746610 51.565625,-0.746916 51.565567,-0.746988 51.565511,-0.747090 51.565512,-0.746962 51.565723,-0.746985 51.565971,-0.747052 51.566128,-0.747092 51.566183,-0.747212 51.566241,-0.747917 51.567150,-0.748004 51.567211,-0.748501 51.567911,-0.748568 51.567898,-0.748624 51.567993,-0.748502 51.568002,-0.748814 51.568351,-0.748627 51.568447,-0.748261 51.568803,-0.747494 51.569185,-0.746106 51.570131,-0.745173 51.570662,-0.744333 51.570944,-0.743116 51.571256,-0.741167 51.571594,-0.740748 51.571758,-0.740409 51.571984)))",Cookham Dean,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-6
conservation_areas.20,,,2020-12-01,"MULTIPOLYGON (((-0.756613 51.516200,-0.756626 51.516148,-0.756543 51.515979,-0.757533 51.515942,-0.757447 51.515394,-0.758049 51.515328,-0.758393 51.515292,-0.758405 51.515363,-0.758789 51.515304,-0.758940 51.515791,-0.759893 51.515672,-0.759761 51.515506,-0.759543 51.515339,-0.759835 51.515245,-0.760254 51.515607,-0.760397 51.515666,-0.760597 51.515674,-0.760642 51.515773,-0.760476 51.515875,-0.760208 51.515972,-0.759545 51.516104,-0.758783 51.516190,-0.758327 51.516360,-0.757969 51.516455,-0.757031 51.516584,-0.756770 51.516651,-0.756712 51.516256,-0.756638 51.516246,-0.756613 51.516200)))",Altwood Roadm Maidenhead,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-20
conservation_areas.16,,,2020-12-01,"MULTIPOLYGON (((-0.630246 51.400270,-0.630245 51.400408,-0.630313 51.400408,-0.630327 51.400548,-0.629795 51.400598,-0.629721 51.400580,-0.629765 51.399962,-0.629737 51.399586,-0.629603 51.399126,-0.629415 51.398799,-0.629708 51.398744,-0.629693 51.398674,-0.629743 51.398427,-0.630043 51.398167,-0.631567 51.397506,-0.631928 51.397809,-0.632668 51.397699,-0.633210 51.398130,-0.633836 51.398035,-0.633755 51.397834,-0.633576 51.397597,-0.634412 51.397292,-0.635047 51.397250,-0.634969 51.397456,-0.634928 51.397475,-0.634946 51.397524,-0.634790 51.397872,-0.634687 51.397916,-0.634137 51.398003,-0.634109 51.398349,-0.634000 51.398646,-0.633781 51.398628,-0.633774 51.398441,-0.633460 51.398417,-0.633376 51.398699,-0.633177 51.398700,-0.632823 51.398642,-0.632880 51.398472,-0.632708 51.398447,-0.632544 51.398332,-0.631556 51.399799,-0.631452 51.399877,-0.631543 51.399920,-0.631313 51.400098,-0.631296 51.400158,-0.630979 51.400189,-0.630947 51.400052,-0.630431 51.399797,-0.630386 51.400256,-0.630246 51.400270)))",Sunningdale,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-16
conservation_areas.22,,,2020-12-01,"MULTIPOLYGON (((-0.788782 51.514941,-0.788464 51.514046,-0.789777 51.513867,-0.789550 51.513249,-0.789611 51.513007,-0.789582 51.513003,-0.789630 51.512678,-0.789606 51.512431,-0.789570 51.512404,-0.789643 51.512395,-0.789662 51.512168,-0.789669 51.511039,-0.790797 51.510357,-0.790977 51.510607,-0.791288 51.510453,-0.791486 51.510266,-0.791704 51.509799,-0.792850 51.510013,-0.792657 51.510358,-0.793341 51.510520,-0.793191 51.510641,-0.793094 51.510811,-0.793842 51.510985,-0.794720 51.513244,-0.794827 51.513428,-0.795064 51.513686,-0.795194 51.513676,-0.795325 51.515052,-0.791982 51.515177,-0.789067 51.515358,-0.789007 51.515357,-0.788857 51.514956,-0.788793 51.514975,-0.788782 51.514941)))",Littlewick Green,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-22
conservation_areas.30,,,2020-12-01,"MULTIPOLYGON (((-0.719640 51.558011,-0.719848 51.558349,-0.720304 51.558236,-0.720149 51.559009,-0.721262 51.559207,-0.720764 51.560083,-0.720063 51.560025,-0.719619 51.560470,-0.719502 51.560940,-0.719468 51.560953,-0.719360 51.561219,-0.719007 51.561554,-0.718634 51.561814,-0.718563 51.561965,-0.718488 51.562011,-0.715866 51.561857,-0.714717 51.563372,-0.714426 51.563539,-0.714174 51.563849,-0.713509 51.563689,-0.713117 51.563646,-0.711997 51.563421,-0.710835 51.562715,-0.710654 51.562653,-0.710369 51.563218,-0.710478 51.563331,-0.710386 51.563483,-0.709569 51.563208,-0.709390 51.563110,-0.707926 51.562560,-0.706847 51.562247,-0.706245 51.561974,-0.706041 51.562307,-0.705949 51.562284,-0.706157 51.561959,-0.706104 51.561946,-0.706120 51.561915,-0.705748 51.561835,-0.705689 51.561757,-0.704549 51.561459,-0.704462 51.561314,-0.704024 51.561298,-0.704048 51.561243,-0.704021 51.560841,-0.703945 51.560690,-0.703937 51.560578,-0.703722 51.560403,-0.703668 51.560244,-0.703233 51.559948,-0.701907 51.559427,-0.701798 51.559348,-0.701684 51.559096,-0.702033 51.559029,-0.702371 51.559063,-0.702937 51.559209,-0.702978 51.559153,-0.703727 51.559382,-0.703745 51.559358,-0.704266 51.559493,-0.704363 51.559248,-0.704529 51.559270,-0.704638 51.559333,-0.704592 51.559405,-0.705281 51.559578,-0.705406 51.559638,-0.705663 51.559257,-0.705918 51.559015,-0.706035 51.558822,-0.706089 51.558822,-0.706357 51.558302,-0.707230 51.558273,-0.707265 51.558325,-0.707258 51.558946,-0.707585 51.558961,-0.707575 51.559008,-0.708246 51.559062,-0.708287 51.558791,-0.708398 51.558409,-0.708279 51.558402,-0.708313 51.557954,-0.708853 51.557916,-0.709145 51.557985,-0.709143 51.558042,-0.710284 51.558344,-0.710311 51.558393,-0.710810 51.558151,-0.710771 51.557982,-0.711386 51.557901,-0.712612 51.557914,-0.714560 51.557879,-0.714569 51.557930,-0.715793 51.558192,-0.715774 51.557419,-0.716034 51.557323,-0.716171 51.557689,-0.716259 51.557678,-0.716312 51.557771,-0.716952 51.557634,-0.717173 51.557935,-0.717664 51.557825,-0.717713 51.557913,-0.719007 51.557630,-0.719035 51.557633,-0.719155 51.557932,-0.719151 51.558013,-0.719208 51.558090,-0.719640 51.558011)))",Cookham Hiigh Street,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-30
conservation_areas.4,,,2020-12-01,"MULTIPOLYGON (((-0.606184 51.486630,-0.606118 51.486502,-0.606009 51.486519,-0.605890 51.486482,-0.605600 51.486771,-0.605243 51.486674,-0.605125 51.486564,-0.604961 51.486496,-0.604611 51.486198,-0.604658 51.486026,-0.604664 51.485806,-0.604769 51.485563,-0.604604 51.485320,-0.604569 51.485173,-0.604414 51.485026,-0.602713 51.484767,-0.601456 51.484522,-0.600929 51.484467,-0.599972 51.484108,-0.599896 51.484037,-0.600086 51.483392,-0.600148 51.483282,-0.600262 51.483185,-0.600680 51.482953,-0.603064 51.483088,-0.603193 51.483062,-0.603290 51.482987,-0.603932 51.478785,-0.605307 51.478865,-0.605369 51.478652,-0.605858 51.478777,-0.606146 51.478806,-0.606389 51.478877,-0.606072 51.479465,-0.607182 51.479681,-0.608686 51.479801,-0.608677 51.479939,-0.609885 51.479780,-0.610520 51.479802,-0.610682 51.479337,-0.611142 51.479394,-0.611111 51.479550,-0.611262 51.479561,-0.611236 51.479707,-0.611313 51.479712,-0.611298 51.479639,-0.611385 51.479635,-0.611376 51.479682,-0.611544 51.479719,-0.611538 51.479762,-0.611578 51.479765,-0.611597 51.479663,-0.611646 51.479666,-0.611655 51.479628,-0.611787 51.479639,-0.611774 51.479699,-0.611838 51.479704,-0.611848 51.479655,-0.611975 51.479678,-0.611991 51.479642,-0.611919 51.479628,-0.611963 51.479537,-0.612017 51.479544,-0.612027 51.479511,-0.612529 51.479588,-0.612364 51.480231,-0.612333 51.480626,-0.612237 51.481080,-0.612215 51.481468,-0.612133 51.481814,-0.612150 51.481899,-0.612028 51.482054,-0.611644 51.482264,-0.611484 51.482441,-0.611091 51.483819,-0.611000 51.484019,-0.610802 51.484956,-0.610061 51.485068,-0.609324 51.485234,-0.608458 51.485521,-0.608370 51.485606,-0.608202 51.485686,-0.608600 51.486079,-0.608496 51.486113,-0.608110 51.485733,-0.607177 51.486170,-0.606807 51.486375,-0.606474 51.486640,-0.606411 51.486792,-0.606197 51.486693,-0.606184 51.486630)))",Windsor Town Centre,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-4
conservation_areas.9,,,2020-12-01,"MULTIPOLYGON (((-0.800107 51.465657,-0.799390 51.465822,-0.799406 51.465666,-0.798730 51.465496,-0.798426 51.465293,-0.799117 51.465054,-0.800059 51.464645,-0.801559 51.464313,-0.802214 51.464255,-0.802005 51.463389,-0.801833 51.463006,-0.801687 51.461961,-0.800490 51.461851,-0.800267 51.460933,-0.800076 51.460957,-0.799919 51.459960,-0.801105 51.459592,-0.800738 51.459358,-0.800984 51.459332,-0.801196 51.459341,-0.801932 51.459497,-0.801985 51.459426,-0.802383 51.459539,-0.802364 51.459567,-0.802657 51.459676,-0.802842 51.459687,-0.802720 51.459955,-0.804337 51.460104,-0.804367 51.460187,-0.805655 51.460068,-0.807174 51.460005,-0.807245 51.460591,-0.807199 51.460568,-0.806907 51.460593,-0.806870 51.460858,-0.806553 51.460813,-0.805974 51.460823,-0.805962 51.460906,-0.805413 51.460925,-0.805333 51.461407,-0.805032 51.461383,-0.805052 51.461273,-0.804102 51.461376,-0.803577 51.461386,-0.803648 51.461438,-0.803232 51.461625,-0.803360 51.462034,-0.803021 51.462066,-0.803227 51.462769,-0.803182 51.462799,-0.803442 51.462958,-0.804220 51.462927,-0.804262 51.462866,-0.804504 51.462915,-0.804459 51.463339,-0.804392 51.463412,-0.804392 51.464344,-0.804175 51.464687,-0.804242 51.464779,-0.803420 51.465281,-0.803130 51.465288,-0.802954 51.465324,-0.802873 51.465233,-0.800706 51.465888,-0.800494 51.465575,-0.800107 51.465657)))",Shurlock Row,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-9
conservation_areas.3,,,2020-12-01,"MULTIPOLYGON (((-0.716263 51.497786,-0.716239 51.497601,-0.716137 51.497646,-0.715857 51.497656,-0.715805 51.497611,-0.715808 51.497537,-0.715314 51.497699,-0.714694 51.497096,-0.714855 51.496956,-0.715965 51.496323,-0.716139 51.496143,-0.716256 51.495828,-0.715936 51.495827,-0.714854 51.495222,-0.714468 51.495483,-0.712913 51.496331,-0.712502 51.496136,-0.712202 51.496059,-0.712337 51.495911,-0.711079 51.495213,-0.712449 51.494504,-0.712286 51.494393,-0.712943 51.493968,-0.712870 51.493942,-0.712653 51.493985,-0.712378 51.493918,-0.712046 51.493773,-0.710440 51.493239,-0.710381 51.492900,-0.710455 51.492532,-0.710426 51.492053,-0.710499 51.491875,-0.710416 51.491774,-0.710241 51.491668,-0.709297 51.490775,-0.710427 51.490078,-0.710273 51.489783,-0.710619 51.489708,-0.710866 51.489985,-0.710948 51.489964,-0.711062 51.490058,-0.711376 51.489809,-0.711752 51.489619,-0.712109 51.489800,-0.712578 51.489981,-0.713003 51.490081,-0.713364 51.489502,-0.713636 51.488942,-0.714391 51.489069,-0.715877 51.489124,-0.715484 51.489473,-0.716431 51.489684,-0.716574 51.489253,-0.717454 51.489370,-0.717663 51.489434,-0.718258 51.489761,-0.718972 51.490490,-0.718871 51.490536,-0.718889 51.490570,-0.719006 51.490680,-0.719083 51.490657,-0.719420 51.490949,-0.719760 51.490789,-0.720696 51.490176,-0.721499 51.489719,-0.722244 51.488889,-0.722983 51.488903,-0.723565 51.488718,-0.723740 51.488846,-0.723642 51.489120,-0.724417 51.489422,-0.724136 51.489662,-0.724047 51.490043,-0.723651 51.490605,-0.723801 51.490872,-0.723749 51.490957,-0.723519 51.491162,-0.723499 51.491259,-0.724079 51.491488,-0.723988 51.491632,-0.724125 51.491665,-0.723977 51.491847,-0.723860 51.491929,-0.723820 51.492141,-0.723242 51.492030,-0.722980 51.492245,-0.722773 51.492330,-0.722325 51.492632,-0.722061 51.492760,-0.721942 51.492868,-0.721806 51.493100,-0.720919 51.493993,-0.721490 51.494144,-0.722070 51.494205,-0.722273 51.494254,-0.723513 51.494256,-0.723260 51.494696,-0.722813 51.495159,-0.722634 51.495462,-0.722543 51.495524,-0.722399 51.495706,-0.722366 51.495828,-0.722346 51.496221,-0.722403 51.496470,-0.722357 51.496990,-0.722360 51.497848,-0.721941 51.497845,-0.721619 51.497792,-0.720663 51.497526,-0.720410 51.497518,-0.718133 51.497580,-0.718096 51.497774,-0.717345 51.497745,-0.717372 51.497683,-0.717123 51.497708,-0.716822 51.497788,-0.716432 51.497763,-0.716263 51.497786)))",Holyport,local-authority-eng:WNM,,conservation-area/local-authority-eng/WNM/conservation-areas-3
