geography,name,reference,organisation,documentation-url,geometry,entry-date,start-date,end-date,slug
conservation-area:1,Axbridge,1,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.815200 51.288190,-2.815528 51.288187,-2.815498 51.287686,-2.815472 51.287616,-2.815036 51.287596,-2.815034 51.287400,-2.815073 51.287400,-2.815131 51.287101,-2.813402 51.286870,-2.812620 51.286899,-2.811609 51.287051,-2.811572 51.286992,-2.811757 51.286933,-2.811765 51.286892,-2.812285 51.286742,-2.812502 51.286716,-2.812501 51.286653,-2.812581 51.286490,-2.812695 51.286392,-2.813084 51.286327,-2.813766 51.286281,-2.814322 51.286182,-2.814138 51.285774,-2.814281 51.285696,-2.813856 51.284724,-2.813766 51.284310,-2.815538 51.284639,-2.815562 51.284759,-2.815913 51.284809,-2.815969 51.284399,-2.816019 51.284405,-2.816271 51.284517,-2.816243 51.284533,-2.816259 51.284563,-2.816220 51.284572,-2.816180 51.284991,-2.816207 51.284993,-2.816249 51.285253,-2.817290 51.285207,-2.817280 51.285329,-2.817784 51.285294,-2.817788 51.285539,-2.817404 51.285582,-2.817448 51.285828,-2.817677 51.286127,-2.817063 51.286291,-2.817130 51.286380,-2.817008 51.286413,-2.817078 51.286548,-2.817284 51.286493,-2.817411 51.286614,-2.817320 51.286656,-2.817427 51.286765,-2.817304 51.286818,-2.817498 51.286994,-2.817789 51.286836,-2.818571 51.286550,-2.818776 51.286492,-2.819179 51.286467,-2.819172 51.286415,-2.819212 51.286413,-2.819223 51.286463,-2.819525 51.286443,-2.819530 51.286398,-2.820617 51.286397,-2.820618 51.286485,-2.821147 51.286487,-2.821178 51.287090,-2.821260 51.287088,-2.821299 51.287290,-2.823448 51.287322,-2.825930 51.287516,-2.825841 51.287673,-2.825861 51.287967,-2.825782 51.288044,-2.825840 51.288094,-2.825833 51.288136,-2.825086 51.288047,-2.823720 51.288037,-2.820396 51.288254,-2.815239 51.288512,-2.815200 51.288190)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/1
conservation-area:11,Stone Allerton,11,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.857584 51.257928,-2.857310 51.257569,-2.857085 51.257636,-2.856705 51.257269,-2.856800 51.257232,-2.856853 51.257287,-2.857462 51.257041,-2.858177 51.256825,-2.858530 51.256653,-2.859073 51.256476,-2.859192 51.256617,-2.860031 51.256363,-2.859891 51.256250,-2.859774 51.256280,-2.859487 51.255841,-2.859628 51.255796,-2.859772 51.255978,-2.860242 51.255798,-2.860525 51.256081,-2.860489 51.256096,-2.860715 51.256292,-2.861852 51.255820,-2.862079 51.256056,-2.862831 51.255723,-2.862442 51.255367,-2.862798 51.255188,-2.863154 51.255515,-2.863477 51.255370,-2.863957 51.255853,-2.863308 51.256146,-2.863552 51.256377,-2.863378 51.256454,-2.863489 51.256620,-2.862881 51.256857,-2.861885 51.257319,-2.861761 51.257357,-2.861735 51.257323,-2.861766 51.257313,-2.861668 51.257225,-2.861621 51.257240,-2.861582 51.257260,-2.861615 51.257285,-2.861591 51.257300,-2.860739 51.257766,-2.860581 51.257654,-2.860610 51.257538,-2.860239 51.257283,-2.859408 51.257749,-2.858731 51.258005,-2.858471 51.258062,-2.858256 51.258154,-2.858152 51.258243,-2.857890 51.258112,-2.857611 51.257917,-2.857584 51.257928)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/11
conservation-area:12,Weare,12,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.842790 51.271086,-2.842190 51.270927,-2.842230 51.270889,-2.841881 51.270829,-2.841626 51.270714,-2.841695 51.270633,-2.841492 51.270563,-2.841151 51.271034,-2.840971 51.271111,-2.840902 51.271025,-2.840536 51.270755,-2.840083 51.270588,-2.840383 51.270162,-2.840488 51.269910,-2.839969 51.269855,-2.839977 51.269836,-2.839886 51.269809,-2.839779 51.269806,-2.839806 51.269722,-2.839383 51.269655,-2.839331 51.269554,-2.839446 51.269525,-2.839302 51.269312,-2.839217 51.269052,-2.839756 51.269236,-2.840200 51.269030,-2.840821 51.269122,-2.840903 51.269608,-2.841731 51.269773,-2.842051 51.269823,-2.842212 51.269705,-2.842334 51.269567,-2.842887 51.269687,-2.842943 51.269720,-2.842954 51.269774,-2.843033 51.269855,-2.843492 51.270064,-2.842993 51.270686,-2.843586 51.270844,-2.843733 51.270627,-2.843950 51.270684,-2.844100 51.270513,-2.844540 51.270621,-2.844336 51.271066,-2.844167 51.271136,-2.843699 51.270970,-2.843063 51.270799,-2.842790 51.271086)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/12
conservation-area:13,Spaxton,13,local-authority-eng:SEG,,"MULTIPOLYGON (((-3.108223 51.130075,-3.107955 51.130223,-3.107553 51.130351,-3.107589 51.129885,-3.107669 51.129866,-3.107675 51.129766,-3.107400 51.129799,-3.107395 51.129764,-3.107352 51.129767,-3.107343 51.129693,-3.107063 51.129581,-3.107232 51.129451,-3.107249 51.129377,-3.107124 51.129307,-3.107200 51.129227,-3.107053 51.129140,-3.107078 51.129086,-3.106905 51.128969,-3.107253 51.128669,-3.107227 51.128637,-3.107610 51.128695,-3.107630 51.128619,-3.107553 51.128214,-3.107427 51.127808,-3.107610 51.127328,-3.107608 51.127141,-3.107712 51.127116,-3.107639 51.126716,-3.108081 51.126731,-3.108088 51.126832,-3.108046 51.126837,-3.108025 51.127062,-3.108056 51.127088,-3.108511 51.127043,-3.109137 51.127138,-3.109458 51.127090,-3.109765 51.127004,-3.110290 51.126803,-3.110403 51.126729,-3.110656 51.126731,-3.110785 51.126884,-3.110729 51.126900,-3.110842 51.127024,-3.111014 51.127118,-3.110095 51.127330,-3.110383 51.127666,-3.110820 51.127706,-3.110812 51.127801,-3.110632 51.128026,-3.110673 51.128058,-3.110585 51.128140,-3.110381 51.128111,-3.109972 51.128183,-3.109876 51.128235,-3.109865 51.128321,-3.109493 51.128496,-3.109052 51.128656,-3.108753 51.128874,-3.108526 51.129316,-3.108407 51.129387,-3.108091 51.129493,-3.108135 51.129574,-3.108567 51.129857,-3.108223 51.130075)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/13
conservation-area:14,Lympsham,14,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.953748 51.284870,-2.953744 51.284478,-2.953842 51.284279,-2.953854 51.284173,-2.953696 51.284159,-2.953685 51.283898,-2.953565 51.283665,-2.953479 51.283114,-2.953592 51.283147,-2.953793 51.283270,-2.953895 51.282670,-2.953844 51.282628,-2.953324 51.282597,-2.953374 51.282464,-2.953473 51.282331,-2.953397 51.282268,-2.953338 51.282140,-2.953221 51.282109,-2.953091 51.282121,-2.953055 51.282045,-2.952814 51.282059,-2.952796 51.281895,-2.952789 51.281640,-2.953138 51.281713,-2.953178 51.281659,-2.953249 51.281440,-2.953212 51.281436,-2.953252 51.281288,-2.953280 51.281290,-2.953314 51.281231,-2.953359 51.281097,-2.954188 51.281138,-2.954197 51.281316,-2.954245 51.281464,-2.954509 51.281448,-2.955058 51.281578,-2.955478 51.281387,-2.955589 51.281596,-2.955687 51.281671,-2.955895 51.281657,-2.956062 51.281693,-2.955963 51.281855,-2.955977 51.282035,-2.956742 51.282035,-2.956789 51.282222,-2.957102 51.282235,-2.957159 51.282741,-2.957193 51.282739,-2.957214 51.282918,-2.957563 51.282906,-2.957624 51.282879,-2.957659 51.282981,-2.958619 51.282909,-2.958741 51.283114,-2.958803 51.283795,-2.958846 51.284010,-2.958890 51.284069,-2.958807 51.284090,-2.958779 51.284051,-2.956805 51.283894,-2.956798 51.283914,-2.956211 51.283814,-2.955955 51.283857,-2.955572 51.284241,-2.955457 51.284391,-2.955456 51.284488,-2.955112 51.284720,-2.954935 51.284590,-2.954769 51.284706,-2.954350 51.284896,-2.954159 51.284909,-2.954114 51.284946,-2.953748 51.284870)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/14
conservation-area:15,"Bridgwater, Northfield",15,local-authority-eng:SEG,,"MULTIPOLYGON (((-3.015045 51.127669,-3.015073 51.127773,-3.014743 51.127851,-3.014577 51.127534,-3.014605 51.127519,-3.014290 51.127255,-3.014026 51.127394,-3.013623 51.127150,-3.014682 51.126555,-3.013766 51.126091,-3.012944 51.125603,-3.013150 51.125515,-3.012551 51.125127,-3.012943 51.124899,-3.012839 51.124816,-3.013665 51.124412,-3.014530 51.124102,-3.014482 51.124275,-3.015677 51.125347,-3.015736 51.125325,-3.016259 51.125770,-3.016621 51.126282,-3.016008 51.126942,-3.015645 51.126858,-3.015458 51.127553,-3.015150 51.127555,-3.015160 51.127658,-3.015045 51.127669)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/15
conservation-area:17,Shapwick,17,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.836664 51.146957,-2.836053 51.146984,-2.835537 51.146895,-2.835650 51.145570,-2.834832 51.145499,-2.834832 51.145450,-2.834370 51.145408,-2.834216 51.145346,-2.834161 51.145317,-2.834081 51.145102,-2.834062 51.144969,-2.834092 51.144810,-2.833669 51.144621,-2.833417 51.144419,-2.832440 51.144377,-2.832519 51.144018,-2.832672 51.143740,-2.832730 51.143529,-2.832698 51.143528,-2.832713 51.143484,-2.832417 51.143441,-2.832462 51.143152,-2.832633 51.143201,-2.832848 51.142613,-2.833069 51.142644,-2.833091 51.141705,-2.832778 51.141715,-2.832754 51.140535,-2.832332 51.140521,-2.832364 51.140273,-2.832612 51.140121,-2.832565 51.139954,-2.832604 51.139923,-2.832481 51.139765,-2.832447 51.139505,-2.832428 51.139321,-2.832454 51.139317,-2.832397 51.138990,-2.832468 51.138984,-2.832407 51.138412,-2.832147 51.138424,-2.832082 51.138248,-2.831957 51.138249,-2.831943 51.138161,-2.831999 51.138103,-2.832372 51.137999,-2.832442 51.137921,-2.832521 51.137737,-2.832780 51.137663,-2.832751 51.137272,-2.832813 51.136983,-2.833130 51.136963,-2.833340 51.137000,-2.834102 51.137040,-2.834129 51.137101,-2.834120 51.137242,-2.834056 51.137375,-2.834047 51.137649,-2.834200 51.137965,-2.834173 51.137979,-2.834122 51.138170,-2.834008 51.138251,-2.834020 51.138333,-2.833942 51.138487,-2.833976 51.138493,-2.833939 51.138569,-2.833023 51.138613,-2.833082 51.138858,-2.833080 51.139402,-2.833132 51.139574,-2.833096 51.140133,-2.834553 51.140066,-2.834459 51.139847,-2.834735 51.139779,-2.834725 51.139748,-2.835311 51.139693,-2.835444 51.139731,-2.836048 51.139784,-2.835998 51.139981,-2.836297 51.140009,-2.836207 51.140080,-2.836133 51.140313,-2.835973 51.141353,-2.835795 51.142167,-2.835546 51.142159,-2.835464 51.142372,-2.834561 51.142667,-2.833237 51.142605,-2.833232 51.142783,-2.833146 51.143153,-2.833216 51.143257,-2.833240 51.143229,-2.833409 51.143543,-2.833432 51.143667,-2.834522 51.143768,-2.834461 51.143921,-2.834332 51.144028,-2.834279 51.144375,-2.834299 51.144415,-2.834264 51.144480,-2.834816 51.144558,-2.834934 51.144799,-2.835936 51.144839,-2.836140 51.144554,-2.836345 51.144372,-2.836877 51.144115,-2.837255 51.144033,-2.836896 51.145160,-2.836799 51.145603,-2.836743 51.145970,-2.836726 51.146397,-2.836666 51.146401,-2.836594 51.146820,-2.836691 51.146854,-2.836699 51.146927,-2.836664 51.146957)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/17
conservation-area:18,Wedmore,18,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.808975 51.229083,-2.808472 51.228847,-2.808374 51.228756,-2.808562 51.228688,-2.808744 51.228550,-2.808460 51.228209,-2.808524 51.228181,-2.808480 51.228140,-2.808520 51.228124,-2.808330 51.227932,-2.808177 51.227907,-2.808085 51.227840,-2.808130 51.227816,-2.808090 51.227746,-2.808031 51.227753,-2.807980 51.227655,-2.808018 51.227330,-2.807726 51.227315,-2.807756 51.226817,-2.807359 51.226796,-2.807415 51.226592,-2.807393 51.226590,-2.807422 51.226381,-2.806720 51.226351,-2.805972 51.226267,-2.804673 51.225975,-2.803555 51.225627,-2.802977 51.225479,-2.803014 51.225428,-2.803263 51.225466,-2.803626 51.225449,-2.803641 51.225410,-2.804941 51.225329,-2.804958 51.225364,-2.805011 51.225349,-2.805105 51.225394,-2.805193 51.225482,-2.805296 51.225883,-2.805957 51.225957,-2.805950 51.225977,-2.806042 51.225984,-2.806049 51.225953,-2.806369 51.225984,-2.806362 51.226014,-2.806729 51.226074,-2.806724 51.225925,-2.808005 51.226026,-2.808066 51.226037,-2.808064 51.226086,-2.808466 51.226116,-2.808485 51.225904,-2.809703 51.225873,-2.809751 51.225893,-2.809778 51.225973,-2.809972 51.225913,-2.810138 51.226118,-2.810616 51.226050,-2.811206 51.225893,-2.811080 51.225748,-2.811331 51.225665,-2.811902 51.225254,-2.811725 51.225054,-2.812414 51.224868,-2.813051 51.224838,-2.813075 51.224750,-2.813174 51.224665,-2.813340 51.224615,-2.813530 51.224601,-2.813468 51.224437,-2.813452 51.224323,-2.813486 51.224295,-2.813476 51.224257,-2.814530 51.224136,-2.814536 51.224427,-2.815358 51.224320,-2.815293 51.223911,-2.815215 51.223677,-2.815110 51.223613,-2.814830 51.223578,-2.814798 51.223464,-2.814847 51.223403,-2.814912 51.223022,-2.815065 51.222955,-2.815021 51.222798,-2.815564 51.222808,-2.815531 51.223194,-2.816057 51.223323,-2.816056 51.223264,-2.816629 51.223262,-2.816643 51.223143,-2.817055 51.223063,-2.817094 51.223159,-2.817817 51.223055,-2.818110 51.222974,-2.818205 51.223128,-2.818688 51.223055,-2.818751 51.223108,-2.818841 51.223317,-2.818947 51.223416,-2.819259 51.223903,-2.818990 51.223996,-2.816954 51.224906,-2.816450 51.225223,-2.816074 51.225127,-2.815999 51.225063,-2.815842 51.225040,-2.815590 51.225106,-2.815295 51.225270,-2.815973 51.225878,-2.815946 51.225891,-2.816110 51.225997,-2.815675 51.226209,-2.815658 51.226329,-2.815487 51.226453,-2.815621 51.226541,-2.815169 51.226779,-2.815526 51.226976,-2.814386 51.227384,-2.814584 51.227526,-2.814143 51.227608,-2.814012 51.227693,-2.814029 51.227745,-2.813686 51.227820,-2.813784 51.227912,-2.813888 51.228090,-2.813732 51.228145,-2.813757 51.228253,-2.813792 51.228295,-2.813881 51.228298,-2.814072 51.228551,-2.813646 51.228560,-2.813382 51.228637,-2.813259 51.228439,-2.813026 51.228244,-2.812797 51.228165,-2.812658 51.228077,-2.812402 51.228054,-2.811995 51.228107,-2.811819 51.228263,-2.811092 51.228406,-2.810992 51.228222,-2.809643 51.228514,-2.809687 51.228590,-2.809349 51.228674,-2.809454 51.228790,-2.809592 51.229022,-2.808975 51.229083)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/18
conservation-area:19,Cheddar,19,local-authority-eng:SEG,,"MULTIPOLYGON (((-2.777682 51.276809,-2.777405 51.276203,-2.777839 51.276097,-2.777774 51.275961,-2.777364 51.276033,-2.777311 51.275954,-2.777035 51.276026,-2.776957 51.275885,-2.776372 51.276121,-2.776211 51.275925,-2.775979 51.275805,-2.775862 51.275909,-2.775663 51.275789,-2.775622 51.275805,-2.775359 51.275731,-2.775406 51.275666,-2.775166 51.275600,-2.775323 51.275401,-2.775140 51.275371,-2.775275 51.275211,-2.775542 51.275160,-2.775459 51.274874,-2.775461 51.274474,-2.775174 51.274511,-2.775150 51.274443,-2.775210 51.274434,-2.775170 51.274323,-2.774827 51.274374,-2.774507 51.274763,-2.774223 51.274589,-2.773992 51.274328,-2.773893 51.274147,-2.773648 51.274151,-2.773574 51.274037,-2.773595 51.273695,-2.772203 51.273739,-2.772163 51.273461,-2.773204 51.272955,-2.773375 51.272953,-2.773499 51.272996,-2.773596 51.272976,-2.773792 51.272996,-2.773822 51.272840,-2.774332 51.272716,-2.774447 51.272864,-2.774638 51.272852,-2.774701 51.272579,-2.774795 51.272423,-2.774951 51.272293,-2.775156 51.272202,-2.775781 51.272147,-2.777034 51.271921,-2.777812 51.272574,-2.779086 51.273441,-2.781034 51.274498,-2.781763 51.274805,-2.780601 51.275135,-2.780705 51.275274,-2.780754 51.275466,-2.779737 51.275589,-2.778820 51.275632,-2.778847 51.275942,-2.778747 51.275945,-2.779105 51.276832,-2.778575 51.276874,-2.778539 51.276732,-2.777682 51.276809)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/19
conservation-area:21,Nether Stowey,21,local-authority-eng:SEG,,"MULTIPOLYGON (((-3.157836 51.152426,-3.157182 51.152987,-3.156949 51.152900,-3.155823 51.152346,-3.155378 51.152199,-3.155341 51.152016,-3.155358 51.151938,-3.155293 51.151667,-3.155317 51.151405,-3.155102 51.151418,-3.154918 51.151378,-3.154629 51.151147,-3.154711 51.150869,-3.154316 51.150832,-3.154373 51.150462,-3.154485 51.150464,-3.154444 51.150363,-3.154402 51.149884,-3.155331 51.149860,-3.155322 51.150221,-3.155759 51.150282,-3.155844 51.150015,-3.155835 51.149649,-3.156546 51.149553,-3.156961 51.149792,-3.156690 51.149978,-3.156653 51.150046,-3.157139 51.150250,-3.157448 51.150075,-3.157565 51.150127,-3.157820 51.150019,-3.158222 51.150366,-3.158586 51.150187,-3.158641 51.150205,-3.158613 51.150189,-3.158836 51.150034,-3.158807 51.150015,-3.159180 51.149802,-3.159403 51.149699,-3.159451 51.149733,-3.159619 51.149874,-3.159804 51.150104,-3.159846 51.150208,-3.159790 51.150315,-3.159943 51.150465,-3.159904 51.150497,-3.159987 51.150571,-3.160015 51.150725,-3.159826 51.150753,-3.159801 51.150799,-3.159454 51.150764,-3.159413 51.150857,-3.159465 51.151077,-3.159360 51.151259,-3.159215 51.151378,-3.158846 51.151547,-3.159001 51.151616,-3.158758 51.151733,-3.158970 51.151894,-3.157929 51.152325,-3.157813 51.152403,-3.157836 51.152426)),((-3.163415 51.148900,-3.163508 51.148879,-3.163909 51.148934,-3.164057 51.148995,-3.164379 51.149000,-3.164700 51.149095,-3.164848 51.149199,-3.165172 51.149191,-3.165160 51.149470,-3.165345 51.149640,-3.165360 51.149831,-3.165407 51.149938,-3.165374 51.150015,-3.165210 51.150017,-3.164813 51.150177,-3.164453 51.150255,-3.163434 51.150258,-3.163007 51.150064,-3.162351 51.149681,-3.162218 51.149651,-3.161839 51.149684,-3.161897 51.149603,-3.162110 51.149440,-3.162118 51.149392,-3.162214 51.149290,-3.162596 51.149019,-3.162772 51.148950,-3.163362 51.148866,-3.163415 51.148900)),((-3.150827 51.150549,-3.150697 51.150523,-3.150675 51.150569,-3.149924 51.150464,-3.149443 51.150442,-3.149447 51.150405,-3.148702 51.150405,-3.148699 51.150054,-3.149204 51.150082,-3.149633 51.150028,-3.149950 51.150034,-3.150545 51.149341,-3.150766 51.149371,-3.151195 51.149633,-3.151081 51.149754,-3.151216 51.149767,-3.151743 51.150064,-3.151356 51.150446,-3.151121 51.150397,-3.151058 51.150510,-3.150892 51.150472,-3.150827 51.150549)))",2020-09-11,,,/conservation-area/local-authority-eng/SEG/21
