conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,reference,start-date,slug
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.386810 51.200840,-0.386802 51.200882,-0.387901 51.200643,-0.388433 51.200373,-0.388585 51.200132,-0.388241 51.199942,-0.388091 51.200021,-0.387746 51.200112,-0.387588 51.200092,-0.387492 51.200014,-0.387227 51.199562,-0.387206 51.199001,-0.387216 51.198889,-0.387489 51.198871,-0.387491 51.198837,-0.387441 51.198793,-0.387428 51.198559,-0.387387 51.198551,-0.387437 51.198235,-0.387526 51.198237,-0.387561 51.198169,-0.387606 51.197978,-0.387588 51.197887,-0.387177 51.197858,-0.387261 51.197708,-0.386692 51.197633,-0.386698 51.197729,-0.386584 51.197908,-0.386219 51.197938,-0.386104 51.198242,-0.385985 51.198397,-0.385902 51.198453,-0.385881 51.198526,-0.385779 51.198615,-0.385739 51.198695,-0.386030 51.198834,-0.386068 51.198946,-0.386143 51.199000,-0.386414 51.199094,-0.386422 51.199615,-0.386382 51.199798,-0.386400 51.199968,-0.386351 51.200108,-0.386436 51.200205,-0.386648 51.200256,-0.386680 51.200321,-0.386524 51.200350,-0.386481 51.200400,-0.386557 51.200560,-0.386471 51.200585,-0.386445 51.200779,-0.386503 51.200924,-0.386810 51.200840)))",MV13 FRIDAY STREET 16TH JULY 1975,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.376800 51.280844,-0.377018 51.281064,-0.377521 51.280765,-0.378131 51.280604,-0.377760 51.280369,-0.377266 51.280588,-0.376971 51.280407,-0.376674 51.280583,-0.376286 51.280356,-0.376592 51.280175,-0.376315 51.279951,-0.376225 51.279994,-0.376077 51.279912,-0.375987 51.279936,-0.375325 51.279475,-0.375682 51.279319,-0.375387 51.279031,-0.375600 51.278962,-0.375423 51.278737,-0.375234 51.278746,-0.374625 51.278052,-0.374534 51.278091,-0.373957 51.277560,-0.373932 51.277569,-0.373813 51.277475,-0.373124 51.276819,-0.373030 51.276721,-0.373391 51.276560,-0.373425 51.276506,-0.373405 51.276445,-0.373206 51.276275,-0.372654 51.275952,-0.372396 51.275748,-0.372341 51.275737,-0.372168 51.275829,-0.371334 51.276451,-0.371950 51.276954,-0.371992 51.277024,-0.371975 51.277088,-0.371911 51.277140,-0.371430 51.277284,-0.372270 51.278429,-0.372249 51.278437,-0.373101 51.279358,-0.372250 51.279664,-0.372701 51.280054,-0.373251 51.279807,-0.374031 51.280562,-0.374493 51.280337,-0.375028 51.280879,-0.375451 51.280683,-0.375783 51.280614,-0.376140 51.280432,-0.376800 51.280844)))",MV14 GREAT BOOKHAM 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.375423 51.278737,-0.375405 51.278711,-0.375487 51.278693,-0.375408 51.278514,-0.375902 51.278348,-0.375981 51.278228,-0.375831 51.278052,-0.375859 51.278042,-0.375807 51.277983,-0.375781 51.277992,-0.375557 51.277701,-0.374625 51.278052,-0.375234 51.278746,-0.375423 51.278737)))",MV14a GREAT BOOKHAM 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.248176 51.212574,-0.248147 51.212520,-0.248291 51.212535,-0.248487 51.212476,-0.248525 51.212530,-0.249477 51.212285,-0.249717 51.212179,-0.249406 51.211519,-0.249093 51.209858,-0.248885 51.209268,-0.248896 51.209067,-0.248864 51.208916,-0.250047 51.208602,-0.250919 51.208264,-0.251478 51.208205,-0.251404 51.207778,-0.251258 51.207578,-0.251226 51.207482,-0.250713 51.206970,-0.250180 51.207127,-0.249871 51.206771,-0.249692 51.206716,-0.249311 51.206684,-0.249375 51.207219,-0.248836 51.207244,-0.248507 51.207323,-0.247868 51.206876,-0.247504 51.207060,-0.247436 51.207055,-0.247025 51.207802,-0.247030 51.207893,-0.246954 51.208020,-0.246910 51.208188,-0.246922 51.208315,-0.246731 51.208362,-0.246917 51.212268,-0.247931 51.212631,-0.248176 51.212574)))",MV15 LEIGH 24TH FEBRUARY 1970,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.250795 51.209113,-0.251244 51.208811,-0.251549 51.208998,-0.251777 51.208864,-0.251773 51.208785,-0.252241 51.208493,-0.251720 51.208204,-0.251478 51.208205,-0.250919 51.208264,-0.250047 51.208602,-0.250795 51.209113)))",MV15a LEIGH 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.386146 51.275803,-0.388253 51.275071,-0.387642 51.274039,-0.387549 51.273729,-0.387371 51.273568,-0.387030 51.273658,-0.386788 51.273825,-0.385783 51.273967,-0.385539 51.273968,-0.385462 51.274422,-0.385549 51.274980,-0.385763 51.275411,-0.386146 51.275803)))",MV16a LITTLE BOOKHAM 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.388440 51.278723,-0.388283 51.278418,-0.388017 51.278466,-0.387825 51.278127,-0.387998 51.278106,-0.387885 51.277893,-0.388216 51.277833,-0.388136 51.277693,-0.388088 51.277519,-0.387993 51.277408,-0.388624 51.277104,-0.388697 51.276983,-0.389113 51.276741,-0.388648 51.276335,-0.389812 51.275858,-0.390690 51.275589,-0.390229 51.274955,-0.391245 51.274722,-0.392521 51.274353,-0.392264 51.273936,-0.392843 51.273761,-0.392617 51.273492,-0.392256 51.273160,-0.392130 51.272905,-0.391591 51.272162,-0.391239 51.272369,-0.390943 51.272161,-0.390078 51.271891,-0.389963 51.271808,-0.389765 51.272094,-0.389674 51.272097,-0.389657 51.272128,-0.389111 51.272280,-0.388619 51.272368,-0.388185 51.272487,-0.388328 51.272989,-0.388663 51.272951,-0.388997 51.273760,-0.389222 51.273749,-0.389405 51.274075,-0.389799 51.274576,-0.388576 51.274961,-0.386146 51.275803,-0.386474 51.276127,-0.385662 51.276393,-0.385475 51.276002,-0.384989 51.276077,-0.384100 51.276409,-0.384268 51.277013,-0.384517 51.277631,-0.384847 51.277419,-0.384962 51.277527,-0.385133 51.277827,-0.385437 51.277737,-0.385392 51.277602,-0.386227 51.277362,-0.386208 51.277236,-0.386588 51.277145,-0.386922 51.277121,-0.387169 51.278310,-0.387212 51.279109,-0.388102 51.279023,-0.388437 51.278936,-0.388548 51.278893,-0.388571 51.278853,-0.388440 51.278723)))",MV16 LITTLE BOOKHAM 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.318901 51.272457,-0.318939 51.272342,-0.319516 51.272407,-0.319612 51.272078,-0.319604 51.272002,-0.319908 51.271584,-0.319944 51.271588,-0.320175 51.271427,-0.320392 51.271327,-0.321450 51.270668,-0.321863 51.270510,-0.322636 51.270303,-0.323905 51.270059,-0.326012 51.269896,-0.326231 51.269559,-0.326280 51.269211,-0.326313 51.269182,-0.326390 51.268165,-0.326312 51.267966,-0.326363 51.267582,-0.326432 51.267576,-0.326502 51.267163,-0.325356 51.267110,-0.325362 51.266863,-0.325321 51.266651,-0.325096 51.266363,-0.325055 51.266240,-0.325071 51.265797,-0.325315 51.264803,-0.324896 51.264799,-0.324762 51.264825,-0.324486 51.264728,-0.324588 51.264430,-0.324532 51.264412,-0.324580 51.264302,-0.324578 51.263972,-0.323544 51.264071,-0.323404 51.265135,-0.323337 51.265185,-0.322937 51.265190,-0.323043 51.265741,-0.323202 51.266332,-0.323411 51.266786,-0.323583 51.266974,-0.323119 51.267120,-0.323222 51.267157,-0.323276 51.267219,-0.322262 51.267350,-0.322244 51.268122,-0.322303 51.268118,-0.322284 51.268429,-0.322339 51.268758,-0.322306 51.269024,-0.322434 51.269450,-0.322576 51.269680,-0.321563 51.269903,-0.321000 51.270091,-0.320725 51.270238,-0.320394 51.270490,-0.319417 51.270490,-0.319419 51.271393,-0.318772 51.271464,-0.318346 51.271368,-0.318500 51.272451,-0.318901 51.272457)))",MV17 MICKLEHAM 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.287844 51.166803,-0.288174 51.166818,-0.288314 51.166719,-0.288621 51.166606,-0.288904 51.166608,-0.289359 51.166515,-0.290457 51.166384,-0.290315 51.165793,-0.290284 51.165803,-0.289886 51.165269,-0.290064 51.165237,-0.289699 51.164758,-0.289444 51.164282,-0.289365 51.164295,-0.289287 51.164047,-0.289533 51.163996,-0.289577 51.163793,-0.289334 51.163877,-0.288623 51.164005,-0.287651 51.164348,-0.285980 51.164560,-0.285438 51.164748,-0.285736 51.164978,-0.285857 51.165128,-0.285874 51.165188,-0.285809 51.165239,-0.285922 51.165468,-0.286228 51.165826,-0.286474 51.165907,-0.286722 51.166083,-0.286851 51.166096,-0.286942 51.166035,-0.286924 51.165986,-0.287666 51.165882,-0.287862 51.166572,-0.287844 51.166803)))",MV18 NEWDIGATE 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.357180 51.153594,-0.357301 51.153618,-0.357321 51.153539,-0.357649 51.153587,-0.358199 51.152826,-0.358367 51.152879,-0.359282 51.152861,-0.359253 51.152532,-0.360234 51.152377,-0.360329 51.152294,-0.360810 51.152192,-0.361080 51.152083,-0.361210 51.151714,-0.361455 51.151390,-0.361566 51.150410,-0.361502 51.150218,-0.361828 51.150080,-0.361849 51.150101,-0.362191 51.149843,-0.362319 51.149917,-0.362463 51.149849,-0.363480 51.149262,-0.363368 51.148927,-0.363157 51.148769,-0.363173 51.148735,-0.363282 51.148650,-0.363566 51.148603,-0.363733 51.148446,-0.364022 51.148343,-0.364251 51.148203,-0.364281 51.148167,-0.364231 51.148123,-0.364245 51.148039,-0.364525 51.147896,-0.364570 51.147753,-0.364561 51.147666,-0.364757 51.147680,-0.364722 51.147461,-0.364797 51.147438,-0.364711 51.147290,-0.364630 51.147283,-0.364523 51.147055,-0.364755 51.147051,-0.364751 51.146863,-0.364263 51.146856,-0.364198 51.146661,-0.364200 51.146494,-0.364297 51.145899,-0.364641 51.145207,-0.365669 51.143719,-0.365903 51.143471,-0.366066 51.143566,-0.366256 51.143392,-0.366841 51.143118,-0.366806 51.142439,-0.366718 51.142003,-0.366721 51.141751,-0.366347 51.141692,-0.366194 51.141614,-0.366161 51.141572,-0.366175 51.141543,-0.366031 51.141499,-0.365888 51.141699,-0.365231 51.141401,-0.365088 51.141383,-0.364101 51.141534,-0.363497 51.141753,-0.363765 51.142489,-0.363804 51.142673,-0.363804 51.142841,-0.363629 51.143390,-0.363771 51.143398,-0.363640 51.143698,-0.363513 51.143872,-0.363222 51.144168,-0.362098 51.144694,-0.361371 51.145121,-0.361263 51.145151,-0.361103 51.145401,-0.361924 51.145508,-0.361508 51.146241,-0.361243 51.146222,-0.361119 51.146696,-0.361340 51.146752,-0.360601 51.147850,-0.360113 51.148479,-0.359543 51.148521,-0.359199 51.148675,-0.358581 51.148550,-0.358513 51.148597,-0.358608 51.148616,-0.358049 51.149969,-0.356707 51.151689,-0.356526 51.152087,-0.356309 51.153058,-0.356663 51.153082,-0.356638 51.153454,-0.357191 51.153512,-0.357180 51.153594)))",MV19 OCKLEY 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.381172 51.125846,-0.381279 51.125653,-0.381434 51.125491,-0.382050 51.125105,-0.382646 51.124929,-0.382670 51.124874,-0.383389 51.124876,-0.383395 51.124806,-0.383459 51.124771,-0.383793 51.124711,-0.384064 51.124713,-0.384037 51.124794,-0.384068 51.124798,-0.383915 51.125099,-0.383917 51.125197,-0.385001 51.125383,-0.385075 51.125271,-0.385088 51.125173,-0.385195 51.124948,-0.385229 51.124498,-0.384769 51.124358,-0.384760 51.124300,-0.384812 51.123998,-0.384802 51.123642,-0.384992 51.123631,-0.385049 51.123025,-0.384498 51.123002,-0.384315 51.123533,-0.384159 51.123666,-0.383382 51.123655,-0.383120 51.123455,-0.382715 51.123338,-0.382022 51.123336,-0.381523 51.123293,-0.381701 51.123506,-0.381726 51.123744,-0.381108 51.123789,-0.381058 51.124062,-0.380496 51.123996,-0.380403 51.124277,-0.380231 51.124586,-0.380398 51.124643,-0.380282 51.125097,-0.380069 51.125015,-0.379665 51.125290,-0.379220 51.125318,-0.379341 51.125481,-0.378981 51.125771,-0.379480 51.125981,-0.379708 51.126024,-0.379969 51.125980,-0.380333 51.125838,-0.380457 51.125727,-0.380432 51.125649,-0.381172 51.125846)))",MV20 OKEWOODHILL 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.319977 51.243844,-0.320087 51.243780,-0.320419 51.243433,-0.320608 51.243084,-0.320751 51.243193,-0.320987 51.243031,-0.321232 51.242675,-0.321057 51.242635,-0.321054 51.242480,-0.320956 51.242384,-0.320068 51.242022,-0.318679 51.241171,-0.318385 51.241321,-0.318212 51.241181,-0.317909 51.241338,-0.318273 51.241550,-0.317930 51.241754,-0.318033 51.241836,-0.317917 51.241898,-0.318557 51.242404,-0.318101 51.242638,-0.317575 51.243054,-0.317808 51.243170,-0.318260 51.243473,-0.318853 51.243211,-0.319208 51.243472,-0.319255 51.243446,-0.319460 51.243539,-0.319614 51.243717,-0.319831 51.243821,-0.319977 51.243844)))",MV21 PIXHAM LANE 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.369050 51.227557,-0.369053 51.227670,-0.369733 51.227620,-0.370491 51.227244,-0.369118 51.225952,-0.368892 51.225787,-0.368685 51.225549,-0.368883 51.225523,-0.368932 51.225489,-0.369011 51.225140,-0.368673 51.224674,-0.368307 51.224583,-0.368339 51.224404,-0.368226 51.224106,-0.368100 51.223849,-0.367888 51.223566,-0.367074 51.223680,-0.367150 51.224097,-0.366909 51.224185,-0.366903 51.224260,-0.366767 51.224360,-0.366561 51.224339,-0.366551 51.224267,-0.366131 51.224369,-0.366238 51.224545,-0.366160 51.224565,-0.366217 51.224649,-0.366320 51.224716,-0.366360 51.224873,-0.365875 51.224957,-0.365862 51.224925,-0.364628 51.225235,-0.364458 51.224920,-0.363859 51.225105,-0.363956 51.225283,-0.363933 51.225373,-0.364008 51.225511,-0.363374 51.225542,-0.362497 51.225659,-0.362745 51.226128,-0.363473 51.225938,-0.363709 51.226242,-0.363267 51.226369,-0.363405 51.226632,-0.364312 51.226473,-0.364453 51.226871,-0.364744 51.226826,-0.364769 51.226899,-0.365225 51.226827,-0.365199 51.226770,-0.365155 51.226777,-0.365003 51.226513,-0.365943 51.226369,-0.365989 51.226489,-0.366144 51.226654,-0.366973 51.226390,-0.367433 51.226303,-0.367610 51.226495,-0.367735 51.226732,-0.368181 51.226610,-0.368512 51.226907,-0.368881 51.227180,-0.369050 51.227557)))",MV22 WESTCOTT 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.369590 51.225194,-0.369899 51.225071,-0.369974 51.225152,-0.370080 51.225156,-0.370367 51.225497,-0.370515 51.225138,-0.371178 51.225099,-0.371028 51.224094,-0.370940 51.223803,-0.370536 51.223320,-0.370489 51.223209,-0.369896 51.223131,-0.369778 51.223035,-0.369250 51.222988,-0.368046 51.223000,-0.367712 51.223052,-0.367552 51.223122,-0.367540 51.223169,-0.367084 51.223141,-0.367037 51.223276,-0.367202 51.223282,-0.367194 51.223542,-0.367245 51.223661,-0.367888 51.223566,-0.368100 51.223849,-0.368226 51.224106,-0.368339 51.224404,-0.368307 51.224583,-0.368673 51.224674,-0.369011 51.225140,-0.369435 51.225006,-0.369590 51.225194)),((-0.362745 51.226128,-0.362497 51.225659,-0.363374 51.225542,-0.364008 51.225511,-0.363933 51.225373,-0.363956 51.225283,-0.363806 51.225324,-0.363394 51.225355,-0.363296 51.225321,-0.363023 51.225079,-0.362080 51.225403,-0.361553 51.225676,-0.361290 51.225375,-0.359925 51.225778,-0.360146 51.226088,-0.360963 51.225980,-0.361025 51.226202,-0.361374 51.226562,-0.362745 51.226128)))",MV22a WESTCOTT 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.327189 51.290109,-0.327271 51.290639,-0.327468 51.291289,-0.327048 51.291358,-0.327183 51.291557,-0.327041 51.291633,-0.326562 51.291814,-0.326505 51.291751,-0.325199 51.292232,-0.326158 51.293416,-0.326199 51.293319,-0.326364 51.293148,-0.326370 51.293095,-0.327129 51.292893,-0.327345 51.293142,-0.327304 51.293157,-0.327400 51.293252,-0.327543 51.293489,-0.327440 51.293507,-0.327563 51.293674,-0.327838 51.293616,-0.328323 51.294299,-0.329090 51.294117,-0.329120 51.294083,-0.329964 51.293756,-0.329489 51.293252,-0.330451 51.292925,-0.330031 51.292855,-0.329751 51.292744,-0.329515 51.292601,-0.328920 51.292111,-0.328495 51.291676,-0.327975 51.291209,-0.327731 51.290887,-0.327677 51.290721,-0.327686 51.290525,-0.327795 51.290287,-0.327828 51.290074,-0.327189 51.290109)),((-0.331119 51.294290,-0.331091 51.294275,-0.330967 51.294354,-0.330764 51.294237,-0.330442 51.294455,-0.330469 51.294481,-0.330171 51.294620,-0.330079 51.294541,-0.329376 51.294871,-0.328992 51.294985,-0.329124 51.295138,-0.329186 51.295332,-0.329635 51.295273,-0.329783 51.295323,-0.330328 51.295198,-0.330367 51.295267,-0.330476 51.295249,-0.330492 51.295273,-0.331200 51.295077,-0.331472 51.294933,-0.331740 51.295159,-0.332019 51.295026,-0.332658 51.294617,-0.332075 51.294230,-0.331752 51.294412,-0.331508 51.294247,-0.331226 51.294348,-0.331119 51.294290)),((-0.330619 51.296189,-0.330782 51.296146,-0.330754 51.296069,-0.331036 51.296076,-0.330817 51.295896,-0.330130 51.295745,-0.330018 51.295659,-0.329807 51.295752,-0.329676 51.295886,-0.330042 51.296328,-0.330349 51.296326,-0.330643 51.296218,-0.330619 51.296189)))",MV23 LEATHERHEAD 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.324561 51.295038,-0.324767 51.295171,-0.324978 51.295059,-0.325015 51.295089,-0.325497 51.294874,-0.325673 51.295043,-0.325896 51.294949,-0.325883 51.294859,-0.326889 51.294849,-0.327741 51.294536,-0.327456 51.294147,-0.327272 51.294218,-0.326750 51.293875,-0.327087 51.293745,-0.326650 51.293338,-0.326262 51.293513,-0.325792 51.292989,-0.325420 51.292497,-0.324270 51.293124,-0.323537 51.293004,-0.324501 51.293613,-0.324660 51.293520,-0.325070 51.293807,-0.325225 51.293720,-0.325528 51.293930,-0.324112 51.294748,-0.324561 51.295038)),((-0.326484 51.296253,-0.327089 51.296948,-0.327364 51.297219,-0.327892 51.297695,-0.328293 51.297982,-0.328394 51.297947,-0.329682 51.297018,-0.329277 51.296776,-0.328835 51.296455,-0.327772 51.296450,-0.327242 51.296377,-0.326592 51.296213,-0.326484 51.296253)),((-0.327917 51.294876,-0.327220 51.295133,-0.326667 51.295377,-0.326417 51.295141,-0.326220 51.295515,-0.326036 51.295726,-0.326192 51.295911,-0.326330 51.296016,-0.326676 51.296129,-0.326922 51.296080,-0.326728 51.295849,-0.327576 51.295741,-0.327539 51.295615,-0.327648 51.295603,-0.327656 51.295631,-0.327753 51.295639,-0.328631 51.295536,-0.328728 51.295448,-0.328806 51.295493,-0.328862 51.295446,-0.328979 51.295499,-0.329108 51.295444,-0.329103 51.295343,-0.329186 51.295332,-0.329124 51.295138,-0.328992 51.294985,-0.328711 51.295048,-0.328639 51.294964,-0.328421 51.295033,-0.328459 51.295105,-0.328228 51.295151,-0.327917 51.294876)))",MV23a LEATHERHEAD 3RD JANUARY 1984,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.326220 51.295515,-0.326431 51.295127,-0.326679 51.294952,-0.326889 51.294849,-0.325883 51.294859,-0.325896 51.294949,-0.325673 51.295043,-0.325497 51.294874,-0.325015 51.295089,-0.324978 51.295059,-0.324769 51.295170,-0.325413 51.295866,-0.326036 51.295726,-0.326220 51.295515)),((-0.330700 51.296169,-0.330619 51.296189,-0.330643 51.296218,-0.330349 51.296326,-0.330932 51.296312,-0.331017 51.296277,-0.331076 51.296195,-0.331036 51.296076,-0.330754 51.296069,-0.330782 51.296146,-0.330700 51.296169)))",MV23b LEATHERHEAD 14TH FEBRUARY 1984,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.325225 51.293720,-0.325070 51.293807,-0.324660 51.293520,-0.324501 51.293613,-0.324384 51.293550,-0.324001 51.293765,-0.324159 51.293872,-0.323564 51.294197,-0.323865 51.294425,-0.323729 51.294504,-0.324112 51.294748,-0.325528 51.293930,-0.325225 51.293720)))",MV23c LEATHERHEAD 7TH OCTOBER 1986,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.330464 51.295426,-0.330449 51.295407,-0.330564 51.295367,-0.330476 51.295249,-0.330367 51.295267,-0.330328 51.295198,-0.329956 51.295282,-0.330080 51.295545,-0.330464 51.295426)),((-0.331740 51.295159,-0.331472 51.294933,-0.331200 51.295077,-0.331397 51.295329,-0.331740 51.295159)))",MV23d LEATHERHEAD 25TH APRIL 1995,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.330041 51.295667,-0.330130 51.295745,-0.330817 51.295896,-0.331016 51.296048,-0.331046 51.295918,-0.331155 51.295779,-0.330818 51.295672,-0.330857 51.295626,-0.330851 51.295575,-0.330820 51.295565,-0.330854 51.295522,-0.330699 51.295471,-0.330564 51.295367,-0.330449 51.295407,-0.330464 51.295426,-0.330080 51.295545,-0.329956 51.295282,-0.329783 51.295323,-0.329635 51.295273,-0.329103 51.295343,-0.329108 51.295444,-0.329197 51.295439,-0.329211 51.295503,-0.329286 51.295563,-0.329341 51.295556,-0.329353 51.295586,-0.329611 51.295570,-0.329663 51.295708,-0.329654 51.295857,-0.329676 51.295886,-0.329807 51.295752,-0.330041 51.295667)),((-0.328711 51.295048,-0.329109 51.294961,-0.329489 51.294806,-0.329029 51.294147,-0.329090 51.294117,-0.328323 51.294299,-0.328410 51.294411,-0.328334 51.294432,-0.328421 51.294553,-0.328584 51.294507,-0.328633 51.294633,-0.328778 51.294832,-0.328792 51.294870,-0.328639 51.294964,-0.328711 51.295048)))",MV23e LEATHERHEAD 21ST JANUARY 1998,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.354499 51.225971,-0.354981 51.225983,-0.355446 51.226066,-0.355705 51.226775,-0.356327 51.226704,-0.357615 51.226462,-0.358996 51.226312,-0.358820 51.225738,-0.358399 51.225808,-0.358030 51.224830,-0.357727 51.224156,-0.357195 51.224025,-0.357058 51.223957,-0.356862 51.223772,-0.356580 51.223371,-0.355875 51.222519,-0.355911 51.222506,-0.355892 51.222469,-0.355491 51.221933,-0.355055 51.222016,-0.354074 51.222088,-0.353923 51.222387,-0.353894 51.222677,-0.354004 51.222870,-0.354210 51.223064,-0.355520 51.224070,-0.355585 51.224157,-0.355626 51.224286,-0.355618 51.224782,-0.353856 51.225121,-0.353953 51.225423,-0.354082 51.225625,-0.354194 51.225744,-0.354443 51.225755,-0.354499 51.225971)))",MV24 MILTON STREET 26TH MARCH 1974,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
mole_valley_district_council_conservation_area_polygon,,,2020-09-05,"MULTIPOLYGON (((-0.175574 51.170917,-0.176272 51.171519,-0.177122 51.171118,-0.177638 51.170801,-0.177992 51.170559,-0.178574 51.170005,-0.178304 51.169447,-0.178326 51.169441,-0.178309 51.169361,-0.178120 51.169126,-0.178055 51.169132,-0.177932 51.168723,-0.177125 51.167971,-0.175786 51.168595,-0.174843 51.169229,-0.175297 51.169677,-0.175031 51.169834,-0.175102 51.169915,-0.174563 51.170138,-0.174907 51.170549,-0.175104 51.170482,-0.175574 51.170917)))",MV25 HORLEY 24TH FEBRUARY 1970,local-authority-eng:MOL,mole_valley_district_council_conservation_area_polygon,,conservation-area/local-authority-eng/MOL/mole-valley-district-council-conservation-area-polygon
