conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d1c,,,2020-11-29,"MULTIPOLYGON (((-1.365056 51.929283,-1.364879 51.929291,-1.364852 51.929250,-1.364537 51.929265,-1.364519 51.929193,-1.364364 51.929188,-1.361731 51.929388,-1.361785 51.929590,-1.361500 51.929602,-1.361471 51.929448,-1.360693 51.929476,-1.360696 51.929588,-1.360382 51.929592,-1.360375 51.929536,-1.360202 51.929530,-1.360181 51.929479,-1.360012 51.929395,-1.360322 51.929262,-1.360264 51.928756,-1.360393 51.927959,-1.360381 51.927839,-1.360881 51.927749,-1.361100 51.927677,-1.361136 51.927713,-1.361334 51.927712,-1.361322 51.927596,-1.361210 51.927604,-1.361198 51.927346,-1.361587 51.927334,-1.361572 51.927224,-1.361480 51.927182,-1.361412 51.926843,-1.358891 51.926855,-1.358858 51.926296,-1.358925 51.926109,-1.359569 51.926176,-1.360398 51.926184,-1.360736 51.926252,-1.361567 51.926239,-1.361495 51.925811,-1.362716 51.925751,-1.362745 51.925845,-1.363172 51.925804,-1.363511 51.925326,-1.364157 51.925281,-1.364222 51.925509,-1.368068 51.925082,-1.368265 51.926055,-1.368325 51.926226,-1.368606 51.926658,-1.368770 51.926853,-1.368873 51.926914,-1.369033 51.926891,-1.369872 51.926615,-1.370401 51.926164,-1.372034 51.926175,-1.375421 51.926369,-1.375926 51.926434,-1.375941 51.926369,-1.376251 51.926416,-1.376573 51.926521,-1.377800 51.927350,-1.377911 51.927514,-1.378635 51.927909,-1.378700 51.927976,-1.378356 51.928399,-1.378558 51.928488,-1.378919 51.928787,-1.379376 51.928916,-1.379859 51.928971,-1.380745 51.928894,-1.381983 51.928877,-1.382250 51.928923,-1.382627 51.929060,-1.382874 51.929107,-1.382976 51.929161,-1.383120 51.929311,-1.383537 51.929552,-1.383627 51.929562,-1.383794 51.929651,-1.383994 51.929850,-1.384286 51.930060,-1.384438 51.930118,-1.384932 51.930204,-1.385817 51.930944,-1.386355 51.931227,-1.385634 51.931389,-1.385435 51.931551,-1.385342 51.931594,-1.385341 51.931567,-1.384962 51.931883,-1.383943 51.932350,-1.383705 51.932379,-1.383532 51.932236,-1.382995 51.931938,-1.382354 51.931660,-1.381794 51.931498,-1.381306 51.931284,-1.380359 51.930589,-1.380374 51.930553,-1.379806 51.930127,-1.379430 51.929793,-1.379098 51.929603,-1.377880 51.929118,-1.377289 51.928837,-1.376065 51.928494,-1.375615 51.928458,-1.375519 51.928484,-1.374929 51.928418,-1.374791 51.930242,-1.373364 51.930247,-1.372551 51.930969,-1.372190 51.928397,-1.371661 51.928451,-1.369651 51.928971,-1.369702 51.929142,-1.369421 51.929173,-1.369395 51.929065,-1.369107 51.929099,-1.369094 51.929034,-1.368255 51.929069,-1.368042 51.929006,-1.367090 51.929058,-1.366996 51.928750,-1.365992 51.928948,-1.366053 51.929090,-1.366020 51.929125,-1.365400 51.929203,-1.365452 51.929519,-1.365135 51.929552,-1.365056 51.929283)))",THE BARTONS,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d1d,,,2020-11-29,"MULTIPOLYGON (((-1.361746 51.854963,-1.361650 51.854315,-1.361109 51.854395,-1.360809 51.854038,-1.361135 51.853951,-1.361487 51.853902,-1.361310 51.853282,-1.361144 51.852842,-1.360744 51.852856,-1.360705 51.852338,-1.360675 51.852287,-1.360714 51.852181,-1.360679 51.852163,-1.360634 51.851742,-1.360565 51.851714,-1.360259 51.851754,-1.359999 51.851622,-1.359814 51.851770,-1.359337 51.851446,-1.359654 51.851329,-1.359469 51.851147,-1.359944 51.850952,-1.359708 51.850830,-1.359788 51.850783,-1.359622 51.850598,-1.359175 51.850790,-1.358969 51.850650,-1.358520 51.850791,-1.358141 51.850244,-1.357036 51.850578,-1.356799 51.850622,-1.355005 51.850785,-1.354670 51.850840,-1.354153 51.850756,-1.353846 51.850833,-1.353108 51.850880,-1.352564 51.849887,-1.352549 51.849631,-1.353065 51.849409,-1.353603 51.849279,-1.353649 51.849237,-1.353658 51.849155,-1.353127 51.848514,-1.353132 51.848443,-1.352916 51.848234,-1.352662 51.847886,-1.352215 51.847541,-1.352482 51.847429,-1.352266 51.847220,-1.352474 51.847144,-1.352069 51.846800,-1.351851 51.846752,-1.351543 51.846509,-1.351758 51.846347,-1.351911 51.846183,-1.351678 51.846083,-1.351705 51.846008,-1.351569 51.845871,-1.351490 51.845840,-1.351375 51.845846,-1.351194 51.845767,-1.351854 51.845515,-1.352358 51.845964,-1.357818 51.845584,-1.358121 51.846767,-1.358195 51.846951,-1.358390 51.847269,-1.358449 51.847349,-1.358762 51.847299,-1.358752 51.847275,-1.358789 51.847269,-1.359052 51.847255,-1.359184 51.847557,-1.358664 51.847658,-1.358655 51.847661,-1.359231 51.848334,-1.359233 51.848591,-1.359111 51.849028,-1.359155 51.849125,-1.359376 51.849365,-1.359776 51.849700,-1.360496 51.850055,-1.361123 51.850953,-1.361361 51.851588,-1.361525 51.852145,-1.361835 51.853983,-1.362039 51.855553,-1.361584 51.855611,-1.361339 51.855029,-1.361746 51.854963)))",WOODSTOCK,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d1e,,,2020-11-29,"MULTIPOLYGON (((-1.663511 51.824873,-1.662962 51.825021,-1.662904 51.824973,-1.663010 51.824914,-1.662765 51.824323,-1.662548 51.823864,-1.662529 51.823873,-1.662468 51.823681,-1.662487 51.823451,-1.662551 51.823309,-1.662878 51.823177,-1.662606 51.822899,-1.662871 51.822800,-1.662597 51.822634,-1.662325 51.822327,-1.662051 51.822549,-1.661850 51.822164,-1.661336 51.822182,-1.661098 51.821919,-1.660744 51.822052,-1.660440 51.821690,-1.660074 51.821773,-1.659840 51.821382,-1.659752 51.821354,-1.659653 51.821182,-1.659557 51.820869,-1.659592 51.820811,-1.659930 51.820707,-1.660513 51.820657,-1.660476 51.819871,-1.660428 51.819874,-1.660408 51.819643,-1.660435 51.819379,-1.660761 51.819370,-1.660776 51.819617,-1.661094 51.819582,-1.661775 51.819583,-1.661955 51.819536,-1.662671 51.819511,-1.662720 51.820233,-1.662939 51.820826,-1.664377 51.820738,-1.664372 51.820516,-1.664586 51.820381,-1.665074 51.820258,-1.666534 51.820332,-1.666524 51.820462,-1.666559 51.820464,-1.666549 51.820528,-1.666517 51.820527,-1.666531 51.821661,-1.665940 51.822006,-1.665986 51.822145,-1.666143 51.822354,-1.666809 51.822779,-1.666904 51.822880,-1.666933 51.823019,-1.666289 51.822913,-1.666305 51.823158,-1.666336 51.823216,-1.666261 51.823241,-1.666678 51.824012,-1.665968 51.824125,-1.665558 51.824267,-1.665362 51.824349,-1.665374 51.824380,-1.665031 51.824583,-1.664850 51.824637,-1.664626 51.824655,-1.664541 51.824812,-1.663503 51.824804,-1.663511 51.824873)))",TAYNTON,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d1f,,,2020-11-29,"MULTIPOLYGON (((-1.589821 51.815267,-1.590116 51.814945,-1.590606 51.814760,-1.590854 51.814681,-1.591173 51.814811,-1.591213 51.814879,-1.591242 51.814879,-1.591368 51.814843,-1.591591 51.814704,-1.592414 51.813982,-1.592824 51.813565,-1.593336 51.812940,-1.593493 51.812481,-1.592990 51.812374,-1.593029 51.811820,-1.592805 51.811325,-1.592707 51.810788,-1.592700 51.810445,-1.592841 51.810075,-1.592886 51.809817,-1.593165 51.809555,-1.593231 51.809408,-1.589496 51.808823,-1.590156 51.806709,-1.587331 51.806355,-1.588630 51.804114,-1.589616 51.803438,-1.590388 51.802804,-1.590776 51.803150,-1.591239 51.803730,-1.591369 51.803930,-1.591537 51.804344,-1.591792 51.804515,-1.592297 51.804669,-1.593420 51.804932,-1.593915 51.804969,-1.595272 51.805469,-1.595655 51.805645,-1.596608 51.806181,-1.596890 51.806371,-1.596755 51.806730,-1.597346 51.806837,-1.597214 51.807213,-1.596535 51.807126,-1.597307 51.807257,-1.597046 51.807888,-1.597282 51.807920,-1.597000 51.809102,-1.596397 51.808995,-1.595544 51.808929,-1.595523 51.809455,-1.594760 51.810572,-1.595678 51.810780,-1.595630 51.811069,-1.594552 51.810951,-1.594666 51.811294,-1.594158 51.811288,-1.594108 51.811376,-1.594143 51.811381,-1.594064 51.811692,-1.594095 51.811769,-1.594216 51.811852,-1.594256 51.811981,-1.594172 51.812152,-1.594095 51.812676,-1.594012 51.812797,-1.593894 51.813148,-1.593598 51.813528,-1.592439 51.814573,-1.591822 51.814922,-1.591856 51.814941,-1.591547 51.815140,-1.591114 51.815313,-1.590920 51.815136,-1.590628 51.815206,-1.590251 51.815370,-1.589934 51.815590,-1.589836 51.815399,-1.589821 51.815267)))",SWINBROOK AND WIDFORD,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d20,,,2020-11-29,"MULTIPOLYGON (((-1.303364 51.884573,-1.302827 51.884566,-1.302446 51.884842,-1.301996 51.885024,-1.301744 51.884803,-1.301634 51.884598,-1.302070 51.884345,-1.301866 51.884188,-1.301712 51.884262,-1.301483 51.884092,-1.301659 51.883985,-1.301319 51.883795,-1.300931 51.884051,-1.300229 51.883633,-1.300092 51.883448,-1.300059 51.883465,-1.299841 51.883259,-1.300081 51.883100,-1.300008 51.883053,-1.300098 51.882970,-1.300384 51.883062,-1.300616 51.883072,-1.300864 51.882982,-1.301477 51.882640,-1.302078 51.882172,-1.302567 51.882080,-1.303311 51.882371,-1.303881 51.881806,-1.302910 51.881490,-1.302879 51.881437,-1.303015 51.881313,-1.303002 51.881273,-1.302214 51.880853,-1.302180 51.880883,-1.302042 51.880840,-1.301531 51.880582,-1.301444 51.880514,-1.301273 51.880274,-1.301246 51.880217,-1.301264 51.880151,-1.301108 51.880112,-1.300913 51.879909,-1.300686 51.879858,-1.300537 51.879718,-1.300316 51.879636,-1.300380 51.879520,-1.300430 51.879506,-1.301069 51.879785,-1.301480 51.880146,-1.301668 51.880268,-1.302617 51.880513,-1.303592 51.880277,-1.303807 51.880270,-1.304472 51.879398,-1.304635 51.879016,-1.302290 51.878254,-1.301378 51.877779,-1.301012 51.877507,-1.300847 51.877261,-1.300766 51.876970,-1.300744 51.876470,-1.300615 51.875930,-1.300654 51.875449,-1.301137 51.875372,-1.301361 51.876274,-1.301341 51.876520,-1.301211 51.876971,-1.301218 51.877274,-1.301330 51.877430,-1.301469 51.877552,-1.301518 51.877647,-1.301805 51.877786,-1.301820 51.877758,-1.303593 51.877607,-1.304021 51.876779,-1.304070 51.876742,-1.304232 51.876757,-1.304231 51.877018,-1.306853 51.876918,-1.306857 51.876560,-1.307222 51.876558,-1.307338 51.876512,-1.307625 51.876782,-1.307707 51.876801,-1.307843 51.876928,-1.308091 51.877299,-1.308587 51.877372,-1.308656 51.877423,-1.308724 51.877544,-1.311018 51.877344,-1.311417 51.877722,-1.311577 51.877660,-1.311788 51.877928,-1.311903 51.877833,-1.312438 51.877793,-1.312505 51.877738,-1.312745 51.877718,-1.312838 51.877764,-1.313129 51.877740,-1.313631 51.879416,-1.313098 51.879435,-1.310178 51.879872,-1.310542 51.880991,-1.308488 51.881257,-1.308504 51.881585,-1.309251 51.881721,-1.309142 51.881942,-1.309434 51.882013,-1.309422 51.882033,-1.308481 51.881797,-1.308417 51.881976,-1.308378 51.882256,-1.308169 51.882284,-1.307863 51.882415,-1.307443 51.882045,-1.307301 51.882096,-1.307205 51.882182,-1.306623 51.882421,-1.306387 51.882480,-1.305965 51.882701,-1.305807 51.882703,-1.305576 51.882859,-1.303979 51.883555,-1.304140 51.883695,-1.303618 51.883936,-1.303434 51.884090,-1.303308 51.884154,-1.303713 51.884424,-1.303487 51.884564,-1.303401 51.884598,-1.303364 51.884573)))",TACKLEY,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d21,,,2020-11-29,"MULTIPOLYGON (((-1.576613 51.807086,-1.576846 51.806069,-1.577124 51.804621,-1.577161 51.804389,-1.577182 51.803763,-1.576325 51.803511,-1.576187 51.803523,-1.575847 51.803634,-1.575574 51.803767,-1.575476 51.803692,-1.575803 51.803346,-1.575649 51.803269,-1.575682 51.803157,-1.575852 51.802970,-1.576045 51.803035,-1.576155 51.802951,-1.576291 51.802908,-1.576234 51.802723,-1.575918 51.802757,-1.575443 51.802713,-1.574783 51.802461,-1.574347 51.802216,-1.574277 51.802083,-1.574267 51.801863,-1.574200 51.801773,-1.574063 51.801708,-1.573840 51.801671,-1.573887 51.801585,-1.574158 51.801328,-1.574279 51.801302,-1.574456 51.801326,-1.575205 51.800816,-1.575844 51.800500,-1.575849 51.800437,-1.575349 51.799599,-1.574038 51.797256,-1.573942 51.797223,-1.576437 51.796711,-1.576491 51.796882,-1.578590 51.796902,-1.578621 51.797605,-1.578702 51.797794,-1.583470 51.797575,-1.583646 51.797746,-1.583813 51.797742,-1.583811 51.797697,-1.584138 51.797690,-1.584149 51.797616,-1.584673 51.797394,-1.585017 51.797610,-1.586484 51.796852,-1.587787 51.796327,-1.589080 51.796081,-1.589725 51.796238,-1.589007 51.797271,-1.588321 51.797216,-1.588443 51.797627,-1.588309 51.797712,-1.588381 51.797918,-1.588506 51.798606,-1.588391 51.799497,-1.588344 51.799530,-1.587506 51.799732,-1.587489 51.800014,-1.587379 51.800333,-1.587243 51.800534,-1.586326 51.801403,-1.586086 51.802054,-1.585829 51.802126,-1.585469 51.802174,-1.584132 51.802180,-1.584415 51.802986,-1.584471 51.803286,-1.580274 51.803744,-1.580460 51.804257,-1.580467 51.804592,-1.580388 51.805022,-1.580079 51.805975,-1.579899 51.806203,-1.579659 51.806435,-1.579493 51.806728,-1.579110 51.806851,-1.576613 51.807086)))",ASTHALL,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d22,,,2020-11-29,"MULTIPOLYGON (((-1.390628 51.953426,-1.390543 51.953478,-1.390262 51.953554,-1.389924 51.953561,-1.389832 51.953537,-1.389861 51.953410,-1.390008 51.953348,-1.389945 51.953211,-1.389802 51.952579,-1.389724 51.952438,-1.389729 51.952302,-1.389805 51.952220,-1.389735 51.952184,-1.389793 51.952100,-1.389887 51.952047,-1.389885 51.951886,-1.389939 51.951661,-1.389796 51.951262,-1.389398 51.951199,-1.389464 51.951042,-1.388086 51.950779,-1.388074 51.950583,-1.387894 51.950301,-1.387901 51.950125,-1.388052 51.949746,-1.388516 51.949059,-1.388864 51.949148,-1.388976 51.949121,-1.389193 51.948744,-1.390115 51.948755,-1.391017 51.948704,-1.391081 51.949049,-1.391030 51.949478,-1.393390 51.949675,-1.393412 51.950004,-1.393357 51.950237,-1.393001 51.950970,-1.392829 51.951215,-1.392098 51.952042,-1.391874 51.952243,-1.391734 51.952296,-1.391059 51.952293,-1.390783 51.953427,-1.390628 51.953426)))",SANDFORD ST MARTIN & LEDWELL,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d23,,,2020-11-29,"MULTIPOLYGON (((-1.429794 51.856151,-1.430484 51.855396,-1.430348 51.855252,-1.430046 51.854712,-1.430053 51.854610,-1.430106 51.854576,-1.429956 51.854312,-1.430190 51.854239,-1.430296 51.854439,-1.430398 51.854551,-1.430542 51.854518,-1.430619 51.854380,-1.431603 51.853466,-1.429729 51.853111,-1.429548 51.853295,-1.429280 51.853446,-1.428923 51.853179,-1.428967 51.852936,-1.428589 51.852889,-1.428523 51.852711,-1.428174 51.852764,-1.428133 51.852565,-1.428003 51.852339,-1.426883 51.852438,-1.427007 51.852011,-1.426367 51.852246,-1.425990 51.851998,-1.426551 51.851817,-1.426904 51.851615,-1.424990 51.850385,-1.426584 51.849423,-1.427711 51.850004,-1.427855 51.849913,-1.428089 51.850018,-1.428139 51.849991,-1.428194 51.850023,-1.428318 51.849995,-1.428712 51.850162,-1.429599 51.849658,-1.429882 51.849705,-1.430062 51.849260,-1.430127 51.848814,-1.430383 51.848952,-1.430476 51.848886,-1.431088 51.849231,-1.431486 51.848960,-1.432332 51.849625,-1.432657 51.849425,-1.432725 51.849417,-1.434022 51.850136,-1.433931 51.850220,-1.434597 51.850637,-1.435639 51.850189,-1.435591 51.850574,-1.435343 51.851101,-1.434741 51.851593,-1.434659 51.851621,-1.434228 51.852016,-1.434411 51.852073,-1.434153 51.852510,-1.434640 51.852560,-1.434844 51.852245,-1.435075 51.852016,-1.435731 51.852326,-1.435405 51.852396,-1.435129 51.852513,-1.434529 51.852901,-1.434558 51.852971,-1.434854 51.853194,-1.435162 51.853550,-1.435607 51.853935,-1.435348 51.854160,-1.434496 51.853907,-1.434353 51.854021,-1.433965 51.854184,-1.433733 51.854523,-1.433407 51.854404,-1.432985 51.854331,-1.432829 51.854494,-1.432723 51.854454,-1.431948 51.855307,-1.431732 51.855232,-1.431536 51.855472,-1.431224 51.855378,-1.431153 51.855477,-1.430725 51.855359,-1.430582 51.855809,-1.430480 51.856328,-1.429794 51.856151)))",STONESFIELD,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d24,,,2020-11-29,"MULTIPOLYGON (((-1.400929 51.942359,-1.400529 51.943350,-1.400025 51.943273,-1.398624 51.943291,-1.396500 51.943265,-1.392787 51.943081,-1.392125 51.943020,-1.391100 51.941070,-1.389324 51.941385,-1.389257 51.941182,-1.389286 51.941066,-1.388951 51.940746,-1.388710 51.940635,-1.388433 51.940004,-1.388512 51.939896,-1.388495 51.939802,-1.388440 51.939736,-1.388485 51.939504,-1.388675 51.939102,-1.387682 51.938985,-1.387829 51.938408,-1.387933 51.938147,-1.388741 51.936808,-1.387962 51.936600,-1.388105 51.936353,-1.386511 51.935949,-1.387167 51.935027,-1.386362 51.934738,-1.386712 51.934342,-1.387159 51.934579,-1.387487 51.934283,-1.387909 51.934454,-1.388232 51.934234,-1.388836 51.934528,-1.388939 51.934467,-1.389378 51.934806,-1.390024 51.934444,-1.390318 51.934050,-1.390905 51.934592,-1.391283 51.934833,-1.391947 51.935057,-1.392292 51.935065,-1.392999 51.934111,-1.393079 51.934071,-1.394070 51.934978,-1.394291 51.935287,-1.394276 51.935304,-1.394532 51.935396,-1.395143 51.935734,-1.396925 51.935941,-1.397819 51.935975,-1.397928 51.935921,-1.398096 51.935943,-1.399371 51.936267,-1.400471 51.936619,-1.401095 51.936780,-1.401482 51.938867,-1.401522 51.939230,-1.401193 51.940762,-1.400775 51.941794,-1.400793 51.942091,-1.400929 51.942359)))",SANDFORD ST MARTIN & LEDWELL,local-authority-eng:WOX,
west_oxfordshire_district_council_conservation_areas_west_oxfordshire_district.fid--7fc8c980_1760b03a5b2_3d25,,,2020-11-29,"MULTIPOLYGON (((-1.399990 51.758228,-1.399987 51.758023,-1.400080 51.757828,-1.399958 51.757735,-1.399527 51.757837,-1.398114 51.757692,-1.398183 51.757555,-1.398237 51.757337,-1.398402 51.757094,-1.398314 51.757023,-1.397906 51.757014,-1.397998 51.756749,-1.398401 51.756704,-1.398051 51.756374,-1.397782 51.756491,-1.397081 51.756512,-1.397102 51.756429,-1.397055 51.755846,-1.396427 51.755821,-1.396424 51.755613,-1.396373 51.755579,-1.396379 51.755427,-1.396347 51.755426,-1.396349 51.755184,-1.396379 51.754863,-1.396417 51.754863,-1.396453 51.754389,-1.394550 51.754306,-1.394224 51.754936,-1.392788 51.754850,-1.392838 51.754619,-1.392031 51.754147,-1.391545 51.754579,-1.391247 51.754174,-1.391169 51.754156,-1.390945 51.753981,-1.390845 51.754023,-1.390464 51.753738,-1.391362 51.753337,-1.391386 51.753303,-1.391349 51.753260,-1.388569 51.753314,-1.388733 51.753054,-1.389066 51.752660,-1.389195 51.752233,-1.389457 51.751999,-1.390229 51.752110,-1.391607 51.752370,-1.391743 51.752117,-1.391457 51.752079,-1.391629 51.751761,-1.392206 51.751810,-1.392284 51.751441,-1.393187 51.751533,-1.393147 51.751897,-1.393052 51.752220,-1.393605 51.752229,-1.395873 51.752751,-1.397032 51.752706,-1.397746 51.752553,-1.398044 51.752422,-1.398285 51.751892,-1.398665 51.751384,-1.398888 51.750999,-1.398527 51.750825,-1.398494 51.750848,-1.398047 51.750605,-1.397742 51.750603,-1.397576 51.750546,-1.397448 51.750410,-1.397591 51.750390,-1.397488 51.749844,-1.396765 51.749944,-1.396122 51.748829,-1.395858 51.748101,-1.395898 51.747692,-1.396012 51.747291,-1.396117 51.747105,-1.396244 51.747045,-1.396223 51.747000,-1.395985 51.746978,-1.395712 51.746643,-1.394130 51.746763,-1.394045 51.746552,-1.393855 51.746576,-1.393540 51.745698,-1.394466 51.745637,-1.394848 51.745561,-1.395259 51.745411,-1.395693 51.745339,-1.395905 51.745344,-1.396194 51.745409,-1.396448 51.745406,-1.396498 51.745427,-1.396686 51.745736,-1.397090 51.745699,-1.397192 51.745736,-1.397213 51.746082,-1.397852 51.746093,-1.398147 51.746199,-1.398362 51.746197,-1.398362 51.746218,-1.398972 51.746157,-1.399517 51.746142,-1.399614 51.746378,-1.400037 51.746285,-1.401210 51.747517,-1.403522 51.746519,-1.403202 51.746044,-1.404555 51.746195,-1.403940 51.746715,-1.403897 51.746845,-1.403955 51.746973,-1.404084 51.747069,-1.404962 51.747412,-1.405429 51.747409,-1.405437 51.747532,-1.405607 51.747911,-1.406656 51.747665,-1.406684 51.747988,-1.406467 51.748046,-1.406702 51.748518,-1.406817 51.748490,-1.406984 51.748732,-1.407264 51.748678,-1.407494 51.748971,-1.408135 51.748791,-1.408430 51.748561,-1.409962 51.748788,-1.410187 51.748257,-1.410887 51.748324,-1.411304 51.748819,-1.411215 51.748915,-1.410238 51.749646,-1.409607 51.750303,-1.408644 51.751752,-1.407600 51.753489,-1.407323 51.753802,-1.406889 51.754121,-1.405895 51.754550,-1.402960 51.754860,-1.402620 51.754925,-1.401544 51.755228,-1.401314 51.755417,-1.401635 51.755560,-1.401116 51.756001,-1.401201 51.756032,-1.401651 51.756496,-1.402058 51.757168,-1.402159 51.757382,-1.402088 51.757718,-1.401169 51.757806,-1.400726 51.757915,-1.401086 51.758208,-1.400636 51.758384,-1.400234 51.758457,-1.399920 51.758270,-1.399990 51.758228)))",STANTON HARCOURT & SUTTON,local-authority-eng:WOX,
