conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
conservation_areas.1,,,2020-12-15,"MULTIPOLYGON (((-5.011739 50.350346,-5.011996 50.350445,-5.012209 50.350417,-5.012680 50.350862,-5.011941 50.351041,-5.012021 50.351150,-5.011726 50.351183,-5.011166 50.351307,-5.011401 50.351604,-5.011269 50.351685,-5.011136 50.351607,-5.010608 50.351710,-5.010384 50.351836,-5.009992 50.352193,-5.010376 50.352452,-5.010158 50.352523,-5.009963 50.352754,-5.009465 50.352994,-5.009390 50.353076,-5.008176 50.353450,-5.008141 50.353126,-5.008055 50.352988,-5.007663 50.353093,-5.007235 50.353094,-5.007168 50.352891,-5.006961 50.352917,-5.006825 50.352735,-5.006575 50.352569,-5.006577 50.352492,-5.007191 50.352328,-5.007105 50.352236,-5.007270 50.352168,-5.007204 50.352067,-5.007632 50.351934,-5.007492 50.351792,-5.008135 50.351459,-5.008361 50.351618,-5.008637 50.351562,-5.008954 50.351439,-5.008629 50.351113,-5.009042 50.350965,-5.009106 50.350972,-5.009370 50.351237,-5.009679 50.351137,-5.009716 50.351193,-5.010157 50.351057,-5.010184 50.351108,-5.011008 50.350924,-5.011527 50.350860,-5.011498 50.350823,-5.011962 50.350710,-5.011739 50.350346)))",MITCHELL,local-authority-eng:CON,
conservation_areas.2,,,2020-12-15,"MULTIPOLYGON (((-5.219060 50.291902,-5.219488 50.291783,-5.219717 50.292055,-5.219739 50.292125,-5.219721 50.292245,-5.219646 50.292323,-5.219640 50.292514,-5.219586 50.292522,-5.219517 50.292620,-5.219345 50.292614,-5.219284 50.292562,-5.219268 50.292501,-5.219104 50.292426,-5.219065 50.292452,-5.218805 50.292750,-5.218861 50.292949,-5.218941 50.293079,-5.219313 50.293130,-5.219440 50.293224,-5.219413 50.293330,-5.219912 50.293474,-5.219846 50.293508,-5.219424 50.293374,-5.219126 50.293379,-5.218026 50.293230,-5.217614 50.293243,-5.217452 50.293276,-5.217465 50.293511,-5.217582 50.293515,-5.217542 50.293728,-5.216524 50.293755,-5.216450 50.293752,-5.216288 50.293676,-5.215803 50.294138,-5.215734 50.294236,-5.216363 50.294208,-5.216537 50.294617,-5.216129 50.294810,-5.216110 50.294788,-5.215996 50.294827,-5.215977 50.294804,-5.215553 50.294917,-5.215299 50.295052,-5.214556 50.294979,-5.214569 50.294594,-5.214544 50.294592,-5.214543 50.294503,-5.214772 50.294497,-5.214775 50.294542,-5.214869 50.294540,-5.214890 50.294279,-5.215033 50.294097,-5.215018 50.293748,-5.215129 50.293492,-5.215892 50.293450,-5.215864 50.293279,-5.215877 50.293024,-5.216321 50.292977,-5.216988 50.292814,-5.217609 50.292720,-5.217638 50.292591,-5.217588 50.292511,-5.218284 50.292754,-5.218654 50.292772,-5.218809 50.292646,-5.218956 50.292470,-5.219278 50.292228,-5.219243 50.292185,-5.219267 50.292164,-5.219060 50.291902)))",MINGOOSE,local-authority-eng:CON,
conservation_areas.3,,,2020-12-15,"MULTIPOLYGON (((-5.060597 50.268271,-5.060436 50.268796,-5.060395 50.268812,-5.059592 50.268612,-5.059505 50.268764,-5.058830 50.268643,-5.058654 50.268476,-5.058398 50.268425,-5.057684 50.268434,-5.057927 50.268297,-5.057651 50.268095,-5.057562 50.268140,-5.056968 50.267569,-5.057275 50.267355,-5.056940 50.267141,-5.056671 50.267242,-5.056284 50.266953,-5.056732 50.266693,-5.056234 50.266403,-5.056766 50.266185,-5.056841 50.266249,-5.056843 50.266420,-5.056992 50.266465,-5.057112 50.266422,-5.057138 50.266538,-5.057447 50.266558,-5.057525 50.266022,-5.058057 50.266151,-5.058766 50.266415,-5.059341 50.266578,-5.059450 50.266650,-5.059460 50.267031,-5.058902 50.267050,-5.058931 50.267699,-5.059419 50.267610,-5.059513 50.267634,-5.059180 50.267816,-5.059445 50.267905,-5.059669 50.267678,-5.060127 50.267813,-5.059930 50.268111,-5.060597 50.268271)))","KENWYN ROAD, TRURO",local-authority-eng:CON,
conservation_areas.4,,,2020-12-15,"MULTIPOLYGON (((-5.383292 50.221247,-5.383357 50.221317,-5.383948 50.221428,-5.384511 50.221444,-5.384774 50.221332,-5.384832 50.221217,-5.384832 50.221131,-5.385127 50.221109,-5.385206 50.221060,-5.385349 50.220745,-5.385441 50.220749,-5.385471 50.220515,-5.386284 50.220540,-5.386444 50.220590,-5.386305 50.220678,-5.386002 50.220976,-5.386071 50.221019,-5.386254 50.221263,-5.386265 50.221297,-5.386205 50.221370,-5.386240 50.221514,-5.386403 50.221903,-5.386642 50.222303,-5.386650 50.222379,-5.386571 50.222457,-5.386217 50.222582,-5.386255 50.222637,-5.386256 50.222742,-5.386206 50.222759,-5.386224 50.222815,-5.386157 50.222825,-5.386212 50.223001,-5.386348 50.223005,-5.386337 50.223213,-5.385957 50.223162,-5.385356 50.223290,-5.384836 50.223315,-5.384905 50.223114,-5.385036 50.222936,-5.384929 50.222905,-5.385140 50.222613,-5.385034 50.222534,-5.384840 50.222502,-5.384739 50.222449,-5.384766 50.222279,-5.384697 50.222211,-5.384683 50.222138,-5.384483 50.222187,-5.383999 50.222194,-5.383898 50.222224,-5.383287 50.222187,-5.382805 50.222249,-5.382205 50.222431,-5.381607 50.221594,-5.381467 50.221456,-5.381519 50.221420,-5.381802 50.221405,-5.381990 50.221360,-5.382132 50.221471,-5.382207 50.221482,-5.383292 50.221247)))",GWITHIAN,local-authority-eng:CON,
conservation_areas.5,,,2020-12-15,"MULTIPOLYGON (((-5.413485 50.193430,-5.412925 50.193610,-5.412284 50.193764,-5.404493 50.194703,-5.404403 50.194510,-5.403667 50.194219,-5.403408 50.194276,-5.403053 50.194444,-5.402784 50.194190,-5.402568 50.194220,-5.402377 50.194193,-5.401821 50.193655,-5.401651 50.193553,-5.401556 50.193454,-5.401576 50.193360,-5.401052 50.192925,-5.401424 50.192776,-5.401774 50.192543,-5.403409 50.192111,-5.403693 50.192413,-5.403837 50.192506,-5.403868 50.192541,-5.403830 50.192555,-5.403867 50.192594,-5.403205 50.192852,-5.403655 50.193084,-5.404548 50.192920,-5.404801 50.192806,-5.405067 50.192732,-5.405577 50.192481,-5.405530 50.192440,-5.405585 50.192403,-5.405536 50.192342,-5.405315 50.192221,-5.405351 50.192182,-5.405278 50.192187,-5.405384 50.191927,-5.405345 50.191945,-5.405252 50.191875,-5.405479 50.191739,-5.405611 50.191588,-5.405980 50.191732,-5.406374 50.191541,-5.406508 50.191574,-5.406929 50.191128,-5.406220 50.190810,-5.406590 50.190428,-5.406383 50.190291,-5.406611 50.190196,-5.406879 50.189945,-5.406927 50.189931,-5.407034 50.190089,-5.407486 50.189880,-5.407449 50.189840,-5.407647 50.189759,-5.407668 50.189778,-5.407895 50.189646,-5.407338 50.189345,-5.407256 50.189205,-5.407137 50.189098,-5.408787 50.188539,-5.410206 50.188193,-5.410068 50.188108,-5.410305 50.188050,-5.410507 50.188049,-5.411267 50.187843,-5.412190 50.187880,-5.412271 50.187930,-5.412438 50.187896,-5.412604 50.187776,-5.412629 50.187674,-5.412158 50.187629,-5.412255 50.187284,-5.412515 50.187348,-5.412640 50.187323,-5.412507 50.187092,-5.412965 50.186899,-5.412752 50.186676,-5.412791 50.186658,-5.412782 50.186518,-5.413015 50.186512,-5.413182 50.186547,-5.414434 50.186533,-5.414437 50.186798,-5.414516 50.186911,-5.414519 50.186982,-5.414620 50.187075,-5.415578 50.187544,-5.414454 50.187779,-5.414521 50.187916,-5.415149 50.188401,-5.415962 50.187916,-5.416068 50.187936,-5.416405 50.188157,-5.416567 50.188307,-5.416597 50.188372,-5.416879 50.188576,-5.417226 50.188433,-5.417710 50.188344,-5.418956 50.187912,-5.420196 50.187736,-5.419993 50.187385,-5.421149 50.187077,-5.420846 50.186928,-5.420433 50.186599,-5.420228 50.186296,-5.420145 50.185976,-5.419773 50.185920,-5.419751 50.186128,-5.419650 50.186447,-5.419528 50.186588,-5.419115 50.186410,-5.418731 50.186174,-5.418617 50.186233,-5.418558 50.186230,-5.418037 50.186010,-5.417992 50.185949,-5.417975 50.185847,-5.418383 50.185461,-5.418592 50.185196,-5.418546 50.185179,-5.418058 50.185038,-5.418037 50.185243,-5.417992 50.185310,-5.417333 50.185636,-5.417104 50.185518,-5.417060 50.185554,-5.416814 50.185427,-5.416994 50.185099,-5.416936 50.185079,-5.417314 50.184497,-5.417249 50.184445,-5.417395 50.184222,-5.417328 50.184183,-5.417323 50.184143,-5.417517 50.183102,-5.415462 50.183318,-5.414859 50.182693,-5.414687 50.182712,-5.414645 50.182565,-5.413266 50.182678,-5.413015 50.182389,-5.414556 50.182244,-5.415071 50.182708,-5.415280 50.182661,-5.415334 50.182700,-5.416261 50.182504,-5.416289 50.182570,-5.416891 50.182428,-5.416870 50.182389,-5.417358 50.182288,-5.417376 50.182323,-5.417424 50.182310,-5.417626 50.182688,-5.417740 50.182653,-5.417794 50.182731,-5.418546 50.182727,-5.418456 50.181978,-5.418986 50.181856,-5.419316 50.182387,-5.419400 50.182622,-5.420076 50.182468,-5.420132 50.182409,-5.419981 50.182086,-5.420986 50.181908,-5.420567 50.181111,-5.420424 50.180759,-5.420233 50.180509,-5.420112 50.180273,-5.420560 50.180170,-5.420629 50.180268,-5.420789 50.180197,-5.420856 50.180089,-5.421135 50.180005,-5.421200 50.180101,-5.421594 50.179921,-5.421994 50.180336,-5.422470 50.180645,-5.422505 50.180591,-5.423052 50.180650,-5.423111 50.180330,-5.423105 50.180141,-5.422677 50.179456,-5.422737 50.179403,-5.423206 50.179456,-5.423833 50.178948,-5.423815 50.178938,-5.423983 50.178762,-5.424056 50.178729,-5.424135 50.178639,-5.424209 50.178658,-5.424462 50.178323,-5.424334 50.178304,-5.424610 50.177711,-5.424939 50.177189,-5.425055 50.177203,-5.425154 50.177077,-5.425192 50.177006,-5.425169 50.176987,-5.425389 50.176517,-5.425551 50.176418,-5.425568 50.176302,-5.425203 50.176118,-5.425329 50.175662,-5.426165 50.175717,-5.426066 50.176306,-5.426151 50.176387,-5.426540 50.176436,-5.426704 50.176511,-5.426707 50.176558,-5.426761 50.176563,-5.426754 50.176594,-5.426819 50.176604,-5.426787 50.176658,-5.426197 50.176595,-5.426011 50.176940,-5.425210 50.178135,-5.425807 50.178248,-5.425801 50.178272,-5.426857 50.178344,-5.427048 50.178378,-5.427037 50.178407,-5.427631 50.178526,-5.427729 50.178565,-5.427654 50.178691,-5.427819 50.178822,-5.427228 50.179110,-5.426637 50.179563,-5.426874 50.179980,-5.427500 50.180781,-5.425661 50.181229,-5.425184 50.181412,-5.425213 50.181440,-5.426895 50.181841,-5.428796 50.182199,-5.429376 50.182372,-5.430020 50.182225,-5.431011 50.182485,-5.431836 50.182779,-5.432925 50.183111,-5.433068 50.183169,-5.433141 50.183248,-5.433153 50.183385,-5.433065 50.183601,-5.432796 50.183985,-5.432464 50.184301,-5.431333 50.184881,-5.429870 50.185560,-5.429589 50.185755,-5.429014 50.186236,-5.428936 50.186375,-5.428907 50.186559,-5.428932 50.187505,-5.429073 50.188458,-5.429233 50.188693,-5.429486 50.188906,-5.430447 50.189356,-5.431218 50.189604,-5.432343 50.189884,-5.433152 50.190044,-5.433315 50.190128,-5.433473 50.190307,-5.433495 50.190296,-5.433714 50.190467,-5.433678 50.190516,-5.433776 50.190599,-5.433776 50.190634,-5.429787 50.190421,-5.429717 50.190585,-5.429695 50.190767,-5.429549 50.190937,-5.429396 50.191027,-5.429012 50.191115,-5.428902 50.191181,-5.428954 50.191242,-5.428606 50.191349,-5.428504 50.191213,-5.428524 50.191118,-5.428595 50.191083,-5.428518 50.190941,-5.428234 50.190808,-5.428109 50.190792,-5.428029 50.190730,-5.426990 50.190343,-5.425875 50.190020,-5.425827 50.190075,-5.425695 50.190066,-5.425064 50.189873,-5.424832 50.189835,-5.424658 50.189842,-5.424673 50.189923,-5.424557 50.190086,-5.424128 50.190264,-5.423883 50.190327,-5.423736 50.190332,-5.423600 50.190270,-5.423516 50.190011,-5.422638 50.190139,-5.421684 50.190478,-5.420627 50.191018,-5.420402 50.191165,-5.420355 50.191135,-5.420028 50.191357,-5.419519 50.191043,-5.418739 50.191623,-5.418697 50.191579,-5.418247 50.191699,-5.417795 50.191758,-5.417406 50.191865,-5.417942 50.192413,-5.417485 50.192588,-5.417433 50.192643,-5.416343 50.193057,-5.416141 50.192816,-5.415943 50.192451,-5.415764 50.192484,-5.415773 50.192426,-5.415716 50.192425,-5.414141 50.193165,-5.413485 50.193430)))",HAYLE,local-authority-eng:CON,
conservation_areas.6,,,2020-12-15,"MULTIPOLYGON (((-5.410619 50.137681,-5.410243 50.138020,-5.410182 50.137993,-5.410045 50.138093,-5.409700 50.137844,-5.409158 50.137806,-5.408788 50.137818,-5.408595 50.137657,-5.408275 50.137769,-5.407899 50.137963,-5.407842 50.137912,-5.407667 50.138000,-5.407144 50.138173,-5.407130 50.138125,-5.406937 50.138014,-5.406809 50.138000,-5.406650 50.138036,-5.406514 50.138145,-5.406220 50.138253,-5.406089 50.138112,-5.405415 50.138202,-5.405189 50.138009,-5.405237 50.137932,-5.405374 50.137869,-5.405327 50.137764,-5.404830 50.137796,-5.404760 50.137590,-5.405147 50.137470,-5.404960 50.137233,-5.405996 50.137170,-5.406094 50.137072,-5.406170 50.136904,-5.406547 50.137128,-5.406778 50.137156,-5.406857 50.137218,-5.406876 50.137070,-5.406849 50.136988,-5.407075 50.136819,-5.407108 50.136839,-5.407885 50.136517,-5.407855 50.136493,-5.408051 50.136350,-5.408525 50.136227,-5.408662 50.136371,-5.408928 50.136359,-5.409087 50.136291,-5.409261 50.136457,-5.409343 50.136424,-5.409402 50.136463,-5.409197 50.136593,-5.409329 50.136709,-5.408965 50.136961,-5.409011 50.136995,-5.408965 50.137023,-5.409128 50.137201,-5.409155 50.137297,-5.409241 50.137275,-5.409612 50.137696,-5.409879 50.137734,-5.410409 50.137501,-5.410619 50.137681)))",RELUBBUS,local-authority-eng:CON,
conservation_areas.7,,,2020-12-15,"MULTIPOLYGON (((-5.429783 50.130752,-5.429774 50.130771,-5.429599 50.130731,-5.429552 50.130793,-5.429620 50.130815,-5.429574 50.130867,-5.429630 50.130885,-5.429518 50.131013,-5.429337 50.131002,-5.429335 50.131056,-5.429157 50.131368,-5.429028 50.131366,-5.428461 50.131190,-5.428344 50.131226,-5.428346 50.131284,-5.427977 50.131665,-5.427856 50.131635,-5.427966 50.131462,-5.427788 50.131413,-5.427139 50.131459,-5.427184 50.130975,-5.426467 50.130874,-5.426078 50.130839,-5.426070 50.130871,-5.425394 50.130780,-5.425079 50.130782,-5.424925 50.130745,-5.424030 50.130756,-5.423648 50.130820,-5.423616 50.130741,-5.423559 50.130716,-5.423824 50.130571,-5.423878 50.130700,-5.425045 50.130675,-5.425034 50.130507,-5.425314 50.130692,-5.426854 50.130863,-5.426826 50.130460,-5.427746 50.130226,-5.427674 50.129836,-5.427771 50.129788,-5.427730 50.129514,-5.427621 50.129015,-5.427409 50.128331,-5.427095 50.128275,-5.427339 50.128142,-5.427134 50.127959,-5.427251 50.127882,-5.427460 50.128093,-5.427704 50.127978,-5.427712 50.128097,-5.427683 50.128168,-5.427503 50.128308,-5.427696 50.128883,-5.427736 50.128926,-5.427809 50.128911,-5.427833 50.129040,-5.427769 50.129147,-5.427887 50.129565,-5.427907 50.129744,-5.428433 50.129663,-5.428941 50.129522,-5.429361 50.130171,-5.429601 50.130368,-5.429617 50.130425,-5.429462 50.130548,-5.429608 50.130611,-5.429783 50.130752)))",ST HILARY CHURCHTOWN,local-authority-eng:CON,
conservation_areas.8,,,2020-12-15,"MULTIPOLYGON (((-5.446923 50.114938,-5.446557 50.114955,-5.446562 50.115086,-5.446298 50.115094,-5.446300 50.115272,-5.446040 50.115264,-5.446032 50.115316,-5.445737 50.115344,-5.445816 50.115566,-5.445796 50.115613,-5.445488 50.115867,-5.445332 50.115764,-5.445008 50.115674,-5.444541 50.115692,-5.444355 50.115755,-5.443744 50.115648,-5.443796 50.115448,-5.443471 50.115243,-5.443594 50.115041,-5.443764 50.115065,-5.443901 50.114978,-5.443938 50.114868,-5.443905 50.114865,-5.443935 50.114695,-5.443908 50.114551,-5.443815 50.114507,-5.443441 50.114520,-5.443447 50.114447,-5.443409 50.114412,-5.443125 50.114394,-5.443595 50.114222,-5.443539 50.113928,-5.443881 50.114025,-5.443985 50.113903,-5.444157 50.113893,-5.444463 50.113810,-5.444513 50.113954,-5.444772 50.113993,-5.445083 50.113950,-5.445119 50.113999,-5.445350 50.114078,-5.445462 50.114158,-5.445549 50.114100,-5.445895 50.114406,-5.445845 50.114468,-5.446042 50.114613,-5.446644 50.114370,-5.446669 50.114411,-5.446735 50.114413,-5.446792 50.114503,-5.446690 50.114591,-5.446923 50.114938)))",PERRANUTHNOE,local-authority-eng:CON,
conservation_areas.9,,,2020-12-15,"MULTIPOLYGON (((-5.479572 50.115886,-5.479611 50.115945,-5.479565 50.115990,-5.479689 50.116002,-5.479751 50.116046,-5.479762 50.116093,-5.479865 50.116136,-5.479860 50.116227,-5.480020 50.116306,-5.479980 50.116386,-5.480109 50.116514,-5.480078 50.116609,-5.479940 50.116662,-5.480022 50.116742,-5.479859 50.116782,-5.479936 50.116842,-5.479927 50.116871,-5.480002 50.116862,-5.480086 50.116902,-5.480046 50.117063,-5.479923 50.117192,-5.479799 50.117245,-5.479857 50.117278,-5.479711 50.117366,-5.479697 50.117415,-5.479746 50.117478,-5.479636 50.117512,-5.479654 50.117589,-5.479406 50.117681,-5.479215 50.117866,-5.478828 50.118522,-5.478568 50.119103,-5.478368 50.119469,-5.478288 50.119698,-5.477246 50.119594,-5.476994 50.119471,-5.476848 50.119367,-5.476853 50.119024,-5.476581 50.118796,-5.476382 50.118722,-5.476259 50.118632,-5.476034 50.118397,-5.475672 50.118166,-5.475562 50.118034,-5.475440 50.117591,-5.475428 50.117292,-5.475499 50.117088,-5.475786 50.116626,-5.475965 50.116557,-5.475965 50.116471,-5.476043 50.116388,-5.476164 50.116383,-5.476150 50.116349,-5.476193 50.116268,-5.476540 50.116071,-5.476970 50.115920,-5.477561 50.115831,-5.477664 50.115782,-5.477709 50.115698,-5.477858 50.115670,-5.477926 50.115603,-5.478065 50.115623,-5.478094 50.115605,-5.478071 50.115556,-5.478090 50.115503,-5.478284 50.115453,-5.478344 50.115510,-5.478228 50.115550,-5.478132 50.115637,-5.478071 50.115760,-5.478193 50.115774,-5.478236 50.115740,-5.478323 50.115748,-5.478403 50.115712,-5.478616 50.115720,-5.478733 50.115691,-5.478789 50.115573,-5.478599 50.115539,-5.478559 50.115495,-5.478978 50.115469,-5.479127 50.115512,-5.479117 50.115562,-5.479188 50.115677,-5.479193 50.115818,-5.479055 50.115848,-5.479457 50.115819,-5.479572 50.115886)))",ST MICHAEL'S MOUNT,local-authority-eng:CON,
conservation_areas.10,,,2020-12-15,"MULTIPOLYGON (((-4.457405 50.613138,-4.456754 50.613184,-4.456393 50.612486,-4.456184 50.611770,-4.456145 50.611711,-4.456061 50.611688,-4.456023 50.611476,-4.456308 50.611410,-4.456881 50.611416,-4.456854 50.611363,-4.457147 50.611334,-4.457149 50.611279,-4.457248 50.611277,-4.457211 50.611166,-4.457437 50.611113,-4.457601 50.611390,-4.457588 50.611505,-4.457909 50.611505,-4.457904 50.611481,-4.458157 50.611462,-4.458144 50.611418,-4.458551 50.611409,-4.458582 50.611585,-4.458551 50.611685,-4.459022 50.611724,-4.458935 50.611853,-4.459029 50.612336,-4.458284 50.612356,-4.458292 50.612454,-4.458344 50.612456,-4.458373 50.612587,-4.458283 50.612593,-4.458299 50.612680,-4.458437 50.612797,-4.458094 50.612842,-4.457785 50.613049,-4.457405 50.613138)))",POLYPHANT,local-authority-eng:CON,
