conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
conservation_areas.1,,,2020-09-06,"MULTIPOLYGON (((-2.159770 53.413875, -2.159319 53.414076, -2.159469 53.414403, -2.159616 53.415456, -2.161530 53.415366, -2.162032 53.415052, -2.161820 53.414958, -2.162351 53.414257, -2.161804 53.414137, -2.162035 53.413870, -2.162741 53.413457, -2.161748 53.413050, -2.160954 53.413434, -2.160791 53.413437, -2.159823 53.413897, -2.159770 53.413875)))",Dodge Hill,local-authority-eng:SKP,
conservation_areas.2,,,2020-09-06,"MULTIPOLYGON (((-2.078684 53.417711, -2.078278 53.417649, -2.078180 53.417591, -2.078361 53.417456, -2.078454 53.417437, -2.078536 53.417461, -2.078766 53.417638, -2.079607 53.417671, -2.079606 53.417718, -2.079487 53.417818, -2.079186 53.418290, -2.078908 53.418290, -2.078913 53.418051, -2.078634 53.418050, -2.078508 53.417799, -2.078684 53.417711)))","Barlow Fold, Romiley",local-authority-eng:SKP,
conservation_areas.3,,,2020-09-06,"MULTIPOLYGON (((-2.085332 53.422091, -2.085706 53.421908, -2.085107 53.421597, -2.085108 53.421555, -2.085251 53.421449, -2.084804 53.421241, -2.084639 53.421287, -2.084669 53.421322, -2.084578 53.421383, -2.084460 53.421338, -2.084390 53.421358, -2.084358 53.421375, -2.084412 53.421406, -2.084324 53.421456, -2.084288 53.421434, -2.084167 53.421508, -2.084105 53.421417, -2.083900 53.421474, -2.084008 53.421630, -2.083790 53.421691, -2.083675 53.421540, -2.083237 53.421654, -2.083025 53.421326, -2.082477 53.421449, -2.082327 53.421226, -2.081717 53.421364, -2.082183 53.421900, -2.082227 53.422065, -2.082764 53.421917, -2.083041 53.422342, -2.083071 53.422533, -2.083233 53.422533, -2.083215 53.422586, -2.083298 53.422665, -2.083251 53.422679, -2.083573 53.423048, -2.084443 53.423039, -2.083954 53.422504, -2.084206 53.422418, -2.084094 53.422336, -2.084495 53.422125, -2.084529 53.422145, -2.084866 53.421955, -2.085278 53.422137, -2.085332 53.422091)))","Greave Fold, Romiley",local-authority-eng:SKP,
conservation_areas.4,,,2020-09-06,"MULTIPOLYGON (((-2.154297 53.404055, -2.155402 53.403794, -2.155629 53.404174, -2.155512 53.404230, -2.155573 53.404297, -2.156495 53.403945, -2.156193 53.403685, -2.156627 53.403603, -2.156411 53.403215, -2.155503 53.403403, -2.155360 53.403175, -2.154007 53.403464, -2.153952 53.403373, -2.153838 53.403372, -2.153839 53.403301, -2.153752 53.403185, -2.153795 53.403045, -2.153262 53.402744, -2.152523 53.403023, -2.152868 53.403317, -2.152586 53.403440, -2.152411 53.403699, -2.152299 53.403806, -2.152546 53.404187, -2.150872 53.404573, -2.150883 53.404693, -2.151287 53.404922, -2.151726 53.405296, -2.151749 53.405288, -2.151879 53.405489, -2.152024 53.405943, -2.152276 53.406242, -2.152594 53.406492, -2.153564 53.407055, -2.153713 53.407191, -2.154080 53.408003, -2.154457 53.408417, -2.154805 53.408864, -2.154928 53.409208, -2.154092 53.409361, -2.154840 53.410282, -2.155928 53.410795, -2.155897 53.410819, -2.156145 53.410947, -2.156586 53.410658, -2.156406 53.410559, -2.156454 53.410519, -2.156181 53.410358, -2.156479 53.410317, -2.156022 53.409842, -2.156285 53.409758, -2.156425 53.409766, -2.156606 53.409675, -2.156535 53.409617, -2.156600 53.409589, -2.156530 53.409530, -2.156770 53.409430, -2.156743 53.409364, -2.156530 53.409276, -2.156243 53.409053, -2.156461 53.408991, -2.156980 53.408757, -2.156015 53.408025, -2.155838 53.407809, -2.155688 53.407818, -2.155572 53.407748, -2.155729 53.407641, -2.155660 53.407505, -2.155550 53.407421, -2.155502 53.407437, -2.155476 53.407374, -2.155548 53.407358, -2.155480 53.407239, -2.155491 53.407149, -2.155123 53.406519, -2.154997 53.406545, -2.154856 53.406320, -2.155017 53.406243, -2.154894 53.406015, -2.155046 53.406000, -2.155011 53.405922, -2.154861 53.405757, -2.154751 53.405704, -2.154655 53.405564, -2.154917 53.405497, -2.154759 53.405316, -2.154651 53.405078, -2.154429 53.405116, -2.154323 53.404907, -2.153992 53.404973, -2.153890 53.404717, -2.153654 53.404290, -2.154297 53.404055)))",Hillgate,local-authority-eng:SKP,
conservation_areas.5,,,2020-09-06,"MULTIPOLYGON (((-2.021912 53.373326, -2.022098 53.373099, -2.022191 53.373097, -2.022292 53.373148, -2.022350 53.373220, -2.022561 53.373566, -2.022631 53.373535, -2.024120 53.372507, -2.024512 53.372130, -2.025923 53.372740, -2.025774 53.372850, -2.025635 53.373242, -2.025670 53.373298, -2.026087 53.373288, -2.026883 53.373368, -2.028739 53.373633, -2.029137 53.373770, -2.030150 53.374298, -2.030668 53.374723, -2.031049 53.374946, -2.031234 53.374992, -2.031724 53.375012, -2.032559 53.375142, -2.033268 53.375099, -2.033556 53.375023, -2.033794 53.375197, -2.033877 53.375322, -2.033906 53.375434, -2.033846 53.375584, -2.033852 53.375687, -2.033589 53.375796, -2.033272 53.375821, -2.033138 53.375739, -2.032389 53.375799, -2.031787 53.375988, -2.031594 53.376093, -2.031430 53.376126, -2.031224 53.376053, -2.030933 53.376146, -2.030898 53.376131, -2.031129 53.375913, -2.031660 53.375623, -2.031472 53.375556, -2.031214 53.375575, -2.030846 53.375531, -2.030506 53.375703, -2.030151 53.375711, -2.029948 53.375810, -2.029633 53.375895, -2.029485 53.375983, -2.029482 53.376103, -2.029359 53.376316, -2.029397 53.376476, -2.029371 53.376722, -2.029403 53.376867, -2.029379 53.376918, -2.029064 53.377079, -2.028868 53.377246, -2.028261 53.377432, -2.028604 53.377731, -2.028551 53.377837, -2.028129 53.377725, -2.028029 53.377758, -2.027802 53.377557, -2.027049 53.377920, -2.026793 53.378102, -2.026210 53.377848, -2.025577 53.378454, -2.025146 53.378271, -2.024876 53.378110, -2.024822 53.378116, -2.024702 53.377845, -2.024686 53.377699, -2.024396 53.377161, -2.024296 53.376741, -2.023938 53.376465, -2.023549 53.376319, -2.022876 53.376235, -2.022073 53.375991, -2.021938 53.376124, -2.020622 53.376197, -2.020485 53.376057, -2.019562 53.375978, -2.018875 53.375966, -2.018489 53.376102, -2.017507 53.376366, -2.017537 53.376620, -2.017157 53.376799, -2.015137 53.377031, -2.014972 53.376957, -2.015157 53.376696, -2.015247 53.376479, -2.015267 53.376304, -2.015207 53.376109, -2.015517 53.375790, -2.015808 53.375663, -2.016020 53.375813, -2.016299 53.375917, -2.017463 53.375695, -2.017808 53.375565, -2.018422 53.375398, -2.018098 53.374826, -2.019261 53.374306, -2.019896 53.373911, -2.021058 53.373698, -2.021573 53.373510, -2.021912 53.373326)))",Brook Bottom - Joint designation with High Peak Bo,local-authority-eng:SKP,
conservation_areas.6,,,2020-09-06,"MULTIPOLYGON (((-2.155169 53.410440, -2.155928 53.410795, -2.155897 53.410819, -2.156145 53.410947, -2.156586 53.410658, -2.156406 53.410559, -2.156454 53.410519, -2.156181 53.410358, -2.156479 53.410317, -2.156659 53.410444, -2.156907 53.410538, -2.157768 53.410673, -2.158343 53.410678, -2.159121 53.410483, -2.159157 53.410557, -2.159036 53.410585, -2.159337 53.410695, -2.158737 53.411000, -2.158942 53.411091, -2.158734 53.411205, -2.158693 53.411263, -2.158915 53.411322, -2.158521 53.411728, -2.158521 53.411762, -2.158598 53.411794, -2.158532 53.411908, -2.158316 53.412000, -2.158184 53.412096, -2.158455 53.412236, -2.157993 53.412434, -2.156668 53.412669, -2.156420 53.412081, -2.155548 53.411767, -2.155232 53.411804, -2.155385 53.412145, -2.155376 53.412176, -2.154920 53.412238, -2.154858 53.412052, -2.154850 53.411845, -2.154785 53.411743, -2.153966 53.411244, -2.154368 53.411119, -2.153531 53.410672, -2.153333 53.410346, -2.152631 53.410184, -2.151621 53.410091, -2.151603 53.410029, -2.151678 53.409738, -2.151787 53.409482, -2.151504 53.409434, -2.151422 53.409388, -2.151735 53.409185, -2.151185 53.408898, -2.151692 53.408512, -2.152015 53.408684, -2.151864 53.408805, -2.152421 53.409097, -2.152552 53.409129, -2.152673 53.409107, -2.152923 53.409176, -2.153413 53.409058, -2.153444 53.409116, -2.153488 53.409108, -2.153718 53.409425, -2.154092 53.409361, -2.154840 53.410282, -2.155169 53.410440)))",Market and Underbanks,local-authority-eng:SKP,
conservation_areas.7,,,2020-09-06,"MULTIPOLYGON (((-2.159348 53.405083, -2.159483 53.405220, -2.160161 53.404956, -2.160349 53.405147, -2.160229 53.405325, -2.160627 53.405907, -2.159999 53.406282, -2.159454 53.406410, -2.159496 53.406480, -2.159058 53.406577, -2.158999 53.406474, -2.158746 53.406535, -2.158542 53.406274, -2.158067 53.406375, -2.157694 53.405803, -2.157478 53.405871, -2.157118 53.405491, -2.157881 53.405186, -2.157660 53.404914, -2.158424 53.404716, -2.158354 53.404605, -2.158985 53.404461, -2.159106 53.404522, -2.159240 53.404427, -2.159072 53.404166, -2.159368 53.404084, -2.159309 53.404005, -2.159368 53.403989, -2.159581 53.404097, -2.159861 53.404443, -2.159348 53.404792, -2.159572 53.404997, -2.159348 53.405083)))",Town Hall,local-authority-eng:SKP,
conservation_areas.8,,,2020-09-06,"MULTIPOLYGON (((-2.159337 53.410695, -2.159036 53.410585, -2.159157 53.410557, -2.159121 53.410483, -2.158343 53.410678, -2.157768 53.410673, -2.156907 53.410538, -2.156549 53.410379, -2.156022 53.409842, -2.156285 53.409758, -2.156425 53.409766, -2.156606 53.409675, -2.156535 53.409617, -2.156600 53.409589, -2.156530 53.409530, -2.157088 53.409298, -2.157058 53.409284, -2.157113 53.409263, -2.157385 53.409478, -2.157757 53.409333, -2.157928 53.409211, -2.158436 53.409459, -2.158993 53.409061, -2.159298 53.408897, -2.159321 53.408774, -2.159609 53.408659, -2.159227 53.407780, -2.159489 53.407726, -2.159589 53.407898, -2.160557 53.407700, -2.161154 53.408135, -2.161593 53.407964, -2.161779 53.408146, -2.162388 53.408298, -2.162654 53.408405, -2.162195 53.408796, -2.162839 53.409383, -2.163095 53.409324, -2.163107 53.409346, -2.162855 53.409404, -2.163096 53.409680, -2.162806 53.409739, -2.162607 53.409440, -2.162243 53.409106, -2.161971 53.409215, -2.161900 53.409150, -2.161918 53.409074, -2.161803 53.409213, -2.161666 53.409501, -2.161749 53.409524, -2.161871 53.409623, -2.161852 53.409701, -2.161441 53.409920, -2.160955 53.410071, -2.159984 53.410510, -2.159905 53.410459, -2.159828 53.410504, -2.159783 53.410475, -2.159405 53.410707, -2.159337 53.410695)))",St Peter's,local-authority-eng:SKP,
conservation_areas.9,,,2020-09-06,"MULTIPOLYGON (((-2.159362 53.372972, -2.159565 53.373070, -2.159888 53.373135, -2.160406 53.372437, -2.160575 53.372451, -2.161314 53.372260, -2.161393 53.372175, -2.161768 53.371497, -2.162024 53.371551, -2.162238 53.371172, -2.162395 53.371357, -2.163087 53.371354, -2.163115 53.371191, -2.163194 53.371010, -2.163998 53.371057, -2.164058 53.370925, -2.164890 53.370905, -2.164916 53.370788, -2.165732 53.370757, -2.165913 53.370450, -2.169028 53.370913, -2.168610 53.371434, -2.170206 53.371802, -2.170455 53.371841, -2.170824 53.371841, -2.171189 53.371803, -2.171657 53.371703, -2.171684 53.371759, -2.171846 53.371724, -2.172215 53.372308, -2.172890 53.372301, -2.172873 53.372115, -2.174078 53.372078, -2.177416 53.372167, -2.177506 53.371956, -2.177710 53.371972, -2.177730 53.371473, -2.178342 53.371486, -2.181257 53.371808, -2.181860 53.372050, -2.182187 53.372131, -2.182403 53.372283, -2.181873 53.372645, -2.181970 53.372889, -2.181687 53.372945, -2.181416 53.373039, -2.181447 53.373085, -2.181243 53.373154, -2.181125 53.373058, -2.180755 53.373231, -2.180449 53.373442, -2.180108 53.373588, -2.180129 53.373610, -2.180025 53.373644, -2.179776 53.373809, -2.179854 53.373860, -2.179522 53.374103, -2.179255 53.373988, -2.179139 53.373882, -2.179073 53.373733, -2.178994 53.373741, -2.178868 53.373781, -2.178616 53.373949, -2.178592 53.373938, -2.178027 53.374252, -2.177951 53.374244, -2.177503 53.374446, -2.177165 53.374501, -2.176994 53.374756, -2.176861 53.375112, -2.176010 53.374922, -2.176238 53.374595, -2.176540 53.374246, -2.176141 53.374121, -2.176120 53.374146, -2.175759 53.374015, -2.175664 53.374108, -2.175347 53.374004, -2.175423 53.373897, -2.174723 53.373910, -2.174424 53.373978, -2.174059 53.373987, -2.173970 53.373421, -2.173051 53.373425, -2.173065 53.373636, -2.172721 53.373640, -2.172729 53.373975, -2.172229 53.373917, -2.172215 53.374198, -2.172332 53.374359, -2.172281 53.374426, -2.172222 53.374408, -2.172037 53.374639, -2.171986 53.374817, -2.171653 53.375230, -2.171433 53.375671, -2.171072 53.375971, -2.171835 53.376314, -2.171744 53.376678, -2.170914 53.376434, -2.170678 53.376621, -2.169860 53.376236, -2.169679 53.376374, -2.169652 53.376447, -2.169682 53.376592, -2.169274 53.377050, -2.169056 53.377205, -2.168791 53.377075, -2.168744 53.377168, -2.168510 53.377128, -2.168389 53.377342, -2.167462 53.377196, -2.166764 53.377209, -2.166700 53.377674, -2.166026 53.377686, -2.166010 53.377809, -2.165120 53.377771, -2.164032 53.377661, -2.162154 53.377544, -2.162223 53.377365, -2.162260 53.376926, -2.160697 53.376870, -2.160790 53.376147, -2.160796 53.375839, -2.160735 53.375554, -2.160692 53.375558, -2.160645 53.375364, -2.160579 53.375374, -2.160546 53.375292, -2.160245 53.375236, -2.160215 53.375017, -2.159979 53.374526, -2.159631 53.374481, -2.159323 53.374489, -2.159373 53.374077, -2.159211 53.373762, -2.159207 53.373386, -2.159323 53.373014, -2.159362 53.372972)))",Bramall Park,local-authority-eng:SKP,
conservation_areas.10,,,2020-09-06,"MULTIPOLYGON (((-2.176736 53.415872, -2.176317 53.415172, -2.176303 53.414969, -2.176377 53.414685, -2.176293 53.414553, -2.176175 53.414098, -2.176224 53.413774, -2.176272 53.413667, -2.176518 53.413684, -2.176524 53.414270, -2.177867 53.414041, -2.178556 53.415518, -2.178617 53.415756, -2.178594 53.415966, -2.178498 53.416047, -2.178403 53.416308, -2.177211 53.416297, -2.177220 53.415966, -2.177124 53.415965, -2.177046 53.415916, -2.176714 53.415950, -2.176736 53.415872)))",Green Lane,local-authority-eng:SKP,
