conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((585796.0579 206737.6442,585774.95 206731.3,585759.2 206728.15,585754.9 206727.15,585748.2 206720.7,585747.25 206720.8,585731.8 206713.5,585729.55 206711.0,585723.55 206709.3,585720.6 206707.75,585714.8 206704.4,585707.6 206701.6,585702.5008 206699.4882,585698.5038 206697.8329,585664.1099 206683.5844,585663.2 206687.9,585660.7 206698.65,585655.75 206720.65,585649.55 206717.05,585643.4 206713.5,585636.75 206709.7,585630.45 206706.1,585628.6 206715.0,585611.8 206705.7,585609.4 206704.4,585603.7 206701.25,585594.95 206696.45,585589.5 206705.8,585585.8 206712.55,585575.2 206709.65,585571.05 206707.65,585569.2198 206706.1011,585551.75 206695.25,585550.25 206694.6,585547.97 206699.53,585545.8 206703.95,585543.55 206708.65,585541.4 206713.1,585537.05 206722.3,585534.45 206727.9,585532.8 206731.6,585530.95 206735.55,585529.4 206738.7,585527.2 206743.4,585524.25 206749.75,585516.6 206745.0,585509.8 206753.7,585483.3849 206785.6072,585474.9 206780.55,585462.2 206771.9,585449.65 206763.35,585443.73 206773.75,585442.05 206776.7,585422.56 206806.26,585429.87 206811.36,585451.8 206826.45,585456.35 206830.3,585460.2 206833.3,585464.05 206838.3,585465.8 206840.6,585469.3 206850.8,585470.6 206852.6,585474.8 206858.3,585475.7 206857.7,585479.55 206861.1,585481.5 206863.4,585484.15 206861.2,585485.35 206863.25,585487.15 206857.15,585491.55 206854.3,585501.7 206848.2,585503.35 206850.8,585507.6 206857.5,585509.05 206859.75,585509.65 206859.36,585512.17 206863.66,585513.5594 206865.1952,585526.71 206856.47,585531.46 206852.67,585534.73 206849.25,585537.6 206846.8,585539.22 206845.42,585543.95 206841.4,585544.96 206840.35,585550.25 206834.5,585567.5 206853.8,585573.0 206858.3,585578.5 206862.9,585583.8 206867.4,585584.7 206868.15,585589.2 206871.45,585593.7 206874.8,585589.4213 206880.1576,585599.05 206886.45,585601.85 206888.35,585604.5 206889.6,585607.75 206891.8,585614.6 206897.1,585624.85 206904.95,585629.4 206908.3,585618.65 206926.7,585614.55 206933.7,585612.05 206938.0,585609.35 206942.6,585606.0 206948.15,585604.2 206951.15,585600.3 206957.7,585598.05 206961.8,585596.2 206965.05,585594.6 206967.85,585593.05 206970.5,585596.2 206973.75,585623.85 206999.3,585653.9 207025.9,585707.15 207077.1,585709.988 207072.6759,585713.4 207067.4,585716.1409 207061.7581,585718.25 207057.25,585721.0509 207052.2199,585726.05 207043.65,585732.3592 207032.8948,585735.5327 207027.4849,585740.95 207018.25,585743.35 207013.9,585745.9041 207009.125,585749.2085 207003.039,585752.4 206996.55,585755.0216 206989.9386,585757.15 206984.15,585760.55 206973.3,585763.0 206963.9,585764.5635 206957.434,585766.8 206946.0,585768.75 206935.9,585770.2 206926.25,585771.4285 206917.8718,585772.5537 206908.5264,585773.5989 206899.8695,585774.4958 206892.2854,585775.7 206881.15,585778.6 206863.1,585780.7 206851.7,585782.1325 206843.4106,585784.7832 206824.4703,585786.5 206810.75,585786.8 206805.3,585786.4 206802.4,585785.95 206801.1,585784.6 206799.9,585783.0 206798.6,585782.75 206798.25,585782.0 206794.25,585781.8803 206789.4952,585782.0 206781.6,585782.8 206773.4,585784.5275 206767.0526,585786.7 206760.1,585789.55 206751.9,585792.2 206745.65,585796.0579 206737.6442)))",Maldon (2),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((584618.05 207003.2,584619.5 207006.8,584622.9 207012.3,584666.5 206992.45,584672.3933 206989.8171,584676.05 206997.25,584682.55 207010.7,584702.89 207002.01,584713.76 207003.8,584714.07 207007.17,584722.29 207006.88,584726.42 207003.51,584740.8 206991.69,584757.31 206978.4,584767.0 206988.75,584780.2153 206971.3168,584792.051 206959.2199,584801.9823 206930.0707,584806.67 206913.28,584808.35 206912.15,584808.8 206902.6,584821.2 206904.05,584821.4 206903.4,584831.85 206904.1,584847.7 206909.9,584881.5 206912.8,584894.7701 206915.1894,584895.1771 206916.8173,584895.1771 206919.9373,584902.5187 206920.6881,584905.55 206921.45,584911.5 206922.25,584926.2 206924.3,584932.9 206925.8,584932.5 206904.3,584934.05 206904.05,584933.0974 206871.001,584932.95 206867.3,584932.6 206866.65,584922.8 206869.3,584896.8 206876.7,584891.5 206876.7,584887.75 206877.35,584881.9 206877.7,584865.8 206874.6,584853.35 206872.2,584842.75 206869.25,584818.714 206865.8204,584819.0 206863.13,584819.64 206859.01,584819.75 206857.9,584820.2 206852.75,584808.4 206850.5,584808.8 206847.5,584809.2 206843.9,584809.45 206842.3,584809.6 206841.3,584810.35 206835.6,584810.8 206831.9,584811.0 206830.65,584811.4 206827.45,584811.65 206825.2,584811.8 206824.1,584812.1 206820.2,584812.45 206819.0,584813.0 206814.9,584813.45 206811.0,584814.2 206805.6,584814.85 206800.5,584812.6 206800.15,584794.15 206797.5,584788.35 206796.8,584784.8 206796.45,584778.4 206796.1,584760.95 206805.7,584761.1 206806.2,584756.2 206808.8,584756.8 206809.9,584754.0 206811.3,584753.8 206812.5,584755.0 206814.7,584745.05 206820.05,584735.05 206824.0,584733.2 206822.45,584725.6 206817.1,584722.7 206815.05,584717.8 206811.35,584707.6 206804.15,584701.15 206799.45,584697.4 206797.0,584686.05 206790.45,584678.6 206786.2,584662.25 206777.45,584657.2 206775.0,584638.75 206802.05,584636.4 206805.55,584633.6 206809.55,584621.75 206802.75,584613.75 206798.2,584581.12 206807.61,584569.55 206810.95,584552.25 206816.0,584550.9 206816.4,584536.75 206820.65,584530.2 206822.65,584558.75 206883.15,584559.5 206887.25,584562.55 206892.9,584563.05 206893.5,584566.15 206895.75,584567.55 206897.95,584572.15 206907.1,584573.8 206911.5,584574.3 206915.75,584578.05 206924.9,584582.75 206933.8,584583.85 206935.8,584587.9 206942.2,584590.2 206947.1,584592.05 206951.0,584594.9 206958.0,584600.3 206969.4,584601.2 206971.15,584604.55 206978.05,584608.35 206985.6,584614.6 206997.45,584615.55 206997.0,584617.6 207001.95,584618.05 207003.2)))",Maldon (3),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((582335.0 200794.3,582336.7 200789.1,582437.5 200564.3,582443.8 200543.2,582459.4 200493.5,582470.0 200460.5,582478.5 200434.0,582489.6 200400.6,582494.4 200383.3,582497.5 200366.2,582500.0 200348.0,582501.1 200342.2,582512.2 200300.0,582514.3 200291.4,582517.8 200269.8,582519.8 200261.4,582537.0 200215.0,582564.3 200142.3,582573.8 200118.7,582575.6 200112.6,582578.6 200089.2,582579.2 200085.1,582585.0 200064.4,582593.3 200041.6,582583.1 200034.4,582569.8 200028.6,582559.3 200024.8,582537.1 200017.6,582507.3 200004.6,582498.45 200000.0,582474.7 199987.3,582458.7 199978.9,582444.0 199971.1,582434.2 199965.8,582427.5 199962.3,582419.3 199958.5,582404.3 199951.2,582385.1 199942.3,582360.1 199930.2,582345.6 199923.7,582329.9 199917.0,582313.0 199911.3,582296.7 199906.2,582286.7 199901.9,582271.4 199894.9,582254.6 199887.0,582245.4 199883.2,582233.5 199877.8,582216.4 199870.3,582196.3 199862.2,582183.4 199857.0,582174.8 199852.6,582166.0 199847.2,582156.9 199841.1,582148.3 199837.9,582138.4 199832.6,582133.8 199827.3,582130.0 199822.4,582142.1 199810.8,582152.3 199802.2,582168.9 199787.2,582184.3 199772.1,582193.4 199761.8,582196.21 199756.91,582183.99 199751.44,582170.79 199744.14,582164.59 199742.04,582151.39 199739.34,582136.09 199735.84,582119.39 199732.24,582108.79 199729.24,582098.19 199725.94,582088.49 199723.14,582081.29 199720.64,582079.39 199719.34,582076.39 199716.24,582074.69 199714.94,582058.243 199709.312,582044.09 199706.04,582038.59 199704.44,582021.09 199699.44,582000.0 199693.55,581985.6 199689.84,581972.6 199686.24,581973.54 199683.35,581941.4 199675.7,581935.7 199673.0,581931.5 199672.6,581929.7 199673.3,581923.6 199672.6,581912.0 199671.0,581897.7 199669.1,581886.6 199677.1,581883.9 199685.5,581879.7997 199709.9754,581872.5 199736.8,581865.6801 199759.2083,581859.2 199780.5,581857.6 199787.4,581852.602 199802.1822,581851.6 199811.9,581848.4 199824.4,581846.2 199828.8,581844.2 199832.5,581841.7 199840.4,581840.2 199846.5,581832.4 199849.7,581819.3 199876.6,581807.5 199901.3,581799.9 199916.2,581798.5 199920.7,581797.4 199924.3,581794.2 199929.1,581790.1 199932.7,581788.3 199934.5,581786.3 199939.0,581784.8 199943.3,581776.6 199960.3,581768.5 199977.3,581763.4 199989.1,581757.45 200000.0,581741.9 200031.1,581725.0 200065.9,581712.8 200092.5,581705.0 200108.6,581695.6 200126.8,581682.4 200152.8,581674.4 200167.7,581671.1 200174.4,581664.8 200190.0,581659.6 200205.6,581654.6 200221.7,581652.8 200228.5,581646.4 200245.7,581635.1 200270.0,581623.7 200295.1,581615.1197 200313.6314,581608.1 200331.04,581602.1 200339.24,581588.1 200370.4,581579.1 200391.1,581574.6 200401.5,581569.6 200416.4,581566.2 200433.4,581564.8 200446.1,581563.9 200459.4,581564.7 200485.4,581566.9 200508.1,581567.1 200518.6,581568.3 200547.2,581569.5 200577.3,581569.9 200596.0,581569.3 200606.3,581582.5 200605.4,581600.7 200605.0,581604.7 200604.9,581627.0 200605.2,581705.4 200605.6,581736.4 200606.8,581757.9 200608.0,581781.0 200609.7,581790.8 200610.6,581800.0 200611.9,581810.0 200613.0,581818.0 200615.0,581827.3 200618.2,581834.9 200621.1,581842.6 200624.7,581852.9 200624.7,581864.6 200624.2,582000.0 200622.7,582097.6 200622.1,582181.8 200622.9,582179.5 200637.1,582178.4 200639.9,582174.1 200650.7,582171.0 200662.8,582169.1 200671.5,582167.4 200680.9,582165.4 200695.2,582160.6 200724.5,582155.3 200754.6,582154.8 200756.8,582184.6 200762.6,582311.3 200787.0,582319.2 200789.1,582327.8 200791.8,582335.0 200794.3)))",Stow Maries World War One Aerodrome,,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((600355.7279 207076.1275,600388.9434 207075.6003,600392.73 207044.95,600402.57 207011.55,600406.45 206984.19,600399.3689 207002.5055,600390.916 207020.7875,600349.37 207009.57,600355.7279 207076.1275)))",Bradwell on Sea (Addition1),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((600407.9237 206976.6127,600421.76 206978.25,600422.6 206965.89,600424.52 206936.81,600424.91 206930.87,600421.11 206929.3,600409.26 206973.75,600407.9237 206976.6127)))",Bradwell on Sea (Addition2),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((600436.31 206894.9,600448.78 206897.83,600453.24 206886.86,600445.64 206882.45,600441.07 206879.8,600436.31 206894.9)))",Bradwell on Sea (Addition3),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((600481.6798 206905.0095,600491.1922 206911.3636,600496.16 206903.69,600498.84 206899.51,600506.49 206888.31,600497.59 206882.1,600481.6798 206905.0095)))",Bradwell on Sea (Reduction1),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((600321.25 206664.91,600331.54 206668.33,600339.29 206670.9,600362.55 206678.63,600367.4568 206652.9139,600357.8 206650.77,600341.7 206648.47,600328.67 206646.93,600322.67 206661.67,600321.25 206664.91)))",Bradwell on Sea (Reduction2),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((600506.49 206888.31,600515.59 206894.6,600522.29 206899.2,600526.75 206892.49,600529.07 206889.06,600534.94 206880.35,600538.54 206874.35,600540.73 206869.46,600539.58 206868.76,600535.1 206866.68,600522.79 206886.3,600522.19 206886.6,600521.49 206886.6,600506.49 206888.31)))",Bradwell on Sea (Addition4),,
conservation_area_historic_breakdown,,,,"MULTIPOLYGON (((590357.2 208849.41,590361.06 208875.87,590363.96 208898.9,590404.64 208892.09,590406.7215 208912.7388,590406.4614 208914.1943,590406.6 208916.52,590406.04 208919.56,590406.15 208922.98,590406.42 208924.36,590407.5 208925.48,590408.68 208926.51,590410.48 208927.81,590412.27 208929.04,590413.07 208929.38,590414.54 208929.41,590415.69 208929.07,590417.83 208927.88,590419.69 208926.39,590421.5172 208925.0206,590422.74 208923.45,590424.32 208922.49,590427.8 208921.05,590429.98 208919.6,590431.88 208918.33,590435.35 208916.65,590435.19 208914.86,590446.82 208913.83,590437.91 208885.78,590436.35 208875.82,590433.76 208876.01,590431.76 208876.01,590429.76 208875.71,590427.46 208875.11,590425.26 208874.21,590423.16 208873.11,590421.66 208872.21,590420.26 208871.11,590418.96 208870.01,590417.76 208868.91,590416.66 208867.81,590415.56 208866.51,590406.48 208868.33,590404.08 208868.81,590402.34 208869.2,590394.78 208870.45,590390.0721 208844.9361,590384.18 208845.55,590379.66 208846.01,590375.06 208846.603,590366.45 208847.8329,590357.2 208849.41)))",Goldhanger (Addition1),,
