conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date
ST,,,2020-09-06,"MULTIPOLYGON (((-1.114506 52.623347, -1.114985 52.622767, -1.116846 52.620936, -1.117374 52.620494, -1.115810 52.620274, -1.115760 52.619526, -1.115789 52.619520, -1.115536 52.619070, -1.115999 52.618980, -1.115206 52.617800, -1.116231 52.617503, -1.115991 52.617146, -1.116384 52.617032, -1.116094 52.616600, -1.115903 52.616648, -1.115385 52.615886, -1.115234 52.615922, -1.115129 52.615762, -1.115518 52.615565, -1.115592 52.614431, -1.111727 52.615086, -1.111893 52.615389, -1.111859 52.615396, -1.112151 52.615930, -1.112257 52.615908, -1.112390 52.616133, -1.112262 52.616157, -1.112295 52.616216, -1.111678 52.616337, -1.111105 52.615402, -1.111370 52.615127, -1.111550 52.614863, -1.111035 52.614754, -1.111007 52.614874, -1.110729 52.614810, -1.110256 52.614853, -1.109905 52.615024, -1.109874 52.614979, -1.109911 52.613917, -1.109800 52.613572, -1.109545 52.613056, -1.110148 52.612957, -1.110093 52.612798, -1.109623 52.612515, -1.110917 52.611725, -1.110225 52.610936, -1.112277 52.610551, -1.112938 52.610469, -1.113189 52.609835, -1.112166 52.609780, -1.112126 52.609980, -1.111776 52.609967, -1.111507 52.609998, -1.111334 52.609955, -1.110977 52.610035, -1.111010 52.610104, -1.110607 52.610173, -1.110694 52.610365, -1.110082 52.610466, -1.110038 52.610416, -1.109073 52.610598, -1.108564 52.609481, -1.108444 52.609501, -1.108170 52.608923, -1.107995 52.608873, -1.108014 52.608361, -1.106423 52.608380, -1.106569 52.608711, -1.105872 52.608834, -1.106030 52.609273, -1.106053 52.609271, -1.106215 52.609820, -1.106001 52.609807, -1.106315 52.610442, -1.105302 52.610430, -1.105058 52.610472, -1.104997 52.610381, -1.103863 52.610612, -1.103835 52.610564, -1.103565 52.610623, -1.103410 52.610363, -1.103114 52.610439, -1.103250 52.610614, -1.101944 52.610932, -1.102023 52.611048, -1.102043 52.611170, -1.102137 52.611286, -1.102289 52.611396, -1.102321 52.611499, -1.101471 52.611749, -1.103786 52.613894, -1.103110 52.614181, -1.103306 52.614442, -1.102889 52.614547, -1.103890 52.615209, -1.104140 52.615413, -1.103706 52.615691, -1.104197 52.615954, -1.103840 52.616185, -1.102035 52.615262, -1.101568 52.615622, -1.100716 52.615970, -1.100346 52.616065, -1.099584 52.616167, -1.097926 52.616321, -1.097710 52.616696, -1.098167 52.616801, -1.098185 52.616782, -1.098813 52.617003, -1.098902 52.616909, -1.099005 52.616965, -1.099211 52.616822, -1.099914 52.616436, -1.100242 52.616393, -1.100355 52.616469, -1.100476 52.616433, -1.100500 52.616488, -1.100694 52.616468, -1.101500 52.616166, -1.102317 52.616636, -1.101804 52.616943, -1.102239 52.617205, -1.102766 52.616876, -1.103166 52.617099, -1.102860 52.617267, -1.103125 52.617420, -1.102717 52.617720, -1.102964 52.617912, -1.102935 52.617936, -1.103054 52.618030, -1.103151 52.617969, -1.104147 52.618745, -1.104886 52.618237, -1.105244 52.618436, -1.105625 52.618572, -1.105711 52.618426, -1.105998 52.618460, -1.106407 52.618584, -1.106558 52.618423, -1.106617 52.618425, -1.106993 52.618593, -1.108135 52.618986, -1.107928 52.619240, -1.108347 52.619380, -1.108138 52.619660, -1.108077 52.619681, -1.107982 52.619790, -1.107866 52.620065, -1.108083 52.620106, -1.108165 52.620234, -1.108459 52.620336, -1.108214 52.620466, -1.108151 52.620562, -1.108132 52.620667, -1.108180 52.621581, -1.108241 52.621842, -1.108241 52.622023, -1.108376 52.622531, -1.109324 52.622421, -1.109556 52.623140, -1.110110 52.623139, -1.110122 52.623517, -1.111332 52.623508, -1.111735 52.623463, -1.112087 52.623304, -1.112501 52.622972, -1.112773 52.623240, -1.112501 52.623458, -1.112929 52.623591, -1.113055 52.623421, -1.113575 52.623285, -1.113942 52.622996, -1.114134 52.623158, -1.114506 52.623347)))",Stoneygate,local-authority-eng:LCE,
AY,,,2020-09-06,"MULTIPOLYGON (((-1.152911 52.605601, -1.153094 52.605678, -1.153547 52.605443, -1.153909 52.605337, -1.154294 52.605339, -1.154618 52.605401, -1.154954 52.605058, -1.155158 52.605147, -1.155110 52.605190, -1.155718 52.605424, -1.156360 52.605822, -1.157219 52.605448, -1.157554 52.605352, -1.158339 52.605196, -1.158963 52.604978, -1.159331 52.604825, -1.159647 52.604592, -1.160334 52.604207, -1.160645 52.604067, -1.161021 52.603951, -1.161222 52.603901, -1.162216 52.603931, -1.163039 52.603824, -1.163515 52.603687, -1.163690 52.603814, -1.163917 52.603698, -1.163415 52.603280, -1.162792 52.602930, -1.163368 52.602403, -1.164002 52.601933, -1.164064 52.601846, -1.164161 52.601855, -1.164252 52.601783, -1.164828 52.601507, -1.164737 52.601448, -1.164626 52.601506, -1.164440 52.601437, -1.164281 52.601486, -1.163951 52.601693, -1.163703 52.601597, -1.163474 52.601582, -1.163352 52.601611, -1.162769 52.601922, -1.162663 52.602011, -1.162503 52.602225, -1.162435 52.602250, -1.161832 52.602293, -1.161340 52.602461, -1.160802 52.602528, -1.160798 52.602390, -1.160479 52.602539, -1.160334 52.602570, -1.160168 52.602543, -1.159785 52.602549, -1.159377 52.602416, -1.159483 52.602307, -1.159863 52.602053, -1.159276 52.601826, -1.159051 52.602102, -1.158824 52.602011, -1.158681 52.602119, -1.158457 52.602050, -1.158173 52.602103, -1.158120 52.602078, -1.157888 52.602253, -1.157621 52.602170, -1.157372 52.602372, -1.156901 52.602145, -1.156440 52.602406, -1.156227 52.602270, -1.155688 52.602683, -1.155943 52.602807, -1.156225 52.602647, -1.156283 52.602694, -1.156558 52.602552, -1.156718 52.602691, -1.156867 52.602895, -1.156419 52.603029, -1.156609 52.603236, -1.155535 52.603634, -1.155222 52.603454, -1.155333 52.603398, -1.155032 52.603230, -1.154904 52.603311, -1.154605 52.603151, -1.154470 52.603158, -1.152959 52.604316, -1.151885 52.605203, -1.151918 52.605267, -1.152911 52.605601)))",Aylestone,local-authority-eng:LCE,
WD,,,2020-09-06,"MULTIPOLYGON (((-1.152594 52.631897, -1.153110 52.631111, -1.153444 52.630523, -1.153682 52.630012, -1.153838 52.629433, -1.155064 52.629569, -1.154942 52.629979, -1.154804 52.630241, -1.156173 52.630358, -1.156170 52.630392, -1.157522 52.630441, -1.157532 52.630693, -1.158889 52.630703, -1.158966 52.629894, -1.159129 52.629329, -1.157391 52.629095, -1.157373 52.629141, -1.156756 52.629059, -1.156681 52.629242, -1.154580 52.628907, -1.154532 52.629022, -1.154088 52.628954, -1.154064 52.629011, -1.153612 52.628938, -1.153557 52.629102, -1.153474 52.629092, -1.153339 52.629484, -1.153398 52.629492, -1.153343 52.629600, -1.152068 52.631777, -1.151861 52.631735, -1.151363 52.633288, -1.152230 52.633366, -1.152397 52.633683, -1.153377 52.633760, -1.154464 52.633703, -1.155344 52.633515, -1.156617 52.633165, -1.156860 52.632737, -1.157690 52.632822, -1.158006 52.632543, -1.157592 52.632407, -1.157405 52.632582, -1.157247 52.632568, -1.157199 52.632655, -1.156738 52.632590, -1.156298 52.632485, -1.156199 52.632678, -1.152594 52.631897)))",West End,local-authority-eng:LCE,
LR,,,2020-09-06,"MULTIPOLYGON (((-1.120499 52.655266, -1.121298 52.655327, -1.121243 52.655571, -1.121162 52.655693, -1.121112 52.655964, -1.121053 52.655965, -1.121074 52.656444, -1.121249 52.656438, -1.121347 52.657212, -1.121755 52.657175, -1.121819 52.657366, -1.122349 52.657289, -1.122268 52.655986, -1.122287 52.655535, -1.122619 52.655529, -1.122842 52.655474, -1.122812 52.655310, -1.122865 52.654945, -1.122381 52.654908, -1.122500 52.654222, -1.121959 52.654191, -1.121944 52.654278, -1.121212 52.654205, -1.121155 52.654351, -1.120912 52.654326, -1.120821 52.654527, -1.121098 52.654557, -1.121051 52.654709, -1.121304 52.654730, -1.121244 52.655003, -1.120623 52.654953, -1.120614 52.654994, -1.120562 52.654990, -1.120499 52.655266)))",Loughborough Road,local-authority-eng:LCE,
BR,,,2020-09-06,"MULTIPOLYGON (((-1.185720 52.621638, -1.185197 52.621254, -1.184853 52.620868, -1.184687 52.620748, -1.184480 52.620659, -1.183760 52.620508, -1.183106 52.620255, -1.182070 52.619592, -1.181014 52.619315, -1.179454 52.618694, -1.179270 52.618885, -1.180622 52.619471, -1.180450 52.619616, -1.180761 52.619778, -1.180360 52.619973, -1.180030 52.619952, -1.179385 52.619528, -1.179255 52.619622, -1.179254 52.619748, -1.179135 52.619832, -1.179135 52.619878, -1.179050 52.619861, -1.179830 52.620439, -1.180476 52.621071, -1.180975 52.621190, -1.181052 52.621123, -1.181145 52.621161, -1.181797 52.621122, -1.181867 52.621083, -1.182191 52.621244, -1.182199 52.621402, -1.183826 52.621485, -1.183931 52.621127, -1.184401 52.621054, -1.184805 52.621216, -1.184691 52.621537, -1.185349 52.621614, -1.185682 52.621685, -1.185720 52.621638)))",Braunstone,local-authority-eng:LCE,
HS,,,2020-09-06,"MULTIPOLYGON (((-1.133334 52.635806, -1.133192 52.635852, -1.133217 52.635906, -1.133075 52.635956, -1.132752 52.635980, -1.132836 52.636293, -1.133241 52.636253, -1.133571 52.636454, -1.133712 52.636387, -1.133590 52.636294, -1.133861 52.636182, -1.134082 52.636201, -1.134217 52.636079, -1.134249 52.636157, -1.134357 52.636232, -1.134484 52.636209, -1.134523 52.636282, -1.134684 52.636253, -1.134542 52.635999, -1.137267 52.635586, -1.137603 52.636204, -1.138715 52.635973, -1.138919 52.636203, -1.139172 52.636119, -1.139125 52.636067, -1.139471 52.635951, -1.139356 52.635844, -1.139571 52.635780, -1.139547 52.635753, -1.139665 52.635710, -1.139569 52.635630, -1.139283 52.635712, -1.139238 52.635640, -1.139186 52.635647, -1.139045 52.635366, -1.139887 52.635181, -1.139771 52.634939, -1.139581 52.634731, -1.139480 52.634552, -1.139271 52.634028, -1.139154 52.634035, -1.139231 52.634164, -1.138953 52.634397, -1.138994 52.634578, -1.138504 52.634750, -1.138578 52.634996, -1.138227 52.635031, -1.138234 52.635054, -1.138162 52.635062, -1.138176 52.635105, -1.138127 52.635111, -1.138140 52.635135, -1.138047 52.635156, -1.138020 52.635119, -1.137167 52.635256, -1.137133 52.635176, -1.137059 52.635188, -1.137082 52.635242, -1.136938 52.635267, -1.136927 52.635242, -1.136645 52.635269, -1.136631 52.635248, -1.136288 52.635332, -1.136272 52.635312, -1.136081 52.635374, -1.135362 52.635482, -1.134705 52.635664, -1.134465 52.635682, -1.134439 52.635641, -1.134260 52.635734, -1.134283 52.635846, -1.133563 52.635971, -1.133472 52.635861, -1.133334 52.635806)))",High Street,local-authority-eng:LCE,
TH,,,2020-09-06,"MULTIPOLYGON (((-1.132038 52.634274, -1.132102 52.634324, -1.132370 52.634178, -1.132568 52.634344, -1.132910 52.634218, -1.132818 52.634141, -1.132949 52.634080, -1.133005 52.634110, -1.133196 52.634038, -1.132980 52.633825, -1.133483 52.633627, -1.132582 52.632760, -1.132054 52.632977, -1.131989 52.632925, -1.131704 52.633061, -1.131784 52.633122, -1.131142 52.633451, -1.131000 52.633355, -1.130761 52.633481, -1.131146 52.633745, -1.131581 52.633539, -1.131831 52.633734, -1.131412 52.633934, -1.131548 52.634040, -1.131671 52.633984, -1.131727 52.633994, -1.131788 52.634043, -1.131759 52.634056, -1.132038 52.634274)))",Town Hall Square,local-authority-eng:LCE,
EV,,,2020-09-06,"MULTIPOLYGON (((-1.079115 52.622700, -1.079364 52.622363, -1.078297 52.621736, -1.077950 52.621585, -1.078062 52.621437, -1.077568 52.621263, -1.077822 52.620850, -1.078386 52.620765, -1.078708 52.620750, -1.078747 52.620652, -1.079335 52.620450, -1.079366 52.619963, -1.077933 52.620179, -1.077614 52.620173, -1.076931 52.620056, -1.076395 52.619889, -1.076746 52.619420, -1.076868 52.619420, -1.076986 52.619321, -1.077021 52.619178, -1.077195 52.618979, -1.077264 52.618818, -1.077265 52.618737, -1.077126 52.618697, -1.077138 52.618608, -1.077122 52.618545, -1.077088 52.618534, -1.077095 52.618464, -1.076570 52.617946, -1.076496 52.617914, -1.076148 52.617888, -1.075995 52.617828, -1.075793 52.616881, -1.075592 52.616780, -1.075475 52.616842, -1.075404 52.616974, -1.075054 52.617077, -1.074907 52.617088, -1.074792 52.616994, -1.074725 52.616978, -1.074334 52.617112, -1.074047 52.617070, -1.073626 52.617129, -1.073285 52.617083, -1.072435 52.617259, -1.071717 52.618955, -1.072729 52.618901, -1.072703 52.619274, -1.072639 52.619350, -1.072458 52.619457, -1.072396 52.619680, -1.072691 52.619755, -1.072960 52.619769, -1.072797 52.620118, -1.072705 52.620102, -1.072276 52.620761, -1.072231 52.621127, -1.072381 52.621174, -1.072593 52.621125, -1.072612 52.621333, -1.072573 52.621663, -1.072622 52.621814, -1.073087 52.621874, -1.073082 52.621975, -1.072991 52.622171, -1.073212 52.622179, -1.073301 52.622165, -1.073317 52.622122, -1.073657 52.622099, -1.073768 52.622036, -1.073719 52.621996, -1.073688 52.621890, -1.073893 52.621814, -1.074213 52.621761, -1.074160 52.621664, -1.074629 52.621581, -1.075077 52.621548, -1.075766 52.621653, -1.075677 52.621830, -1.075990 52.621890, -1.076091 52.621687, -1.076128 52.621693, -1.076245 52.621508, -1.076589 52.621574, -1.076463 52.621816, -1.076837 52.621894, -1.076283 52.623083, -1.075967 52.623041, -1.075869 52.623542, -1.076266 52.623542, -1.076345 52.624403, -1.076556 52.625086, -1.076580 52.625082, -1.076692 52.625419, -1.076626 52.625426, -1.076915 52.626299, -1.077143 52.626451, -1.077182 52.626519, -1.077687 52.626347, -1.079097 52.625729, -1.080915 52.624625, -1.080611 52.624501, -1.078729 52.623369, -1.078682 52.623270, -1.079115 52.622700)))",Evington Village,local-authority-eng:LCE,
OH,,,2020-09-06,"MULTIPOLYGON (((-1.078786 52.647226, -1.078049 52.646952, -1.078027 52.646979, -1.077610 52.646809, -1.077830 52.646589, -1.076352 52.646522, -1.076288 52.646659, -1.075945 52.646666, -1.075940 52.646795, -1.075435 52.646737, -1.075446 52.646683, -1.074892 52.646631, -1.075107 52.645879, -1.075119 52.645749, -1.074912 52.645744, -1.074716 52.645880, -1.074392 52.645917, -1.074279 52.645881, -1.074145 52.645912, -1.073929 52.645778, -1.073685 52.645751, -1.073598 52.646263, -1.073656 52.646231, -1.073622 52.646585, -1.073682 52.646770, -1.073789 52.646802, -1.073672 52.646973, -1.073849 52.647207, -1.073881 52.647528, -1.073434 52.647567, -1.072803 52.647534, -1.072548 52.647615, -1.072343 52.647723, -1.072173 52.647834, -1.072111 52.647929, -1.072129 52.648665, -1.072710 52.648727, -1.072740 52.648647, -1.073264 52.648664, -1.073312 52.648623, -1.073797 52.648643, -1.074963 52.648831, -1.075098 52.648800, -1.075157 52.648830, -1.075121 52.648930, -1.075201 52.648941, -1.075307 52.648758, -1.075909 52.648297, -1.076119 52.648182, -1.076868 52.648278, -1.076958 52.648068, -1.078028 52.648184, -1.076779 52.648558, -1.076549 52.649260, -1.076207 52.649651, -1.075760 52.651202, -1.075914 52.651243, -1.076712 52.651617, -1.076715 52.651981, -1.077183 52.651949, -1.077137 52.651690, -1.077457 52.651665, -1.077579 52.651588, -1.077537 52.651393, -1.078789 52.651298, -1.079674 52.650412, -1.080127 52.650053, -1.080345 52.649766, -1.081022 52.649708, -1.084204 52.650447, -1.084187 52.650473, -1.084307 52.650498, -1.084530 52.650418, -1.084657 52.650445, -1.084738 52.650316, -1.084672 52.650300, -1.084770 52.650161, -1.084652 52.650109, -1.085015 52.649541, -1.082295 52.648891, -1.082696 52.648286, -1.081513 52.648136, -1.081270 52.648188, -1.081110 52.648040, -1.080843 52.647993, -1.080735 52.648284, -1.080565 52.648288, -1.079407 52.647935, -1.079358 52.647802, -1.079428 52.647707, -1.079320 52.647595, -1.079109 52.647465, -1.079144 52.647442, -1.079304 52.647514, -1.079407 52.647440, -1.079346 52.647409, -1.079622 52.647205, -1.079519 52.647147, -1.079780 52.646966, -1.079999 52.646858, -1.079767 52.646706, -1.079073 52.647098, -1.078786 52.647226)))",Old Humberstone,local-authority-eng:LCE,
KN,,,2020-09-06,"MULTIPOLYGON (((-1.112958 52.610419, -1.113326 52.610305, -1.113610 52.610259, -1.115534 52.610238, -1.115823 52.610206, -1.116183 52.610069, -1.116370 52.609939, -1.116494 52.609772, -1.116605 52.609448, -1.116900 52.609471, -1.117419 52.609430, -1.118094 52.609353, -1.118083 52.609289, -1.118487 52.609240, -1.118493 52.609400, -1.118750 52.609397, -1.118756 52.609190, -1.118832 52.609188, -1.118851 52.609104, -1.118974 52.609101, -1.118971 52.609020, -1.118915 52.609018, -1.118921 52.608875, -1.118332 52.608835, -1.117860 52.608858, -1.117799 52.608365, -1.117572 52.608382, -1.117479 52.607910, -1.116890 52.607932, -1.116820 52.607426, -1.116778 52.607427, -1.116745 52.607254, -1.116446 52.606609, -1.116289 52.606185, -1.116454 52.606112, -1.116567 52.606012, -1.116836 52.605479, -1.117087 52.605134, -1.116365 52.604827, -1.115473 52.605147, -1.114353 52.605323, -1.114131 52.605324, -1.113153 52.605175, -1.113166 52.605489, -1.113383 52.605621, -1.113502 52.606735, -1.113580 52.607002, -1.113553 52.607027, -1.113605 52.607249, -1.113281 52.607253, -1.112143 52.607882, -1.112767 52.608443, -1.113079 52.608833, -1.113214 52.609104, -1.113262 52.609401, -1.113223 52.609693, -1.113131 52.610005, -1.112958 52.610419)))",Knighton,local-authority-eng:LCE,
