WKT,UFRM_GMSCONSTR_POLYOBJECTID,UFRM_GMSCONSTR_POLYKEYVAL,UFRM_GMSCONSTR_POLYCREATEDBY,UFRM_GMSCONSTR_POLYMODIFIEDBY,UFRM_GMSCONSTR_POLYDATE_CREATED,UFRM_GMSCONSTR_POLYDATE_MODIFIED,UFRM_GMSCONSTR_POLYSTATUS,UFRM_GMSCONSTR_POLYTRANSACTION_TYPE,UFRM_GMSCONSTR_POLYSYMBOL,UFRM_GMSCONSTR_POLYX,UFRM_GMSCONSTR_POLYY,UFRM_GMSCONSTR_POLYMAP_AREA,UFRM_GMSCONSTR_POLYPRCONTYPE,UFRM_GMSCONSTR_POLYCONNAME,UFRM_GMSCONSTR_POLYPRCONSTAT,UFRM_GMSCONSTR_POLYSTARTD,UFRM_GMSCONSTR_POLYCEASEDD,UFRM_GMSCONSTR_POLYBUFFER,UFRM_GMSCONSTR_POLYREFVAL,UFRM_GMSCONSTR_POLYLATITUDE,UFRM_GMSCONSTR_POLYLONGITUDE,UFRM_GMSCONSTR_POLYMAP_X,UFRM_GMSCONSTR_POLYMAP_Y,UFRM_GMSCONSTR_POLYSHAPE_Length,UFRM_GMSCONSTR_POLYSHAPE_Area,PRCONSTRNTOBJECTID,PRCONSTRNTKEYVAL,PRCONSTRNTU_VERSION,PRCONSTRNTREFVAL,PRCONSTRNTPRCONTYPE,PRCONSTRNTCONNAME,PRCONSTRNTCONDESC,PRCONSTRNTPRCONSTAT,PRCONSTRNTSTARTD,PRCONSTRNTCEASEDD,PRCONSTRNTBUFFER,PRCONSTRNTSKEYVAL,PRCONSTRNTCREATEDD,PRCONSTRNTUPDATEDD,PRCONSTRNTPRSSLACODE
"MULTIPOLYGON (((-1.909684697 53.84864234,-1.909727537 53.8486536,-1.909799664 53.84863117,-1.909840316 53.84865593,-1.909903165 53.8486931,-1.910125558 53.84882853,-1.910269933 53.84891241,-1.910282078 53.84891916,-1.910500697 53.84904335,-1.910552314 53.8490735,-1.910630495 53.84912075,-1.910710193 53.84916934,-1.910755738 53.84919589,-1.91085593 53.84925708,-1.910943981 53.84930972,-1.911015331 53.84935292,-1.91108061 53.84939207,-1.911171694 53.84944786,-1.911294656 53.84952434,-1.911373027 53.84948216,-1.911476514 53.84942337,-1.911552603 53.84938208,-1.911576192 53.84936861,-1.911591409 53.84936053,-1.911594453 53.84935874,-1.911599779 53.8493556,-1.911714426 53.84941096,-1.911913389 53.8494884,-1.911986351 53.84948845,-1.912035756 53.84948669,-1.912063877 53.84948626,-1.912120885 53.84948316,-1.912125781 53.84948292,-1.912280699 53.84938261,-1.91236213 53.84933054,-1.912477809 53.84925513,-1.912593487 53.84918061,-1.912717536 53.84910026,-1.912872786 53.84900016,-1.912919207 53.84897098,-1.91296487 53.8489409,-1.912977048 53.84893192,-1.912989226 53.84892339,-1.913009007 53.84891352,-1.913024986 53.84890455,-1.913039443 53.84889602,-1.913051624 53.84888614,-1.913079025 53.84886639,-1.91312622 53.84883047,-1.913162001 53.84880083,-1.913213764 53.84876088,-1.913259439 53.84872496,-1.913273901 53.84871418,-1.913526609 53.84852652,-1.913547919 53.8485117,-1.913560098 53.84850272,-1.913578365 53.8484897,-1.913596631 53.84847713,-1.913612627 53.84845962,-1.913630142 53.84844255,-1.91364841 53.84842864,-1.913686466 53.8484017,-1.91368343 53.84839945,-1.9137763 53.84832627,-1.913847097 53.84826924,-1.913922458 53.84820998,-1.913980311 53.84816418,-1.91400924 53.84814038,-1.914035882 53.84811973,-1.914044259 53.8481112,-1.914053396 53.84810312,-1.914070137 53.84809279,-1.914164501 53.84803174,-1.914181243 53.84802052,-1.914138732 53.84799667,-1.914093181 53.84797282,-1.914065091 53.84795842,-1.914164698 53.84793512,-1.914300044 53.84790196,-1.914366958 53.84788493,-1.914460483 53.84786208,-1.914532716 53.8478455,-1.914578339 53.84783385,-1.914684794 53.84780607,-1.914775279 53.84778321,-1.914874893 53.84775587,-1.914887058 53.84775318,-1.914938766 53.84773929,-1.915002638 53.8477227,-1.915063469 53.84770702,-1.915090842 53.8477003,-1.915096926 53.8476985,-1.915157754 53.84768416,-1.915240636 53.84766265,-1.915299943 53.84764831,-1.915347092 53.84763397,-1.915425416 53.8476111,-1.915505263 53.84758689,-1.915760786 53.84750348,-1.915772953 53.84749945,-1.915788927 53.84749227,-1.915805665 53.84748329,-1.915836104 53.84746354,-1.915875681 53.84743436,-1.915936569 53.84738991,-1.91600887 53.84733828,-1.9159975 53.84732344,-1.915912609 53.84721013,-1.915709487 53.84693406,-1.915762721 53.84691613,-1.915858541 53.84688473,-1.915917865 53.84686141,-1.915969039 53.84683996,-1.91584966 53.84676519,-1.915093651 53.84630807,-1.914668591 53.84605162,-1.914588733 53.84600031,-1.914580533 53.84600392,-1.914243656 53.84618425,-1.91398252 53.84633964,-1.913886714 53.84636474,-1.913851735 53.84637469,-1.913842123 53.84639266,-1.913835566 53.84640263,-1.913821265 53.84640963,-1.913771085 53.84642038,-1.912836538 53.84631904,-1.912831978 53.84631904,-1.91208095 53.84640747,-1.911795132 53.84644142,-1.911336 53.84649501,-1.911033458 53.84653074,-1.910397966 53.84660576,-1.910286982 53.84661898,-1.91028607 53.84661907,-1.910239855 53.84662344,-1.909473615 53.84671257,-1.909464122 53.84658217,-1.909350489 53.84657622,-1.908583044 53.84652,-1.908529574 53.84720475,-1.908529261 53.8472087,-1.908524999 53.84728123,-1.908523897 53.84729912,-1.908509697 53.84753845,-1.9085067 53.8475886,-1.908804342 53.8476442,-1.90879794 53.84765219,-1.908772488 53.84768417,-1.908771879 53.84768435,-1.908723508 53.84770103,-1.908606709 53.84773087,-1.908536599 53.8477487,-1.908442162 53.8477702,-1.908308501 53.847795,-1.908249659 53.84780394,-1.908218185 53.84780877,-1.908108116 53.84781893,-1.90805612 53.84782473,-1.908020248 53.84782471,-1.908004885 53.8478229,-1.908018044 53.84788034,-1.908019063 53.84788016,-1.908016017 53.84788285,-1.907871324 53.84801747,-1.907949669 53.84805708,-1.908798565 53.848486,-1.909068527 53.84862237,-1.909117272 53.84864469,-1.909475616 53.84853756,-1.90955273 53.84851452,-1.909589707 53.84856623,-1.909632469 53.84861416,-1.909657817 53.84863108,-1.909684697 53.84864234)))",276,INL2ZODH36000,walkeraGMSCON,walkeraGMSCON,2009/07/13 00:00:00+00,2009/07/13 00:00:00+00,1,NONE,1,405894,439047,118704.502,CONARA,Hainworth,,2005/09/29 00:00:00+00,,0,05/00021/CONARA,,,405894,439047,1596.87947033887,118704.502181498,125,INL2ZODH36000,+,05/00021/CONARA,CONARA,Hainworth,hainworth-conservation-area,,2005/09/29 00:00:00+00,,,,2007/07/16 00:00:00+00,2018/01/19 13:52:21+00,
"MULTIPOLYGON (((-1.947411596 53.8282106,-1.947418207 53.82827047,-1.947442395 53.82836638,-1.947461145 53.82843829,-1.947486739 53.82850382,-1.947525047 53.82860873,-1.947500734 53.82861231,-1.947465744 53.82864915,-1.947452363 53.82865813,-1.947409484 53.82868687,-1.947301543 53.82874345,-1.94730776 53.8287782,-1.947512576 53.82874102,-1.947583315 53.82872821,-1.947606836 53.82881189,-1.947627991 53.82890447,-1.94764769 53.82894583,-1.947650712 53.82895931,-1.947650699 53.8289701,-1.947647646 53.82898178,-1.947627856 53.82901323,-1.947594384 53.82905096,-1.947597414 53.82905815,-1.947559396 53.8290869,-1.947550267 53.82909768,-1.947791846 53.8290897,-1.947876933 53.82908434,-1.948028882 53.82906913,-1.948247592 53.82912584,-1.948253676 53.82912045,-1.948271922 53.82910878,-1.948288643 53.82910159,-1.948299285 53.82909621,-1.948312963 53.82909262,-1.948323602 53.82908903,-1.94833728 53.82908544,-1.948346398 53.82908364,-1.948349437 53.82908364,-1.948358556 53.82908095,-1.948363117 53.82907826,-1.948369196 53.82907736,-1.948370716 53.82907646,-1.948373755 53.82907646,-1.948384392 53.82907467,-1.94839351 53.82907288,-1.948401108 53.82907198,-1.948408707 53.82906929,-1.948532096 53.82905182,-1.9489208 53.82899671,-1.948910125 53.82902906,-1.94889945 53.82906231,-1.948876146 53.82911083,-1.948867308 53.82913267,-1.948858318 53.82915361,-1.94884948 53.82917544,-1.94882802 53.82920635,-1.948787246 53.8292528,-1.948785421 53.82925487,-1.948782376 53.82926026,-1.948779637 53.82926359,-1.948767161 53.82927823,-1.948735212 53.82931417,-1.948686997 53.82935693,-1.9486324 53.82940158,-1.948560166 53.82945583,-1.948506944 53.82949356,-1.948440043 53.82953578,-1.948433961 53.82953937,-1.948391392 53.82956272,-1.948333624 53.82958966,-1.948300183 53.82960312,-1.948269478 53.82961471,-1.948296308 53.82978935,-1.94830808 53.82985371,-1.948349178 53.83016381,-1.948357317 53.83021738,-1.948378266 53.83035652,-1.948389721 53.83043221,-1.948417451 53.83061701,-1.948440062 53.83076352,-1.948478158 53.83104522,-1.948488246 53.83112036,-1.948486722 53.83112396,-1.948486705 53.83113834,-1.94848822 53.83114194,-1.948489733 53.83114733,-1.948492766 53.83115182,-1.94849428 53.83115632,-1.948495792 53.83116171,-1.948495775 53.83117609,-1.94849271 53.83119766,-1.948492697 53.83120845,-1.948483552 53.83123181,-1.948471371 53.83125338,-1.948454633 53.83127314,-1.948436381 53.83128931,-1.948427257 53.8312956,-1.948409017 53.83130189,-1.948412025 53.83132705,-1.948492442 53.83141697,-1.94850458 53.83143135,-1.948512165 53.83144124,-1.94851823 53.83145113,-1.948524294 53.83146192,-1.948530347 53.83148259,-1.948533359 53.83150417,-1.948533347 53.83151405,-1.948531788 53.83154641,-1.94852873 53.83156259,-1.94852415 53.83158056,-1.948516535 53.83159494,-1.948510439 53.83161021,-1.948502823 53.83162549,-1.948476932 53.83167581,-1.948458667 53.83170277,-1.948391714 53.83178363,-1.948370472 53.83180952,-1.948537512 53.83183672,-1.94864386 53.83184486,-1.948651466 53.83183767,-1.948660591 53.83183048,-1.948686443 53.83181252,-1.94871685 53.83179635,-1.948757906 53.8317703,-1.948814179 53.83172449,-1.948929815 53.83159062,-1.948999371 53.8314916,-1.949043966 53.83142799,-1.949077445 53.83138486,-1.949107999 53.83124646,-1.949127876 53.83114311,-1.949197159 53.8307651,-1.949223005 53.83075073,-1.949282306 53.83071301,-1.949359845 53.8306699,-1.949422329 53.8306373,-1.949446641 53.83063551,-1.949460313 53.83063732,-1.949466085 53.8306393,-1.949485524 53.83064622,-1.949510283 53.83065208,-1.949515903 53.83065343,-1.949520455 53.83065792,-1.949526529 53.83066062,-1.94953715 53.83067321,-1.949549292 53.830684,-1.949556876 53.83069479,-1.949559907 53.83070108,-1.949566133 53.83071659,-1.94961156 53.8307056,-1.949623736 53.83068763,-1.949651077 53.83069393,-1.949708799 53.83070564,-1.949749814 53.83071195,-1.949802999 53.83070568,-1.950189001 53.83063393,-1.950225475 53.83062676,-1.950249786 53.83062497,-1.950309339 53.83075928,-1.950392482 53.83073019,-1.950397043 53.83072839,-1.9509031 53.83063333,-1.951022806 53.830912,-1.950507649 53.83098999,-1.950472396 53.83112308,-1.950471477 53.83112865,-1.950471608 53.83114672,-1.950471598 53.83115553,-1.950472325 53.83118303,-1.950470768 53.83121557,-1.950469222 53.83123804,-1.950474692 53.83123804,-1.950486087 53.83123804,-1.950414488 53.831398,-1.950408384 53.83142047,-1.95040686 53.83142496,-1.950408335 53.83146271,-1.950411358 53.83147619,-1.950414372 53.83149687,-1.950418907 53.83151664,-1.950429503 53.8315508,-1.950432531 53.83155979,-1.950447689 53.83159035,-1.950462855 53.83161373,-1.950494722 53.83164879,-1.95050838 53.83166228,-1.950528109 53.83168206,-1.95054936 53.83170005,-1.950567573 53.83171623,-1.950576683 53.83172253,-1.950603996 53.8317531,-1.951481752 53.83214982,-1.952294227 53.83251326,-1.952559996 53.8326302,-1.952567588 53.8326347,-1.952596443 53.8326473,-1.952608595 53.83265,-1.952640491 53.8326608,-1.952684544 53.8326698,-1.952714925 53.832677,-1.953438932 53.83281714,-1.953500608 53.83282857,-1.953482922 53.83288357,-1.953502654 53.83290246,-1.953544301 53.83288989,-1.953597048 53.83300702,-1.953671323 53.83316946,-1.953712848 53.83326789,-1.953732548 53.83331644,-1.953749976 53.83335779,-1.953807684 53.83345616,-1.953858219 53.83344411,-1.953944851 53.83342347,-1.954036042 53.83340194,-1.95407858 53.83340825,-1.954233297 53.83365457,-1.954278806 53.8337247,-1.954317745 53.8337847,-1.95436247 53.83377883,-1.95441414 53.83377166,-1.954471887 53.8337645,-1.954522036 53.83375912,-1.954564587 53.83375375,-1.954581302 53.83375285,-1.954585848 53.83376364,-1.954622833 53.83384769,-1.954647995 53.83390477,-1.954661639 53.83393444,-1.954950378 53.83389859,-1.954989884 53.83389861,-1.955046104 53.83389953,-1.955082569 53.83390134,-1.955095483 53.8339026,-1.955123287 53.83390495,-1.955170081 53.83391036,-1.955221587 53.83391514,-1.955256075 53.83391821,-1.955294514 53.83392227,-1.95533265 53.83392525,-1.955462252 53.83393348,-1.955633183 53.83394388,-1.955672229 53.83394785,-1.955721607 53.83395245,-1.95583312 53.8339684,-1.955896172 53.83397489,-1.955898299 53.83397507,-1.955943879 53.8339794,-1.956057992 53.83397944,-1.956175152 53.83397149,-1.956225604 53.83396602,-1.95633548 53.83394872,-1.956350208 53.83395933,-1.956365846 53.83397147,-1.956393177 53.83399035,-1.956417471 53.83400744,-1.956437208 53.83402362,-1.956499461 53.83406769,-1.956694156 53.83402039,-1.956808146 53.83399167,-1.956755069 53.83388919,-1.956753551 53.83388739,-1.956664548 53.8337023,-1.956652206 53.83367667,-1.956825218 53.83364205,-1.956834456 53.83367216,-1.956852477 53.83373104,-1.957153368 53.83369609,-1.957157927 53.83369519,-1.957160969 53.8336925,-1.95716705 53.83368891,-1.957167052 53.83368711,-1.957168575 53.83368351,-1.957168577 53.83368172,-1.957167067 53.83367183,-1.957165551 53.83366913,-1.957180746 53.83366824,-1.957173212 53.83360622,-1.957165625 53.83359633,-1.957151965 53.83358104,-1.957141338 53.83357205,-1.95713071 53.83356396,-1.957112489 53.83355137,-1.957060803 53.83357472,-1.957027458 53.83349292,-1.957006237 53.83344258,-1.957003217 53.8334246,-1.956963883 53.83325562,-1.957007978 53.83322507,-1.957036867 53.83320621,-1.957071835 53.83318555,-1.957091443 53.83317881,-1.957111205 53.83316983,-1.957134008 53.83315816,-1.957158332 53.83314558,-1.95717961 53.8331402,-1.957191769 53.83313661,-1.957202409 53.83313302,-1.95721761 53.83312673,-1.957228253 53.83312044,-1.957297254 53.83310258,-1.957333426 53.83309325,-1.957383429 53.83308032,-1.95754742 53.83303787,-1.957726742 53.83301007,-1.957846786 53.83300202,-1.957890871 53.83298046,-1.95820775 53.83305886,-1.95828825 53.83293566,-1.958837239 53.83307651,-1.958875165 53.83313764,-1.959119787 53.83314761,-1.95975639 53.83319636,-1.959763953 53.83323231,-1.959943239 53.83324226,-1.959928077 53.8332072,-1.960253224 53.83322439,-1.960587659 53.83322,-1.960589184 53.83321371,-1.961005994 53.83318778,-1.961040944 53.8331851,-1.961075891 53.83318511,-1.961121476 53.83318333,-1.961168581 53.83318154,-1.961200489 53.83318155,-1.961233919 53.83317977,-1.961285584 53.83317529,-1.961322055 53.83317081,-1.961426906 53.83316095,-1.961429945 53.83316095,-1.961501367 53.83315199,-1.961571273 53.83314033,-1.961709562 53.8331188,-1.961747554 53.83311252,-1.96183722 53.83309188,-1.961881293 53.833082,-1.961967925 53.83305597,-1.96201048 53.8330434,-1.962094076 53.83301376,-1.962135117 53.8329967,-1.962461826 53.83296444,-1.962961768 53.83291247,-1.96295116 53.83288011,-1.962996138 53.83287671,-1.96315022 53.83286489,-1.963507309 53.83284073,-1.963754982 53.83283451,-1.963726169 53.83276889,-1.963509314 53.83227809,-1.96349415 53.83224303,-1.963482018 53.83221606,-1.963397098 53.8320228,-1.963629597 53.83198872,-1.963846899 53.83195642,-1.963807586 53.83173261,-1.963804554 53.83172452,-1.963862296 53.83171915,-1.963862302 53.83171196,-1.963832068 53.83153219,-1.963817971 53.8314047,-1.963792667 53.83141174,-1.963747076 53.83142251,-1.963719723 53.8314279,-1.963690851 53.83143238,-1.96365742 53.83143687,-1.963564731 53.83144493,-1.962938705 53.83148878,-1.962932625 53.83149057,-1.962920467 53.83149416,-1.962893111 53.83150225,-1.962014673 53.83175903,-1.961990382 53.83173835,-1.961657532 53.83184969,-1.961683344 53.83186947,-1.961101195 53.83210657,-1.961052558 53.83212363,-1.96100544 53.83214159,-1.960930963 53.83216943,-1.960862564 53.83219637,-1.960795682 53.83222601,-1.96072121 53.83224845,-1.960716652 53.83224845,-1.960642492 53.83193565,-1.96034164 53.83194634,-1.960291997 53.83141693,-1.959983552 53.83142672,-1.959982042 53.83141683,-1.95998053 53.83140874,-1.959635639 53.83139874,-1.959343925 53.83139055,-1.959020303 53.83138325,-1.959005109 53.83138325,-1.958550824 53.83137231,-1.957981094 53.83133256,-1.957982645 53.83130111,-1.957985986 53.83099642,-1.957925212 53.8309955,-1.957439016 53.83099353,-1.95740407 53.83099352,-1.957351068 53.83081913,-1.957305609 53.83069868,-1.957219301 53.83040654,-1.956409331 53.83055905,-1.956406335 53.8305168,-1.956404853 53.83048085,-1.956401852 53.8304449,-1.956401895 53.83040265,-1.956400417 53.83036311,-1.956403509 53.83031098,-1.956403538 53.83028258,-1.956408352 53.83018227,-1.956409594 53.83015675,-1.956418302 53.83011055,-1.956428823 53.83007424,-1.956439336 53.83004495,-1.956456084 53.83001071,-1.956468269 53.82998177,-1.956472382 53.8299709,-1.956480779 53.82993118,-1.956491746 53.82990413,-1.95649814 53.82989217,-1.956498142 53.82989038,-1.956492066 53.82988858,-1.956481432 53.82988767,-1.956467757 53.82988857,-1.956422157 53.82990833,-1.956406963 53.82990832,-1.956391768 53.82991011,-1.956387209 53.82991101,-1.956305159 53.82991727,-1.956299082 53.82991727,-1.956217025 53.82992982,-1.956136485 53.82994417,-1.956066585 53.82995493,-1.955995167 53.8299639,-1.95590247 53.82998004,-1.955879676 53.82998453,-1.955624374 53.83003566,-1.955577262 53.83004733,-1.955539268 53.8300572,-1.955498233 53.83006977,-1.955461757 53.83008054,-1.95540856 53.8301003,-1.9553812 53.83011107,-1.955331119 53.83005713,-1.955325053 53.83004634,-1.955320507 53.83003555,-1.955309895 53.83001308,-1.955300805 53.82998881,-1.95530081 53.82998341,-1.955294767 53.82995106,-1.955294773 53.82994566,-1.955285686 53.8299187,-1.955276596 53.82989353,-1.955270545 53.82986926,-1.955264494 53.82984409,-1.955259957 53.82982431,-1.955257341 53.82981244,-1.955129601 53.82953575,-1.954673016 53.8288561,-1.954633586 53.82878957,-1.954633649 53.82873025,-1.954609399 53.82867631,-1.954585105 53.82866282,-1.954566888 53.82864933,-1.95454715 53.82863764,-1.954530452 53.82862415,-1.954506168 53.82860168,-1.954490991 53.82858639,-1.954477333 53.828572,-1.954466715 53.82855672,-1.954456097 53.82854054,-1.954445479 53.82852526,-1.954431831 53.82850098,-1.954416679 53.82846323,-1.954410623 53.82844435,-1.954324007 53.8284596,-1.954155024 53.82807575,-1.953783488 53.82814482,-1.953768296 53.82814481,-1.953737909 53.8281457,-1.953716635 53.82815018,-1.953707518 53.82815108,-1.953698399 53.82815377,-1.953689276 53.82816096,-1.95368623 53.82816725,-1.953686221 53.82817624,-1.953677093 53.82818702,-1.953664931 53.8281942,-1.953661892 53.8281951,-1.953649733 53.82819959,-1.953646692 53.82820139,-1.953633017 53.82820318,-1.953321501 53.82826238,-1.953308209 53.82819173,-1.953297335 53.82813384,-1.953297408 53.82806742,-1.95329747 53.82801161,-1.953302184 53.82800738,-1.95330705 53.82800325,-1.953312372 53.8279993,-1.953318758 53.82799481,-1.953324535 53.82799112,-1.953330616 53.82798762,-1.953336849 53.82798421,-1.953346882 53.82797927,-1.953413151 53.8279526,-1.953418957 53.82795027,-1.953336506 53.8278822,-1.953327996 53.82788399,-1.953321918 53.82788489,-1.953306725 53.82788488,-1.953291534 53.82788398,-1.953271791 53.82787768,-1.953258123 53.82787228,-1.953249014 53.82786688,-1.953245978 53.82786419,-1.953239905 53.82786059,-1.953221694 53.8278426,-1.953148906 53.82771944,-1.953145877 53.82771135,-1.953097347 53.82763314,-1.95304272 53.8275738,-1.952994166 53.82751895,-1.9529881 53.82750906,-1.952918349 53.8273886,-1.952881956 53.82732657,-1.953112936 53.82727632,-1.953064724 53.82718688,-1.953050017 53.82715973,-1.953039253 53.82713968,-1.95302015 53.82710435,-1.952970422 53.82701202,-1.953251641 53.82700324,-1.953358066 53.82699994,-1.953350262 53.82698251,-1.953319188 53.82691895,-1.953297967 53.82687536,-1.953277049 53.82683256,-1.953256283 53.82679013,-1.953586616 53.82673984,-1.953964362 53.82667716,-1.953994757 53.82666728,-1.953987174 53.8266547,-1.953982626 53.82664661,-1.95401305 53.82660977,-1.95405563 53.82657114,-1.954073877 53.82655586,-1.954043493 53.82655585,-1.952860617 53.82657229,-1.952846336 53.82657247,-1.95282806 53.8266138,-1.952822123 53.82662477,-1.952759659 53.8267413,-1.95267122 53.82673202,-1.952635124 53.82674567,-1.952626162 53.82674459,-1.952586212 53.82673981,-1.952515122 53.82673124,-1.952486412 53.826728,-1.95246545 53.82672556,-1.952426715 53.82672114,-1.952330409 53.82671023,-1.952300029 53.82670626,-1.952211172 53.82669086,-1.952205921 53.82667287,-1.952205876 53.8266727,-1.952205119 53.82667018,-1.952202094 53.8266585,-1.952199064 53.82665041,-1.952189963 53.82663782,-1.952161128 53.82661174,-1.952129252 53.82658746,-1.952118023 53.82657586,-1.952117112 53.82657488,-1.952106488 53.82656588,-1.95208372 53.8265479,-1.95207021 53.82653873,-1.952062468 53.82653351,-1.952042732 53.82652092,-1.952034382 53.82651597,-1.952022996 53.82650923,-1.951998706 53.82649394,-1.951971378 53.82647865,-1.95196986 53.82647685,-1.951916717 53.82645166,-1.951873605 53.82642234,-1.95184537 53.8264031,-1.951780094 53.82635903,-1.951807452 53.82634826,-1.951725495 53.82627812,-1.951686035 53.82624395,-1.951678444 53.82623945,-1.951664779 53.82623315,-1.951649448 53.82622155,-1.95160096 53.82624391,-1.951585782 53.82623133,-1.951512924 53.82617647,-1.95147593 53.82615093,-1.951394414 53.82618721,-1.951359452 53.82620517,-1.951331773 53.82621731,-1.951227357 53.8261404,-1.951063432 53.82601271,-1.951025435 53.82602707,-1.950985917 53.82604324,-1.950977406 53.82604671,-1.950975281 53.82604503,-1.950878 53.82608993,-1.950823364 53.82604317,-1.950817301 53.82603148,-1.950797577 53.82600901,-1.950793026 53.82600361,-1.950780887 53.82599102,-1.950777851 53.82598922,-1.950777855 53.82598563,-1.950773302 53.82598203,-1.950771787 53.82597844,-1.950768753 53.82597484,-1.950767238 53.82597124,-1.950765722 53.82596855,-1.950756621 53.82595596,-1.950741446 53.82594157,-1.950735377 53.82593528,-1.950732345 53.82592988,-1.950729309 53.82592719,-1.950718693 53.8259119,-1.950629284 53.82572132,-1.950647507 53.82572762,-1.950653581 53.82572942,-1.950677884 53.82573303,-1.950703708 53.82573484,-1.950706746 53.82573484,-1.950729533 53.82573574,-1.950750804 53.82573306,-1.950767522 53.82572767,-1.950772081 53.82572588,-1.950778161 53.82572318,-1.950781204 53.82571959,-1.950818745 53.82570495,-1.950914952 53.82566751,-1.950892829 53.82561825,-1.950870404 53.82556836,-1.950830098 53.82547873,-1.950817975 53.82545266,-1.950887884 53.82542932,-1.95090612 53.82542394,-1.950915238 53.82542124,-1.95095476 53.82540149,-1.951003402 53.82537634,-1.951021643 53.82536736,-1.950950319 53.82530136,-1.950924521 53.82527744,-1.950739145 53.82530972,-1.950725061 53.82527206,-1.950713097 53.82524005,-1.950687502 53.82517183,-1.95067251 53.82513173,-1.950657363 53.82509308,-1.95041426 53.82512534,-1.950238582 53.82466329,-1.950059884 53.82418955,-1.950128287 53.82415362,-1.95019214 53.82411141,-1.950233189 53.82408356,-1.950218056 53.82403412,-1.950342713 53.82395868,-1.950306324 53.82389934,-1.950274487 53.8238445,-1.95027449 53.8238418,-1.950259337 53.82380944,-1.950229038 53.82373932,-1.950154802 53.82356942,-1.950130562 53.82351369,-1.950082081 53.82340401,-1.94996364 53.82337545,-1.949930149 53.82342282,-1.949841864 53.82357199,-1.949826965 53.82359486,-1.949826645 53.82359535,-1.94981751 53.82361242,-1.949817508 53.82361422,-1.949811408 53.82363399,-1.949811371 53.82366545,-1.949841572 53.82381736,-1.949683557 53.82384066,-1.949645573 53.82384604,-1.949591984 53.82385389,-1.949604515 53.82388107,-1.947864842 53.82411402,-1.947585277 53.82415165,-1.947589815 53.82416693,-1.947647189 53.82445097,-1.947662267 53.82454266,-1.947678863 53.82463524,-1.94770301 53.82476378,-1.947733232 53.82489321,-1.947789181 53.82510356,-1.94780129 53.82513951,-1.94782247 53.82521053,-1.947848208 53.82528154,-1.947881539 53.82535526,-1.947927005 53.82544336,-1.947958829 53.82550719,-1.947987623 53.82556382,-1.948011874 53.82560967,-1.948037643 53.82565552,-1.948078569 53.82573014,-1.948122533 53.82580566,-1.948189242 53.82591534,-1.948201366 53.82593961,-1.948249866 53.82603221,-1.948290796 53.82610413,-1.948310511 53.8261329,-1.948331744 53.82616167,-1.948380286 53.82622101,-1.948443995 53.82630013,-1.94846977 53.82634238,-1.948494026 53.82638464,-1.948516769 53.8264215,-1.948537993 53.82645836,-1.948541022 53.82646645,-1.948544049 53.82647544,-1.948550106 53.82649162,-1.948554653 53.82650061,-1.948559202 53.8265078,-1.948563743 53.82652128,-1.948574358 53.82653747,-1.948598616 53.82657792,-1.948610732 53.82660849,-1.948624372 53.82663546,-1.948644069 53.82667861,-1.948665287 53.82672086,-1.948668311 53.82673254,-1.948689517 53.82678468,-1.948704656 53.82682873,-1.948707684 53.82683682,-1.948834976 53.82710292,-1.948868322 53.82716674,-1.948898628 53.82723147,-1.948925895 53.82729709,-1.948968301 53.82740676,-1.949028799 53.82763149,-1.949075636 53.82784722,-1.949091965 53.82791293,-1.949125591 53.82804763,-1.948557266 53.82809596,-1.948350617 53.82811924,-1.948329432 53.82805003,-1.948144057 53.82807062,-1.948120131 53.82799417,-1.94778982 53.82802508,-1.94748395 53.82805955,-1.947402765 53.82806786,-1.947404808 53.82817141,-1.947411596 53.8282106)))",277,INL31UDH36000,walkeraGMSCON,walkeraGMSCON,2009/07/13 00:00:00+00,2009/07/13 00:00:00+00,1,NONE,1,403159,437071,435005.469,CONARA,Haworth,,2005/09/29 00:00:00+00,,0,05/00022/CONARA,,,403159,437071,5291.16071092269,435005.468534992,126,INL31UDH36000,),05/00022/CONARA,CONARA,Haworth,haworth-conservation-area,,2005/09/29 00:00:00+00,,,,2007/07/16 00:00:00+00,2018/01/19 13:52:21+00,
