WKT,gml_id,OBJECTID,REFERENCE,TITLE,DESIGNATED_DATE,REVISION_DATE,SECOND_REVISION_DATE,THIRD_REVISION_DATE,Shape_Length,Shape_Area
"MULTIPOLYGON (((449421.053 197104.121,449425.6 197085.61,449422.688 197069.953,449421.95 197053.15,449422.53 197049.74,449422.55 197049.6,449422.95 197049.4,449424.0 197043.35,449425.98 197025.06,449427.23 197017.75,449427.33 197017.17,449428.181 197012.083,449526.97 197019.83,449551.727 197031.156,449645.875 197032.5,449632.031 196971.203,449620.8 196932.52,449619.28 196927.82,449619.25 196927.73,449617.4 196919.81,449617.31 196919.43,449615.529 196911.912,449630.33 196910.44,449638.4 196910.8,449640.75 196910.8,449641.75 196910.85,449642.75 196910.85,449645.05 196911.0,449648.75 196911.2,449652.65 196911.45,449655.85 196911.65,449655.912 196911.656,449656.3 196909.7,449657.55 196903.4,449658.48 196898.95,449659.46 196894.25,449660.45 196889.5,449656.15 196888.6,449657.14 196883.79,449658.12 196879.04,449659.12 196874.15,449662.402 196858.233,449669.41 196859.9,449670.51 196855.5,449671.76 196850.49,449672.86 196846.09,449674.56 196846.5,449675.77 196841.68,449676.95 196837.0,449678.17 196832.15,449679.35 196827.45,449679.95 196825.35,449681.75 196818.1,449673.05 196814.1,449665.3 196810.9,449659.9 196808.6,449657.85 196807.85,449655.0 196806.9,449651.0 196805.35,449647.7 196804.2,449645.5 196803.35,449644.7 196803.1,449644.0 196802.85,449643.25 196802.7,449639.75 196802.2,449635.35 196801.5,449633.29 196801.15,449617.7 196801.15,449615.75 196800.85,449612.66 196800.66,449606.88 196800.31,449605.7 196797.14,449604.55 196791.15,449603.3 196790.89,449602.1 196785.8,449601.05 196785.85,449599.6 196785.95,449598.1 196786.05,449596.5 196786.3,449595.0 196786.6,449593.6 196787.0,449592.05 196787.65,449590.75 196788.35,449589.65 196789.05,449588.4 196789.95,449587.2 196790.9,449586.35 196791.9,449585.65 196792.55,449584.75 196793.6,449584.0 196794.6,449583.4 196795.7,449583.25 196795.98,449560.95 196768.7,449590.05 196744.0,449594.8 196740.75,449597.05 196739.3,449599.7 196737.4,449601.95 196735.85,449603.45 196734.85,449604.55 196734.15,449605.55 196733.4,449606.4 196732.8,449607.05 196732.4,449607.95 196731.8,449608.6 196731.3,449609.35 196730.75,449610.03 196730.2,449610.7 196729.65,449611.5 196728.75,449612.15 196728.2,449612.8 196727.45,449613.25 196726.8,449613.8 196726.05,449614.35 196725.45,449614.65 196725.0,449615.05 196724.3,449615.35 196723.75,449615.55 196723.2,449615.7 196722.4,449616.15 196720.9,449616.75 196719.0,449619.5 196709.95,449622.05 196701.0,449625.2 196689.65,449626.65 196683.7,449627.75 196679.35,449628.9 196674.65,449629.65 196672.25,449630.75 196668.35,449632.28 196663.46,449630.75 196663.0,449628.177 196662.333,449628.548 196660.771,449629.1 196658.45,449629.65 196656.2,449629.662 196656.106,449633.35 196656.85,449633.55 196656.5,449633.85 196655.9,449634.15 196655.2,449634.4 196654.8,449634.6 196654.55,449634.85 196654.25,449635.25 196653.85,449635.75 196653.45,449636.1 196653.35,449636.4 196653.25,449636.75 196653.15,449637.15 196653.15,449637.55 196653.35,449638.05 196653.8,449638.8 196654.5,449639.9 196655.5,449641.6 196657.0,449646.75 196661.7,449649.85 196664.65,449652.95 196667.5,449656.8 196671.1,449659.4 196673.5,449661.45 196675.5,449663.75 196677.65,449666.45 196680.05,449668.85 196682.35,449670.9 196684.2,449672.4 196685.6,449674.75 196687.75,449676.2 196689.2,449677.9 196690.75,449679.15 196692.05,449680.15 196693.05,449681.7 196694.75,449682.85 196696.2,449684.8 196698.35,449686.95 196700.75,449688.95 196702.95,449690.9 196705.05,449692.35 196706.5,449700.375 196716.313,449707.875 196726.75,449715.094 196737.828,449720.063 196746.688,449722.87 196752.58,449723.8 196756.52,449729.6 196759.8,449731.8 196761.25,449733.85 196762.55,449735.9 196763.9,449737.2 196764.85,449738.1 196765.1,449741.75 196769.6,449742.75 196768.65,449743.65 196769.75,449744.65 196770.8,449745.75 196772.35,449746.45 196773.25,449747.7 196774.8,449748.85 196776.2,449750.05 196777.85,449750.45 196778.3,449750.6 196778.55,449750.75 196779.05,449750.9 196779.4,449751.05 196779.9,449751.05 196780.2,449751.25 196780.75,449751.5 196781.65,449751.8 196782.4,449752.05 196782.9,449752.4 196783.45,449752.8 196784.4,449753.2 196785.15,449753.65 196786.2,449754.0 196786.95,449755.7 196788.9,449759.98 196793.63,449764.11 196798.19,449767.83 196802.31,449770.31 196805.05,449777.02 196812.47,449780.15 196816.8,449785.75 196825.45,449784.02 196826.52,449786.98 196832.48,449789.92 196838.35,449789.05 196838.8,449791.5 196843.9,449793.85 196848.5,449795.05 196850.75,449796.35 196853.25,449796.8 196854.15,449797.25 196854.85,449797.5 196855.2,449797.85 196855.65,449798.15 196855.9,449798.7 196856.35,449799.2 196856.75,449799.85 196857.3,449800.4 196857.75,449800.9 196858.2,449801.3 196858.75,449801.6 196859.05,449801.95 196859.7,449802.6 196860.65,449803.4 196861.85,449803.75 196862.35,449804.1 196862.95,449804.5 196863.4,449804.95 196863.9,449805.6 196864.9,449806.1 196865.45,449806.4 196865.8,449806.85 196866.6,449807.15 196867.15,449807.35 196867.65,449807.65 196868.2,449807.84 196868.65,449808.82 196871.45,449809.47 196871.22,449810.07 196871.81,449811.55 196873.25,449813.15 196874.65,449813.55 196874.45,449813.75 196874.4,449814.05 196874.3,449814.35 196874.15,449814.7 196874.0,449814.95 196873.95,449815.23 196873.89,449815.5 196873.8,449815.75 196873.7,449815.95 196873.68,449816.44 196873.66,449816.86 196873.71,449817.2 196873.8,449818.0 196873.9,449818.65 196874.1,449819.2 196874.35,449819.65 196874.7,449820.2 196875.2,449820.75 196875.75,449821.2 196876.15,449821.65 196876.85,449822.0 196877.5,449822.45 196878.3,449823.15 196879.1,449823.68 196879.78,449824.75 196880.65,449825.45 196881.3,449826.45 196882.0,449827.25 196882.45,449828.75 196883.15,449829.7 196883.6,449831.0 196884.2,449832.3 196884.7,449834.7 196885.5,449835.65 196885.7,449836.2 196885.9,449837.6 196886.35,449838.28 196886.35,449839.85 196887.65,449841.25 196888.65,449842.15 196889.4,449843.2 196890.1,449844.7 196891.05,449846.65 196892.3,449848.37 196893.34,449848.55 196893.45,449849.95 196894.6,449851.55 196895.75,449853.85 196897.25,449855.67 196898.6,449856.8 196899.45,449858.9 196901.3,449860.25 196902.7,449861.85 196904.3,449863.75 196906.25,449864.65 196907.15,449865.55 196908.3,449866.05 196909.0,449867.65 196911.0,449868.15 196911.65,449869.4 196913.5,449871.1 196916.1,449873.95 196920.6,449877.25 196925.5,449880.4 196930.4,449884.6 196936.8,449886.9 196935.45,449891.7 196932.55,449894.15 196929.5,449895.9 196927.3,449921.25 196895.6,449922.4 196894.08,449924.4 196891.35,449924.95 196890.65,449925.3 196890.25,449925.5 196889.9,449925.55 196889.65,449925.75 196889.35,449929.95 196882.3,449930.2 196882.05,449930.55 196881.6,449932.4 196879.5,449934.39 196877.23,449938.05 196873.05,449940.9 196869.75,449943.05 196867.35,449945.25 196864.65,449947.4 196862.25,449949.45 196859.9,449951.05 196858.15,449957.3 196850.9,449964.89 196842.2,449964.945 196842.137,449967.15 196844.15,449971.7 196848.4,449974.7 196851.25,449977.05 196853.5,449978.35 196854.75,449979.3 196855.6,449980.0 196856.35,449981.25 196857.55,449982.45 196858.85,449983.95 196860.35,449985.3 196861.95,449986.45 196863.2,449987.25 196864.1,449990.2 196867.35,449994.25 196871.85,449997.3 196875.0,450000.0 196882.55,450014.5 196899.7,450015.1 196900.7,450015.9 196901.6,450016.6 196902.2,450017.4 196903.0,450018.3 196903.8,450018.8 196904.2,450019.5 196904.8,450020.3 196905.3,450020.9 196905.6,450021.5 196905.6,450026.1 196906.7,450030.7 196908.0,450032.0 196908.5,450033.5 196909.1,450034.9 196909.9,450036.1 196910.5,450036.2 196910.6,450041.8 196914.3,450047.1 196917.7,450050.8 196920.5,450054.8 196923.2,450058.8 196926.0,450060.2 196926.8,450061.5 196927.3,450062.9 196928.0,450065.546 196929.27,450038.5 196987.875,450045.25 196992.51,450054.55 197000.0,450055.03 197000.37,450055.3 197000.05,450056.85 197001.4,450056.55 197001.7,450069.7 197012.65,450067.48 197015.5,450065.84 197017.6,450065.65 197017.85,450061.55 197023.3,450061.25 197023.7,450061.65 197024.15,450059.85 197026.05,450059.35 197025.7,450056.2 197029.15,450054.3 197031.25,450055.05 197031.95,450055.8 197032.7,450055.9 197032.75,450056.75 197033.55,450057.5 197034.35,450058.55 197035.5,450059.45 197036.75,450059.95 197037.7,450060.4 197038.65,450060.73 197039.64,450061.93 197040.48,450075.15 197049.75,450076.25 197050.5,450076.11 197050.78,450082.81 197059.46,450083.1 197059.65,450083.55 197060.05,450084.35 197060.6,450085.0 197061.15,450085.6 197061.6,450086.35 197062.2,450087.25 197063.1,450088.05 197063.7,450088.55 197064.05,450089.15 197064.65,450090.2 197065.6,450091.0 197066.3,450093.9 197069.2,450094.5 197069.25,450094.75 197069.6,450095.05 197070.15,450095.7 197070.75,450098.0 197072.5,450099.7 197073.75,450101.35 197075.15,450103.4 197076.75,450105.25 197078.15,450106.1 197078.6,450106.5 197079.0,450107.3 197079.2,450107.45 197079.55,450108.55 197080.5,450110.75 197082.5,450112.0 197083.5,450113.45 197084.6,450113.53 197084.68,450114.2 197085.3,450114.65 197085.1,450115.68 197085.82,450107.85 197094.25,450110.5 197096.1,450111.65 197097.3,450112.3 197097.85,450113.25 197098.65,450114.15 197099.4,450115.3 197100.6,450115.9 197101.5,450116.2 197101.9,450116.4 197102.2,450117.0 197102.4,450117.6 197102.55,450117.75 197102.6,450118.0 197102.7,450118.25 197102.95,450118.7 197103.35,450119.75 197104.95,450120.1 197105.8,450120.15 197106.15,450120.3 197106.75,450120.7 197107.2,450121.1 197107.45,450121.4 197107.6,450121.85 197107.8,450122.3 197108.05,450122.8 197108.4,450123.25 197108.7,450123.75 197109.15,450124.0 197109.5,450124.45 197110.3,450124.75 197111.1,450125.1 197111.65,450125.45 197112.3,450126.15 197113.55,450126.7 197114.45,450127.25 197115.5,450128.9 197117.6,450129.3 197118.0,450129.6 197118.45,450129.85 197119.45,450130.0 197119.9,450130.1 197120.45,450130.2 197120.85,450130.5 197121.2,450130.8 197121.75,450131.4 197122.5,450131.85 197123.1,450132.3 197123.65,450132.5 197124.1,450132.6 197124.4,450133.0 197125.45,450133.4 197125.95,450133.8 197126.55,450134.55 197127.8,450135.25 197128.9,450135.6 197129.6,450135.75 197130.2,450135.75 197130.65,450135.7 197131.4,450135.65 197132.1,450135.55 197132.6,450135.5 197133.0,450135.5 197133.4,450135.65 197133.95,450135.8 197134.6,450136.25 197135.3,450136.9 197136.25,450138.25 197138.2,450139.25 197139.75,450140.0 197140.9,450140.75 197142.5,450142.1 197144.85,450144.1 197148.85,450144.75 197150.1,450145.05 197151.0,450145.35 197152.15,450145.8 197154.0,450146.15 197155.2,450146.6 197156.6,450146.822 197157.265,450143.9 197161.6,450138.4 197170.25,450132.35 197179.3,450132.1 197180.0,450129.85 197185.1,450111.362 197228.575,450105.45 197225.7,450098.25 197222.0,450091.95 197218.95,450072.6 197209.5,450050.92 197198.96,450050.15 197200.3,450037.8 197194.4,450031.3 197191.45,450030.59 197191.11,450024.3 197188.05,450023.87 197187.83,450018.85 197185.32,450017.6 197184.7,450014.3 197183.16,450007.59 197180.02,450002.04 197177.42,450001.89 197177.35,450000.0 197176.47,449996.87 197175.04,449992.15 197172.88,449986.89 197170.48,449978.85 197166.8,449977.64 197166.35,449977.505 197166.853,449970.95 197164.551,449969.35 197168.5,449926.156 197149.484,449927.619 197146.118,449923.833 197144.399,449895.2 197131.4,449889.75 197128.9,449886.55 197127.45,449880.2 197124.54,449880.0 197124.45,449878.75 197124.2,449877.2 197123.65,449874.07 197122.34,449872.05 197121.5,449874.17 197116.56,449878.64 197106.12,449877.7 197106.1,449877.05 197106.05,449876.35 197105.95,449875.35 197105.65,449874.4 197105.2,449855.55 197097.6,449854.05 197102.1,449852.85 197105.45,449852.35 197105.6,449850.75 197110.5,449849.9 197115.4,449848.8 197119.4,449844.74 197132.66,449843.92 197135.33,449841.29 197143.94,449840.35 197147.0,449837.7 197156.15,449837.6 197156.55,449837.25 197158.3,449836.24 197162.19,449835.53 197165.05,449834.8 197167.96,449834.36 197169.72,449833.01 197175.11,449832.31 197177.93,449831.2 197181.85,449830.12 197186.23,449829.54 197188.56,449828.5 197192.75,449828.4 197193.15,449827.34 197197.41,449826.57 197200.46,449826.05 197202.55,449825.25 197205.72,449824.59 197208.34,449822.35 197216.25,449822.1 197217.3,449820.35 197223.7,449820.12 197224.41,449819.8 197225.39,449819.75 197225.54,449819.197 197227.758,449822.75 197238.55,449825.05 197237.95,449825.8 197239.5,449828.77 197246.13,449823.75 197260.45,449821.65 197268.65,449839.344 197275.375,449835.2 197289.85,449831.8 197297.4,449817.31 197290.89,449810.3 197305.54,449801.8 197301.2,449797.45 197299.1,449795.4 197298.25,449792.45 197297.0,449789.85 197295.85,449779.4 197291.45,449779.5 197290.95,449774.55 197288.95,449772.1 197288.25,449770.65 197287.8,449760.85 197285.35,449745.25 197278.65,449736.673 197274.361,449745.6 197246.2,449746.56 197242.34,449735.2 197225.65,449734.95 197225.3,449734.7 197224.85,449734.5 197224.4,449734.4 197223.95,449734.4 197223.5,449738.2 197211.45,449743.7 197194.65,449749.75 197177.1,449754.8 197157.9,449755.67 197156.23,449758.1 197151.55,449762.35 197145.5,449769.6 197135.85,449773.35 197128.8,449773.65 197128.3,449774.35 197127.05,449777.1 197122.25,449784.3 197109.85,449760.15 197081.75,449736.65 197076.65,449723.6 197082.25,449715.05 197086.15,449712.65 197087.7,449712.45 197087.5,449703.65 197092.4,449684.75 197102.95,449683.65 197102.89,449682.35 197104.1,449670.8 197109.75,449667.967 197110.666,449668.05 197132.05,449666.4 197134.9,449666.45 197136.35,449666.0 197141.05,449666.1 197145.85,449665.75 197145.87,449666.61 197150.87,449666.75 197151.65,449666.5 197152.75,449664.05 197163.1,449662.65 197162.8,449662.65 197162.2,449658.2 197161.25,449658.05 197161.85,449644.6 197159.25,449643.35 197163.2,449634.875 197190.438,449628.563 197216.75,449639.469 197220.453,449641.7 197227.1,449642.3 197231.1,449642.25 197236.65,449642.3 197237.54,449642.7 197237.55,449642.65 197243.45,449643.6 197243.8,449642.2 197245.79,449644.75 197247.6,449643.48 197252.78,449642.91 197255.09,449641.55 197260.6,449639.65 197260.16,449638.87 197263.19,449636.3 197273.1,449635.492 197276.215,449623.85 197264.95,449612.8 197254.15,449605.55 197247.25,449602.15 197243.65,449598.1 197239.2,449594.55 197235.2,449591.45 197231.6,449585.491 197224.595,449585.9 197222.55,449586.05 197221.8,449587.3 197216.6,449587.9 197214.2,449589.3 197207.8,449589.36 197204.0,449589.5 197195.98,449599.18 197163.58,449600.52 197160.26,449604.95 197149.25,449603.69 197148.56,449595.63 197144.14,449590.9 197141.55,449591.79 197139.2,449592.26 197137.98,449580.04 197132.46,449572.27 197129.79,449561.23 197126.02,449555.79 197124.16,449555.35 197125.7,449538.65 197121.35,449546.95 197096.7,449547.55 197093.55,449547.65 197093.15,449548.3 197085.35,449545.25 197084.65,449541.0 197083.85,449542.56 197075.44,449546.485 197054.068,449541.563 197052.906,449540.094 197052.0,449538.594 197051.297,449536.75 197050.656,449534.813 197050.094,449531.156 197049.156,449527.438 197048.5,449522.656 197048.047,449519.5 197047.953,449516.313 197047.953,449511.406 197047.75,449500.0 197045.672,449485.938 197044.047,449470.755 197042.279,449469.07 197050.82,449467.15 197060.55,449466.05 197067.25,449465.8 197068.15,449465.65 197069.15,449465.5 197070.1,449465.15 197073.05,449464.75 197077.6,449464.25 197083.15,449463.65 197088.95,449463.2 197093.1,449462.92 197094.64,449462.45 197097.3,449461.9 197100.45,449461.51 197102.04,449460.4 197106.6,449460.36 197106.75,449459.48 197110.5,449457.7 197118.0,449443.55 197115.75,449429.55 197113.55,449430.65 197105.75,449421.053 197104.121)))",F5__1,1,ATC,Abingdon Town Centre Conservation Area,1968-12-01T00:00:00,1973-03-14T00:00:00,1974-07-31T00:00:00,1976-10-25T00:00:00,3611.85757865968,173942.467525909
"MULTIPOLYGON (((448909.0 197475.88,448908.2 197475.7,448905.3 197463.35,448903.75 197456.7,448902.6 197451.8,448900.8 197443.85,448899.9 197440.15,448898.85 197435.8,448897.95 197431.75,448896.6 197425.35,448895.2 197419.35,448892.45 197407.75,448891.15 197402.55,448888.45 197391.0,448880.9 197358.0,448878.65 197347.4,448876.2 197335.25,448873.8 197322.85,448872.15 197314.75,448870.65 197306.25,448869.6 197300.6,448868.3 197294.2,448865.1 197278.8,448863.04 197267.83,448861.9 197261.8,448860.95 197256.8,448859.0 197243.85,448857.85 197237.3,448856.45 197229.91,448856.05 197227.8,448854.95 197221.25,448854.8 197220.95,448854.7 197220.6,448851.5 197202.32,448847.8 197180.8,448847.704 197180.252,448837.15 197179.95,448833.95 197179.81,448828.9 197179.58,448827.1 197179.5,448827.46 197171.8,448827.83 197163.8,448827.9 197162.4,448828.05 197160.91,448828.25 197155.85,448828.4 197152.35,448828.962 197136.471,448829.8 197136.5,448833.18 197136.59,448844.5 197137.05,448844.14 197132.3,448843.76 197127.2,448843.75 197127.05,448843.3 197121.1,448843.05 197119.0,448852.65 197120.35,448857.15 197121.01,448861.5 197121.64,448865.91 197122.28,448870.85 197123.0,448875.22 197123.63,448879.56 197124.26,448880.35 197124.38,448884.15 197124.93,448887.46 197125.41,448888.8 197125.6,448893.31 197126.28,448895.56 197126.61,448897.81 197126.95,448902.25 197127.62,448902.65 197127.68,448906.8 197128.3,448910.45 197128.84,448911.0 197128.92,448915.95 197129.66,448920.45 197130.33,448925 197131,448925.41 197128.42,448925.75 197126.55,448926.16 197123.61,448927.22 197116.04,448927.25 197115.8,448931.16 197105.01,448931.55 197102.35,448931.9 197099.95,448932.66 197094.44,448933.35 197089.5,448933.51 197089.15,448934.3 197083.95,448935.12 197078.51,448935.9 197073.35,448938.35 197073.6,448938.5 197073.62,448943.34 197074.12,448947.44 197074.55,448951.95 197075.0,448953.89 197075.2,448960.9 197075.9,448962.35 197076.05,448965.2 197076.35,448977.9 197077.55,448979.0 197070.5,448979.35 197069.7,448979.65 197069.3,448980.0 197068.95,448980.45 197068.65,448980.95 197068.45,448981.55 197068.3,448982.15 197068.3,448982.8 197068.35,448983.45 197068.5,448993.5 197070.05,449000.0 197071.15,449014.9 197073.55,449013.32 197083.65,449012.95 197085.7,449012.7 197087.25,449012.17 197090.74,449011.08 197097.96,449010.45 197102.15,449009.97 197105.15,449009.45 197108.35,449008.79 197112.55,449007.69 197119.51,449007.15 197122.75,449013.29 197123.5,449014.3 197123.62,449016.15 197123.85,449021.15 197124.9,449027.88 197126.21,449031.2 197126.85,449031.14 197127.2,449034.34 197127.63,449041.55 197128.59,449046.15 197129.2,449047.65 197129.4,449054.54 197130.34,449061.56 197131.3,449068.39 197132.21,449075.4 197133.15,449076.77 197133.33,449082.2 197134.05,449088.75 197135.15,449095.45 197136.2,449100.81 197136.96,449101.8 197137.1,449117.2 197138.8,449125.25 197140.05,449133.03 197141.3,449140.61 197142.53,449148.35 197143.8,449147.45 197149.4,449147.8 197149.55,449154.95 197150.7,449156.06 197150.88,449161.59 197151.79,449163.75 197152.15,449167.54 197152.74,449171.31 197153.34,449174.25 197153.8,449178.8 197154.55,449180.24 197154.79,449186.2 197155.76,449192.85 197156.85,449193.75 197157.0,449198.89 197157.83,449201.7 197158.29,449206.98 197159.15,449208.55 197159.4,449208.75 197159.43,449214.34 197160.33,449215.65 197160.54,449222.28 197161.6,449222.91 197161.7,449230.35 197162.85,449230.74 197160.09,449231.95 197151.65,449233.4 197141.8,449234.4 197134.65,449234.99 197130.46,449235.16 197129.26,449235.35 197127.9,449235.37 197127.75,449235.82 197124.62,449236.02 197123.21,449237.33 197114.17,449239.25 197114.55,449242.25 197114.95,449244.8 197115.3,449249.9 197116.05,449272.8 197119.8,449274.73 197110.25,449275.0 197108.4,449275.6 197105.7,449276.75 197098.95,449278.15 197090.5,449279.4 197083.15,449279.48 197082.7,449280.3 197078.25,449281.1 197073.55,449281.37 197071.99,449281.596 197070.69,449315.06 197077.17,449319.6 197078.05,449337.26 197081.39,449335.69 197086.82,449335.32 197088.1,449334.5 197090.95,449334.6 197091.45,449334.8 197091.9,449335.1 197092.35,449335.4 197092.75,449336.2 197093.25,449337.1 197093.44,449339.34 197093.9,449344.75 197095.0,449349.75 197096.2,449356.45 197097.75,449363.25 197099.3,449369.25 197100.8,449374.15 197101.85,449375.43 197102.12,449379.45 197102.96,449379.65 197103.0,449390.37 197105.72,449399.05 197109.1,449403.1 197110.7,449404.24 197107.35,449406.2 197101.6,449430.65 197105.75,449429.55 197113.55,449443.55 197115.75,449457.7 197118.0,449458.829 197113.245,449482.4 197123.8,449497.49 197128.07,449500.0 197128.78,449504.95 197130.0,449516.57 197133.26,449517.4 197135.85,449519.3 197140.6,449521.6 197146.15,449524.15 197151.75,449531.4 197166.0,449534.85 197172.1,449543.75 197186.65,449548.65 197194.75,449550.45 197197.55,449553.2 197201.4,449555.1 197204.0,449555.95 197205.0,449567.73 197220.68,449571.0 197224.6,449569.75 197237.15,449570.1 197237.7,449570.02 197239.34,449561.25 197236.6,449552.76 197234.13,449550.75 197233.55,449543.29 197231.77,449538.79 197230.7,449535.45 197248.75,449533.0 197257.15,449532.38 197259.28,449529.73 197268.8,449529.63 197269.15,449526.54 197279.76,449528.9 197280.2,449537.0 197282.41,449543.879 197284.286,449542.25 197290.2,449540.15 197297.89,449545.9 197300.8,449552.82 197304.04,449551.95 197305.53,449552.55 197305.8,449548.92 197311.49,449548.76 197311.39,449545.34 197317.75,449546.44 197318.35,449543.62 197323.44,449542.5 197322.82,449541.99 197323.83,449541.97 197323.98,449541.87 197324.4,449542.02 197325.08,449542.18 197326.13,449541.39 197327.59,449536.9 197335.52,449536.43 197335.99,449535.58 197336.17,449534.38 197336.44,449534.34 197336.42,449531.42 197342.13,449530.7 197343.75,449531.05 197344.2,449531.25 197344.9,449531.1 197346.0,449531.05 197346.8,449530.9 197347.65,449529.25 197350.7,449522.95 197365.9,449522.35 197367.6,449521.25 197370.25,449521.06 197370.7,449520.15 197372.8,449518.9 197375.7,449517.7 197378.0,449516.75 197380.15,449510.2 197392.3,449508.8 197395.05,449500.0 197411.28,449494.95 197421.5,449493.55 197424.2,449492.75 197425.71,449491.15 197428.75,449491.01 197429.03,449487.05 197436.55,449483.56 197443.23,449481.73 197446.72,449480.85 197448.5,449479.45 197451.0,449480.15 197452.15,449479.0 197454.15,449477.6 197454.15,449467.85 197471.7,449464.35 197477.8,449463.6 197478.95,449457.3 197490.25,449451.63 197500.0,449444.3 197512.65,449443.84 197513.33,449440.7 197518.0,449438.85 197520.55,449437.9 197521.9,449436.8 197523.35,449430.45 197531.2,449429.2 197532.75,449425.75 197536.8,449423.2 197539.75,449421.05 197542.1,449416.22 197547.18,449413.95 197549.3,449411.1 197551.65,449408.25 197553.7,449406.0 197555.05,449404.4 197556.1,449402.55 197556.9,449400.15 197557.75,449396.6 197558.85,449392.25 197559.75,449386.5 197560.65,449382.75 197561.0,449378.5 197561.25,449364.95 197561.5,449344.45 197562.0,449324.6 197562.45,449305.15 197562.95,449283.1 197563.4,449258.15 197563.95,449245.15 197563.65,449244.95 197563.65,449223.9 197562.55,449215.7 197561.9,449211.0 197561.2,449209.9 197561.0,449197.65 197559.15,449195.48 197558.75,449151.7 197550.7,449139.78 197548.33,449130.11 197546.41,449120.45 197544.49,449113.875 197543.188,449113.09 197555.62,449099.6 197592.95,449083.35 197637.05,449073.25 197664.69,449070.85 197671.25,449070.35 197671.1,449054.15 197668.75,449030.48 197673.45,449030.89 197696.25,449031.0 197702.05,449015.61 197706.85,449014.0 197707.35,449012.65 197707.75,449011.05 197708.1,449008.85 197708.4,449003.88 197708.89,449000.91 197694.41,449000.0 197689.97,448996.51 197672.88,448985.81 197631.66,448985.15 197623.12,448984.0 197558.87,448988.05 197542.85,449000.0 197540.47,449010.9 197538.35,449006.55 197520.45,449001.73 197500.0,449001.24 197497.15,449000.0 197496.88,448999.89 197496.85,448996.23 197495.99,448993.75 197495.4,448985.2 197493.46,448982.43 197492.83,448961.35 197488.0,448941.2 197483.35,448916.3 197477.55,448912.03 197476.57,448909.0 197475.88)))",F5__2,2,AAP,Abingdon - Albert Park Conservation Area,1975-02-24T00:00:00,,,,2729.37425514694,286303.243759846
