WKT,gml_id,ogc_fid,policy,date_confirmed,location,description,date_revised
"MULTIPOLYGON (((389470.594 285767.156,389481.812 285772.938,389489.276 285776.465,389490.156 285774.688,389491.438 285772.156,389495.25 285764.5,389502.0 285751.25,389501.656 285751.062,389493.75 285747.406,389490.5 285745.906,389491.156 285744.594,389486.062 285742.062,389485.082 285744.021,389484.562 285745.062,389484.344 285745.406,389484.094 285745.812,389483.75 285746.25,389483.344 285746.688,389482.938 285746.938,389482.5 285747.25,389482.312 285747.406,389482.062 285747.5,389481.844 285747.594,389477.906 285745.812,389475.75 285744.844,389474.438 285747.25,389474.812 285747.438,389473.344 285750.438,389475.094 285751.406,389470.0 285761.5,389472.906 285762.938,389470.594 285767.156)))",conservation_areas,67,Article 4 Direction,2013-04-02,"Former Platts Glassworks, Platts Rd, Amblecote, DY8 4YR",Town and Country Planning (General Permitted Development) Order 1995 (as Amended),
"MULTIPOLYGON (((391970.8 286483.65,391958.7 286475.2,391950.2 286470.85,391946.63 286470.2,391926.46 286503.75,391906.4 286492.55,391894.35 286485.1,391880.0 286475.6,391864.336 286465.417,391856.9 286458.5,391853.699 286456.074,391843.82 286447.98,391840.87 286446.16,391830.329 286439.75,391823.828 286435.304,391815.604 286430.329,391808.73 286425.515,391796.969 286417.041,391790.126 286412.11,391775.4 286401.5,391771 286395,391768.55 286388.25,391766.2 286385.25,391762.15 286382.5,391732.05 286377.05,391718.6 286375.35,391692.7 286373.95,391689.2 286377.5,391684.3 286382.5,391683.246 286385.418,391680.31 286390.782,391674.166 286402.406,391669.55 286411.3,391664.674 286418.774,391659.4 286426.55,391672.3 286436.65,391686.45 286454.9,391693.35 286453.4,391694.767 286467.497,391696.63 286467.53,391721.35 286467.25,391734.392 286477.231,391748.6 286488.2,391766.445 286500.0,391773.285 286503.368,391795.05 286513.5,391814.35 286516.5,391818.599 286519.455,391852.6 286543.1,391881.35 286572.85,391893.227 286584.859,391932.68 286638.375,391934.828 286644.234,391942.641 286658.297,391964.906 286676.656,392011.668 286716.806,392026.8 286729.8,392030.75 286742.0,392033.785 286746.87,392035.55 286751.2,392040.45 286762.05,392042.65 286766.4,392045.921 286776.436,392057.379 286772.891,392042.9 286725.95,392039.25 286717.75,392046.1 286710.2,392052.45 286703.75,392067.2 286689.8,392116.391 286647.402,392134.945 286631.777,392146.859 286621.621,392145.7 286620.6,392133.1 286607.65,392110.0 286590.9,392116.65 286582.65,392119.507 286584.268,392127.465 286588.772,392132.94 286591.866,392137.265 286586.715,392135.75 286585.2,392132.9 286582.05,392129.904 286578.44,392125.981 286573.767,392122.339 286569.396,392120.962 286567.745,392114.132 286559.472,392110.201 286554.672,392108.8 286552.8,392105.1 286551.2,392102.9 286548.3,392081.548 286530.168,392076.049 286534.577,392067.314 286511.224,392062.75 286515.15,392057.9 286518.55,392055.9 286519.95,392037.6 286532.35,392027.75 286530.7,391997.85 286513.4,391996.35 286511.0,391991.5 286507.45,391989.85 286506.8,391987.3 286505.95,391984.4 286504.05,391983.434 286503.42,391972.65 286496.4,391965.55 286492.0,391970.021 286484.888,391970.8 286483.65)))",conservation_areas,68,Conservation Area,1976-02-29,DELPH LOCKS  BRIERLEY HILL.,DESIGNATED UNDER SEC 277 TOWN & COUNTRY PLANNING ACT 1971. SEE ALSO UDP POLICY NO. 43,
"MULTIPOLYGON (((389137.022 286921.306,389146.0 286920.8,389172.8 286934.7,389176.9 286936.9,389193.005 286949.843,389194.5 286952.0,389201.7 286946.9,389208.7 286941.8,389215.9 286936.7,389225.3 286930.0,389282.7 286887.1,389283.747 286887.698,389284.471 286887.698,389286.854 286885.825,389287.025 286884.974,389286.599 286883.995,389286.2 286883.4,389316.1 286859.4,389320.8 286856.0,389326.4 286848.8,389342.846 286833.794,389339.1 286830.5,389245.7 286757.4,389246.5 286756.8,389240.0 286750.9,389259.99 286722.97,389264.44 286715.5,389262.3 286710.75,389276.019 286684.919,389270.625 286683.075,389266.8 286682.4,389260.5 286683.3,389255.325 286686.45,389227.875 286716.6,389211.0 286709.175,389184.45 286695.675,389170.95 286708.275,389154.15 286727.25,389159.5 286731.2,389160.3 286733.25,389157.3 286740.75,389156.2 286743.1,389154.13 286745.56,389151.615 286749.348,389147.866 286754.393,389146.31 286756.39,389145.1 286758.3,389142.9 286761.22,389138.1 286757.4,389130.35 286763.45,389128.4 286766.4,389126.0 286770.6,389124.3 286774.6,389122.25 286779.6,389118.85 286778.15,389119.2 286783.8,389122.95 286783.0,389123.9 286786.5,389130.15 286788.4,389131.7 286789.55,389136.95 286793.4,389150.7 286801.8,389151.375 286804.587,389159.3 286809.4,389141.6 286849.2,389136.45 286849.5,389133.2 286863.2,389124.9 286863.5,389124.35 286866.8,389109.2 286864.5,389099.6 286860.0,389093.4 286857.4,389094.9 286852.7,389089.4 286849.3,389084.2 286846.0,389078.8 286842.6,389072.9 286838.2,389071.8 286837.4,389047.2 286867.4,389043.5 286876.1,389020.4 286904.0,389027.8 286909.5,389035.9 286915.5,389043.6 286921.2,389046.1 286922.6,389040.7 286935.1,389021.3 286979.6,389020.831 286981.418,389050.788 286989.775,389047.651 287000.704,389044.938 287006.2,389037.0 287022.75,389027.85 287045.05,389025.5 287052.1,389026.95 287057.05,389023.65 287071.05,389023.6 287075.2,389028.15 287075.35,389037.7 287076.2,389046.35 287076.75,389055.35 287077.55,389046.4 287124.05,389059.85 287127.0,389060.9 287131.85,389058.1 287167.0,389053.9 287166.05,389050.1 287184.25,389049.7 287197.1,389061.812 287199.925,389061.0 287205.45,389060.2 287216.5,389059.65 287223.7,389059.4 287227.0,389059.3 287229.9,389058.05 287235.15,389051.65 287234.6,389048.15 287234.3,389048.3 287230.65,389046.4 287230.2,389033.1 287226.9,389019.5 287223.55,389015.7 287222.6,389005.5 287220.15,388991.8 287216.75,388978.1 287213.65,388972.434 287212.404,388966.039 287238.437,388965.512 287242.675,388973.163 287244.475,388972.4 287249.6,388964.3 287291.2,388962.85 287294.9,388968.95 287297.5,388974.2 287299.65,388979.1 287301.6,388988.7 287305.1,388994.95 287307.35,388999.35 287309.1,389003.5 287310.75,389014.75 287312.25,389024.0 287313.4,389023.95 287315.8,389033.1 287316.55,389039.3 287316.3,389045.9 287316.1,389092.85 287314.15,389096.688 287313.775,389098.038 287271.025,389098.488 287258.65,389099.837 287215.9,389100.062 287204.65,389100.962 287185.525,389102.312 287142.775,389102.538 287133.325,389102.988 287123.425,389101.188 287110.825,389101.188 287097.775,389101.188 287084.275,389101.188 287068.075,389105.913 287049.625,389107.938 287035.45,389110.413 287012.05,389115.967 286986.518,389123.587 286959.586,389132.502 286921.56,389137.022 286921.306)))",conservation_areas,69,Conservation Area,1969-10-31,WORDSLEY CHURCH  WORDSLEY,DESIGNATED THE CIVIC AMENITIES ACT 1967 EXTENDED 1981 SEC 22 T & CP ACT 1971 EXTENDED 1996 PLANNING ( LISTED BUILDING & CONS.) REGS 1990. SEE ALSO UDP POLICY NO. 43,
"MULTIPOLYGON (((389337.7 289206.9,389340.1 289211.45,389346.9 289208.3,389341.9 289201.0,389337.95 289201.4,389315.3 289193.3,389316.6 289214.5,389314.5 289243.95,389319.75 289243.2,389330.35 289239.0,389332.15 289233.25,389330.3 289224.85,389334.85 289208.6,389337.144 289207.1,389337.7 289206.9)))",conservation_areas,77,Article 4 Direction,1998-05-05,THE PADDOCK  66 HIGH STREET  KINGSWINFORD.,DESIGNATED UNDER THE TOWN AND COUNTRY PLANNING (GENERAL PERMITTED DEVELOPMENT) ORDER 1995.,
"MULTIPOLYGON (((390530.906 283504.906,390535.594 283506.406,390544.812 283508.594,390552.656 283510.156,390569.5 283513.906,390569.812 283472.094,390540.062 283468.75,390530.906 283504.906)))",conservation_areas,78,Article 4 Direction,2017-09-21,"111-121 Hagley Road, Stourbridge",Town & Country Planning (General Permitted Development) (England) Order 2015 (as amended),2017-09-21
"MULTIPOLYGON (((390120.344 283194.719,390119.031 283201.469,390098.219 283280.406,390094.281 283292.781,390090.344 283302.531,390083.969 283313.406,390061.844 283299.156,390023.594 283364.031,390019.469 283371.531,390019.094 283376.406,390019.656 283382.219,390077.594 283563.156,390103.094 283550.031,390074.031 283463.219,390115.656 283462.281,390121.656 283471.656,390135.906 283467.156,390140.031 283478.969,390174.531 283466.219,390172.844 283460.969,390215.219 283461.344,390211.656 283434.344,390212.219 283427.594,390209.406 283406.594,390214.094 283407.719,390245.594 283347.344,390212.969 283329.531,390217.094 283320.344,390235.281 283298.594,390232.281 283295.594,390200.969 283287.719,390205.656 283271.406,390201.531 283263.344,390182.406 283259.219,390182.219 283260.531,390161.969 283256.781,390161.406 283258.469,390148.094 283255.469,390156.906 283220.031,390163.656 283221.156,390167.594 283203.344,390120.344 283194.719)))",conservation_areas,79,Article 4 Direction,1978-05-11,LOVE LANE OLDSWINFORD,DESIGNATED UNDER ART. 4 TOWN & COUNTRY PLANNING GENERAL DEVELOPMENT ORDER 1977,
"MULTIPOLYGON (((389648.091 284912.956,389689.22 284904.44,389768.2 284898.9,389853.864 284906.378,389883.716 284914.175,389956.747 284937.453,389958.45 284932.0,389965.036 284905.264,389974.524 284868.708,389976.896 284859.975,389978.379 284854.098,389982.491 284836.372,389983.51 284831.853,389985.0 284825.25,389990.74 284811.75,389989.155 284810.351,389989.1 284806.58,389989.631 284803.555,389990.446 284800.389,389989.49 284794.23,389985.973 284789.455,389984.157 284784.94,389984.275 284782.473,389984.305 284781.85,389984.3 284775.65,389984.931 284768.789,389985.312 284760.819,389984.72 284752.66,389983.912 284737.738,389983.057 284732.407,389981.8 284727.2,389980.524 284722.924,389978.864 284718.463,389976.6 284713.8,389972.45 284708.35,389968.021 284702.501,389962.451 284696.018,389926 284695,389886.074 284690.542,389882.3 284721.6,389862.946 284719.951,389863.103 284726.823,389863.8 284757.25,389863.2 284755.5,389860.311 284754.432,389851.65 284753.3,389842.35 284754.35,389833.1 284746.85,389825.25 284740.05,389818.656 284735.164,389809.25 284732.85,389805.85 284732.8,389800.0 284733.05,389793.854 284733.788,389788.2 284734.95,389782.1 284737.2,389780.2 284738.2,389763.8 284744.0,389751.55 284749.25,389733.35 284756.45,389724.0 284763.35,389721.7 284766.8,389720.416 284771.436,389718.55 284779.15,389717.0 284783.6,389713.8 284788.0,389710.5 284790.45,389705.9 284792.2,389700.8 284793.05,389695.612 284792.283,389685.239 284790.115,389675.35 284787.7,389668.514 284785.917,389663.95 284783.85,389659.45 284780.85,389656.983 284777.386,389651.298 284767.99,389647.7 284763.6,389640.265 284758.768,389631.437 284754.553,389620.4 284751.95,389609.992 284750.755,389599.81 284749.824,389592.383 284750.327,389585.5 284751.4,389579.159 284753.511,389572.053 284756.069,389566.548 284757.995,389561.35 284761.4,389551.25 284768.2,389542.91 284774.561,389538.85 284778.75,389537.5 284779.1,389536.8 284778.3,389536.45 284775.0,389533.95 284774.0,389510.05 284728.2,389483.893 284739.498,389466.757 284746.868,389433.0 284761.4,389438.224 284773.761,389446.65 284794.074,389452.028 284806.869,389456.835 284817.71,389460.1 284825.35,389453.35 284828.25,389444.102 284831.661,389434.85 284834.7,389431.0 284835.75,389426.15 284837.5,389421.125 284840.342,389414.134 284844.601,389410.75 284846.3,389402.232 284847.691,389392.504 284848.179,389385.6 284848.6,389381.468 284849.255,389377.5 284851.6,389374 284855,389370.15 284859.2,389368.65 284862.0,389367.65 284865.7,389367.676 284868.79,389368.117 284873.723,389369.568 284877.641,389371.745 284882.72,389373.777 284887.509,389375.518 284892.152,389376.243 284893.168,389377.985 284896.071,389379.726 284899.263,389381.177 284902.456,389383.499 284907.68,389384.95 284912.033,389385.676 284914.646,389387.562 284918.273,389389.159 284922.917,389389.449 284925.384,389391.19 284928.722,389393.077 284932.06,389394.673 284933.365,389396.56 284934.381,389398.446 284935.978,389404.572 284941.167,389405.878 284942.908,389407.039 284945.375,389408.055 284948.133,389408.635 284950.454,389408.926 284953.212,389408.926 284955.679,389408.926 284958.291,389408.926 284961.193,389408.926 284963.66,389409.071 284968.013,389419.374 284991.377,389420.68 284999.069,389427.3 284998.7,389494.605 284991.854,389495.2 284992.0,389500.0 284991.55,389522.57 284988.922,389525.65 284983.35,389590.65 284970.85,389582.75 284927.2,389582.482 284907.045,389645.25 284894.85,389648.091 284912.956)))",conservation_areas,70,Conservation Area,1982-10-31,STOURBRIDGE BRANCH CANAL  STOURBRIDGE,DESIGNATED UNDER SEC. 277 TOWN & COUNTRY PLANNING ACT 1971 SEE ALSO UDP POLICY NO. 43.,
"MULTIPOLYGON (((390050.043 284556.162,390052.865 284548.633,390056.5 284550.0,390057.15 284547.95,390057.9 284545.65,390059.1 284542.7,390066.305 284525.46,390066.117 284517.177,390073.078 284503.625,390073.83 284501.742,390068.375 284499.295,390073.642 284489.131,390069.691 284487.437,390073.642 284477.03,390077.593 284468.371,390087.188 284472.136,390090.01 284473.077,390098.35 284477.0,390107.977 284480.475,390108.6 284480.7,390113.05 284482.0,390118.55 284483.6,390117.5 284487.45,390129.1 284490.1,390130.15 284487.05,390155.2 284490.9,390162.323 284491.921,390164.26 284483.915,390166.706 284471.856,390169.889 284453.036,390171.1 284445.8,390170.95 284444.5,390170.6 284443.3,390169.75 284442.3,390168.5 284441.75,390166.7 284441.65,390167.35 284436.0,390166.79 284433.09,390157.5 284432.55,390146.479 284431.714,390129.04 284429.6,390122.745 284427.336,390123.498 284417.924,390124.062 284413.595,390124.25 284408.889,390134.974 284409.454,390137.043 284409.642,390137.043 284399.854,390137.043 284395.713,390143.295 284395.577,390143.156 284389.727,390147.333 284389.866,390148.585 284388.334,390154.433 284387.498,390154.711 284390.145,390154.851 284392.513,390165.292 284391.398,390170.5 284390.9,390174.125 284390.504,390174.48 284393.07,390175.315 284394.742,390176.986 284395.717,390179.074 284395.856,390187.984 284394.045,390186.453 284381.369,390191.187 284379.698,390196.06 284378.444,390189.516 284356.993,390185.061 284337.213,390181.581 284331.735,390182.833 284330.064,390177.683 284325.467,390167.798 284319.06,390160.28 284312.234,390158.749 284299.419,390153.876 284299.837,390153.598 284299.419,390148.585 284299.977,390149.839 284310.702,390150.813 284320.731,390146.358 284321.567,390144.688 284311.399,390142.042 284312.513,390134.803 284313.627,390135.917 284320.731,390134.246 284321.149,390135.777 284329.785,390136.891 284332.014,390138.423 284333.964,390137.448 284335.079,390132.158 284337.725,390128.677 284339.675,390127.981 284335.636,390124.083 284336.471,390118.793 284337.586,390117.54 284337.725,390116.147 284328.81,390113.642 284312.513,390113.224 284312.095,390108.769 284312.792,390107.934 284308.195,390101.251 284297.748,390098.606 284298.166,390092.202 284299.141,390091.784 284272.118,390091.697 284262.801,390110.77 284259.04,390110.77 284257.786,390109.795 284257.368,390108.682 284243.578,390099.076 284244.553,390093.089 284245.11,390091.558 284223.938,390086.128 284224.356,390085.014 284212.192,390084.458 284205.784,390082.369 284181.547,390087.799 284180.99,390104.783 284179.597,390104.366 284173.05,390099.911 284173.607,390097.126 284173.747,390086.267 284174.861,390071.789 284176.254,390071.649 284174.165,390071.371 284167.339,390072.763 284167.061,390072.345 284159.817,390081.952 284158.842,390081.952 284157.032,390081.534 284152.574,390081.116 284146.539,390080.42 284138.878,390083.901 284136.092,390086.267 284133.445,390086.128 284128.292,390092.95 284127.595,390099.911 284126.899,390103.948 284126.481,390111.605 284125.366,390110.353 284109.766,390123.439 284108.512,390135.829 284107.537,390140.98 284109.905,390143.347 284111.159,390146.271 284105.308,390146.828 284103.08,390146.967 284100.294,390146.549 284098.483,390145.296 284095.14,390143.904 284093.608,390141.677 284092.075,390138.335 284091.518,390124.692 284092.075,390107.15 284092.772,390099.911 284093.051,390085.014 284092.633,390061.487 284092.075,390052.855 284092.075,390025.429 284093.329,390014.927 284094.042,390003.232 284095.992,389997.524 284097.246,389999.195 284108.946,389999.891 284114.797,390000.726 284120.786,390002.536 284136.387,390003.371 284142.934,390003.928 284148.227,390004.624 284150.595,390000.0 284148.4,390000.222 284160.238,390006.852 284160.067,390007.687 284166.753,390008.383 284173.067,390009.775 284185.882,390002.814 284186.857,390003.789 284199.95,390006.017 284227.809,390006.713 284229.062,390008.522 284229.898,390014.091 284229.759,390014.787 284252.231,390033.303 284252.092,390034.278 284262.957,390034.974 284272.289,390037.341 284290.119,390038.037 284299.869,390039.011 284313.705,390048.061 284313.008,390048.339 284317.883,390050.984 284317.605,390051.263 284319.694,390051.124 284319.973,390051.68 284324.57,390052.933 284336.27,390048.896 284338.777,390031.633 284348.946,390019.521 284358.835,390018.685 284360.692,390018.546 284362.921,390019.521 284365.707,390022.027 284368.492,390029.684 284373.507,390041.796 284383.536,390036.088 284390.361,390035.948 284397.047,390036.227 284399.973,390036.923 284407.216,390037.619 284413.484,390038.176 284419.892,390040.336 284437.177,390021.82 284438.431,390021.681 284438.988,390015.277 284439.406,390015.416 284442.053,390016.808 284456.818,390015.973 284456.957,390005.671 284457.514,390004.279 284457.514,389997.596 284457.793,389999.963 284468.657,389995.647 284469.772,389989.8 284470.329,389984.927 284471.025,389982.561 284471.304,389976.713 284471.165,389972.815 284471.025,389970.309 284471.304,389966.829 284471.583,389946.085 284472.418,389944.136 284478.129,389942.744 284483.144,389940.099 284499.766,389935.505 284529.713,389932.163 284551.165,389929.271 284569.184,389929.062 284575.87,389929.271 284581.094,389931.151 284600.107,389932.404 284610.763,389934.283 284620.583,389934.701 284624.344,389936.789 284636.098,389940.548 284649.261,389944.725 284658.245,389948.484 284663.678,389951.825 284667.438,389971.876 284686.81,389987.491 284690.575,389994.264 284690.763,390000.096 284690.387,390009.879 284687.94,390009.117 284681.081,390008.374 284674.387,390006.492 284675.14,390005.364 284671.187,390005.175 284666.669,390006.492 284666.104,390007.057 284659.14,390007.245 284653.117,390005.74 284652.928,390006.492 284646.528,390005.74 284646.152,390005.928 284644.081,390011.572 284643.14,390011.384 284641.634,390015.146 284641.446,390015.899 284628.27,390016.932 284615.644,390019.565 284614.891,390019.565 284613.95,390033.299 284614.703,390045.152 284615.456,390046.469 284615.079,390048.914 284604.915,390043.082 284604.162,390043.27 284601.15,390044.963 284584.585,390041.765 284580.256,390043.646 284575.174,390050.043 284556.162)))",conservation_areas,71,Conservation Area,1975-02-28,HIGH STREET  STOUBRIDGE.,DESIGNATED UNDER SEC. 277 TOWN & COUNTRY PLANNING ACT 1971. SEE ALSO UDP POLICY NO 43.,
"MULTIPOLYGON (((388999.2 285064.4,389002.3 285053.1,389004.3 285047.2,389005.6 285043.2,389007.8 285037.0,389009.0 285033.5,389009.7 285031.6,389012.7 285022.1,389014.6 285016.4,389015.2 285014.5,389016.9 285010.0,389018.6 285005.6,389019.3 285003.7,389022.7 284995.1,389026.7 284987.0,389029.4 284979.0,389032.0 284970.7,389033.2 284966.5,389034.286 284960.952,389034.856 284960.637,389034.495 284959.28,389034.703 284954.893,389034.912 284951.549,389034.703 284944.028,389034.495 284930.029,389037.0 284920.626,389034.0 284919.5,389037.6 284907.9,389042.3 284893.7,389050.1 284892.5,389055.377 284891.793,389040.342 284828.013,389030.945 284783.457,389037.4 284781.7,389048.8 284777.0,389057.4 284773.4,389064.0 284770.6,389074.5 284766.0,389083.7 284762.1,389092.8 284758.1,389095.8 284764.7,389099.0 284770.8,389103.3 284779.2,389104.105 284780.737,389110.472 284777.5,389118.93 284772.799,389119.452 284770.814,389123.419 284768.725,389123.837 284769.352,389140.648 284760.576,389159.756 284750.965,389172.739 284774.438,389199.635 284763.152,389215.999 284756.757,389224.256 284762.682,389247.492 284781.305,389247.861 284780.927,389267.422 284795.88,389271.654 284799.291,389275.98 284804.181,389309.439 284772.048,389247.3 284715.0,389249.406 284712.036,389248.371 284711.096,389262.195 284696.237,389262.961 284695.138,389266.094 284692.317,389253.668 284679.259,389226.182 284650.347,389225.033 284648.989,389223.989 284646.586,389223.676 284644.601,389223.676 284642.198,389214.3 284632.3,389197.867 284615.64,389185.4 284603.0,389183.6 284613.7,389179.6 284617.4,389177.6 284619.2,389176.8 284620.0,389174.3 284622.3,389169.9 284626.2,389148.6 284603.1,389145.446 284599.963,389147.951 284593.068,389144.2 284591.6,389128.65 284585.25,389124.555 284583.651,389122.786 284582.967,389120.396 284589.831,389121.265 284590.204,389120.737 284591.54,389119.952 284593.536,389119.05 284595.821,389117.105 284600.391,389115.514 284604.766,389114.818 284606.368,389113.287 284608.736,389111.616 284612.427,389109.945 284616.885,389109.11 284618.696,389106.465 284625.382,389104.933 284631.302,389101.476 284639.592,389099.387 284644.467,389098.065 284643.841,389092.95 284656.2,389095.907 284657.631,389095.002 284659.163,389093.749 284661.879,389091.939 284666.336,389088.218 284674.945,389085.016 284681.84,389081.118 284689.849,389098.312 284694.446,389100.818 284699.878,389077.081 284710.743,389041.359 284727.074,389030.222 284730.556,389025.001 284731.044,389014.351 284729.581,389024.236 284699.912,389029.256 284684.851,389042.726 284689.343,389044.605 284680.567,389045.44 284677.329,389046.589 284672.419,389047.842 284667.153,389048.677 284663.392,389049.408 284659.631,389050.348 284655.139,389051.288 284650.856,389052.436 284644.797,389054.316 284636.961,389056.926 284624.53,389058.99 284614.785,389061.182 284607.785,389062.435 284603.188,389064.523 284594.936,389050.219 284591.488,389052.725 284580.205,389054.082 284574.459,389054.708 284569.445,389053.56 284564.744,389050.845 284561.881,389031.215 284554.986,389027.979 284553.941,389050.783 284487.054,389046.864 284485.644,389035.99 284481.648,389032.51 284480.395,389019.284 284475.52,389014.829 284473.987,389009.539 284472.177,389005.641 284470.923,389002.439 284469.809,389002.717 284469.112,389001.464 284468.555,389000.088 284468.089,388997.566 284467.023,388992.693 284465.49,388982.252 284462.426,388974.212 284460.28,388966.695 284481.313,388961.683 284479.641,388940.661 284473.373,388897.364 284457.215,388892.547 284472.83,388889.206 284483.277,388885.168 284493.027,388882.802 284498.459,388879.46 284507.096,388876.119 284515.453,388875.562 284516.846,388868.323 284533.84,388864.703 284542.476,388861.223 284551.576,388860.248 284554.501,388858.16 284561.883,388855.515 284572.052,388853.705 284578.32,388853.009 284580.688,388850.364 284590.021,388848.971 284594.757,388848.415 284596.707,388846.605 284602.835,388843.47 284613.006,388839.989 284623.592,388839.711 284624.428,388822.587 284622.478,388817.436 284621.642,388807.969 284632.089,388804.628 284633.343,388787.643 284638.636,388778.455 284610.22,388750.333 284609.384,388750.333 284602.28,388745.456 284602.141,388737.521 284601.862,388731.395 284601.584,388724.712 284601.027,388711.347 284600.748,388702.855 284599.912,388697.426 284599.494,388696.451 284645.461,388696.438 284648.906,388672.505 284651.033,388625.375 284652.982,388608.809 284656.186,388597.671 284674.712,388576.927 284712.878,388555.29 284751.322,388550.417 284763.58,388547.215 284771.008,388543.457 284799.842,388541.368 284830.347,388539.698 284858.53,388533.433 284858.669,388500.089 284860.078,388485.471 284860.356,388485.889 284869.55,388486.307 284878.465,388487.142 284888.633,388487.838 284897.13,388488.256 284901.169,388488.812 284905.627,388488.73 284905.76,388488.812 284907.298,388488.812 284909.527,388488.952 284913.288,388488.952 284916.492,388489.23 284919.834,388489.369 284925.267,388489.509 284934.042,388489.509 284944.907,388489.648 284946.439,388490.065 284957.071,388490.901 284971.418,388492.154 284986.741,388492.571 284997.466,388492.71 285003.735,388538.044 285002.232,388536.133 284958.405,388536.442 284941.17,388541.896 284941.264,388555.2 284942.0,388565.8 284935.6,388577.75 284928.8,388588.65 284921.65,388592.5 284919.3,388602.35 284913.7,388602.348 284911.427,388602.95 284908.45,388603.9 284899.1,388604.9 284890.1,388606.05 284880.85,388607.25 284871.3,388608.3 284861.7,388609.35 284853.4,388616.0 284791.1,388617.45 284778.6,388622.1 284738.6,388623.1 284730.85,388624.0 284723.75,388624.75 284718.95,388625.1 284714.2,388625.55 284710.25,388626.2 284703.85,388627.8 284703.8,388633.4 284704.7,388639.3 284705.5,388643.9 284706.2,388649.6 284706.9,388655.0 284707.6,388659.9 284708.4,388664.9 284709.1,388675.5 284710.6,388691.6 284712.65,388697.12 284658.225,388697.062 284656.094,388743.59 284657.233,388767.113 284659.806,388803.865 284663.825,388899.932 284698.743,388937.605 284712.437,388935.6 284717.9,388924.499 284749.329,388933.9 284752.9,388952.5 284759.7,388947.1 284778.1,388944.539 284787.136,388993.712 284758.51,388996.183 284765.142,389004.2 284779.6,388993.2 284801.7,388987.5 284811.6,388987.0 284810.8,388985.2 284814.2,388983.2 284818.0,388981.1 284823.5,388979.7 284827.2,388979.2 284829.1,388978.6 284832.3,388975.5 284840.3,388973.5 284845.7,388971.7 284850.4,388970.7 284853.3,388970.1 284854.8,388968.0 284860.5,388966.3 284864.8,388964.4 284870.0,388960.7 284879.1,388959 284883,388957.2 284886.9,388956.2 284889.6,388953.5 284896.2,388951.5 284901.0,388949.5 284905.7,388936.4 284901.4,388932.4 284913.3,388928.6 284924.8,388939.6 284928.6,388938.2 284932.6,388936.5 284937.0,388933.2 284946.1,388929.3 284957.5,388923.3 284955.5,388919.8 284964.6,388915.9 284975.0,388913.1 284983.0,388908.9 284994.4,388918.9 284997.7,388918.1 285000.0,388917.5 285002.4,388916.1 285007.0,388915.4 285009.3,388913.6 285015.0,388911.1 285022.9,388908.4 285031.2,388905.9 285039.2,388892.5 285035.1,388889.0 285045.6,388885.4 285056.3,388881.7 285067.4,388878.3 285077.5,388880.6 285078.2,388884.4 285079.4,388888.4 285080.8,388893.7 285082.6,388890.3 285100.0,388888.7 285105.0,388911.1 285112.9,388906.7 285125.7,388926.7 285132.4,388938.5 285136.0,388939.8 285138.3,388971.8 285147.2,388975.3 285134.5,388973.9 285134.3,388975.1 285129.9,388982.1 285124.6,388983.5 285120.2,388984.7 285120.6,388990.013 285102.842,388978.4 285100.0,388981.1 285091.5,388984.2 285081.8,388989.9 285064.7,388990.431 285063.144,388995.106 285065.015,388998.455 285066.149,388999.2 285064.4)))",conservation_areas,72,Conservation Area,1990-01-31,WOLLASTON,DESIGNATED UNDER SEC. 277 TOWN & COUNTRY PLANNING ACT 1971. SEE ALSO UDP POLICY NO. 43.,
