WKT,gml_id,location,ogc_fid,policy_id,keyval,ca_ref,part_code,road_name,act_code,enforceabl,descriptio,reference,auth_code,date_regis,shape_area,shape_len
"MULTIPOLYGON (((623111.15 310500.95,623113.8 310501.9,623131.98 310508.94,623133.55 310509.55,623133.8 310509.75,623134.3 310510.05,623134.8 310510.5,623135.25 310510.9,623135.75 310511.3,623136.15 310511.75,623136.3 310512.0,623136.55 310512.4,623136.75 310512.8,623136.95 310513.25,623137.15 310513.75,623137.25 310514.15,623137.3 310514.65,623137.4 310515.1,623137.45 310515.55,623137.45 310516.55,623137.4 310517.0,623136.45 310535.63,623135.43 310535.31,623125.2 310532.15,623124.53 310531.89,623109.6 310526.15,623108.3 310525.83,623102.65 310524.66,623099.9 310524.1,623084.8 310518.9,623084.25 310520.2,623077.33 310517.65,623054.05 310509.05,623049.3 310532.62,623048.04 310538.89,623049.25 310539.16,623053.41 310540.09,623057.11 310540.92,623060.9 310541.78,623064.5 310542.59,623068.15 310543.4,623071.92 310544.25,623072.04 310544.28,623071.12 310549.31,623071.05 310549.7,623075.35 310551.65,623074.85 310554.65,623074.61 310555.74,623070.0 310554.7,623067.63 310566.75,623070.55 310567.35,623069.25 310574.6,623074.61 310575.58,623077.5 310576.1,623077.45 310576.2,623078.15 310577.0,623094.65 310582.4,623103.14 310583.35,623102.27 310603.24,623096.75 310602.0,623068.89 310594.91,623066.34 310594.19,623065.96 310595.67,623065.95 310595.7,623064.3 310602.81,623057.7 310600.9,623053.05 310599.51,623042.42 310596.34,623040.75 310603.85,623039.85 310611.2,623038.7 310616.2,623055.65 310620.7,623060.8 310622.2,623061.37 310622.35,623061.4 310622.36,623058.97 310633.79,623058.9 310633.77,623057.15 310633.3,623057.25 310632.8,623036.49 310628.0,623036.4 310628.4,623035.7 310628.25,623035.35 310629.4,623036.45 310630.3,623036.3 310630.7,623035.4 310634.15,623034.55 310635.0,623033.44 310639.14,623060.85 310646.25,623060.75 310646.9,623061.21 310647.0,623058.04 310657.99,623061.65 310659.1,623097.5 310669.95,623099.97 310670.7,623108.49 310673.28,623110.06 310673.76,623111.29 310674.13,623128.05 310679.2,623128.45 310679.28,623145.87 310682.75,623150.4 310683.65,623161.67 310686.11,623162.61 310689.64,623163.45 310692.8,623164.32 310695.8,623166.53 310703.54,623169.07 310702.75,623188.25 310701.7,623191.55 310701.65,623193.6 310701.8,623199.75 310701.35,623200.15 310719.08,623200.05 310722.84,623202.4 310722.8,623216.45 310722.45,623248.3 310721.95,623272.25 310715.6,623285.25 310712.15,623302.34 310707.16,623303.45 310711.34,623305.98 310720.85,623308.52 310730.41,623310.96 310739.61,623318.1 310737.9,623318.19 310737.88,623327.15 310735.75,623351.39 310729.98,623352.15 310729.8,623349.61 310719.8,623347.2 310710.3,623347.5 310710.25,623345.09 310701.15,623343.85 310701.44,623341.25 310691.7,623340.85 310691.75,623340.01 310691.97,623337.04 310692.72,623336.75 310692.8,623329.15 310694.75,623325.14 310695.77,623322.95 310687.55,623321.3 310681.3,623319.85 310676.0,623324.97 310674.5,623323.67 310670.09,623318.4 310650.95,623329.55 310648.22,623329.34 310647.45,623326.78 310638.09,623324.23 310628.74,623321.69 310619.46,623321.9 310619.42,623322.96 310619.15,623323.14 310619.11,623323.06 310618.81,623320.59 310609.72,623319.62 310609.99,623313.9 310611.55,623313.78 310611.07,623312.58 310606.39,623310.8 310599.45,623309.04 310592.55,623308.95 310592.2,623308.04 310588.6,623305.8 310579.8,623303.25 310568.95,623302.8 310567.3,623301.35 310561.4,623299.55 310553.81,623297.48 310545.09,623295.38 310536.25,623294.0 310530.24,623291.25 310518.4,623289.3 310510.65,623288.2 310505.85,623287.7 310503.7,623284.9 310492.75,623284.25 310490.3,623281.5 310479.3,623279.01 310469.0,623277.72 310463.63,623274.19 310449.47,623273.86 310448.15,623272.51 310442.71,623270.92 310436.34,623269.7 310431.15,623269.72 310431.15,623266.45 310417.7,623265.2 310412.25,623265.8 310412.15,623265.12 310409.43,623263.3 310402.45,623262.15 310396.55,623259.6 310384.85,623258.25 310378.55,623257.05 310372.8,623256.9 310372.05,623255.8 310367.01,623255.8 310367.0,623255.3 310364.3,623252.9 310354.31,623252.2 310351.4,623249.82 310341.73,623247.06 310329.95,623245.64 310323.88,623242.65 310311.1,623240.35 310295.1,623234.45 310279.0,623237.55 310249.05,623240.0 310221.95,623239.08 310221.74,623232.4 310220.25,623227.4 310219.13,623222.14 310217.95,623218.9 310217.22,623215.2 310216.39,623212.1 310215.7,623212.35 310207.75,623212.65 310199.05,623212.85 310192.65,623210.39 310192.12,623205.67 310191.11,623202.03 310190.33,623196.83 310189.21,623196.92 310188.75,623192.95 310188.25,623186.05 310187.15,623179.1 310185.65,623175.85 310184.65,623171.9 310183.5,623169.47 310182.99,623169.75 310196.65,623169.8 310205.8,623169.84 310206.6,623169.86 310206.98,623169.8 310207.62,623168.74 310238.5,623148.75 310231.3,623142.32 310228.58,623141.87 310228.39,623141.35 310229.85,623140.38 310232.61,623139.94 310233.83,623138.13 310238.96,623137.87 310239.68,623134.8 310248.35,623132.35 310256.55,623132.06 310256.51,623126.78 310274.45,623130.35 310276.29,623133.74 310278.03,623136.3 310279.35,623157.87 310289.58,623157.49 310290.51,623155.3 310295.75,623153.3 310300.45,623150.04 310308.32,623145.05 310320.59,623133.2 310315.7,623132.0 310315.2,623131.35 310317.55,623129.1 310325.55,623123.6 310345.15,623123.4 310345.85,623124.5 310346.0,623128.45 310346.55,623128.12 310347.85,623126.89 310352.74,623125.58 310357.93,623124.85 310360.85,623121.65 310374.2,623121.1 310376.5,623118.82 310387.11,623118.4 310389.25,623115.0 310406.8,623113.2 310415.4,623109.39 310415.01,623105.34 310414.59,623102.0 310414.25,623098.2 310413.75,623093.95 310413.3,623092.99 310413.16,623091.85 310413.0,623089.15 310412.4,623085.92 310411.57,623083.6 310419.0,623085.66 310419.71,623089.25 310420.95,623087.45 310427.8,623091.75 310428.95,623091.2 310430.75,623091.7 310433.65,623091.65 310434.1,623090.55 310438.6,623090.2 310442.45,623090.3 310442.75,623088.6 310448.14,623091.6 310449.25,623092.57 310453.62,623093.33 310457.08,623094.6 310462.84,623095.4 310466.45,623098.9 310473.15,623102.65 310481.15,623107.4 310491.15,623111.15 310500.95)))",rpa_hbe_ca_conservation,Sewell,1,HBE8,5,CA6,3PLANC,Sewell,CON,1979-01-02Z,Date declared 2 January 1979 - Boundary changes 5  May 1992 and 18 September 2003,CA6,CON,1979-01-02Z,87886.56535,1972.70954075
"MULTIPOLYGON (((624151.85 307653.5,624140.11 307600.14,624139.78 307597.32,624139.85 307597.3,624134.49 307576.1,624132.54 307566.55,624053.79 307585.26,624051.7 307577.18,624048.51 307564.73,624037.28 307524.5,624037.8 307523.65,624039.55 307521.05,624041.4 307518.5,624043.05 307516.5,624044.7 307514.55,624046.45 307512.65,624048.3 307510.75,624050.2 307508.9,624052.2 307507.15,624053.85 307505.85,624055.55 307504.55,624057.3 307503.3,624059.75 307501.65,624062.25 307500.0,624064.75 307498.55,624068.0 307496.65,624068.7 307496.4,624070.0 307496.1,624070.7 307496.0,624071.35 307495.95,624074.25 307495.55,624077.05 307495.25,624088.7 307493.75,624100.5 307492.2,624108.05 307491.15,624108.65 307491.1,624108.95 307491.0,624110.05 307490.65,624111.15 307490.1,624111.72 307489.68,624132.44 307478.07,624134.7 307477.7,624139.8 307476.65,624147.5 307475.1,624156.75 307473.2,624164.7 307471.65,624167.15 307481.3,624167.26 307481.74,624168.01 307482.21,624169.72 307484.19,624172.27 307486.74,624174.64 307488.2,624177.74 307490.2,624182.85 307492.02,624188.68 307491.84,624189.65 307491.71,624190.352 307491.819,624216.37 307485.0,624217.56 307484.68,624287.92 307466.28,624287.87 307466.24,624288.22 307466.14,624289.49 307466.87,624293.14 307467.42,624297.52 307467.6,624303.17 307466.14,624305.35 307462.86,624307.54 307460.31,624308.42 307457.14,624308.33 307457.11,624324.65 307453.3,624347.3 307448.2,624349.79 307447.88,624360.05 307446.1,624351.11 307380.67,624349.65 307370.46,624331.851 307373.249,624331.0 307368.3,624329.36 307358.15,624329.1 307358.12,624326.35 307341.95,624324.52 307331.95,624324.35 307330.89,624323.9 307328.03,624323.33 307324.4,624323.2 307323.55,624322.63 307319.63,624321.4 307311.78,624319.76 307298.84,624324.86 307298.47,624321.6 307274.78,624321.48 307274.62,624310.25 307276.45,624305.32 307277.18,624289.7 307237.7,624281.05 307242.35,624280.89 307242.43,624270.65 307247.85,624267.9 307249.3,624266.05 307250.35,624259.95 307253.6,624256.95 307255.14,624253.57 307256.88,624253.22 307257.06,624234.07 307266.89,624227.64 307250.86,624227.6 307250.1,624227.4 307249.3,624227.1 307248.05,624226.65 307246.9,624225.15 307244.05,624224.89 307243.6,624224.6 307243.1,624224.1 307242.3,624223.6 307241.45,624223.35 307241.0,624222.45 307239.5,624222.05 307238.7,624221.75 307238.0,624221.5 307237.25,624220.95 307235.8,624220.35 307234.1,624219.85 307232.45,624219.5 307230.65,624218.6 307227.1,624218.4 307225.3,624218.15 307223.5,624218.1 307221.8,624217.8 307218.95,624217.65 307216.95,624217.25 307215.5,624217.05 307214.6,624216.65 307213.45,624216.15 307212.3,624215.55 307211.3,624214.8 307210.3,624214.55 307210.1,624213.65 307209.25,624212.7 307208.5,624211.65 307207.9,624210.55 307207.35,624209.4 307207.05,624208.2 307206.8,624207.15 307206.75,624205.9 307206.8,624204.75 307206.95,624203.55 307207.3,624202.45 307207.7,624201.35 307208.3,624200.4 307209.0,624196.7 307212.5,624192.75 307216.2,624188.1 307220.6,624183.55 307224.9,624178.25 307229.85,624174.6 307233.35,624173.69 307234.18,624160.49 307226.21,624146.25 307240.45,624145.8 307241.05,624144.05 307242.45,624122.3 307259.55,624093.45 307215.25,624092.1 307215.05,624090.43 307212.62,624089.4 307210.9,624087.95 307208.75,624084.2 307201.8,624082.52 307198.64,624012.25 307217.25,624005.3 307210.35,624002.4 307209.5,624001.0 307208.8,624000.0 307208.1,623999.4 307207.75,623998.75 307207.65,623998.35 307207.65,623997.6 307207.75,623996.95 307207.95,623996.45 307208.2,623995.75 307208.6,623995.2 307209.1,623995.0 307209.4,623994.65 307209.95,623994.45 307210.6,623994.4 307211.1,623994.4 307211.65,623994.6 307212.25,623996.05 307219.95,623991.35 307220.85,623983.65 307225.25,623980.45 307225.75,623981.3 307230.75,623970.25 307232.7,623951.05 307236.45,623916.35 307243.0,623915.45 307238.0,623912.3 307221.4,623908.45 307201.8,623905.7 307187.62,623904.9 307183.2,623904.7 307183.15,623904.65 307182.95,623904.55 307182.8,623904.5 307182.6,623904.4 307182.45,623904.35 307182.3,623904.25 307182.1,623903.85 307181.5,623903.65 307181.3,623903.55 307181.15,623903.4 307181.05,623903.25 307180.9,623902.35 307180.3,623902.15 307180.2,623902.0 307180.1,623901.85 307180.05,623901.65 307179.95,623901.5 307179.9,623901.4 307179.85,623901.15 307179.75,623900.95 307179.7,623899.7 307179.45,623899.45 307179.45,623899.4 307179.0,623889.85 307177.7,623888.47 307180.95,623888.69 307181.06,623889.84 307181.61,623886.45 307195.0,623882.75 307210.4,623881.908 307213.832,623879.55 307223.45,623878.58 307227.0,623878.15 307228.55,623877.55 307230.75,623876.85 307233.35,623876.69 307234.08,623876.6 307234.5,623876.4 307235.75,623876.1 307236.85,623875.85 307238.0,623875.6 307239.5,623875.35 307241.05,623875.15 307242.05,623874.9 307243.0,623873.05 307253.85,623873.02 307254.0,623872.25 307258.5,623871.83 307261.16,623870.45 307269.8,623868.7 307280.6,623868.15 307284.4,623866.95 307292.2,623866.15 307298.95,623865.35 307305.45,623865.468 307305.796,623865.33 307305.77,623864.745 307314.35,623850.46 307308.38,623850.1 307307.9,623849.7 307307.4,623849.3 307306.95,623849.05 307306.7,623848.9 307306.5,623847.1 307304.55,623845.5 307302.75,623844.3 307301.25,623843.2 307300.35,623842.35 307299.5,623841.55 307299.05,623840.75 307298.65,623839.9 307298.3,623839.0 307298.05,623838.15 307297.9,623837.25 307297.8,623836.4 307297.8,623835.5 307297.85,623834.95 307297.95,623834.4 307298.1,623832.6 307298.75,623831.6 307299.1,623830.6 307299.55,623829.7 307300.05,623828.8 307300.6,623827.95 307301.25,623827.1 307302.0,623826.35 307302.85,623825.7 307303.65,623822.18 307300.38,623808.33 307288.38,623794.6 307299.45,623779.93 307311.22,623779.15 307311.85,623771.29 307318.16,623767.28 307323.75,623762.6 307330.3,623758.18 307336.54,623752.55 307344.5,623749.81 307348.36,623747.11 307352.16,623743.5 307357.3,623731.85 307357.9,623726.95 307358.25,623724.3 307358.4,623720.43 307360.5,623715.47 307363.08,623711.4 307365.16,623707.5 307367.15,623703.41 307369.3,623698.03 307372.13,623696.9 307369.95,623695.75 307370.5,623691.45 307355.2,623690.5 307355.1,623688.75 307355.15,623677.7 307355.5,623668.95 307355.7,623665.88 307355.8,623656.1 307356.06,623654.51 307356.105,623651.73 307356.27,623638.13 307356.65,623633.3 307356.75,623630.75 307356.79,623630.2 307356.8,623632.55 307376.0,623637.85 307417.63,623638.21 307419.7,623638.53 307421.12,623641.24 307428.57,623636.31 307429.29,623636.1 307429.25,623635.85 307429.25,623628.2 307430.1,623616.9 307431.46,623612.8 307431.95,623599.18 307433.57,623603.75 307440.1,623609.05 307447.55,623620.25 307463.65,623630.53 307478.43,623632.3 307480.98,623639.95 307491.88,623641.94 307494.49,623645.37 307499.36,623645.83 307500.0,623660.35 307520.45,623674.65 307540.9,623684.1 307554.35,623679.6 307560.15,623673.8 307567.5,623670.15 307572.05,623667.68 307574.52,623665.88 307576.32,623664.35 307577.85,623664.05 307578.0,623663.7 307578.1,623663.46 307578.15,623659.8 307582.08,623659.65 307582.25,623659.45 307582.6,623656.7 307576.3,623653.6 307571.65,623628.97 307547.15,623624.18 307552.67,623617.665 307559.865,623615.87 307561.28,623612.58 307564.88,623612.15 307565.35,623616.25 307569.31,623617.94 307570.95,623616.75 307572.25,623619.435 307574.785,623620.17 307575.47,623619.1 307576.7,623620.47 307578.01,623620.46 307578.09,623615.18 307583.73,623611.8 307587.35,623609.79 307588.42,623608.7 307589.0,623610.19 307592.43,623609.89 307596.82,623607.51 307598.92,623607.25 307599.09,623604.18 307601.92,623603.31 307602.76,623601.78 307604.23,623600.13 307605.817,623598.36 307607.46,623592.32 307613.06,623587 307618,623585.08 307619.88,623582.22 307622.67,623580.75 307623.95,623579.1 307625.5,623577.36 307627.1,623575.92 307628.47,623574.29 307630.06,623573.265 307631.035,623571.09 307633.04,623570.26 307633.8,623567.0 307636.8,623563.96 307639.59,623560.81 307642.49,623560.21 307643.04,623552.54 307645.75,623552.38 307645.805,623544.3 307648.55,623544.05 307648.64,623527.8 307654.51,623528.69 307657.475,623529.22 307658.63,623529.16 307658.66,623523.55 307660.65,623517.75 307662.75,623518.67 307665.81,623518.9 307666.55,623520.1 307670.55,623522.24 307677.71,623522.68 307679.69,623529.98 307679.76,623535.31 307679.86,623535.65 307679.77,623550.22 307677.83,623550.42 307677.95,623553.04 307678.1,623556.55 307677.41,623560.61 307676.09,623564.59 307674.19,623569.46 307670.52,623571.35 307668.95,623589.95 307651.35,623599.49 307642.35,623606.41 307638.54,623615.79 307634.3,623621.79 307632.42,623629.91 307631.05,623632.91 307630.8,623637.78 307631.3,623642.3 307632.34,623643.15 307632.6,623644.85 307632.9,623646.55 307633.1,623648.2 307633.2,623649.25 307633.25,623655.6 307632.95,623656.75 307632.9,623657.85 307632.95,623658.5 307633.05,623659.55 307633.3,623660.65 307633.7,623661.6 307634.2,623662.55 307634.8,623663.62 307635.87,623676.54 307638.51,623680.05 307637.7,623680.98 307637.6,623681.01 307637.68,623706.52 307630.9,623706.7 307630.9,623727.83 307625.54,623727.97 307625.61,623727.9 307625.3,623772.96 307613.98,623772.85 307613.6,623772.8 307613.35,623772.75 307613.05,623772.75 307612.7,623772.8 307612.1,623773.0 307611.35,623773.3 307610.65,623773.75 307610.0,623774.2 307609.4,623774.5 307609.2,623775.15 307608.8,623775.85 307608.45,623776.55 307608.25,623777.35 307608.15,623777.6 307608.15,623778.3 307608.3,623779.05 307608.5,623779.75 307608.85,623780.35 307609.3,623780.9 307609.8,623781.15 307610.15,623781.55 307610.85,623781.8 307611.5,623781.95 307612.3,623781.95 307613.45,623795.4 307622.25,623808.72 307625.46,623827.95 307630.1,623827.95 307630.0,623828.1 307629.9,623828.5 307629.5,623829.05 307629.25,623829.65 307629.05,623830.05 307629.0,623830.6 307629.05,623831.2 307629.2,623831.75 307629.5,623831.8 307629.55,623832.25 307629.95,623832.55 307630.35,623832.8 307630.9,623832.95 307631.5,623832.95 307632.1,623832.85 307632.65,623832.71 307632.96,623841.98 307638.51,623842.0 307638.62,623842.05 307638.55,623842.22 307638.66,623877.54 307661.03,623879.56 307662.31,623889.135 307668.765,623912.2 307693.25,623923.2 307705.05,623924.5 307705.2,623925.3 307705.5,623925.5 307705.55,623925.9 307705.8,623926.2 307706.2,623926.32 307706.39,623951.82 307733.75,623955.0 307731.9,623975.4 307719.8,623984.5 307715.25,624000.0 307707.55,624004.15 307705.55,624014.15 307701.15,624024.45 307696.6,624033.1 307692.6,624053.1 307683.65,624053.7 307683.4,624064.29 307678.69,624079.03 307673.47,624151.85 307653.5)))",rpa_hbe_ca_conservation,Bracondale,2,HBE8,4,CA2,3PLANC,Bracondale,CON,1970-02-03Z,Date declared 3 February 1970 - Boundary changes  6 October 1992 and 18 September 2003,CA2,CON,1970-02-03Z,237456.615795,3143.34840987
"MULTIPOLYGON (((617767.713 308942.623,617759.118 308942.93,617743.77 308943.48,617732.684 308943.639,617727.87 308943.608,617726.0 308956.8,617725.4 308960.4,617724.65 308964.0,617723.73 308967.71,617722.59 308971.36,617720.647 308976.522,617718.986 308981.095,617718.4 308982.5,617717.9 308983.2,617717.65 308983.6,617716.65 308985.75,617715.7 308987.55,617714.5 308989.95,617713.25 308992.25,617712.151 308994.056,617707.55 309005.8,617705.926 309012.669,617701.44 309031.64,617699.34 309040.15,617692.22 309074.9,617688.2 309095.32,617686.515 309103.458,617685.73 309110.346,617684.917 309114.84,617685.35 309114.85,617687.5 309115.0,617690.75 309115.25,617692.046 309115.342,617694.96 309115.55,617707.7 309116.45,617729.6 309118.1,617737.75 309118.65,617738.45 309118.7,617738.95 309118.75,617739.45 309118.85,617739.79 309118.95,617766.49 309122.92,617766.75 309122.95,617767.5 309123.1,617768.2 309123.3,617782.8 309126.15,617799.95 309129.05,617804.64 309129.89,617825.05 309133.88,617833.85 309135.9,617851.55 309140.0,617883.25 309147.15,617905.23 309152.24,617906.4 309153.0,617914.65 309154.8,617930.15 309157.4,617932.2 309157.85,617940.95 309159.4,617958.85 309162.4,617971.5 309164.65,617978.35 309165.55,617991.2 309166.55,617998.26 309167.71,618000 309168,618003.45 309168.52,618003.7 309147.75,618000.0 309088.32,617999.45 309080.65,617999.05 309073.95,617998.6 309067.05,617998.5 309060.75,617998.37 309060.29,617996.45 309053.45,617996.5 309027.0,617996.55 309018.7,617997.45 309013.0,618000.0 309009.67,618001.85 309007.35,618001.83 309006.4,618001.68 309000.0,618002.65 308984.7,618002.5 308978.1,618002.45 308957.45,618002.35 308933.1,618002.35 308905.9,618002.4 308903.5,618002.55 308902.45,618002.63 308900.15,618002.75 308896.42,618000.0 308896.53,617992.65 308896.75,617982.61 308897.0,617975.0 308897.15,617960.7 308897.5,617947.2 308897.95,617931.3 308898.45,617920.5 308898.6,617910.8 308898.85,617899.85 308899.05,617877.65 308899.3,617871.691 308899.212,617873.33 308938.84,617844.024 308939.89,617807.386 308941.202,617767.713 308942.623)))",rpa_hbe_ca_conservation,Bowthorpe,3,HBE8,1,CA11,3PLANC,Bowthorpe,CON,1983-12-06Z,Date declared 6 December 1983,CA11,CON,1983-12-06Z,64707.0665705,1091.47692113
