row-number,field,issue-type,value
1,reference,default,1
1,organisation,default,local-authority-eng:MAL
1,entry-date,default,2020-09-14
2,reference,default,2
2,organisation,default,local-authority-eng:MAL
2,entry-date,default,2020-09-14
3,reference,default,3
3,organisation,default,local-authority-eng:MAL
3,entry-date,default,2020-09-14
4,reference,default,4
4,organisation,default,local-authority-eng:MAL
4,entry-date,default,2020-09-14
5,reference,default,5
5,organisation,default,local-authority-eng:MAL
5,entry-date,default,2020-09-14
6,reference,default,6
6,organisation,default,local-authority-eng:MAL
6,entry-date,default,2020-09-14
7,reference,default,7
7,organisation,default,local-authority-eng:MAL
7,entry-date,default,2020-09-14
8,reference,default,8
8,organisation,default,local-authority-eng:MAL
8,entry-date,default,2020-09-14
9,reference,default,9
9,organisation,default,local-authority-eng:MAL
9,entry-date,default,2020-09-14
10,reference,default,10
10,organisation,default,local-authority-eng:MAL
10,entry-date,default,2020-09-14
11,reference,default,11
11,organisation,default,local-authority-eng:MAL
11,entry-date,default,2020-09-14
12,reference,default,12
12,organisation,default,local-authority-eng:MAL
12,entry-date,default,2020-09-14
13,reference,default,13
13,organisation,default,local-authority-eng:MAL
13,entry-date,default,2020-09-14
14,reference,default,14
14,organisation,default,local-authority-eng:MAL
14,entry-date,default,2020-09-14
15,reference,default,15
15,organisation,default,local-authority-eng:MAL
15,entry-date,default,2020-09-14
16,reference,default,16
16,organisation,default,local-authority-eng:MAL
16,entry-date,default,2020-09-14
17,reference,default,17
17,organisation,default,local-authority-eng:MAL
17,entry-date,default,2020-09-14
18,reference,default,18
18,organisation,default,local-authority-eng:MAL
18,entry-date,default,2020-09-14
19,reference,default,19
19,organisation,default,local-authority-eng:MAL
19,entry-date,default,2020-09-14
20,reference,default,20
20,organisation,default,local-authority-eng:MAL
20,entry-date,default,2020-09-14
21,reference,default,21
21,organisation,default,local-authority-eng:MAL
21,entry-date,default,2020-09-14
22,reference,default,22
22,organisation,default,local-authority-eng:MAL
22,entry-date,default,2020-09-14
23,reference,default,23
23,organisation,default,local-authority-eng:MAL
23,entry-date,default,2020-09-14
24,reference,default,24
24,organisation,default,local-authority-eng:MAL
24,entry-date,default,2020-09-14
25,reference,default,25
25,organisation,default,local-authority-eng:MAL
25,entry-date,default,2020-09-14
26,reference,default,26
26,organisation,default,local-authority-eng:MAL
26,entry-date,default,2020-09-14
27,reference,default,27
27,organisation,default,local-authority-eng:MAL
27,entry-date,default,2020-09-14
28,reference,default,28
28,organisation,default,local-authority-eng:MAL
28,entry-date,default,2020-09-14
29,reference,default,29
29,organisation,default,local-authority-eng:MAL
29,entry-date,default,2020-09-14
30,reference,default,30
30,organisation,default,local-authority-eng:MAL
30,entry-date,default,2020-09-14
31,reference,default,31
31,organisation,default,local-authority-eng:MAL
31,entry-date,default,2020-09-14
32,reference,default,32
32,organisation,default,local-authority-eng:MAL
32,entry-date,default,2020-09-14
33,reference,default,33
33,organisation,default,local-authority-eng:MAL
33,entry-date,default,2020-09-14
34,reference,default,34
34,organisation,default,local-authority-eng:MAL
34,entry-date,default,2020-09-14
35,reference,default,35
35,organisation,default,local-authority-eng:MAL
35,entry-date,default,2020-09-14
36,reference,default,36
36,organisation,default,local-authority-eng:MAL
36,entry-date,default,2020-09-14
37,reference,default,37
37,organisation,default,local-authority-eng:MAL
37,entry-date,default,2020-09-14
38,reference,default,38
38,organisation,default,local-authority-eng:MAL
38,entry-date,default,2020-09-14
39,reference,default,39
39,organisation,default,local-authority-eng:MAL
39,entry-date,default,2020-09-14
40,reference,default,40
40,organisation,default,local-authority-eng:MAL
40,entry-date,default,2020-09-14
41,reference,default,41
41,organisation,default,local-authority-eng:MAL
41,entry-date,default,2020-09-14
42,reference,default,42
42,organisation,default,local-authority-eng:MAL
42,entry-date,default,2020-09-14
43,reference,default,43
43,organisation,default,local-authority-eng:MAL
43,entry-date,default,2020-09-14
44,reference,default,44
44,organisation,default,local-authority-eng:MAL
44,entry-date,default,2020-09-14
45,reference,default,45
45,organisation,default,local-authority-eng:MAL
45,entry-date,default,2020-09-14
46,reference,default,46
46,organisation,default,local-authority-eng:MAL
46,entry-date,default,2020-09-14
47,reference,default,47
47,organisation,default,local-authority-eng:MAL
47,entry-date,default,2020-09-14
48,reference,default,48
48,organisation,default,local-authority-eng:MAL
48,entry-date,default,2020-09-14
49,reference,default,49
49,organisation,default,local-authority-eng:MAL
49,entry-date,default,2020-09-14
50,reference,default,50
50,organisation,default,local-authority-eng:MAL
50,entry-date,default,2020-09-14
51,reference,default,51
51,organisation,default,local-authority-eng:MAL
51,entry-date,default,2020-09-14
52,reference,default,52
52,organisation,default,local-authority-eng:MAL
52,entry-date,default,2020-09-14
53,reference,default,53
53,organisation,default,local-authority-eng:MAL
53,entry-date,default,2020-09-14
54,reference,default,54
54,organisation,default,local-authority-eng:MAL
54,entry-date,default,2020-09-14
55,reference,default,55
55,organisation,default,local-authority-eng:MAL
55,entry-date,default,2020-09-14
56,reference,default,56
56,organisation,default,local-authority-eng:MAL
56,entry-date,default,2020-09-14
57,reference,default,57
57,organisation,default,local-authority-eng:MAL
57,entry-date,default,2020-09-14
58,reference,default,58
58,organisation,default,local-authority-eng:MAL
58,entry-date,default,2020-09-14
59,reference,default,61
59,organisation,default,local-authority-eng:MAL
59,entry-date,default,2020-09-14
60,reference,default,62
60,organisation,default,local-authority-eng:MAL
60,entry-date,default,2020-09-14
61,reference,default,59
61,organisation,default,local-authority-eng:MAL
61,entry-date,default,2020-09-14
62,reference,default,60
62,organisation,default,local-authority-eng:MAL
62,entry-date,default,2020-09-14
63,reference,default,63
63,organisation,default,local-authority-eng:MAL
63,entry-date,default,2020-09-14
64,reference,default,64
64,organisation,default,local-authority-eng:MAL
64,entry-date,default,2020-09-14
65,reference,default,65
65,organisation,default,local-authority-eng:MAL
65,entry-date,default,2020-09-14
66,reference,default,66
66,organisation,default,local-authority-eng:MAL
66,entry-date,default,2020-09-14
67,reference,default,67
67,organisation,default,local-authority-eng:MAL
67,entry-date,default,2020-09-14
68,reference,default,68
68,organisation,default,local-authority-eng:MAL
68,entry-date,default,2020-09-14
69,reference,default,69
69,organisation,default,local-authority-eng:MAL
69,entry-date,default,2020-09-14
70,reference,default,70
70,organisation,default,local-authority-eng:MAL
70,entry-date,default,2020-09-14
71,reference,default,71
71,organisation,default,local-authority-eng:MAL
71,entry-date,default,2020-09-14
72,reference,default,72
72,organisation,default,local-authority-eng:MAL
72,entry-date,default,2020-09-14
73,reference,default,73
73,organisation,default,local-authority-eng:MAL
73,entry-date,default,2020-09-14
74,reference,default,74
74,organisation,default,local-authority-eng:MAL
74,entry-date,default,2020-09-14
75,reference,default,75
75,organisation,default,local-authority-eng:MAL
75,entry-date,default,2020-09-14
76,reference,default,76
76,organisation,default,local-authority-eng:MAL
76,entry-date,default,2020-09-14
77,reference,default,78
77,organisation,default,local-authority-eng:MAL
77,entry-date,default,2020-09-14
78,reference,default,77
78,organisation,default,local-authority-eng:MAL
78,entry-date,default,2020-09-14
79,reference,default,79
79,organisation,default,local-authority-eng:MAL
79,entry-date,default,2020-09-14
80,reference,default,80
80,organisation,default,local-authority-eng:MAL
80,entry-date,default,2020-09-14
81,reference,default,81
81,organisation,default,local-authority-eng:MAL
81,entry-date,default,2020-09-14
82,reference,default,82
82,organisation,default,local-authority-eng:MAL
82,entry-date,default,2020-09-14
