row-number,field,issue-type,value
1,reference,default,1480
1,organisation,default,local-authority-eng:KWL
1,entry-date,default,2020-09-07
2,reference,default,1481
2,organisation,default,local-authority-eng:KWL
2,entry-date,default,2020-09-07
3,reference,default,1482
3,organisation,default,local-authority-eng:KWL
3,entry-date,default,2020-09-07
4,reference,default,1483
4,organisation,default,local-authority-eng:KWL
4,entry-date,default,2020-09-07
5,reference,default,1484
5,organisation,default,local-authority-eng:KWL
5,entry-date,default,2020-09-07
6,reference,default,1485
6,organisation,default,local-authority-eng:KWL
6,entry-date,default,2020-09-07
7,reference,default,1486
7,organisation,default,local-authority-eng:KWL
7,entry-date,default,2020-09-07
8,reference,default,1487
8,organisation,default,local-authority-eng:KWL
8,entry-date,default,2020-09-07
9,reference,default,24428
9,organisation,default,local-authority-eng:KWL
9,entry-date,default,2020-09-07
10,reference,default,1489
10,organisation,default,local-authority-eng:KWL
10,entry-date,default,2020-09-07
11,reference,default,1490
11,organisation,default,local-authority-eng:KWL
11,entry-date,default,2020-09-07
12,reference,default,1491
12,organisation,default,local-authority-eng:KWL
12,entry-date,default,2020-09-07
13,reference,default,1492
13,organisation,default,local-authority-eng:KWL
13,entry-date,default,2020-09-07
14,reference,default,1493
14,organisation,default,local-authority-eng:KWL
14,entry-date,default,2020-09-07
15,reference,default,1998
15,organisation,default,local-authority-eng:KWL
15,entry-date,default,2020-09-07
