row-number,field,issue-type,value
1,reference,default,27
1,organisation,default,local-authority-eng:STH
1,entry-date,default,2020-09-05
2,reference,default,29
2,organisation,default,local-authority-eng:STH
2,entry-date,default,2020-09-05
3,reference,default,31
3,organisation,default,local-authority-eng:STH
3,entry-date,default,2020-09-05
4,reference,default,32
4,organisation,default,local-authority-eng:STH
4,entry-date,default,2020-09-05
5,reference,default,33
5,organisation,default,local-authority-eng:STH
5,entry-date,default,2020-09-05
6,reference,default,36
6,organisation,default,local-authority-eng:STH
6,entry-date,default,2020-09-05
7,reference,default,44
7,organisation,default,local-authority-eng:STH
7,entry-date,default,2020-09-05
8,reference,default,45
8,organisation,default,local-authority-eng:STH
8,entry-date,default,2020-09-05
9,reference,default,46
9,organisation,default,local-authority-eng:STH
9,entry-date,default,2020-09-05
10,reference,default,68
10,organisation,default,local-authority-eng:STH
10,entry-date,default,2020-09-05
11,reference,default,9
11,organisation,default,local-authority-eng:STH
11,entry-date,default,2020-09-05
12,reference,default,11
12,organisation,default,local-authority-eng:STH
12,entry-date,default,2020-09-05
13,reference,default,15
13,organisation,default,local-authority-eng:STH
13,entry-date,default,2020-09-05
14,reference,default,16
14,organisation,default,local-authority-eng:STH
14,entry-date,default,2020-09-05
15,reference,default,18
15,organisation,default,local-authority-eng:STH
15,entry-date,default,2020-09-05
16,reference,default,70
16,organisation,default,local-authority-eng:STH
16,entry-date,default,2020-09-05
17,reference,default,69
17,organisation,default,local-authority-eng:STH
17,entry-date,default,2020-09-05
18,reference,default,23
18,organisation,default,local-authority-eng:STH
18,entry-date,default,2020-09-05
19,reference,default,24
19,organisation,default,local-authority-eng:STH
19,entry-date,default,2020-09-05
20,reference,default,67
20,organisation,default,local-authority-eng:STH
20,entry-date,default,2020-09-05
