row-number,field,issue-type,value
1,organisation,default,local-authority-eng:WOX
1,entry-date,default,2020-12-02
2,organisation,default,local-authority-eng:WOX
2,entry-date,default,2020-12-02
3,organisation,default,local-authority-eng:WOX
3,entry-date,default,2020-12-02
4,organisation,default,local-authority-eng:WOX
4,entry-date,default,2020-12-02
5,organisation,default,local-authority-eng:WOX
5,entry-date,default,2020-12-02
6,organisation,default,local-authority-eng:WOX
6,entry-date,default,2020-12-02
7,organisation,default,local-authority-eng:WOX
7,entry-date,default,2020-12-02
8,organisation,default,local-authority-eng:WOX
8,entry-date,default,2020-12-02
9,organisation,default,local-authority-eng:WOX
9,entry-date,default,2020-12-02
10,organisation,default,local-authority-eng:WOX
10,entry-date,default,2020-12-02
11,organisation,default,local-authority-eng:WOX
11,entry-date,default,2020-12-02
12,organisation,default,local-authority-eng:WOX
12,entry-date,default,2020-12-02
13,organisation,default,local-authority-eng:WOX
13,entry-date,default,2020-12-02
14,organisation,default,local-authority-eng:WOX
14,entry-date,default,2020-12-02
15,organisation,default,local-authority-eng:WOX
15,entry-date,default,2020-12-02
16,organisation,default,local-authority-eng:WOX
16,entry-date,default,2020-12-02
17,organisation,default,local-authority-eng:WOX
17,entry-date,default,2020-12-02
18,organisation,default,local-authority-eng:WOX
18,entry-date,default,2020-12-02
19,organisation,default,local-authority-eng:WOX
19,entry-date,default,2020-12-02
20,organisation,default,local-authority-eng:WOX
20,entry-date,default,2020-12-02
21,organisation,default,local-authority-eng:WOX
21,entry-date,default,2020-12-02
22,organisation,default,local-authority-eng:WOX
22,entry-date,default,2020-12-02
23,organisation,default,local-authority-eng:WOX
23,entry-date,default,2020-12-02
24,organisation,default,local-authority-eng:WOX
24,entry-date,default,2020-12-02
25,organisation,default,local-authority-eng:WOX
25,entry-date,default,2020-12-02
26,organisation,default,local-authority-eng:WOX
26,entry-date,default,2020-12-02
27,organisation,default,local-authority-eng:WOX
27,entry-date,default,2020-12-02
28,organisation,default,local-authority-eng:WOX
28,entry-date,default,2020-12-02
29,organisation,default,local-authority-eng:WOX
29,entry-date,default,2020-12-02
30,organisation,default,local-authority-eng:WOX
30,entry-date,default,2020-12-02
31,organisation,default,local-authority-eng:WOX
31,entry-date,default,2020-12-02
32,organisation,default,local-authority-eng:WOX
32,entry-date,default,2020-12-02
33,organisation,default,local-authority-eng:WOX
33,entry-date,default,2020-12-02
34,organisation,default,local-authority-eng:WOX
34,entry-date,default,2020-12-02
35,organisation,default,local-authority-eng:WOX
35,entry-date,default,2020-12-02
36,organisation,default,local-authority-eng:WOX
36,entry-date,default,2020-12-02
37,organisation,default,local-authority-eng:WOX
37,entry-date,default,2020-12-02
38,organisation,default,local-authority-eng:WOX
38,entry-date,default,2020-12-02
39,organisation,default,local-authority-eng:WOX
39,entry-date,default,2020-12-02
40,organisation,default,local-authority-eng:WOX
40,entry-date,default,2020-12-02
41,organisation,default,local-authority-eng:WOX
41,entry-date,default,2020-12-02
42,organisation,default,local-authority-eng:WOX
42,entry-date,default,2020-12-02
43,organisation,default,local-authority-eng:WOX
43,entry-date,default,2020-12-02
44,organisation,default,local-authority-eng:WOX
44,entry-date,default,2020-12-02
45,organisation,default,local-authority-eng:WOX
45,entry-date,default,2020-12-02
46,organisation,default,local-authority-eng:WOX
46,entry-date,default,2020-12-02
47,organisation,default,local-authority-eng:WOX
47,entry-date,default,2020-12-02
48,organisation,default,local-authority-eng:WOX
48,entry-date,default,2020-12-02
49,organisation,default,local-authority-eng:WOX
49,entry-date,default,2020-12-02
50,organisation,default,local-authority-eng:WOX
50,entry-date,default,2020-12-02
51,organisation,default,local-authority-eng:WOX
51,entry-date,default,2020-12-02
